period,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high
shock_2022_2023,1.5338212463960967,1.633103602846417,0.09928235645032024,-0.024937146518972157,0.23400097236932402,0.05598600349912522,22.880481912699906,-2.2814735971843443,53.47029559420522
lifecycle_2017_2026,1.7446026630502411,1.770445224169952,0.02584256111971084,-0.006730613723657341,0.060388114817679826,0.06123469132716821,4.9690361961339065,-0.7538110933371892,11.675833363246586
