period,policy,observed_lift,circular_shift_p_unadjusted,circular_shift_p_max_adjusted,n_recorded_policies,observed_max_lift,null_max_lift_q95
confirmation_2025,quarterly_reset_extra,0.787861254524954,0.7538115471132217,0.9955011247188202,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_reset_tree_consensus,0.8268786430709447,0.7450637340664834,0.9705073731567109,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_window2_hist,0.8504338245420742,0.7050737315671082,0.9575106223444139,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_window3_hist,0.8842070338420703,0.5631092226943264,0.9477630592351912,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_reset_hist_anchor25,1.1987498058704766,0.20094976255936017,0.6843289177705574,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_reset_hist,1.0288400507775308,0.387903024243939,0.8280429892526868,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_decay1_hist,1.2975558504755587,0.1664583854036491,0.6265933516620845,11,1.4634088539198027,2.1701811300351443
confirmation_2025,anchor_multiscale_locked,0.8742606342813994,0.48637840539865035,0.9575106223444139,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_reset_hist_anchor50,1.4634088539198027,0.03824043989002749,0.5023744063984004,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_decay_hist_anchor25,1.3546527860875115,0.1279680079980005,0.5738565358660335,11,1.4634088539198027,2.1701811300351443
confirmation_2025,quarterly_reset_logit,1.168559070018924,0.4988752811797051,0.7288177955511123,11,1.4634088539198027,2.1701811300351443
retrospective_2025_2026,quarterly_reset_extra,1.105968787290297,0.2831792051987003,0.7713071732066983,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_reset_tree_consensus,1.0879447108652285,0.31917020744813795,0.7955511122219445,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_window2_hist,1.0621147977298475,0.3911522119470133,0.8580354911272182,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_window3_hist,0.8112763836602762,0.786053486628343,1.0,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_reset_hist_anchor25,1.3556661453149437,0.11647088227943014,0.350912271932017,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_reset_hist,1.1292145605595068,0.23594101474631343,0.7218195451137216,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_decay1_hist,1.2895173123463612,0.1042239440139965,0.4348912771807048,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,anchor_multiscale_locked,1.1953385233566958,0.08172956760809798,0.5891027243189203,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_reset_hist_anchor50,1.4447468395582348,0.06773306673331667,0.21944513871532118,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_decay_hist_anchor25,1.4040000604390899,0.07798050487378155,0.25893526618345414,11,1.4447468395582348,1.6424455634997641
retrospective_2025_2026,quarterly_reset_logit,1.3170223491850108,0.13521619595101225,0.38315421144713824,11,1.4447468395582348,1.6424455634997641
