rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,candidate,stage1_rate,stage1_rolling,stage1_cooldown,passed_2025,status,robustness
0.18,167,1.0391111111111109,120,0,0.47305389221556887,0.3401273885350318,1.3908138778622532,0.588470492964875,68.44564512001976,1.3908138778622532,1.3908138778622532,1,1,0.84,1.2755555555555553,1.3019512195121952,0.8333333333333334,1.3908138778622532,1.0391111111111109,1.0391111111111109,quarterly_reset_hist_anchor50,0.18,120,0,True,causal retrospective; 2026 seen before round 5,1.3019512195121952
0.18,184,1.1448888888888886,120,0,0.45108695652173914,0.3401273885350318,1.3262294414590459,0.5456740849999276,70.18387735005727,1.3262294414590459,1.3262294414590459,1,1,0.9955555555555554,1.3377777777777777,1.271255060728745,0.9106145251396648,1.3262294414590459,1.1448888888888886,1.1448888888888886,quarterly_decay_hist_anchor25,0.18,120,0,False,causal retrospective; 2026 seen before round 5,1.271255060728745
0.18,149,0.927111111111111,120,0,0.4966442953020134,0.3401273885350318,1.4601714300077924,0.5991424811649531,88.95971497857789,1.4601714300077924,1.4601714300077924,1,1,0.7777777777777777,1.0888888888888888,1.2493368700265253,0.9375,1.4601714300077924,0.927111111111111,0.927111111111111,quarterly_reset_extra,0.18,120,0,False,causal retrospective; 2026 seen before round 5,1.2493368700265253
0.2,151,0.9395555555555555,120,0,0.4900662251655629,0.3401273885350318,1.4408314110672917,0.5861893193353868,85.07302946937352,1.4408314110672917,1.4408314110672917,1,1,0.6844444444444444,1.1199999999999999,1.1214285714285714,0.8767123287671232,1.4408314110672917,0.9395555555555555,0.9395555555555555,quarterly_reset_tree_consensus,0.2,120,0,False,causal retrospective; 2026 seen before round 5,1.1214285714285714
0.22,177,1.1013333333333333,120,0,0.4180790960451977,0.3401273885350318,1.229183859159102,0.5625352479285064,49.61418439819741,1.229183859159102,1.229183859159102,1,1,0.9022222222222221,1.2444444444444442,1.118969298245614,0.8546511627906976,1.229183859159102,1.1013333333333333,1.1013333333333333,quarterly_reset_hist,0.22,120,0,False,causal retrospective; 2026 seen before round 5,1.118969298245614
0.3,349,2.1715555555555555,250,0,0.4040114613180516,0.3401273885350318,1.1878239593058821,0.5777117406330889,49.40658276620402,1.1878239593058821,1.1878239593058821,1,1,1.2133333333333332,3.0799999999999996,1.1128832181463761,0.9680232558139535,1.1878239593058821,2.1715555555555555,2.1715555555555555,anchor_multiscale_locked,0.3,250,0,False,causal retrospective; 2026 seen before round 5,1.1128832181463761
0.18,137,0.8524444444444443,120,0,0.49635036496350365,0.3401273885350318,1.45930725279532,0.5817354272410452,69.37562172744876,1.45930725279532,1.45930725279532,1,1,0.591111111111111,1.0266666666666666,1.0411140583554377,0.8106060606060606,1.45930725279532,0.8524444444444443,0.8524444444444443,quarterly_reset_hist_anchor25,0.18,120,0,False,causal retrospective; 2026 seen before round 5,1.0411140583554377
0.22,182,1.1324444444444444,250,0,0.36813186813186816,0.3401273885350318,1.0823352677285263,0.5024510867207497,43.38826628371022,1.0823352677285263,1.0823352677285263,1,1,1.0266666666666666,1.2755555555555553,0.948901098901099,0.864406779661017,1.0823352677285263,1.1324444444444444,1.1324444444444444,quarterly_window2_hist,0.22,250,0,False,causal retrospective; 2026 seen before round 5,0.948901098901099
0.25,248,1.543111111111111,500,0,0.3629032258064516,0.3401273885350318,1.0669626676332005,0.5516029673333045,44.69466110978311,1.0669626676332005,1.0669626676332005,1,1,1.0266666666666666,2.0533333333333332,0.9420000000000001,0.9300411522633745,1.0669626676332005,1.543111111111111,1.543111111111111,quarterly_reset_logit,0.25,500,0,False,causal retrospective; 2026 seen before round 5,0.9420000000000001
0.18,190,1.182222222222222,120,0,0.4052631578947368,0.3401273885350318,1.19150404100138,0.5365421601376658,59.25126533162727,1.19150404100138,1.19150404100138,1,1,1.0888888888888888,1.3688888888888888,0.9389952153110048,0.8486486486486486,1.19150404100138,1.182222222222222,1.182222222222222,quarterly_decay1_hist,0.18,120,0,False,causal retrospective; 2026 seen before round 5,0.9389952153110048
0.18,173,1.0764444444444443,120,0,0.24277456647398843,0.3401273885350318,0.7137754107943106,0.45047214148337744,-11.201144827082448,0.7137754107943106,0.7137754107943106,0,1,0.9333333333333332,1.151111111111111,0.5211000474158369,0.9107142857142857,0.7137754107943106,1.0764444444444443,1.0764444444444443,quarterly_window3_hist,0.18,120,0,False,causal retrospective; 2026 seen before round 5,0.5211000474158369
