rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,candidate,rate,rolling,cooldown
0.22,365,1.4435028248587571,0,0,0.40273972602739727,0.3379032258064516,1.191878902801844,0.5608039558254531,27.760695866896995,1.191878902801844,1.191878902801844,1,1,1.305084745762712,1.5225988700564972,1.1082251082251082,0.875,1.191878902801844,1.4435028248587571,1.4435028248587571,quarterly_reset_hist,0.22,0,0
0.22,259,1.0242937853107343,120,0,0.43243243243243246,0.3379032258064516,1.2797523060052893,0.5608039558254531,47.08082866886626,1.2797523060052893,1.2797523060052893,1,1,0.9491525423728814,1.1073446327683616,1.1904761904761905,0.8622047244094488,1.2797523060052893,1.0242937853107343,1.0242937853107343,quarterly_reset_hist,0.22,120,0
0.22,275,1.0875706214689267,250,0,0.4109090909090909,0.3379032258064516,1.2160555435018443,0.5608039558254531,37.743661011355655,1.2160555435018443,1.2160555435018443,1,1,1.0677966101694916,1.1073446327683616,1.115151515151515,0.8925925925925926,1.2160555435018443,1.0875706214689267,1.0875706214689267,quarterly_reset_hist,0.22,250,0
0.22,326,1.289265536723164,500,0,0.4110429447852761,0.3379032258064516,1.2164516743048743,0.5608039558254531,33.0060274378851,1.2164516743048743,1.2164516743048743,1,1,1.265536723163842,1.344632768361582,1.1008522727272727,0.881619937694704,1.2164516743048743,1.289265536723164,1.289265536723164,quarterly_reset_hist,0.22,500,0
0.22,145,0.5734463276836158,250,3,0.3724137931034483,0.3379032258064516,1.1021315118097277,0.5608039558254531,24.490426670422053,1.1021315118097277,1.1021315118097277,1,1,0.5338983050847458,0.612994350282486,0.9596462133775566,0.7428571428571429,1.1021315118097277,0.5734463276836158,0.5734463276836158,quarterly_reset_hist,0.22,250,3
0.25,402,1.5898305084745765,0,0,0.39800995024875624,0.3379032258064516,1.1778814756765101,0.5608039558254531,25.778259549541918,1.1778814756765101,1.1778814756765101,1,1,1.5819209039548023,1.6214689265536724,1.0999999999999999,0.8816120906801007,1.1778814756765101,1.5898305084745765,1.5898305084745765,quarterly_reset_hist,0.25,0,0
0.25,293,1.1587570621468928,120,0,0.4197952218430034,0.3379032258064516,1.2423534011582917,0.5608039558254531,42.30772283486788,1.2423534011582917,1.2423534011582917,1,1,1.0875706214689267,1.2457627118644068,1.1111111111111112,0.8923611111111112,1.2423534011582917,1.1587570621468928,1.1587570621468928,quarterly_reset_hist,0.25,120,0
0.25,313,1.2378531073446328,250,0,0.4249201277955272,0.3379032258064516,1.2575201872707726,0.5608039558254531,35.91162815170238,1.2575201872707726,1.2575201872707726,1,1,1.1864406779661016,1.265536723163842,1.163059163059163,0.8798701298701299,1.2575201872707726,1.2378531073446328,1.2378531073446328,quarterly_reset_hist,0.25,250,0
0.25,375,1.4830508474576272,500,0,0.408,0.3379032258064516,1.2074463007159904,0.5608039558254531,29.057643093088206,1.2074463007159904,1.2074463007159904,1,1,1.423728813559322,1.5423728813559323,1.1282051282051282,0.8810810810810811,1.2074463007159904,1.4830508474576272,1.4830508474576272,quarterly_reset_hist,0.25,500,0
0.25,164,0.6485875706214689,250,3,0.42073170731707316,0.3379032258064516,1.2451248617498107,0.5608039558254531,24.606937945902633,1.2451248617498107,1.2451248617498107,1,1,0.5932203389830508,0.672316384180791,1.11044776119403,0.7484276729559748,1.2451248617498107,0.6485875706214689,0.6485875706214689,quarterly_reset_hist,0.25,250,3
0.3,482,1.906214689265537,0,0,0.3941908713692946,0.3379032258064516,1.1665791897325186,0.5608039558254531,23.17708172009596,1.1665791897325186,1.1665791897325186,1,1,1.8389830508474576,1.9774011299435028,1.0666666666666667,0.9203354297693921,1.1665791897325186,1.906214689265537,1.906214689265537,quarterly_reset_hist,0.3,0,0
0.3,341,1.348587570621469,120,0,0.40175953079178883,0.3379032258064516,1.188978086352788,0.5608039558254531,32.648813202165044,1.188978086352788,1.188978086352788,1,1,1.305084745762712,1.4039548022598871,1.0674931129476584,0.9077380952380952,1.188978086352788,1.348587570621469,1.348587570621469,quarterly_reset_hist,0.3,120,0
0.3,368,1.455367231638418,250,0,0.4157608695652174,0.3379032258064516,1.2304140292622185,0.5608039558254531,31.12460986654057,1.2304140292622185,1.2304140292622185,1,1,1.384180790960452,1.4830508474576272,1.1689497716894977,0.8842975206611571,1.2304140292622185,1.455367231638418,1.455367231638418,quarterly_reset_hist,0.3,250,0
0.3,449,1.7757062146892655,500,0,0.38752783964365256,0.3379032258064516,1.1468604323583036,0.5608039558254531,25.077280645169314,1.1468604323583036,1.1468604323583036,1,1,1.7203389830508475,1.8389830508474576,1.1086142322097379,0.8918918918918919,1.1468604323583036,1.7757062146892655,1.7757062146892655,quarterly_reset_hist,0.3,500,0
0.3,196,0.7751412429378532,250,3,0.40816326530612246,0.3379032258064516,1.2079294725049925,0.5608039558254531,18.485191386066994,1.2079294725049925,1.2079294725049925,1,1,0.692090395480226,0.8305084745762712,1.1204819277108435,0.7643979057591623,1.2079294725049925,0.7751412429378532,0.7751412429378532,quarterly_reset_hist,0.3,250,3
0.35,553,2.187005649717514,0,0,0.3707052441229656,0.3379032258064516,1.0970751854713063,0.5608039558254531,17.93924411715047,1.0970751854713063,1.0970751854713063,1,1,2.076271186440678,2.3135593220338984,0.9629629629629629,0.9379562043795621,1.0970751854713063,2.187005649717514,2.187005649717514,quarterly_reset_hist,0.35,0,0
0.35,398,1.5740112994350282,120,0,0.39195979899497485,0.3379032258064516,1.159976493445749,0.5608039558254531,28.82910879889292,1.159976493445749,1.159976493445749,1,1,1.5225988700564972,1.6412429378531075,1.080168776371308,0.910941475826972,1.159976493445749,1.5740112994350282,1.5740112994350282,quarterly_reset_hist,0.35,120,0
0.35,434,1.7163841807909606,250,0,0.3778801843317972,0.3379032258064516,1.118308898738493,0.5608039558254531,21.36055232336119,1.118308898738493,1.118308898738493,1,1,1.6412429378531075,1.8192090395480227,1.0602409638554218,0.8834498834498834,1.118308898738493,1.7163841807909606,1.7163841807909606,quarterly_reset_hist,0.35,250,0
0.35,519,2.052542372881356,500,0,0.37764932562620424,0.3379032258064516,1.1176256892040413,0.5608039558254531,20.40237400685575,1.1176256892040413,1.1176256892040413,1,1,1.9378531073446328,2.115819209039548,0.9650793650793651,0.9241245136186771,1.1176256892040413,2.052542372881356,2.052542372881356,quarterly_reset_hist,0.35,500,0
0.35,232,0.9175141242937853,250,3,0.375,0.3379032258064516,1.1097852028639619,0.5608039558254531,11.924357815216162,1.1097852028639619,1.1097852028639619,1,1,0.8305084745762712,1.0084745762711864,1.0193423597678917,0.775330396475771,1.1097852028639619,0.9175141242937853,0.9175141242937853,quarterly_reset_hist,0.35,250,3
0.4,628,2.4836158192090396,0,0,0.35828025477707004,0.3379032258064516,1.0603043339464604,0.5608039558254531,15.721223577276016,1.0603043339464604,1.0603043339464604,1,1,2.4322033898305087,2.531073446327684,0.910569105691057,0.9614767255216693,1.0603043339464604,2.4836158192090396,2.4836158192090396,quarterly_reset_hist,0.4,0,0
0.4,468,1.8508474576271186,120,0,0.3888888888888889,0.3379032258064516,1.15088835852559,0.5608039558254531,26.23039508339235,1.15088835852559,1.15088835852559,1,1,1.7994350282485876,1.9180790960451979,1.054945054945055,0.9157667386609071,1.15088835852559,1.8508474576271186,1.8508474576271186,quarterly_reset_hist,0.4,120,0
0.4,496,1.961581920903955,250,0,0.375,0.3379032258064516,1.1097852028639619,0.5608039558254531,18.96739561551553,1.1097852028639619,1.1097852028639619,1,1,1.8192090395480227,2.036723163841808,1.0133333333333334,0.9144602851323829,1.1097852028639619,1.961581920903955,1.961581920903955,quarterly_reset_hist,0.4,250,0
0.4,580,2.2937853107344632,500,0,0.36724137931034484,0.3379032258064516,1.0868241297012593,0.5608039558254531,16.841657867825965,1.0868241297012593,1.0868241297012593,1,1,2.194915254237288,2.3728813559322033,0.9344729344729344,0.9478260869565217,1.0868241297012593,2.2937853107344632,2.2937853107344632,quarterly_reset_hist,0.4,500,0
0.4,258,1.0203389830508476,250,3,0.35658914728682173,0.3379032258064516,1.0552996244287802,0.5608039558254531,9.164540015732035,1.0552996244287802,1.0552996244287802,1,1,0.9491525423728814,1.0677966101694916,0.8872053872053872,0.8260869565217391,1.0552996244287802,1.0203389830508476,1.0203389830508476,quarterly_reset_hist,0.4,250,3
0.18,198,0.7830508474576272,0,0,0.4595959595959596,0.3379032258064516,1.3601407873484246,0.5517690458402496,60.95826420702592,1.3601407873484246,1.3601407873484246,1,1,0.672316384180791,0.9689265536723164,1.3202577752871953,0.844559585492228,1.3601407873484246,0.7830508474576272,0.7830508474576272,quarterly_reset_extra,0.18,0,0
0.18,235,0.9293785310734464,120,0,0.5148936170212766,0.3379032258064516,1.5237901792515107,0.5517690458402496,83.8114794023558,1.5237901792515107,1.5237901792515107,1,1,0.8502824858757062,1.0282485875706215,1.3643410852713178,0.8869565217391304,1.5237901792515107,0.9293785310734464,0.9293785310734464,quarterly_reset_extra,0.18,120,0
0.18,169,0.6683615819209039,250,0,0.47337278106508873,0.3379032258064516,1.4009122876389262,0.5517690458402496,64.8041647142401,1.4009122876389262,1.4009122876389262,1,1,0.5734463276836158,0.7711864406779662,1.2549019607843137,0.8353658536585366,1.4009122876389262,0.6683615819209039,0.6683615819209039,quarterly_reset_extra,0.18,250,0
0.18,200,0.7909604519774012,500,0,0.445,0.3379032258064516,1.316945107398568,0.5517690458402496,57.52483257763433,1.316945107398568,1.316945107398568,1,1,0.672316384180791,0.9491525423728814,1.2389068468997944,0.8512820512820513,1.316945107398568,0.7909604519774012,0.7909604519774012,quarterly_reset_extra,0.18,500,0
0.18,87,0.34406779661016945,250,3,0.42528735632183906,0.3379032258064516,1.2586069733629606,0.5517690458402496,60.59316935044116,1.2586069733629606,1.2586069733629606,1,1,0.3163841807909605,0.3954802259887006,0.9253731343283582,0.6707317073170732,1.2586069733629606,0.34406779661016945,0.34406779661016945,quarterly_reset_extra,0.18,250,3
0.2,221,0.8740112994350283,0,0,0.43891402714932126,0.3379032258064516,1.298934113759328,0.5517690458402496,52.68687260065606,1.298934113759328,1.298934113759328,1,1,0.7711864406779662,1.0084745762711864,1.2341540073336827,0.8564814814814815,1.298934113759328,0.8740112994350283,0.8740112994350283,quarterly_reset_extra,0.2,0,0
0.2,253,1.0005649717514125,120,0,0.5019762845849802,0.3379032258064516,1.4855622741894403,0.5517690458402496,80.09280616432893,1.4855622741894403,1.4855622741894403,1,1,0.8898305084745763,1.1271186440677967,1.3037037037037036,0.8991935483870968,1.4855622741894403,1.0005649717514125,1.0005649717514125,quarterly_reset_extra,0.2,120,0
0.2,191,0.7553672316384181,250,0,0.4712041884816754,0.3379032258064516,1.3944944957452923,0.5517690458402496,65.152308893954,1.3944944957452923,1.3944944957452923,1,1,0.632768361581921,0.8502824858757062,1.2991452991452992,0.8655913978494624,1.3944944957452923,0.7553672316384181,0.7553672316384181,quarterly_reset_extra,0.2,250,0
0.2,227,0.8977401129943503,500,0,0.43171806167400884,0.3379032258064516,1.27763817774647,0.5517690458402496,52.41473102208204,1.27763817774647,1.27763817774647,1,1,0.8305084745762712,0.9887005649717514,1.2403100775193798,0.8558558558558559,1.27763817774647,0.8977401129943503,0.8977401129943503,quarterly_reset_extra,0.2,500,0
0.2,100,0.3954802259887006,250,3,0.42,0.3379032258064516,1.2429594272076372,0.5517690458402496,60.44243312551622,1.2429594272076372,1.2429594272076372,1,1,0.3559322033898305,0.4548022598870057,1.168892380204242,0.7263157894736842,1.2429594272076372,0.3954802259887006,0.3954802259887006,quarterly_reset_extra,0.2,250,3
0.22,238,0.9412429378531074,0,0,0.4327731092436975,0.3379032258064516,1.2807605142295582,0.5517690458402496,50.24421297147674,1.2807605142295582,1.2807605142295582,1,1,0.8502824858757062,1.0677966101694916,1.219572166215884,0.8669527896995708,1.2807605142295582,0.9412429378531074,0.9412429378531074,quarterly_reset_extra,0.22,0,0
0.22,283,1.1192090395480228,120,0,0.46996466431095407,0.3379032258064516,1.3908262141899357,0.5517690458402496,65.54356313915943,1.3908262141899357,1.3908262141899357,1,1,1.0480225988700564,1.2457627118644068,1.1069182389937107,0.9028776978417267,1.3908262141899357,1.1192090395480228,1.1192090395480228,quarterly_reset_extra,0.22,120,0
0.22,216,0.8542372881355933,250,0,0.46296296296296297,0.3379032258064516,1.3701051887209406,0.5517690458402496,60.5868178480354,1.3701051887209406,1.3701051887209406,1,1,0.711864406779661,0.9491525423728814,1.2444444444444445,0.8909952606635071,1.3701051887209406,0.8542372881355933,0.8542372881355933,quarterly_reset_extra,0.22,250,0
0.22,251,0.9926553672316385,500,0,0.4302788844621514,0.3379032258064516,1.2733790375490877,0.5517690458402496,50.38690273148543,1.2733790375490877,1.2733790375490877,1,1,0.8700564971751413,1.0875706214689267,1.1666666666666667,0.8780487804878049,1.2733790375490877,0.9926553672316385,0.9926553672316385,quarterly_reset_extra,0.22,500,0
0.22,109,0.43107344632768363,250,3,0.3944954128440367,0.3379032258064516,1.1674804580587244,0.5517690458402496,45.01351616954166,1.1674804580587244,1.1674804580587244,1,1,0.3954802259887006,0.4745762711864407,0.9253731343283582,0.75,1.1674804580587244,0.43107344632768363,0.43107344632768363,quarterly_reset_extra,0.22,250,3
0.25,262,1.0361581920903955,0,0,0.41603053435114506,0.3379032258064516,1.2312120825666346,0.5517690458402496,45.329788889509935,1.2312120825666346,1.2312120825666346,1,1,0.9293785310734464,1.1468926553672316,1.1199999999999999,0.8871595330739299,1.2312120825666346,1.0361581920903955,1.0361581920903955,quarterly_reset_extra,0.25,0,0
0.25,317,1.2536723163841808,120,0,0.45741324921135645,0.3379032258064516,1.3536812148498378,0.5517690458402496,61.04928545065436,1.3536812148498378,1.3536812148498378,1,1,1.1271186440677967,1.423728813559322,1.1366120218579234,0.9006410256410257,1.3536812148498378,1.2536723163841808,1.2536723163841808,quarterly_reset_extra,0.25,120,0
0.25,256,1.0124293785310736,250,0,0.40625,0.3379032258064516,1.2022673031026254,0.5517690458402496,42.0810319206484,1.2022673031026254,1.2022673031026254,1,1,0.8502824858757062,1.1073446327683616,1.0980392156862744,0.900398406374502,1.2022673031026254,1.0124293785310736,1.0124293785310736,quarterly_reset_extra,0.25,250,0
0.25,284,1.1231638418079095,500,0,0.4119718309859155,0.3379032258064516,1.2192006453998454,0.5517690458402496,38.13017391633915,1.2192006453998454,1.2192006453998454,1,1,0.9887005649717514,1.225988700564972,1.1358024691358024,0.899641577060932,1.2192006453998454,1.1231638418079095,1.1231638418079095,quarterly_reset_extra,0.25,500,0
0.25,120,0.4745762711864407,250,3,0.35,0.3379032258064516,1.035799522673031,0.5517690458402496,28.763084641597136,1.035799522673031,1.035799522673031,1,1,0.43502824858757067,0.5141242937853108,0.6729986431478969,0.7565217391304347,1.035799522673031,0.4745762711864407,0.4745762711864407,quarterly_reset_extra,0.25,250,3
0.3,303,1.1983050847457628,0,0,0.40594059405940597,0.3379032258064516,1.2013516387438268,0.5517690458402496,35.04657158592174,1.2013516387438268,1.2013516387438268,1,1,1.0084745762711864,1.2853107344632768,1.0847457627118644,0.9026845637583892,1.2013516387438268,1.1983050847457628,1.1983050847457628,quarterly_reset_extra,0.3,0,0
0.3,385,1.5225988700564972,120,0,0.4103896103896104,0.3379032258064516,1.214518178718656,0.5517690458402496,44.22056735431219,1.214518178718656,1.214518178718656,1,1,1.364406779661017,1.7005649717514124,1.0740740740740742,0.8973684210526316,1.214518178718656,1.5225988700564972,1.5225988700564972,quarterly_reset_extra,0.3,120,0
0.3,292,1.1548022598870056,250,0,0.3972602739726027,0.3379032258064516,1.1756628633079413,0.5517690458402496,33.92818126271663,1.1756628633079413,1.1756628633079413,1,1,1.0480225988700564,1.225988700564972,1.0574712643678161,0.9128919860627178,1.1756628633079413,1.1548022598870056,1.1548022598870056,quarterly_reset_extra,0.3,250,0
0.3,335,1.3248587570621468,500,0,0.4,0.3379032258064516,1.1837708830548928,0.5517690458402496,33.31835501196439,1.1837708830548928,1.1837708830548928,1,1,1.2062146892655368,1.4435028248587571,1.0491803278688525,0.9090909090909091,1.1837708830548928,1.3248587570621468,1.3248587570621468,quarterly_reset_extra,0.3,500,0
0.3,132,0.5220338983050847,250,3,0.3484848484848485,0.3379032258064516,1.031315542055399,0.5517690458402496,20.826521644544837,1.031315542055399,1.031315542055399,1,1,0.4943502824858757,0.5536723163841808,0.923076923076923,0.7716535433070866,1.031315542055399,0.5220338983050847,0.5220338983050847,quarterly_reset_extra,0.3,250,3
0.35,360,1.423728813559322,0,0,0.3888888888888889,0.3379032258064516,1.15088835852559,0.5517690458402496,29.50532945297095,1.15088835852559,1.15088835852559,1,1,1.2457627118644068,1.7796610169491527,1.0582010582010581,0.9154929577464789,1.15088835852559,1.423728813559322,1.423728813559322,quarterly_reset_extra,0.35,0,0
0.35,445,1.7598870056497176,120,0,0.39101123595505616,0.3379032258064516,1.1571692901772546,0.5517690458402496,35.21153830204136,1.1571692901772546,1.1571692901772546,1,1,1.7005649717514124,1.8785310734463279,1.0303030303030303,0.9159090909090909,1.1571692901772546,1.7598870056497176,1.7598870056497176,quarterly_reset_extra,0.35,120,0
0.35,323,1.2774011299435029,250,0,0.39009287925696595,0.3379032258064516,1.1544514803786106,0.5517690458402496,30.641002504639115,1.1544514803786106,1.1544514803786106,1,1,1.1864406779661016,1.384180790960452,1.0666666666666667,0.9119496855345912,1.1544514803786106,1.2774011299435029,1.2774011299435029,quarterly_reset_extra,0.35,250,0
0.35,420,1.6610169491525424,500,0,0.36904761904761907,0.3379032258064516,1.092169564723264,0.5517690458402496,30.65376823540602,1.092169564723264,1.092169564723264,1,1,1.5621468926553672,1.8192090395480227,0.8780487804878049,0.9156626506024096,1.092169564723264,1.6610169491525424,1.6610169491525424,quarterly_reset_extra,0.35,500,0
0.35,147,0.5813559322033899,250,3,0.3197278911564626,0.3379032258064516,0.9462114201289108,0.5517690458402496,13.40136762411533,0.9462114201289108,0.9462114201289108,0,1,0.5141242937853108,0.632768361581921,0.8806818181818181,0.7676056338028169,0.9462114201289108,0.5813559322033899,0.5813559322033899,quarterly_reset_extra,0.35,250,3
0.4,473,1.8706214689265537,0,0,0.36363636363636365,0.3379032258064516,1.0761553482317205,0.5517690458402496,28.5392055771743,1.0761553482317205,1.0761553482317205,1,1,1.7598870056497176,1.957627118644068,0.8701754385964913,0.9209401709401709,1.0761553482317205,1.8706214689265537,1.8706214689265537,quarterly_reset_extra,0.4,0,0
0.4,490,1.9378531073446328,120,0,0.3816326530612245,0.3379032258064516,1.129414056792168,0.5517690458402496,30.39554187999926,1.129414056792168,1.129414056792168,1,1,1.8389830508474576,2.036723163841808,0.9929078014184397,0.9216494845360824,1.129414056792168,1.9378531073446328,1.9378531073446328,quarterly_reset_extra,0.4,120,0
0.4,371,1.4672316384180792,250,0,0.3665768194070081,0.3379032258064516,1.0848574130422197,0.5517690458402496,25.205376334369834,1.0848574130422197,1.0848574130422197,1,1,1.4039548022598871,1.6016949152542375,0.9014084507042254,0.9043715846994536,1.0848574130422197,1.4672316384180792,1.4672316384180792,quarterly_reset_extra,0.4,250,0
0.4,496,1.961581920903955,500,0,0.3629032258064516,0.3379032258064516,1.0739856801909309,0.5517690458402496,28.712355914760646,1.0739856801909309,1.0739856801909309,1,1,1.9180790960451979,2.056497175141243,0.8712871287128713,0.9205702647657841,1.0739856801909309,1.961581920903955,1.961581920903955,quarterly_reset_extra,0.4,500,0
0.4,178,0.703954802259887,250,3,0.29775280898876405,0.3379032258064516,0.88117776407176,0.5517690458402496,10.600327810132239,0.88117776407176,0.88117776407176,0,1,0.632768361581921,0.8107344632768362,0.6666666666666666,0.7630057803468208,0.88117776407176,0.703954802259887,0.703954802259887,quarterly_reset_extra,0.4,250,3
0.18,651,2.5745762711864404,0,0,0.3210445468509985,0.3379032258064516,0.9501079668144108,0.49234445448969333,10.02615497897589,0.9501079668144108,0.9501079668144108,0,1,2.096045197740113,3.38135593220339,0.8571428571428572,0.9504643962848297,0.9501079668144108,2.5745762711864404,2.5745762711864404,quarterly_reset_logit,0.18,0,0
0.18,300,1.1864406779661016,120,0,0.29333333333333333,0.3379032258064516,0.8680986475735879,0.49234445448969333,3.095037435029693,0.8680986475735879,0.8680986475735879,0,1,0.8700564971751413,1.6016949152542375,0.746987951807229,0.8847457627118644,0.8680986475735879,1.1864406779661016,1.1864406779661016,quarterly_reset_logit,0.18,120,0
0.18,394,1.5581920903954802,250,0,0.29441624365482233,0.3379032258064516,0.8713034418424337,0.49234445448969333,10.554746675592838,0.8713034418424337,0.8713034418424337,0,1,1.2457627118644068,1.8587570621468927,0.7049808429118775,0.9383033419023136,0.8713034418424337,1.5581920903954802,1.5581920903954802,quarterly_reset_logit,0.18,250,0
0.18,445,1.7598870056497176,500,0,0.3056179775280899,0.3379032258064516,0.9044541578396933,0.49234445448969333,9.322480180970897,0.9044541578396933,0.9044541578396933,0,1,1.4435028248587571,2.1553672316384183,0.8080808080808081,0.9431818181818182,0.9044541578396933,1.7598870056497176,1.7598870056497176,quarterly_reset_logit,0.18,500,0
0.18,189,0.747457627118644,250,3,0.2275132275132275,0.3379032258064516,0.673308835600005,0.49234445448969333,5.541291955265349,0.673308835600005,0.673308835600005,0,1,0.5734463276836158,0.8305084745762712,0.5105506948018528,0.8641304347826086,0.673308835600005,0.747457627118644,0.747457627118644,quarterly_reset_logit,0.18,250,3
0.2,681,2.6932203389830507,0,0,0.328928046989721,0.3379032258064516,0.9734386116163581,0.49234445448969333,12.656625688413401,0.9734386116163581,0.9734386116163581,0,1,2.115819209039548,3.4802259887005653,0.894854586129754,0.9556213017751479,0.9734386116163581,2.6932203389830507,2.6932203389830507,quarterly_reset_logit,0.2,0,0
0.2,319,1.2615819209039547,120,0,0.29153605015673983,0.3379032258064516,0.8627797188409485,0.49234445448969333,2.8008716275988816,0.8627797188409485,0.8627797188409485,0,1,0.9689265536723164,1.6016949152542375,0.6707646914187362,0.89171974522293,0.8627797188409485,1.2615819209039547,1.2615819209039547,quarterly_reset_logit,0.2,120,0
0.2,411,1.6254237288135593,250,0,0.29683698296836986,0.3379032258064516,0.8784674436295433,0.49234445448969333,10.118153676846315,0.8784674436295433,0.8784674436295433,0,1,1.2457627118644068,1.8983050847457628,0.7659574468085107,0.9433497536945813,0.8784674436295433,1.6254237288135593,1.6254237288135593,quarterly_reset_logit,0.2,250,0
0.2,472,1.866666666666667,500,0,0.3029661016949153,0.3379032258064516,0.8966061243477207,0.49234445448969333,8.708956308482176,0.8966061243477207,0.8966061243477207,0,1,1.5819209039548023,2.2542372881355934,0.8205128205128206,0.9486081370449678,0.8966061243477207,1.866666666666667,1.866666666666667,quarterly_reset_logit,0.2,500,0
0.2,192,0.7593220338983051,250,3,0.22916666666666666,0.3379032258064516,0.6782020684168656,0.49234445448969333,6.14724319168289,0.6782020684168656,0.6782020684168656,0,1,0.5734463276836158,0.8305084745762712,0.5105506948018528,0.8663101604278075,0.6782020684168656,0.7593220338983051,0.7593220338983051,quarterly_reset_logit,0.2,250,3
0.22,722,2.8553672316384184,0,0,0.33240997229916897,0.3379032258064516,0.9837431161120991,0.49234445448969333,13.329261609010763,0.9837431161120991,0.9837431161120991,0,1,2.1751412429378534,3.6186440677966103,0.9085481682496609,0.9665271966527197,0.9837431161120991,2.8553672316384184,2.8553672316384184,quarterly_reset_logit,0.22,0,0
0.22,338,1.3367231638418078,120,0,0.29289940828402367,0.3379032258064516,0.8668144779765856,0.49234445448969333,2.704798173754944,0.8668144779765856,0.8668144779765856,0,1,1.0677966101694916,1.6412429378531075,0.7719298245614036,0.8978978978978979,0.8668144779765856,1.3367231638418078,1.3367231638418078,quarterly_reset_logit,0.22,120,0
0.22,428,1.6926553672316385,250,0,0.3037383177570093,0.3379032258064516,0.8988914415720562,0.49234445448969333,10.378643387145466,0.8988914415720562,0.8988914415720562,0,1,1.305084745762712,1.997175141242938,0.8055555555555555,0.9456264775413712,0.8988914415720562,1.6926553672316385,1.6926553672316385,quarterly_reset_logit,0.22,250,0
