scenario,clock,h,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta_identity,ece_delta_identity,noninferior
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2026,217,0.2211981566820276,0.1721625910882712,0.1710272521064126,0.5233388447093805,0.0490355655937563,0.177647582543348,0.5483224652748452,0.0630472265595451,-0.0066203304369354,-0.0249836205654646,0.6744329388560159,0.3346624817088334,0.2238658777120316,-0.0140116609657887,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2025,365,0.0821917808219178,0.1786813096718347,0.0870865186554637,0.3291343122994487,0.0964895288499169,0.0934631469046254,0.3489267755839338,0.1128410003120837,-0.0063766282491617,-0.0197924632844851,0.3370149253731343,0.0663257196566744,0.1149253731343283,-0.0163514714621668,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2026,217,0.1981566820276497,0.1598025086193004,0.1574441312989359,0.4920976494470138,0.0383541734083492,0.1620118332977598,0.5100117661481611,0.0466967949020844,-0.0045677019988238,-0.0179141167011473,0.6700080192461908,0.3340952067247106,0.210237904303662,-0.0083426214937351,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2025,365,0.0493150684931506,0.1477997834063211,0.0585327300101361,0.2528140398282278,0.0984847149131704,0.0596908894265025,0.2571765675650781,0.0995990087502122,-0.0011581594163664,-0.0043625277368503,0.2912263848863272,0.0345722155038836,0.0829330771693883,-0.0011142938370417,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2026,217,0.2396313364055299,0.1269404348146971,0.1902785370960915,0.5777419847163783,0.1287202817850845,0.1960684442632898,0.6037161553143005,0.117688231981686,-0.0057899071671982,-0.0259741705979221,0.7334498834498835,0.4972900821893073,0.2465034965034965,0.0110320498033985,False
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2025,365,0.1424657534246575,0.1778725482654448,0.1224721464388721,0.4099588516810525,0.0354067948407873,0.1268562201368198,0.4246643636945758,0.0452802013608367,-0.0043840736979476,-0.0147055120135232,0.5708405013516835,0.169415616121245,0.1847505529614156,-0.0098734065200494,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2026,217,0.184331797235023,0.1666072162538873,0.1479430838035234,0.4689163279777199,0.0177245809811356,0.1512281628006122,0.4817503050634705,0.0258840978924712,-0.0032850789970887,-0.0128339770857506,0.6580508474576271,0.2955133125371764,0.1612994350282485,-0.0081595169113355,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2025,365,0.0794520547945205,0.161657648341998,0.0815470042594834,0.3118465602581963,0.0822055935474774,0.0841939399646384,0.3209534766856338,0.0880484044163698,-0.002646935705155,-0.0091069164274374,0.4063013136288998,0.0713495973188751,0.0543924466338259,-0.0058428108688924,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2026,217,0.2626728110599078,0.1521204431679327,0.2016867407528907,0.6002692706093017,0.110552367891975,0.2075043755601427,0.6236857895011914,0.1223607091265363,-0.0058176348072519,-0.0234165188918896,0.7066885964912281,0.4493850886774606,0.1683114035087719,-0.0118083412345612,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency,AMD,582,0.134020618556701,0.1871306035553258,0.1177901030501835,0.3982674607442436,0.0531099849986248,0.1201792856484134,0.4062919253560152,0.0539223844192848,-0.0023891825982298,-0.0080244646117716,0.586729242979243,0.1801364845495597,0.0628815628815628,-0.0008123994206599,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency,KGS,582,0.1254295532646048,0.1754561095004455,0.1114779010130822,0.3822630724555009,0.0500265562358407,0.1140672487638041,0.3908907847824052,0.0538512168707026,-0.0025893477507219,-0.0086277123269042,0.5822052372365907,0.164132062963327,0.0648868315526011,-0.0038246606348618,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency,KZT,582,0.120274914089347,0.1402225784805114,0.1034426835669702,0.3584702036804859,0.0501147564606788,0.1046300927503006,0.3636049159810692,0.0529099900122209,-0.0011874091833304,-0.0051347123005833,0.6247907366071429,0.2229977101265213,0.0611328125,-0.002795233551542,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency,TJS,582,0.1580756013745704,0.1774289316862535,0.12859123201044,0.4200991421157172,0.0290280597966237,0.1303105598069902,0.4261512210054627,0.0232457458662016,-0.0017193277965501,-0.0060520788897455,0.6679458740017746,0.2581793256074134,0.0490461401952084,0.0057823139304221,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency,UZS,582,0.1477663230240549,0.1584860151791713,0.1228927356398974,0.4069591135822163,0.0145529083674658,0.1245995574804441,0.4134414491031182,0.0107233519713561,-0.0017068218405466,-0.0064823355209018,0.6269457989497375,0.2307427770217274,0.0544354838709677,0.0038295563961097,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,year,2025,1825,0.0871232876712328,0.1734741929240825,0.0866127396139134,0.3213986327743689,0.0863509052528496,0.088512823928033,0.3276079981970528,0.0907966969684193,-0.0019000843141196,-0.0062093654226838,0.6103422501075902,0.1165951812487299,0.0432739133389205,-0.0044457917155696,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,year,2026,1085,0.2211981566820276,0.1581079305652932,0.167680220809126,0.5140035289099246,0.0630902261167344,0.1696294761301494,0.5219693416544846,0.0673622037250404,-0.0019492553210233,-0.0079658127445599,0.6728402366863906,0.3959556612676017,0.0437278106508876,-0.0042719776083059,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2025,365,0.0821917808219178,0.1953902756385127,0.0893788377380316,0.3333769827301938,0.1131984948165949,0.0918562456211956,0.340843235980765,0.1184166832618659,-0.002477407883164,-0.0074662532505712,0.5556218905472636,0.1006758735575659,0.0487562189054725,-0.005218188445271,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2026,217,0.2211981566820276,0.1732376067333755,0.1655786368701627,0.5074150389706404,0.0558668367093801,0.1678194220997245,0.5163784305263671,0.0624650962471672,-0.0022407852295618,-0.0089633915557266,0.66857741617357,0.4126318142496274,0.0558431952662722,-0.0065982595377871,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2025,365,0.0821917808219178,0.1829792081820994,0.0879067281159156,0.3287831502433617,0.1007874273601816,0.0910999303732337,0.3388812464926788,0.1089807515647224,-0.0031932022573181,-0.010098096249317,0.4927363184079602,0.0850466345399107,0.06,-0.0081933242045408,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2026,217,0.1981566820276497,0.1628020495059587,0.151125265563616,0.4722177803238456,0.0455153531623956,0.1526989133378052,0.478372266237475,0.0490389054442749,-0.0015736477741891,-0.0061544859136293,0.6970061480887463,0.4116227302482875,0.0565356856455492,-0.0035235522818793,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2025,365,0.0493150684931506,0.1456337232811858,0.0544899637620972,0.2359453905382817,0.1017048708466038,0.0548870716434628,0.2374283215954301,0.1029490288855301,-0.0003971078813656,-0.0014829310571483,0.7001280819724625,0.160505122897171,0.0081652257444765,-0.0012441580389263,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2026,217,0.2396313364055299,0.1311208833088701,0.1857825118101898,0.5645603271685252,0.1085104530966599,0.1882992296350739,0.5758374364914758,0.1107076023929221,-0.002516717824884,-0.0112771093229505,0.6821095571095571,0.4406205328072641,0.0705128205128204,-0.0021971492962622,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2025,365,0.1424657534246575,0.1812774308535475,0.1219123328252437,0.4064702516349986,0.0388116774288899,0.1240278470867668,0.4137265913336341,0.0431936542897039,-0.002115514261523,-0.0072563396986354,0.6151695748341116,0.1930257076919897,0.0629761612189727,-0.0043819768608139,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2026,217,0.184331797235023,0.1709556496767498,0.1398253251099636,0.4430233127399675,0.0663747621347583,0.1408782563179648,0.4470497916516263,0.0626918928694173,-0.0010529312080012,-0.0040264789116587,0.7345338983050848,0.4248782470356417,0.0381355932203389,0.0036828692653409,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2025,365,0.0794520547945205,0.1620903266650674,0.079375835628279,0.3024173887250088,0.0826382718705468,0.0806930249155061,0.3071605955827559,0.0858295828988428,-0.0013171892872271,-0.004743206857747,0.5823583743842364,0.1344183817885805,0.0269909688013135,-0.0031913110282959,True
calendar_assumed_replay,10:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2026,217,0.2626728110599078,0.1524234636015118,0.196089364691698,0.5828011853466437,0.1102493474583959,0.1984515592601785,0.5922087833654789,0.1156074051186561,-0.0023621945684805,-0.0094075980188351,0.7047697368421053,0.4701284870946336,0.0418859649122806,-0.0053580576602601,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency,AMD,582,0.134020618556701,0.1867466214103803,0.1166274891283325,0.3928320904954974,0.0527260028536793,0.119023625496744,0.4008828608749819,0.053560584366973,-0.0023961363684114,-0.0080507703794844,0.623181216931217,0.1895116833788225,0.0564204314204315,-0.0008345815132937,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency,KGS,582,0.1254295532646048,0.1750813851482349,0.1102677104610057,0.3765525603999933,0.0496518318836301,0.1128601626664253,0.3851930407130282,0.0534874520986767,-0.0025924522054196,-0.0086404803130348,0.6295449040557632,0.1786130816577175,0.0613074252496163,-0.0038356202150466,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency,KZT,582,0.120274914089347,0.139877353319778,0.1025378292903795,0.3539893101254685,0.0286456872525043,0.1037277640720537,0.3591361782504524,0.0286174705995092,-0.0011899347816741,-0.0051468681249838,0.6589983258928571,0.2272619574538391,0.0521484374999999,2.8216652995093072e-05,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency,TJS,582,0.1580756013745704,0.1770365747626799,0.1277392179683902,0.4164327013794031,0.0324104575970524,0.1294643580339808,0.4225083339467101,0.0239172511971814,-0.0017251400655906,-0.006075632567307,0.6783496007098491,0.2653192099306718,0.0418811002661932,0.0084932063998709,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency,UZS,582,0.1477663230240549,0.1581330634345076,0.1217990764177394,0.4024381307199412,0.0136664620105053,0.1234468883188117,0.4086638576281809,0.0190868630981039,-0.0016478119010722,-0.0062257269082396,0.6449737434358589,0.2392726270717149,0.0438859714928731,-0.0054204010875985,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,year,2025,1825,0.0871232876712328,0.1732180551268098,0.0860571130307075,0.3182457743716319,0.0860947674555769,0.0879571973448271,0.3244551397943157,0.0905405591711465,-0.0019000843141195,-0.0062093654226837,0.6406241741979811,0.1268321876559149,0.0432135118198223,-0.0044457917155696,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,year,2026,1085,0.2211981566820276,0.1575468186853089,0.1658129759075409,0.5065326556385148,0.0736815519184972,0.1677404457363277,0.5144009362561712,0.0763806687773521,-0.0019274698287867,-0.0078682806176564,0.7039768244575937,0.3852191275819766,0.0378155818540434,-0.0026991168588548,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2025,365,0.0821917808219178,0.1952012929549764,0.088535227506661,0.3290389347479474,0.1130095121330587,0.091012635389825,0.3365051879985186,0.1182277005783297,-0.002477407883164,-0.0074662532505712,0.609452736318408,0.1110563895689729,0.0485572139303482,-0.0052181884452709,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2026,217,0.2211981566820276,0.1725256301026495,0.163879449920545,0.500133942328934,0.0690865396129912,0.166138885354004,0.5091678866810148,0.0756253061650049,-0.0022594354334589,-0.0090339443520807,0.700258875739645,0.3888985993846397,0.0520216962524654,-0.0065387665520136,True
calendar_assumed_replay,10:45,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2025,365,0.0821917808219178,0.1827206965533235,0.0871251302995483,0.3244743738358648,0.1005289157314057,0.0903183325568664,0.334572470085182,0.1087222399359466,-0.0031932022573181,-0.0100980962493171,0.5678109452736319,0.0986624955286819,0.0662686567164179,-0.0081933242045408,True
