scenario,clock,h,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta_identity,ece_delta_identity,noninferior
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency,AMD,582,0.134020618556701,0.1866462443867231,0.1202342404699912,0.4073074222911262,0.052625625830022,0.1257716470970615,0.4256587965246838,0.0586301648928339,-0.0055374066270702,-0.0183513742335575,0.4617928367928368,0.1186538423385947,0.1452737077737077,-0.0060045390628119,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency,KGS,582,0.1254295532646048,0.171642306530254,0.1133195116857617,0.3898955565623724,0.0462127532656493,0.1190216777419281,0.4089876741276406,0.0533569770105811,-0.0057021660561663,-0.0190921175652682,0.4535350001345641,0.1091254598251849,0.1555292407890841,-0.0071442237449318,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency,KZT,582,0.120274914089347,0.1400223286908874,0.1076544484597105,0.3739641498638441,0.0197474146015403,0.1105395653708029,0.3863846269148742,0.0185829756938171,-0.0028851169110923,-0.0124204770510301,0.4599051339285713,0.1035858311374389,0.1744140624999999,0.0011644389077232,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency,TJS,582,0.1580756013745704,0.1736722440618228,0.1319690423291288,0.4319412784102223,0.0155966426872524,0.135943353398062,0.4459489844455212,0.0380483208580269,-0.0039743110689332,-0.0140077060352989,0.5906610470275067,0.1869327070549982,0.1490017746228926,-0.0224516781707745,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency,UZS,582,0.1477663230240549,0.1581016800898121,0.1263413733644136,0.4193856120557734,0.0103353570657572,0.1301705113121031,0.4338278957251116,0.0493375105155306,-0.0038291379476894,-0.0144422836693381,0.5274287321830458,0.1461653141166605,0.1500609527381845,-0.0390021534497734,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,year,2025,1825,0.0871232876712328,0.1722536727135131,0.0879350301448148,0.3284156243046179,0.0851303850422803,0.0918269067925903,0.3408907816991181,0.0934059788084475,-0.0038918766477754,-0.0124751573945001,0.4776589881235513,0.079964977216967,0.0973483733115887,-0.0082755937661672,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,year,2026,1085,0.2211981566820276,0.1555266387888178,0.1736759490115708,0.5324728154919588,0.0688773939320602,0.1788920796930305,0.5534972962603937,0.0751354120924646,-0.0052161306814596,-0.0210244807684348,0.6258629191321499,0.2958633588349262,0.1546597633136094,-0.0062580181604044,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2025,365,0.0821917808219178,0.195257073881967,0.0900367513601188,0.3383243574561641,0.1130652930600492,0.0949303375303651,0.3527327249663687,0.1228418389416363,-0.0048935861702463,-0.0144083675102046,0.3928358208955224,0.0735885751671004,0.0991044776119403,-0.0097765458815871,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2026,217,0.2211981566820276,0.1721625910882712,0.1710272521064126,0.5233388447093805,0.0490355655937563,0.177647582543348,0.5483224652748452,0.0630472265595451,-0.0066203304369354,-0.0249836205654646,0.6744329388560159,0.3346624817088334,0.2238658777120316,-0.0140116609657887,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2025,365,0.0821917808219178,0.1786813096718347,0.0870865186554637,0.3291343122994487,0.0964895288499169,0.0934631469046254,0.3489267755839338,0.1128410003120837,-0.0063766282491617,-0.0197924632844851,0.3370149253731343,0.0663257196566744,0.1149253731343283,-0.0163514714621668,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2026,217,0.1981566820276497,0.1598025086193004,0.1574441312989359,0.4920976494470138,0.0383541734083492,0.1620118332977598,0.5100117661481611,0.0466967949020844,-0.0045677019988238,-0.0179141167011473,0.6700080192461908,0.3340952067247106,0.210237904303662,-0.0083426214937351,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2025,365,0.0493150684931506,0.1477997834063211,0.0585327300101361,0.2528140398282278,0.0984847149131704,0.0596908894265025,0.2571765675650781,0.0995990087502122,-0.0011581594163664,-0.0043625277368503,0.2912263848863272,0.0345722155038836,0.0829330771693883,-0.0011142938370417,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2026,217,0.2396313364055299,0.1269404348146971,0.1902785370960915,0.5777419847163783,0.1287202817850845,0.1960684442632898,0.6037161553143005,0.117688231981686,-0.0057899071671982,-0.0259741705979221,0.7334498834498835,0.4972900821893073,0.2465034965034965,0.0110320498033985,False
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2025,365,0.1424657534246575,0.1778725482654448,0.1224721464388721,0.4099588516810525,0.0354067948407873,0.1268562201368198,0.4246643636945758,0.0452802013608367,-0.0043840736979476,-0.0147055120135232,0.5708405013516835,0.169415616121245,0.1847505529614156,-0.0098734065200494,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2026,217,0.184331797235023,0.1666072162538873,0.1479430838035234,0.4689163279777199,0.0177245809811356,0.1512281628006122,0.4817503050634705,0.0258840978924712,-0.0032850789970887,-0.0128339770857506,0.6580508474576271,0.2955133125371764,0.1612994350282485,-0.0081595169113355,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2025,365,0.0794520547945205,0.161657648341998,0.0815470042594834,0.3118465602581963,0.0822055935474774,0.0841939399646384,0.3209534766856338,0.0880484044163698,-0.002646935705155,-0.0091069164274374,0.4063013136288998,0.0713495973188751,0.0543924466338259,-0.0058428108688924,True
calendar_assumed_replay,00:15,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2026,217,0.2626728110599078,0.1521204431679327,0.2016867407528907,0.6002692706093017,0.110552367891975,0.2075043755601427,0.6236857895011914,0.1223607091265363,-0.0058176348072519,-0.0234165188918896,0.7066885964912281,0.4493850886774606,0.1683114035087719,-0.0118083412345612,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency,AMD,582,0.134020618556701,0.1866462443867231,0.1202342404699912,0.4073074222911262,0.052625625830022,0.1257716470970615,0.4256587965246838,0.0586301648928339,-0.0055374066270702,-0.0183513742335575,0.4617928367928368,0.1186538423385947,0.1452737077737077,-0.0060045390628119,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency,KGS,582,0.1254295532646048,0.171642306530254,0.1133195116857617,0.3898955565623724,0.0462127532656493,0.1190216777419281,0.4089876741276406,0.0533569770105811,-0.0057021660561663,-0.0190921175652682,0.4535350001345641,0.1091254598251849,0.1555292407890841,-0.0071442237449318,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency,KZT,582,0.120274914089347,0.1400223286908874,0.1076544484597105,0.3739641498638441,0.0197474146015403,0.1105395653708029,0.3863846269148742,0.0185829756938171,-0.0028851169110923,-0.0124204770510301,0.4599051339285713,0.1035858311374389,0.1744140624999999,0.0011644389077232,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency,TJS,582,0.1580756013745704,0.1736722440618228,0.1319690423291288,0.4319412784102223,0.0155966426872524,0.135943353398062,0.4459489844455212,0.0380483208580269,-0.0039743110689332,-0.0140077060352989,0.5906610470275067,0.1869327070549982,0.1490017746228926,-0.0224516781707745,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency,UZS,582,0.1477663230240549,0.1581016800898121,0.1263413733644136,0.4193856120557734,0.0103353570657572,0.1301705113121031,0.4338278957251116,0.0493375105155306,-0.0038291379476894,-0.0144422836693381,0.5274287321830458,0.1461653141166605,0.1500609527381845,-0.0390021534497734,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,year,2025,1825,0.0871232876712328,0.1722536727135131,0.0879350301448148,0.3284156243046179,0.0851303850422803,0.0918269067925903,0.3408907816991181,0.0934059788084475,-0.0038918766477754,-0.0124751573945001,0.4776589881235513,0.079964977216967,0.0973483733115887,-0.0082755937661672,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,year,2026,1085,0.2211981566820276,0.1555266387888178,0.1736759490115708,0.5324728154919588,0.0688773939320602,0.1788920796930305,0.5534972962603937,0.0751354120924646,-0.0052161306814596,-0.0210244807684348,0.6258629191321499,0.2958633588349262,0.1546597633136094,-0.0062580181604044,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2025,365,0.0821917808219178,0.195257073881967,0.0900367513601188,0.3383243574561641,0.1130652930600492,0.0949303375303651,0.3527327249663687,0.1228418389416363,-0.0048935861702463,-0.0144083675102046,0.3928358208955224,0.0735885751671004,0.0991044776119403,-0.0097765458815871,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2026,217,0.2211981566820276,0.1721625910882712,0.1710272521064126,0.5233388447093805,0.0490355655937563,0.177647582543348,0.5483224652748452,0.0630472265595451,-0.0066203304369354,-0.0249836205654646,0.6744329388560159,0.3346624817088334,0.2238658777120316,-0.0140116609657887,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2025,365,0.0821917808219178,0.1786813096718347,0.0870865186554637,0.3291343122994487,0.0964895288499169,0.0934631469046254,0.3489267755839338,0.1128410003120837,-0.0063766282491617,-0.0197924632844851,0.3370149253731343,0.0663257196566744,0.1149253731343283,-0.0163514714621668,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,KGS:2026,217,0.1981566820276497,0.1598025086193004,0.1574441312989359,0.4920976494470138,0.0383541734083492,0.1620118332977598,0.5100117661481611,0.0466967949020844,-0.0045677019988238,-0.0179141167011473,0.6700080192461908,0.3340952067247106,0.210237904303662,-0.0083426214937351,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2025,365,0.0493150684931506,0.1477997834063211,0.0585327300101361,0.2528140398282278,0.0984847149131704,0.0596908894265025,0.2571765675650781,0.0995990087502122,-0.0011581594163664,-0.0043625277368503,0.2912263848863272,0.0345722155038836,0.0829330771693883,-0.0011142938370417,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,KZT:2026,217,0.2396313364055299,0.1269404348146971,0.1902785370960915,0.5777419847163783,0.1287202817850845,0.1960684442632898,0.6037161553143005,0.117688231981686,-0.0057899071671982,-0.0259741705979221,0.7334498834498835,0.4972900821893073,0.2465034965034965,0.0110320498033985,False
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2025,365,0.1424657534246575,0.1778725482654448,0.1224721464388721,0.4099588516810525,0.0354067948407873,0.1268562201368198,0.4246643636945758,0.0452802013608367,-0.0043840736979476,-0.0147055120135232,0.5708405013516835,0.169415616121245,0.1847505529614156,-0.0098734065200494,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,TJS:2026,217,0.184331797235023,0.1666072162538873,0.1479430838035234,0.4689163279777199,0.0177245809811356,0.1512281628006122,0.4817503050634705,0.0258840978924712,-0.0032850789970887,-0.0128339770857506,0.6580508474576271,0.2955133125371764,0.1612994350282485,-0.0081595169113355,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2025,365,0.0794520547945205,0.161657648341998,0.0815470042594834,0.3118465602581963,0.0822055935474774,0.0841939399646384,0.3209534766856338,0.0880484044163698,-0.002646935705155,-0.0091069164274374,0.4063013136288998,0.0713495973188751,0.0543924466338259,-0.0058428108688924,True
calendar_assumed_replay,06:00,20,source_driven_h20_shrink50_shadow,currency_year,UZS:2026,217,0.2626728110599078,0.1521204431679327,0.2016867407528907,0.6002692706093017,0.110552367891975,0.2075043755601427,0.6236857895011914,0.1223607091265363,-0.0058176348072519,-0.0234165188918896,0.7066885964912281,0.4493850886774606,0.1683114035087719,-0.0118083412345612,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency,AMD,582,0.134020618556701,0.1866462443867231,0.1202342404699912,0.4073074222911262,0.052625625830022,0.1257716470970615,0.4256587965246838,0.0586301648928339,-0.0055374066270702,-0.0183513742335575,0.4617928367928368,0.1186538423385947,0.1452737077737077,-0.0060045390628119,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency,KGS,582,0.1254295532646048,0.171642306530254,0.1133195116857617,0.3898955565623724,0.0462127532656493,0.1190216777419281,0.4089876741276406,0.0533569770105811,-0.0057021660561663,-0.0190921175652682,0.4535350001345641,0.1091254598251849,0.1555292407890841,-0.0071442237449318,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency,KZT,582,0.120274914089347,0.1400223286908874,0.1076544484597105,0.3739641498638441,0.0197474146015403,0.1105395653708029,0.3863846269148742,0.0185829756938171,-0.0028851169110923,-0.0124204770510301,0.4599051339285713,0.1035858311374389,0.1744140624999999,0.0011644389077232,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency,TJS,582,0.1580756013745704,0.1736722440618228,0.1319690423291288,0.4319412784102223,0.0155966426872524,0.135943353398062,0.4459489844455212,0.0380483208580269,-0.0039743110689332,-0.0140077060352989,0.5906610470275067,0.1869327070549982,0.1490017746228926,-0.0224516781707745,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency,UZS,582,0.1477663230240549,0.1581016800898121,0.1263413733644136,0.4193856120557734,0.0103353570657572,0.1301705113121031,0.4338278957251116,0.0493375105155306,-0.0038291379476894,-0.0144422836693381,0.5274287321830458,0.1461653141166605,0.1500609527381845,-0.0390021534497734,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,year,2025,1825,0.0871232876712328,0.1722536727135131,0.0879350301448148,0.3284156243046179,0.0851303850422803,0.0918269067925903,0.3408907816991181,0.0934059788084475,-0.0038918766477754,-0.0124751573945001,0.4776589881235513,0.079964977216967,0.0973483733115887,-0.0082755937661672,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,year,2026,1085,0.2211981566820276,0.1555266387888178,0.1736759490115708,0.5324728154919588,0.0688773939320602,0.1788920796930305,0.5534972962603937,0.0751354120924646,-0.0052161306814596,-0.0210244807684348,0.6258629191321499,0.2958633588349262,0.1546597633136094,-0.0062580181604044,True
calendar_assumed_replay,09:15,20,source_driven_h20_shrink50_shadow,currency_year,AMD:2025,365,0.0821917808219178,0.195257073881967,0.0900367513601188,0.3383243574561641,0.1130652930600492,0.0949303375303651,0.3527327249663687,0.1228418389416363,-0.0048935861702463,-0.0144083675102046,0.3928358208955224,0.0735885751671004,0.0991044776119403,-0.0097765458815871,True
