candidate,cny_weight,anchor_weight,lift_2022,rate_2022,benefit_2022,lift_2023,rate_2023,benefit_2023,shock_lift,shock_benefit,shock_quarter_lift_min,shock_quarter_rate_min,lifecycle_lift,lifecycle_rate,lifecycle_benefit,lifecycle_year_lift_min,lifecycle_year_rate_min,lifecycle_currency_lift_min
cny050_anchor050,0.5,0.5,1.8002915451895043,1.249717514124294,143.47133609304294,1.5730451155578526,1.3762711864406778,89.19016177636851,1.676242005057266,115.02276883068946,1.2531969309462916,0.9022222222222221,1.7819796021021441,1.1992603129445234,67.43757654510969,1.5728079049098596,1.0608450704225352,1.7124623655913978
cny060_anchor040,0.6,0.4,1.755563804936349,1.2734463276836159,130.48491037670289,1.6220867984662117,1.3604519774011299,96.62283315791649,1.684944203462722,112.99458820964205,1.301555104800541,0.9924050632911391,1.784421158136081,1.2000568990042675,67.02084972498143,1.5728079049098596,1.0608450704225352,1.726211717347549
cny070_anchor030,0.7,0.30000000000000004,1.6963233404521165,1.301129943502825,128.62539366300328,1.6138882239919263,1.309039548022599,96.24194172383613,1.649438832772166,112.38460185714824,1.2804878048780488,1.0810126582278479,1.7746656474352085,1.1976671408250354,66.79523169253916,1.5728079049098596,1.0608450704225352,1.703942652329749
cny075_anchor025,0.75,0.25,1.6480803066749399,1.356497175141243,117.64688283112291,1.6382839750582465,1.257627118644068,100.42846894084093,1.633103602846417,109.36328885667562,1.2537993920972643,1.1295454545454544,1.770445224169952,1.1980654338549075,66.14646223670546,1.5728079049098596,1.0608450704225352,1.703942652329749
cny080_anchor020,0.8,0.19999999999999996,1.6165883262926162,1.356497175141243,117.8949520942749,1.6358850820842255,1.2338983050847459,99.38616705126701,1.615474507586467,109.07855372264366,1.2051557465091298,1.1454545454545455,1.7654957950442431,1.1956756756756757,65.9979604137505,1.5728079049098596,1.0608450704225352,1.7118982419628674
cny090_anchor010,0.9,0.09999999999999998,1.5260088998005217,1.4276836158192092,91.1686791396587,1.6203052241596139,1.2457627118644068,100.91783156076026,1.560778727445394,95.71155341872232,1.1682632236568096,1.1725,1.7520272094645493,1.2040398293029873,63.30811597247891,1.5260088998005217,1.0608450704225352,1.6910339958727054
cny100_anchor000,1.0,0.0,1.5460130783548285,1.4,77.40413272366052,1.5496665257300288,1.2418079096045198,96.71800017324824,1.5338212463960967,86.48280694397572,1.1346495119787043,1.0675,1.7446026630502411,1.2008534850640114,61.177426040571554,1.5460130783548285,1.0608450704225352,1.6765062875888461
