rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.15,250,0.9887005649717514,20.0,0.0,0.484,0.3379032258064516,1.43236276849642,0.5709754970217936,52.52208723159095,1.43236276849642,1.43236276849642,1.0,1.0,0.9491525423728814,1.0282485875706215,1.3744578313253013,0.7673469387755102,1.43236276849642,0.9887005649717514,0.9887005649717514,0.5075,1.4795454545454547,4.0,broad_full_extra,rolling,0.15,20,0,0,0.0,0.0,0,0
0.15,213,0.8423728813559322,40.0,0.0,0.49295774647887325,0.3379032258064516,1.4588725671451142,0.5709754970217936,61.12946521005654,1.4588725671451142,1.4588725671451142,1.0,1.0,0.8305084745762712,0.8700564971751413,1.3581599123767798,0.8076923076923077,1.4588725671451142,0.8423728813559322,0.8423728813559322,0.0875,1.5113636363636365,4.0,broad_full_extra,rolling,0.15,40,0,0,0.0,0.0,0,0
0.15,187,0.7395480225988701,60.0,0.0,0.48663101604278075,0.3379032258064516,1.4401490689571554,0.5709754970217936,53.84412610671342,1.4401490689571554,1.4401490689571554,1.0,1.0,0.711864406779661,0.7514124293785311,1.4005647438483262,0.8516483516483516,1.4401490689571554,0.7395480225988701,0.7395480225988701,0.0,1.5113636363636365,4.0,broad_full_extra,rolling,0.15,60,0,0,0.0,0.0,0,0
0.15,140,0.5536723163841808,120.0,0.0,0.6142857142857143,0.3379032258064516,1.8179338561200138,0.5709754970217936,104.76958209728639,1.8179338561200138,1.8179338561200138,1.0,1.0,0.5141242937853108,0.5932203389830508,1.545492314083922,0.7481481481481481,1.8179338561200138,0.5536723163841808,0.5536723163841808,0.0175,1.4954545454545456,4.0,broad_full_extra,rolling,0.15,120,0,0,0.0,0.0,0,0
0.15,104,0.4112994350282486,250.0,0.0,0.5,0.3379032258064516,1.4797136038186158,0.5709754970217936,66.13638184710568,1.4797136038186158,1.4797136038186158,1.0,1.0,0.3954802259887006,0.43502824858757067,1.2121212121212122,0.6666666666666666,1.4797136038186158,0.4112994350282486,0.4112994350282486,0.2625,0.6522727272727272,4.0,broad_full_extra,rolling,0.15,250,0,0,0.0,0.0,0,0
0.15,114,0.4508474576271187,40.0,3.0,0.5087719298245614,0.3379032258064516,1.5056734916049075,0.5709754970217936,71.71324103956624,1.5056734916049075,1.5056734916049075,1.0,1.0,0.43502824858757067,0.4548022598870057,1.2874756651524983,0.6330275229357798,1.5056734916049075,0.4508474576271187,0.4508474576271187,0.0875,0.7954545454545455,4.0,broad_full_extra,rolling,0.15,40,3,0,0.0,0.0,0,0
0.15,94,0.37175141242937854,60.0,3.0,0.5106382978723404,0.3379032258064516,1.511196871984969,0.5709754970217936,59.28316615261881,1.511196871984969,1.511196871984969,1.0,1.0,0.3361581920903955,0.3954802259887006,1.168892380204242,0.6966292134831461,1.511196871984969,0.37175141242937854,0.37175141242937854,0.0,0.7795454545454547,4.0,broad_full_extra,rolling,0.15,60,3,0,0.0,0.0,0,0
0.15,83,0.32824858757062153,120.0,3.0,0.5060240963855421,0.3379032258064516,1.4975414785634182,0.5709754970217936,88.94539105251258,1.4975414785634182,1.4975414785634182,1.0,1.0,0.2966101694915254,0.37570621468926557,1.2303330970942594,0.5641025641025641,1.4975414785634182,0.32824858757062153,0.32824858757062153,0.0175,0.7477272727272728,4.0,broad_full_extra,rolling,0.15,120,3,0,0.0,0.0,0,0
0.18,280,1.1073446327683616,20.0,0.0,0.4714285714285714,0.3379032258064516,1.3951585407432663,0.5709754970217936,51.48949930307499,1.3951585407432663,1.3951585407432663,1.0,1.0,1.0677966101694916,1.1468926553672316,1.3279785809906293,0.8145454545454546,1.3951585407432663,1.1073446327683616,1.1073446327683616,0.525,1.7340909090909091,4.0,broad_full_extra,rolling,0.18,20,0,0,0.0,0.0,0,0
0.18,239,0.9451977401129943,40.0,0.0,0.46443514644351463,0.3379032258064516,1.3744620085679193,0.5709754970217936,56.896204611886425,1.3744620085679193,1.3744620085679193,1.0,1.0,0.9293785310734464,0.9689265536723164,1.2805507745266782,0.8290598290598291,1.3744620085679193,0.9451977401129943,0.9451977401129943,0.0875,1.638636363636364,4.0,broad_full_extra,rolling,0.18,40,0,0,0.0,0.0,0,0
0.18,209,0.8265536723163841,60.0,0.0,0.46411483253588515,0.3379032258064516,1.373514062874696,0.5709754970217936,53.554097922116156,1.373514062874696,1.373514062874696,1.0,1.0,0.7909604519774012,0.8502824858757062,1.3202577752871953,0.8235294117647058,1.373514062874696,0.8265536723163841,0.8265536723163841,0.0175,1.638636363636364,4.0,broad_full_extra,rolling,0.18,60,0,0,0.0,0.0,0,0
0.18,164,0.6485875706214689,120.0,0.0,0.5914634146341463,0.3379032258064516,1.7503929215903138,0.5709754970217936,96.72249934875526,1.7503929215903138,1.7503929215903138,1.0,1.0,0.612994350282486,0.672316384180791,1.5686274509803921,0.7421383647798742,1.7503929215903138,0.6485875706214689,0.6485875706214689,0.1590909090909091,1.5750000000000002,4.0,broad_full_extra,rolling,0.18,120,0,0,0.0,0.0,0,0
0.18,146,0.5774011299435028,250.0,0.0,0.4863013698630137,0.3379032258064516,1.4391735050838592,0.5709754970217936,69.73487020474849,1.4391735050838592,1.4391735050838592,1.0,1.0,0.5536723163841808,0.632768361581921,1.2873563218390804,0.6879432624113475,1.4391735050838592,0.5774011299435028,0.5774011299435028,0.39772727272727276,1.0022727272727272,4.0,broad_full_extra,rolling,0.18,250,0,0,0.0,0.0,0,0
0.18,127,0.5022598870056497,40.0,3.0,0.44881889763779526,0.3379032258064516,1.3282468569710408,0.5709754970217936,61.88161823005126,1.3282468569710408,1.3282468569710408,1.0,1.0,0.4745762711864407,0.5338983050847458,1.1733333333333333,0.6639344262295082,1.3282468569710408,0.5022598870056497,0.5022598870056497,0.0875,0.8590909090909091,4.0,broad_full_extra,rolling,0.18,40,3,0,0.0,0.0,0,0
0.18,108,0.42711864406779665,60.0,3.0,0.4722222222222222,0.3379032258064516,1.3975072924953593,0.5709754970217936,61.04267037256146,1.3975072924953593,1.3975072924953593,1.0,1.0,0.3954802259887006,0.4548022598870057,1.2874756651524983,0.6504854368932039,1.3975072924953593,0.42711864406779665,0.42711864406779665,0.0175,0.8272727272727273,4.0,broad_full_extra,rolling,0.18,60,3,0,0.0,0.0,0,0
0.18,100,0.3954802259887006,120.0,3.0,0.51,0.3379032258064516,1.509307875894988,0.5709754970217936,84.0713017933294,1.509307875894988,1.509307875894988,1.0,1.0,0.37570621468926557,0.4152542372881356,1.2698412698412698,0.5684210526315789,1.509307875894988,0.3954802259887006,0.3954802259887006,0.1575,0.7795454545454547,4.0,broad_full_extra,rolling,0.18,120,3,0,0.0,0.0,0,0
0.2,286,1.1310734463276837,20.0,0.0,0.46853146853146854,0.3379032258064516,1.3865847756062555,0.5709754970217936,52.64348474915651,1.3865847756062555,1.3865847756062555,1.0,1.0,1.0875706214689267,1.1666666666666667,1.3038335158817087,0.8113879003558719,1.3865847756062555,1.1310734463276837,1.1310734463276837,0.525,1.7977272727272728,4.0,broad_full_extra,rolling,0.2,20,0,0,0.0,0.0,0,0
0.2,265,1.0480225988700564,40.0,0.0,0.4226415094339623,0.3379032258064516,1.2507767820957356,0.5709754970217936,46.01949527327479,1.2507767820957356,1.2507767820957356,1.0,1.0,1.0084745762711864,1.0875706214689267,1.1794871794871795,0.8307692307692308,1.2507767820957356,1.0480225988700564,1.0480225988700564,0.0875,1.7340909090909091,4.0,broad_full_extra,rolling,0.2,40,0,0,0.0,0.0,0,0
0.2,230,0.9096045197740114,60.0,0.0,0.4652173913043478,0.3379032258064516,1.3767770052921033,0.5709754970217936,55.034159048883296,1.3767770052921033,1.3767770052921033,1.0,1.0,0.8898305084745763,0.9491525423728814,1.3160862354892207,0.8,1.3767770052921033,0.9096045197740114,0.9096045197740114,0.0875,1.7340909090909091,4.0,broad_full_extra,rolling,0.2,60,0,0,0.0,0.0,0,0
0.2,181,0.7158192090395481,120.0,0.0,0.569060773480663,0.3379032258064516,1.6840939358377616,0.5709754970217936,89.31483603852465,1.6840939358377616,1.6840939358377616,1.0,1.0,0.652542372881356,0.7711864406779662,1.493975903614458,0.75,1.6840939358377616,0.7158192090395481,0.7158192090395481,0.2545454545454546,1.638636363636364,4.0,broad_full_extra,rolling,0.2,120,0,0,0.0,0.0,0,0
0.2,158,0.624858757062147,250.0,0.0,0.5063291139240507,0.3379032258064516,1.498444155765687,0.5709754970217936,74.10283279113267,1.498444155765687,1.498444155765687,1.0,1.0,0.612994350282486,0.672316384180791,1.2903225806451613,0.7058823529411765,1.498444155765687,0.624858757062147,0.624858757062147,0.39772727272727276,1.1295454545454544,4.0,broad_full_extra,rolling,0.2,250,0,0,0.0,0.0,0,0
0.2,141,0.5576271186440678,40.0,3.0,0.3900709219858156,0.3379032258064516,1.1543864994329627,0.5709754970217936,47.55473682088767,1.1543864994329627,1.1543864994329627,1.0,1.0,0.5338983050847458,0.5734463276836158,1.011494252873563,0.625,1.1543864994329627,0.5576271186440678,0.5576271186440678,0.0875,0.875,4.0,broad_full_extra,rolling,0.2,40,3,0,0.0,0.0,0,0
0.2,121,0.47853107344632767,60.0,3.0,0.4462809917355372,0.3379032258064516,1.3207361091934753,0.5709754970217936,61.94800520229395,1.3207361091934753,1.3207361091934753,1.0,1.0,0.4548022598870057,0.4943502824858757,1.1844776119402987,0.6120689655172413,1.3207361091934753,0.47853107344632767,0.47853107344632767,0.0875,0.9068181818181819,4.0,broad_full_extra,rolling,0.2,60,3,0,0.0,0.0,0,0
0.2,106,0.4192090395480226,120.0,3.0,0.5188679245283019,0.3379032258064516,1.5355518530193182,0.5709754970217936,83.34612094435177,1.5355518530193182,1.5355518530193182,1.0,1.0,0.3954802259887006,0.43502824858757067,1.4228341939185312,0.5643564356435643,1.5355518530193182,0.4192090395480226,0.4192090395480226,0.175,0.7954545454545455,4.0,broad_full_extra,rolling,0.2,120,3,0,0.0,0.0,0,0
0.22,304,1.2022598870056498,20.0,0.0,0.4769736842105263,0.3379032258064516,1.4115688983796006,0.5709754970217936,52.85438220975152,1.4115688983796006,1.4115688983796006,1.0,1.0,1.1666666666666667,1.225988700564972,1.3397913561847987,0.8193979933110368,1.4115688983796006,1.2022598870056498,1.2022598870056498,0.5774999999999999,1.8136363636363637,4.0,broad_full_extra,rolling,0.22,20,0,0,0.0,0.0,0,0
0.22,287,1.1350282485875707,40.0,0.0,0.40069686411149824,0.3379032258064516,1.1858332016664865,0.5709754970217936,43.86515966515246,1.1858332016664865,1.1858332016664865,1.0,1.0,1.0875706214689267,1.1864406779661016,1.1228070175438596,0.8687943262411347,1.1858332016664865,1.1350282485875707,1.1350282485875707,0.0875,1.8613636363636363,4.0,broad_full_extra,rolling,0.22,40,0,0,0.0,0.0,0,0
