scenario,clock,h,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision
calendar_assumed_replay,06:00,1,currency,TJS,966,0.5248447204968945,0.5334253500391749,0.24756042286333785,0.6884615593221239,0.030278879762736674,0.2499087569780431,0.6929646927092374,0.022677149041624878,-0.0023483341147052528,-0.0045031333871135,0.5648201862379841,0.5804929874949583
calendar_assumed_replay,06:00,1,currency,UZS,966,0.5186335403726708,0.5164265248923595,0.24249602744016524,0.6779256356621555,0.025704084848645222,0.24995098994116705,0.6930491606331319,0.016465968917401264,-0.007454962501001805,-0.015123524970976465,0.5952310432897645,0.5989021256440009
calendar_assumed_replay,06:00,1,year,2024,1785,0.5372549019607843,0.5568820816113805,0.24673924621727047,0.6867990109501284,0.05748261914209111,0.24985072225693264,0.6928486247240484,0.03480966777646077,-0.0031114760396621644,-0.006049613773919993,0.5620652566358723,0.588895201646982
calendar_assumed_replay,06:00,1,year,2025,1825,0.473972602739726,0.5087728143486095,0.23851431965641084,0.6695547046203382,0.045958411201365235,0.2501551647145159,0.6934575135141366,0.02836913241176514,-0.011640845058105032,-0.023902808893798477,0.6238680154142582,0.6075600183835996
calendar_assumed_replay,06:00,1,year,2026,1220,0.5524590163934426,0.4966171077650926,0.25398153556605263,0.7020176396436275,0.09304834789769457,0.24977104745626894,0.6926892699065348,0.05095822913240711,0.004210488109783694,0.009328369737092723,0.5425620373691591,0.5677915791770312
calendar_assumed_replay,06:00,1,currency_year,AMD:2024,357,0.5574229691876751,0.5661120074920492,0.24510429170913847,0.683450718226063,0.0516958496005708,0.2497349109768499,0.6926169990717058,0.05497773500335157,-0.004630619267711439,-0.00916628084564286,0.5568030023535399,0.6076499982126196
calendar_assumed_replay,06:00,1,currency_year,AMD:2025,365,0.4876712328767123,0.5160751657130762,0.23391134795976193,0.6598151614962099,0.04280714655435324,0.2501031702621059,0.6933535237554894,0.01467050227477884,-0.01619182230234395,-0.03353836225927953,0.6533677822507962,0.664748425514814
calendar_assumed_replay,06:00,1,currency_year,AMD:2026,244,0.5942622950819673,0.5039497690958523,0.25194147535989786,0.6980314175797864,0.13874441323634273,0.2496457714960556,0.6924387172913606,0.09276150782093173,0.0022957038638422578,0.005592700288425734,0.5650992685475444,0.6303208065982379
calendar_assumed_replay,06:00,1,currency_year,KGS:2024,357,0.5490196078431373,0.5612199087827927,0.24467339180906938,0.6824073070207889,0.028680689452668218,0.24981962433315325,0.6927864295263982,0.046574373658813784,-0.00514623252408386,-0.01037912250560935,0.5652807706933706,0.6185813522640937
calendar_assumed_replay,06:00,1,currency_year,KGS:2025,365,0.4547945205479452,0.5082884426092796,0.23454559067438893,0.6611343948864763,0.07693437539170608,0.2502251735048619,0.6935975313687384,0.04754721460354594,-0.015679582830472966,-0.03246313648226207,0.64536538112248,0.6478954284375131
calendar_assumed_replay,06:00,1,currency_year,KGS:2026,244,0.5204918032786885,0.4813188001031406,0.2523216821003457,0.6989771805608437,0.09444015584482959,0.24988840749955804,0.692923991615442,0.018991016017652962,0.0024332746007876827,0.006053188945401633,0.5681405208964264,0.5735734283333846
calendar_assumed_replay,06:00,1,currency_year,KZT:2024,357,0.5098039215686274,0.5484361802361577,0.24945683785060957,0.6926556485340657,0.08534098643431969,0.24997100961001503,0.6930892019590484,0.007358687384303897,-0.0005141717594054629,-0.0004335534249827466,0.5626687598116169,0.5503968452310782
calendar_assumed_replay,06:00,1,currency_year,KZT:2025,365,0.4273972602739726,0.4978941794907775,0.25186899730639095,0.6976332877541279,0.0771864529140515,0.25033816417910254,0.693823516866991,0.07494447487751854,0.0015308331272884113,0.003809770887136965,0.5246902220586431,0.4459971504901865
calendar_assumed_replay,06:00,1,currency_year,KZT:2026,244,0.5778688524590164,0.4917296240217319,0.25539028320046214,0.7043559134937284,0.1467276593955398,0.24964197784268644,0.6924311286639809,0.0763680651979809,0.005748305357775707,0.011924784829747459,0.5042346622598637,0.6482551926868152
calendar_assumed_replay,06:00,1,currency_year,TJS:2024,357,0.5434173669467787,0.557311972581409,0.24590113072879172,0.6850664312012389,0.05974033002675431,0.24980339498366536,0.6927539672991294,0.04097213276245515,-0.0039022642548736386,-0.007687536097890524,0.5617924229966479,0.6038910094447316
calendar_assumed_replay,06:00,1,currency_year,TJS:2025,365,0.5205479452054794,0.5231392063118887,0.24091131694733978,0.6745964072404388,0.04516648690685147,0.24998781992672503,0.6931228214265248,0.01820621005398826,-0.009076502979385254,-0.018526414186086027,0.6117593984962406,0.636957729288551
calendar_assumed_replay,06:00,1,currency_year,TJS:2026,244,0.5040983606557377,0.5138635394362318,0.2599345661066667,0.7141699250965955,0.11017946265813233,0.24994464327199367,0.6930364631584123,0.002597573394702124,0.009989922834673037,0.021133461938183218,0.4896190284216891,0.47398552917759207
calendar_assumed_replay,06:00,1,currency_year,UZS:2024,357,0.5266106442577031,0.551330338964494,0.2485605789887432,0.690414949768486,0.0706976017832421,0.2499246713809796,0.69299652576396,0.02416541007337958,-0.0013640923922363934,-0.002581575995473928,0.5540098199672668,0.5826240527811755
calendar_assumed_replay,06:00,1,currency_year,UZS:2025,365,0.4794520547945205,0.4984670776180258,0.23133434539417252,0.6545942717244377,0.04448808799691126,0.2501214956997841,0.6933901741529397,0.022889680356970643,-0.018787150305611566,-0.03879590242850195,0.6654135338345866,0.6564483286730578
calendar_assumed_replay,06:00,1,currency_year,UZS:2026,244,0.5655737704918032,0.49222380616850675,0.2503196710628907,0.6945537614871842,0.11280011833306766,0.24973443717105098,0.6926160488034779,0.06407298323076771,0.0005852338918397315,0.0019377126837062386,0.5827180749248017,0.6167492496653951
calendar_assumed_replay,09:15,1,ALL,ALL,4830,0.517184265010352,0.517806391745205,0.2227731357767199,0.6322339697563512,0.04998398837860406,0.24994562996465103,0.6930384402860659,0.015016693555082283,-0.027172494187931134,-0.060804470529714716,0.6765613176647665,0.7008718253917046
calendar_assumed_replay,09:15,1,currency,AMD,966,0.5403726708074534,0.5231947654536309,0.21745428094896394,0.6186849208816668,0.046780566121089225,0.24985154100356277,0.6928502607230275,0.03820509935218386,-0.032397260054598837,-0.07416533984136064,0.6915234199716959,0.7261597979713283
calendar_assumed_replay,09:15,1,currency,KGS,966,0.5062111801242236,0.5139159377210635,0.2149392373906511,0.6139037591057833,0.01784693667550271,0.2499902335880978,0.6931276482864199,0.004043608668954035,-0.0350509961974467,-0.07922388918063661,0.7040402481425747,0.7104186418226175
calendar_assumed_replay,09:15,1,currency,KZT,966,0.49585921325051757,0.5186974641780127,0.23586823234519505,0.6685220302653586,0.09815424762246301,0.25002662831238437,0.6932004390785129,0.006308358204752007,-0.014158395967189319,-0.024678408813154307,0.6344561951018763,0.6560798286938974
calendar_assumed_replay,09:15,1,currency,TJS,966,0.5248447204968945,0.5274666441849173,0.22320509506924643,0.631575938926191,0.06442718535773719,0.2499087569780431,0.6929646927092374,0.022677149041624878,-0.026703661908796666,-0.061388753783046424,0.6710948679274471,0.7083333722032052
calendar_assumed_replay,09:15,1,currency,UZS,966,0.5186335403726708,0.5057571471884006,0.2223988331295429,0.6284831996027557,0.052024211137315,0.24995098994116705,0.6930491606331319,0.016465968917401264,-0.02755215681162415,-0.06456596103037626,0.6758976670315283,0.7045628943633896
calendar_assumed_replay,09:15,1,year,2024,1785,0.5372549019607843,0.5354241986796439,0.23399478232113177,0.6552025982920319,0.07410792436722873,0.24985072225693264,0.6928486247240484,0.03480966777646077,-0.015855939935800867,-0.03764602643201653,0.6084109506724873,0.652003727783903
calendar_assumed_replay,09:15,1,year,2025,1825,0.473972602739726,0.5091671975738986,0.21430389588037874,0.6152938464325192,0.05665712910614406,0.2501551647145159,0.6934575135141366,0.02836913241176514,-0.03585126883413714,-0.07816366708161748,0.7202691473988438,0.7113179174297142
calendar_assumed_replay,09:15,1,year,2026,1220,0.5524590163934426,0.5049529032080416,0.2190237289972506,0.6239689887152062,0.0901424137902913,0.24977104745626894,0.6926892699065348,0.05095822913240711,-0.030747318459018347,-0.06872028119132856,0.6948959793915284,0.7434685093265918
calendar_assumed_replay,09:15,1,currency_year,AMD:2024,357,0.5574229691876751,0.5431636254599436,0.23185048019114207,0.6498541121567045,0.06651073882066758,0.2497349109768499,0.6926169990717058,0.05497773500335157,-0.01788443078570784,-0.0427628869150013,0.6092169709306023,0.6714013665774431
calendar_assumed_replay,09:15,1,currency_year,AMD:2025,365,0.4876712328767123,0.5129976650700897,0.2026582661672452,0.5864188922347107,0.03421876885827765,0.2501031702621059,0.6933535237554894,0.01467050227477884,-0.047444904094860685,-0.10693463152077876,0.7569698972541008,0.752129852500274
calendar_assumed_replay,09:15,1,currency_year,AMD:2026,244,0.5942622950819673,0.5092318909361673,0.2185243722025286,0.6213476224019563,0.13731093927025173,0.2496457714960556,0.6924387172913606,0.09276150782093173,-0.031121399293527002,-0.07109109488940435,0.7063392546151167,0.7751705468970028
calendar_assumed_replay,09:15,1,currency_year,KGS:2024,357,0.5490196078431373,0.5422934201890357,0.23333173625333753,0.6524074594556851,0.05256622261302429,0.24981962433315325,0.6927864295263982,0.046574373658813784,-0.016487888079815716,-0.040378970070713116,0.602896438078337,0.6674361495960448
calendar_assumed_replay,09:15,1,currency_year,KGS:2025,365,0.4547945205479452,0.5049499244271736,0.20423719384410452,0.5922108796169001,0.07339694815974644,0.2502251735048619,0.6935975313687384,0.04754721460354594,-0.04598797966075738,-0.10138665175183825,0.755055397469274,0.7267141352849992
calendar_assumed_replay,09:15,1,currency_year,KGS:2026,244,0.5204918032786885,0.48580869842271807,0.20403810542553,0.5900188410259782,0.10197319050126682,0.24988840749955804,0.692923991615442,0.018991016017652962,-0.04585030207402804,-0.10290515058946381,0.7474931018238105,0.7618248924874085
calendar_assumed_replay,09:15,1,currency_year,KZT:2024,357,0.5098039215686274,0.534409676039455,0.229889734537539,0.6500297704389588,0.10380323867661312,0.24997100961001503,0.6930892019590484,0.007358687384303897,-0.020081275072476035,-0.04305943152008962,0.6365149136577708,0.6401797295104168
calendar_assumed_replay,09:15,1,currency_year,KZT:2025,365,0.4273972602739726,0.5099560449041843,0.24047465020701433,0.6830591468243994,0.12886287204340027,0.25033816417910254,0.693823516866991,0.07494447487751854,-0.009863513972088206,-0.010764370042591564,0.6278217396638449,0.6184698330419022
calendar_assumed_replay,09:15,1,currency_year,KZT:2026,244,0.5778688524590164,0.5087849986059324,0.23772471266392126,0.6738322319619767,0.17645215709412335,0.24964197784268644,0.6924311286639809,0.0763680651979809,-0.01191726517876518,-0.01859889670200421,0.6325139434001239,0.716048386861132
calendar_assumed_replay,09:15,1,currency_year,TJS:2024,357,0.5434173669467787,0.5311819578481293,0.23672086491121092,0.6605069839658486,0.09307183163427997,0.24980339498366536,0.6927539672991294,0.04097213276245515,-0.01308253007245444,-0.0322469833332808,0.5950920245398773,0.6544340720389921
calendar_assumed_replay,09:15,1,currency_year,TJS:2025,365,0.5205479452054794,0.5258535230333635,0.21444723501199264,0.6147554220601414,0.048823794615966525,0.24998781992672503,0.6931228214265248,0.01820621005398826,-0.03554058491473239,-0.07836739936638337,0.7225413533834586,0.7509512798199109
calendar_assumed_replay,09:15,1,currency_year,TJS:2026,244,0.5040983606557377,0.5244437845232387,0.21653087001726415,0.6144083388317251,0.09239724393719614,0.24994464327199367,0.6930364631584123,0.002597573394702124,-0.03341377325472952,-0.0786281243266872,0.6866223207686623,0.7147921447332729
calendar_assumed_replay,09:15,1,currency_year,UZS:2024,357,0.5266106442577031,0.5260723138616559,0.23818109571242937,0.6632146654429624,0.09698071914325507,0.2499246713809796,0.69299652576396,0.02416541007337958,-0.011743575668550221,-0.02978186032099761,0.5901422636283521,0.6370447116832236
calendar_assumed_replay,09:15,1,currency_year,UZS:2025,365,0.4794520547945205,0.4920788304346819,0.2097021341715369,0.6000248914264446,0.06386484589777489,0.2501214956997841,0.6933901741529397,0.022889680356970643,-0.04041936152824718,-0.09336528272649514,0.7339097744360903,0.7187827073102602
calendar_assumed_replay,09:15,1,currency_year,UZS:2026,244,0.5655737704918032,0.4964951435521518,0.21830058467700897,0.6202379093543944,0.11413433834852058,0.24973443717105098,0.6926160488034779,0.06407298323076771,-0.031433852494042014,-0.07237813944908356,0.703650533223954,0.7840881936893982
calendar_assumed_replay,10:15,1,ALL,ALL,4830,0.517184265010352,0.5212249848805083,0.20989392690646633,0.6024097485070256,0.04266784484544178,0.24994562996465103,0.6930384402860659,0.015016693555082283,-0.0400517030581847,-0.09062869177904032,0.7183590783432922,0.7376667520462229
calendar_assumed_replay,10:15,1,currency,AMD,966,0.5403726708074534,0.5299912490384269,0.20314485751771302,0.587601799067586,0.04842239497941685,0.24985154100356277,0.6928502607230275,0.03820509935218386,-0.04670668348584975,-0.10524846165544144,0.7361887749818784,0.7610053876377078
calendar_assumed_replay,10:15,1,currency,KGS,966,0.5062111801242236,0.5196825313329025,0.2010303503331613,0.5820321379625937,0.03571149537061961,0.2499902335880978,0.6931276482864199,0.004043608668954035,-0.0489598832549365,-0.11109551032382625,0.7459196666280821,0.752848805808899
calendar_assumed_replay,10:15,1,currency,KZT,966,0.49585921325051757,0.5119181028388163,0.22448188717939424,0.635751922489202,0.07930307524588515,0.25002662831238437,0.6932004390785129,0.006308358204752007,-0.02554474113299013,-0.05744851658931094,0.6726710763783206,0.6873237797287892
calendar_assumed_replay,10:15,1,currency,TJS,966,0.5248447204968945,0.5306302398163117,0.2119501754431995,0.6063844621395409,0.061092076892726284,0.2499087569780431,0.6929646927092374,0.022677149041624878,-0.037958581534843605,-0.08658023056969655,0.7069394490208971,0.7377418895225759
calendar_assumed_replay,10:15,1,currency,UZS,966,0.5186335403726708,0.513902801376084,0.20886236405886374,0.6002784208762053,0.044198873818723006,0.24995098994116705,0.6930491606331319,0.016465968917401264,-0.041088625882303303,-0.09277073975692662,0.7236022578498915,0.7473013950400006
calendar_assumed_replay,10:15,1,year,2024,1785,0.5372549019607843,0.5613325606613218,0.21485472295237704,0.6123521134764616,0.06598637941954678,0.24985072225693264,0.6928486247240484,0.03480966777646077,-0.0349959993045556,-0.08049651124758683,0.6936970260082258,0.7343318095722104
calendar_assumed_replay,10:15,1,year,2025,1825,0.473972602739726,0.4940576002530892,0.20228796027199591,0.5882201410768992,0.04176460308801845,0.2501551647145159,0.6934575135141366,0.02836913241176514,-0.04786720444251996,-0.10523737243723741,0.7528865606936416,0.7349130034000199
calendar_assumed_replay,10:15,1,year,2026,1220,0.5524590163934426,0.5031827342053344,0.21401349097692363,0.6090891846459905,0.10183096704885126,0.24977104745626894,0.6926892699065348,0.05095822913240711,-0.03575755647934531,-0.0836000852605443,0.6967478614362888,0.7507226082200241
calendar_assumed_replay,10:15,1,currency_year,AMD:2024,357,0.5574229691876751,0.5708922426851131,0.2099194696583973,0.6022650083040108,0.06346973147596766,0.2497349109768499,0.6926169990717058,0.05497773500335157,-0.039815441318452605,-0.09035199076769507,0.698905922015139,0.7485312016436747
calendar_assumed_replay,10:15,1,currency_year,AMD:2025,365,0.4876712328767123,0.501719787887331,0.1904717416010807,0.561606647173972,0.04608272512883521,0.2501031702621059,0.6933535237554894,0.01467050227477884,-0.059631428661025165,-0.1317468765815174,0.7926455566905005,0.7829722220582105
calendar_assumed_replay,10:15,1,currency_year,AMD:2026,244,0.5942622950819673,0.512439726859259,0.212190557416674,0.6050340316240022,0.1379783078342628,0.2496457714960556,0.6924387172913606,0.09276150782093173,-0.0374552140793816,-0.08740468566735848,0.7124346917450366,0.7818793563613289
calendar_assumed_replay,10:15,1,currency_year,KGS:2024,357,0.5490196078431373,0.5658408008550493,0.21245768290121253,0.6062023240252474,0.06088538240460893,0.24981962433315325,0.6927864295263982,0.046574373658813784,-0.037361941431940715,-0.08658410550115081,0.6962859678032705,0.7513655276887398
calendar_assumed_replay,10:15,1,currency_year,KGS:2025,365,0.4547945205479452,0.4950243853018085,0.18946223206581003,0.5591969998166728,0.08027135930504332,0.2502251735048619,0.6935975313687384,0.04754721460354594,-0.060762941439051865,-0.13440053155206555,0.7949082763213658,0.7627607750656854
calendar_assumed_replay,10:15,1,currency_year,KGS:2026,244,0.5204918032786885,0.4890338472425044,0.20161561853311577,0.5808275027121582,0.11976602739448021,0.24988840749955804,0.692923991615442,0.018991016017652962,-0.04827278896644227,-0.11209648890328383,0.74076317383404,0.7630630246973051
calendar_assumed_replay,10:15,1,currency_year,KZT:2024,357,0.5098039215686274,0.551830634192246,0.21835481563548087,0.6214671554101986,0.08271951062907333,0.24997100961001503,0.6930892019590484,0.007358687384303897,-0.03161619397453416,-0.07162204654884985,0.6940031397174253,0.7034300528244546
calendar_assumed_replay,10:15,1,currency_year,KZT:2025,365,0.4273972602739726,0.48396890978183854,0.2228755248689512,0.633419739652686,0.07224771758696832,0.25033816417910254,0.693823516866991,0.07494447487751854,-0.027462639310151332,-0.0604037772143049,0.6703471966629863,0.6264786269504827
calendar_assumed_replay,10:15,1,currency_year,KZT:2026,244,0.5778688524590164,0.4953307330544827,0.23584945596828263,0.6601408920897452,0.1685509738546156,0.24964197784268644,0.6924311286639809,0.0763680651979809,-0.013792521874403801,-0.03229023657423569,0.6235626248020382,0.7297389048975507
calendar_assumed_replay,10:15,1,currency_year,TJS:2024,357,0.5434173669467787,0.5625009207169004,0.21305852054290575,0.6074922801097657,0.0856743982333661,0.24980339498366536,0.6927539672991294,0.04097213276245515,-0.036744874440759606,-0.08526168718936367,0.6918600974005439,0.7422068159710181
calendar_assumed_replay,10:15,1,currency_year,TJS:2025,365,0.5205479452054794,0.5058632168659875,0.21046722088431818,0.6070050106695748,0.05743941960076929,0.24998781992672503,0.6931228214265248,0.01820621005398826,-0.039520599042406845,-0.08611781075695002,0.7273984962406015,0.7559083168979042
calendar_assumed_replay,10:15,1,currency_year,TJS:2026,244,0.5040983606557377,0.5210488066005671,0.21254689353089024,0.6038353177590792,0.12159470995611664,0.24994464327199367,0.6930364631584123,0.002597573394702124,-0.037397749741103437,-0.0892011453993331,0.684270644359336,0.7117304865846924
calendar_assumed_replay,10:15,1,currency_year,UZS:2024,357,0.5266106442577031,0.5555982048573,0.22048312602388873,0.6243337995330854,0.09253020566305213,0.2499246713809796,0.69299652576396,0.02416541007337958,-0.02944154535709087,-0.06866272623087455,0.6853833564144529,0.7333336126300259
calendar_assumed_replay,10:15,1,currency_year,UZS:2025,365,0.4794520547945205,0.48371170142848063,0.19816308193981946,0.5798723080715906,0.060668550771379955,0.2501214956997841,0.6933901741529397,0.022889680356970643,-0.05195841375996463,-0.11351786608134906,0.7704060150375941,0.7402055414499049
calendar_assumed_replay,10:15,1,currency_year,UZS:2026,244,0.5655737704918032,0.4980605572698592,0.2078649294356556,0.5956081790449682,0.11673229033214254,0.24973443717105098,0.6926160488034779,0.06407298323076771,-0.041869507735395384,-0.09700786975850972,0.7229286300246104,0.7950733841969583
calendar_assumed_replay,10:45,1,ALL,ALL,4830,0.517184265010352,0.5226161918086705,0.20272973961629215,0.5870538103747115,0.03785214688709607,0.24994562996465103,0.6930384402860659,0.015016693555082283,-0.04721589034835888,-0.10598462991135438,0.7440152808353029,0.7613120930518681
calendar_assumed_replay,10:45,1,currency,AMD,966,0.5403726708074534,0.5302323123738713,0.19536261607967922,0.5711673706506791,0.05151436271290159,0.24985154100356277,0.6928502607230275,0.03820509935218386,-0.05448892492388355,-0.12168289007234834,0.7644994132063099,0.7872579984446708
calendar_assumed_replay,10:45,1,currency,KGS,966,0.5062111801242236,0.5211082998195125,0.19449168215963572,0.5689639872554806,0.042871266400616614,0.2499902335880978,0.6931276482864199,0.004043608668954035,-0.05549855142846208,-0.12416366103093934,0.7717285522587061,0.7803332474387787
calendar_assumed_replay,10:45,1,currency,KZT,966,0.49585921325051757,0.5097659903567043,0.21881173614197783,0.6225472170502139,0.06563531524114681,0.25002662831238437,0.6932004390785129,0.006308358204752007,-0.031214892170406544,-0.07065322202829905,0.6921632593570624,0.7016012347385612
