scenario,clock,h,metric,block_dates,n_dates,mean_delta,ci_low,ci_high,probability_router_better
calendar_assumed_replay,23:15,1,brier,20,966,-0.17049720180905717,-0.17732832158260228,-0.16276516849093253,1.0
calendar_assumed_replay,23:15,1,brier,50,966,-0.17049720180905717,-0.17698737507255463,-0.1637026656261787,1.0
calendar_assumed_replay,23:15,1,benefit_mae,20,966,-45.5469503401057,-51.49738758849949,-39.639235418723835,1.0
calendar_assumed_replay,23:15,1,benefit_mae,50,966,-45.5469503401057,-51.582729608336585,-39.63730066424347,1.0
calendar_assumed_replay,00:15,3,brier,20,962,0.0024895098687258564,-0.006863982473866813,0.013252059610353056,0.312
calendar_assumed_replay,00:15,3,brier,50,962,0.0024895098687258564,-0.008839047598283446,0.013767790047337336,0.357
calendar_assumed_replay,00:15,3,benefit_mae,20,962,0.35437064480175173,-0.05268062558476354,0.8317053630570079,0.046
calendar_assumed_replay,00:15,3,benefit_mae,50,962,0.35437064480175173,-0.07152244917512487,0.7882869572631607,0.057
calendar_assumed_replay,06:00,3,brier,20,962,0.0024895098687258564,-0.006863982473866813,0.013252059610353056,0.312
calendar_assumed_replay,06:00,3,brier,50,962,0.0024895098687258564,-0.008839047598283446,0.013767790047337336,0.357
calendar_assumed_replay,06:00,3,benefit_mae,20,962,0.35437064480175173,-0.05268062558476354,0.8317053630570079,0.046
calendar_assumed_replay,06:00,3,benefit_mae,50,962,0.35437064480175173,-0.07152244917512487,0.7882869572631607,0.057
calendar_assumed_replay,09:15,3,brier,20,962,-0.012694577151227956,-0.023300098578197165,-0.0026284510173223063,0.995
calendar_assumed_replay,09:15,3,brier,50,962,-0.012694577151227956,-0.02391617619660667,-0.0014340665807746897,0.984
calendar_assumed_replay,09:15,3,benefit_mae,20,962,0.35437064480175173,-0.05268062558476354,0.8317053630570079,0.046
calendar_assumed_replay,09:15,3,benefit_mae,50,962,0.35437064480175173,-0.07152244917512487,0.7882869572631607,0.057
calendar_assumed_replay,10:15,3,brier,20,962,-0.018929601216411705,-0.029530045125069952,-0.007932311186044531,1.0
calendar_assumed_replay,10:15,3,brier,50,962,-0.018929601216411705,-0.030898957783047538,-0.0065063767704729575,0.998
calendar_assumed_replay,10:15,3,benefit_mae,20,962,0.35437064480175173,-0.05268062558476354,0.8317053630570079,0.046
calendar_assumed_replay,10:15,3,benefit_mae,50,962,0.35437064480175173,-0.07152244917512487,0.7882869572631607,0.057
calendar_assumed_replay,10:45,3,brier,20,962,-0.025179006411760203,-0.036437859022306694,-0.01379576186208009,1.0
calendar_assumed_replay,10:45,3,brier,50,962,-0.025179006411760203,-0.038211308040591994,-0.011825288276601403,0.999
calendar_assumed_replay,10:45,3,benefit_mae,20,962,-4.488164951619594,-5.945472372693758,-3.1102047857977726,1.0
calendar_assumed_replay,10:45,3,benefit_mae,50,962,-4.488164951619594,-6.377028879820703,-2.6874126383088224,1.0
calendar_assumed_replay,11:45,3,brier,20,962,-0.028262030279349756,-0.03975663210810016,-0.016004407264722853,1.0
calendar_assumed_replay,11:45,3,brier,50,962,-0.028262030279349756,-0.041817583324909875,-0.015009082766206473,1.0
calendar_assumed_replay,11:45,3,benefit_mae,20,962,-5.440259242104842,-6.9312158081059785,-4.0034956523741565,1.0
calendar_assumed_replay,11:45,3,benefit_mae,50,962,-5.440259242104842,-7.335420751045245,-3.6657072053569855,1.0
calendar_assumed_replay,12:45,3,brier,20,962,-0.029664515919813995,-0.041531435770869714,-0.01689493994566034,1.0
calendar_assumed_replay,12:45,3,brier,50,962,-0.029664515919813995,-0.04346837140706451,-0.015793329306248997,1.0
calendar_assumed_replay,12:45,3,benefit_mae,20,962,-5.689717467584249,-7.177043241676809,-4.146878699411514,1.0
calendar_assumed_replay,12:45,3,benefit_mae,50,962,-5.689717467584249,-7.5462443456804476,-3.8557251728209145,1.0
calendar_assumed_replay,13:45,3,brier,20,962,-0.031012664316573207,-0.043059649053296525,-0.01795572749308402,1.0
calendar_assumed_replay,13:45,3,brier,50,962,-0.031012664316573207,-0.045714663937054256,-0.01695113255899329,1.0
calendar_assumed_replay,13:45,3,benefit_mae,20,962,-6.078907723146601,-7.624806131521903,-4.570153469947263,1.0
calendar_assumed_replay,13:45,3,benefit_mae,50,962,-6.078907723146601,-8.082181154028929,-4.20906133443749,1.0
calendar_assumed_replay,14:45,3,brier,20,962,-0.03224290715079554,-0.04444655536166569,-0.018909850271152242,1.0
calendar_assumed_replay,14:45,3,brier,50,962,-0.03224290715079554,-0.04753611623823875,-0.01836027976561752,1.0
calendar_assumed_replay,14:45,3,benefit_mae,20,962,-6.428386878414839,-8.043052590782171,-4.869153968559786,1.0
calendar_assumed_replay,14:45,3,benefit_mae,50,962,-6.428386878414839,-8.47695779977782,-4.449427127718407,1.0
calendar_assumed_replay,15:10,3,brier,20,962,-0.032804619176639474,-0.045003203015866994,-0.019382078904987,1.0
calendar_assumed_replay,15:10,3,brier,50,962,-0.032804619176639474,-0.048166091759275075,-0.0187104913987636,1.0
calendar_assumed_replay,15:10,3,benefit_mae,20,962,-6.566229730493636,-8.186793544568667,-4.982458633960743,1.0
calendar_assumed_replay,15:10,3,benefit_mae,50,962,-6.566229730493636,-8.634398382605871,-4.559205465735102,1.0
calendar_assumed_replay,15:25,3,brier,20,962,-0.032911851973587515,-0.044924711468084286,-0.019487700623583543,1.0
calendar_assumed_replay,15:25,3,brier,50,962,-0.032911851973587515,-0.048364748772151654,-0.018828458773628556,1.0
calendar_assumed_replay,15:25,3,benefit_mae,20,962,-6.68361047639658,-8.285670406976157,-5.117383692914572,1.0
calendar_assumed_replay,15:25,3,benefit_mae,50,962,-6.68361047639658,-8.716635490256593,-4.686876605961972,1.0
calendar_assumed_replay,15:45,3,brier,20,962,-0.033130220062316786,-0.045209751384769875,-0.01966169731757753,1.0
calendar_assumed_replay,15:45,3,brier,50,962,-0.033130220062316786,-0.04862422555108241,-0.01903296067151834,1.0
calendar_assumed_replay,15:45,3,benefit_mae,20,962,-6.762372409626894,-8.38979651233341,-5.183907173298704,1.0
calendar_assumed_replay,15:45,3,benefit_mae,50,962,-6.762372409626894,-8.831950486474444,-4.711729550341107,1.0
calendar_assumed_replay,16:45,3,brier,20,962,-0.03480395273159856,-0.04692569637676687,-0.02162265366667488,1.0
calendar_assumed_replay,16:45,3,brier,50,962,-0.03480395273159856,-0.0497209731822833,-0.020765149732237483,1.0
calendar_assumed_replay,16:45,3,benefit_mae,20,962,-8.431457145400495,-10.685345002203265,-6.242327214024822,1.0
calendar_assumed_replay,16:45,3,benefit_mae,50,962,-8.431457145400495,-11.140420790590655,-5.970042163543064,1.0
calendar_assumed_replay,17:45,3,brier,20,962,-0.03396602907458271,-0.04690937903634647,-0.020602226721423627,1.0
calendar_assumed_replay,17:45,3,brier,50,962,-0.03396602907458271,-0.049853033155207234,-0.01959103409330971,1.0
calendar_assumed_replay,17:45,3,benefit_mae,20,962,-8.216267585844491,-10.204713762570831,-6.277179555354285,1.0
calendar_assumed_replay,17:45,3,benefit_mae,50,962,-8.216267585844491,-10.463264540865623,-6.084507909000284,1.0
calendar_assumed_replay,18:45,3,brier,20,962,-0.040755625221122097,-0.052813860100695345,-0.029359522876323145,1.0
calendar_assumed_replay,18:45,3,brier,50,962,-0.040755625221122097,-0.05341365656679285,-0.02892654219962277,1.0
calendar_assumed_replay,18:45,3,benefit_mae,20,962,-24.951048639380012,-30.119752484934008,-20.038776166196715,1.0
calendar_assumed_replay,18:45,3,benefit_mae,50,962,-24.951048639380012,-30.700776466492638,-19.693058323685957,1.0
calendar_assumed_replay,19:15,3,brier,20,962,-0.0424822875667058,-0.05435375393963112,-0.03128664593492775,1.0
calendar_assumed_replay,19:15,3,brier,50,962,-0.0424822875667058,-0.054496556606295356,-0.030632301284880478,1.0
calendar_assumed_replay,19:15,3,benefit_mae,20,962,-25.799235502394637,-31.231505148768417,-20.448331182411845,1.0
calendar_assumed_replay,19:15,3,benefit_mae,50,962,-25.799235502394637,-31.845577200005902,-20.183324754782504,1.0
calendar_assumed_replay,20:15,3,brier,20,962,-0.04183883660317012,-0.05418970825362422,-0.030529633593087992,1.0
calendar_assumed_replay,20:15,3,brier,50,962,-0.04183883660317012,-0.053949877299078665,-0.030054841853334485,1.0
calendar_assumed_replay,20:15,3,benefit_mae,20,962,-26.159828506864695,-31.657290019318406,-21.00536146374548,1.0
calendar_assumed_replay,20:15,3,benefit_mae,50,962,-26.159828506864695,-32.31019792599715,-21.285819740219683,1.0
calendar_assumed_replay,21:15,3,brier,20,962,-0.04183883660317012,-0.05418970825362422,-0.030529633593087992,1.0
calendar_assumed_replay,21:15,3,brier,50,962,-0.04183883660317012,-0.053949877299078665,-0.030054841853334485,1.0
calendar_assumed_replay,21:15,3,benefit_mae,20,962,-27.010718266807928,-32.8971889470787,-21.47771055347164,1.0
calendar_assumed_replay,21:15,3,benefit_mae,50,962,-27.010718266807928,-33.96170618598153,-21.456125063257524,1.0
calendar_assumed_replay,22:15,3,brier,20,962,-0.04183883660317012,-0.05418970825362422,-0.030529633593087992,1.0
calendar_assumed_replay,22:15,3,brier,50,962,-0.04183883660317012,-0.053949877299078665,-0.030054841853334485,1.0
calendar_assumed_replay,22:15,3,benefit_mae,20,962,-26.704828757470082,-32.29183160960709,-21.379212735520458,1.0
calendar_assumed_replay,22:15,3,benefit_mae,50,962,-26.704828757470082,-33.02731053057189,-21.630457944498296,1.0
calendar_assumed_replay,23:15,3,brier,20,962,-0.04183883660317012,-0.05418970825362422,-0.030529633593087992,1.0
calendar_assumed_replay,23:15,3,brier,50,962,-0.04183883660317012,-0.053949877299078665,-0.030054841853334485,1.0
calendar_assumed_replay,23:15,3,benefit_mae,20,962,-26.78088886284103,-32.34868659821346,-21.439874875886037,1.0
calendar_assumed_replay,23:15,3,benefit_mae,50,962,-26.78088886284103,-33.064079253714134,-21.54250063724494,1.0
calendar_assumed_replay,00:15,5,brier,20,960,0.005813364009138814,-0.0031759201588684913,0.016449500538607897,0.125
calendar_assumed_replay,00:15,5,brier,50,960,0.005813364009138814,-0.004673613664244428,0.017019755923205603,0.156
calendar_assumed_replay,00:15,5,benefit_mae,20,960,0.34067971118519097,-0.20353867841226628,0.9000048593378376,0.099
calendar_assumed_replay,00:15,5,benefit_mae,50,960,0.34067971118519097,-0.23928042724743573,0.9458847469809898,0.136
calendar_assumed_replay,06:00,5,brier,20,960,0.005813364009138814,-0.0031759201588684913,0.016449500538607897,0.125
calendar_assumed_replay,06:00,5,brier,50,960,0.005813364009138814,-0.004673613664244428,0.017019755923205603,0.156
calendar_assumed_replay,06:00,5,benefit_mae,20,960,0.34067971118519097,-0.20353867841226628,0.9000048593378376,0.099
calendar_assumed_replay,06:00,5,benefit_mae,50,960,0.34067971118519097,-0.23928042724743573,0.9458847469809898,0.136
calendar_assumed_replay,09:15,5,brier,20,960,0.005813364009138814,-0.0031759201588684913,0.016449500538607897,0.125
calendar_assumed_replay,09:15,5,brier,50,960,0.005813364009138814,-0.004673613664244428,0.017019755923205603,0.156
calendar_assumed_replay,09:15,5,benefit_mae,20,960,0.34067971118519097,-0.20353867841226628,0.9000048593378376,0.099
calendar_assumed_replay,09:15,5,benefit_mae,50,960,0.34067971118519097,-0.23928042724743573,0.9458847469809898,0.136
calendar_assumed_replay,10:15,5,brier,20,960,-0.008984336661603356,-0.018341914235434346,0.001530000553897275,0.959
calendar_assumed_replay,10:15,5,brier,50,960,-0.008984336661603356,-0.020669556567647632,0.0033326354909988675,0.92
calendar_assumed_replay,10:15,5,benefit_mae,20,960,0.34067971118519097,-0.20353867841226628,0.9000048593378376,0.099
calendar_assumed_replay,10:15,5,benefit_mae,50,960,0.34067971118519097,-0.23928042724743573,0.9458847469809898,0.136
calendar_assumed_replay,10:45,5,brier,20,960,-0.012729031354154423,-0.022535581711580023,-0.002185430066470515,0.995
calendar_assumed_replay,10:45,5,brier,50,960,-0.012729031354154423,-0.02511720888881851,0.00020607141912922674,0.974
calendar_assumed_replay,10:45,5,benefit_mae,20,960,-3.1049388196131407,-4.908217144515466,-1.013667697924228,0.996
calendar_assumed_replay,10:45,5,benefit_mae,50,960,-3.1049388196131407,-5.212207144344129,-0.7452216612087262,0.992
calendar_assumed_replay,11:45,5,brier,20,960,-0.014692434993773117,-0.02538585068975061,-0.0043753220894342006,0.998
calendar_assumed_replay,11:45,5,brier,50,960,-0.014692434993773117,-0.026657351284965283,-0.0017899004125192563,0.992
calendar_assumed_replay,11:45,5,benefit_mae,20,960,-3.7320514156641713,-5.546926008949367,-1.733350128329619,1.0
calendar_assumed_replay,11:45,5,benefit_mae,50,960,-3.7320514156641713,-5.775114847288165,-1.5087304763876976,0.999
calendar_assumed_replay,12:45,5,brier,20,960,-0.015902871528065774,-0.0264876214157172,-0.005329277930610033,0.998
calendar_assumed_replay,12:45,5,brier,50,960,-0.015902871528065774,-0.028030713423695355,-0.0024205172874935026,0.995
calendar_assumed_replay,12:45,5,benefit_mae,20,960,-3.9827638810786254,-5.8199100319846435,-1.8859931887116745,1.0
calendar_assumed_replay,12:45,5,benefit_mae,50,960,-3.9827638810786254,-6.0333084554409675,-1.6749451845228713,1.0
calendar_assumed_replay,13:45,5,brier,20,960,-0.017115759287305212,-0.02807643611779279,-0.006254443603733788,0.999
calendar_assumed_replay,13:45,5,brier,50,960,-0.017115759287305212,-0.029578179017563027,-0.00315349701653985,0.999
calendar_assumed_replay,13:45,5,benefit_mae,20,960,-4.743363726764583,-6.564873471634194,-2.545935422620651,1.0
calendar_assumed_replay,13:45,5,benefit_mae,50,960,-4.743363726764583,-6.908355231175684,-2.3591774192257216,1.0
calendar_assumed_replay,14:45,5,brier,20,960,-0.01818777134499128,-0.029675062374070027,-0.007144447808765688,0.999
calendar_assumed_replay,14:45,5,brier,50,960,-0.01818777134499128,-0.031057261659181292,-0.003947496100112379,1.0
calendar_assumed_replay,14:45,5,benefit_mae,20,960,-5.023169562140633,-6.841354135926628,-2.8240904869748213,1.0
calendar_assumed_replay,14:45,5,benefit_mae,50,960,-5.023169562140633,-7.248391281777849,-2.588142949367181,1.0
calendar_assumed_replay,15:10,5,brier,20,960,-0.018836179634388953,-0.03056830585085393,-0.00784979076550505,0.999
calendar_assumed_replay,15:10,5,brier,50,960,-0.018836179634388953,-0.031941216827316855,-0.0045215299876661666,1.0
calendar_assumed_replay,15:10,5,benefit_mae,20,960,-5.171603436652205,-7.005700572065739,-2.941872759735523,1.0
calendar_assumed_replay,15:10,5,benefit_mae,50,960,-5.171603436652205,-7.417937682053034,-2.669967255621056,1.0
calendar_assumed_replay,15:25,5,brier,20,960,-0.019067141485238567,-0.0309346110980046,-0.007758772204773163,1.0
calendar_assumed_replay,15:25,5,brier,50,960,-0.019067141485238567,-0.032210877890638416,-0.004607604462923873,1.0
calendar_assumed_replay,15:25,5,benefit_mae,20,960,-5.257792620251878,-7.0773034790406415,-3.040310945263994,1.0
calendar_assumed_replay,15:25,5,benefit_mae,50,960,-5.257792620251878,-7.496832870773195,-2.772825519898699,1.0
calendar_assumed_replay,15:45,5,brier,20,960,-0.019218937569455575,-0.031118077883928237,-0.007881244449685009,1.0
calendar_assumed_replay,15:45,5,brier,50,960,-0.019218937569455575,-0.03235660648512258,-0.004751670629291574,1.0
calendar_assumed_replay,15:45,5,benefit_mae,20,960,-5.309507946439498,-7.150084009423292,-3.095001609699985,1.0
calendar_assumed_replay,15:45,5,benefit_mae,50,960,-5.309507946439498,-7.573635991778281,-2.830371777190196,1.0
calendar_assumed_replay,16:45,5,brier,20,960,-0.0206065810965166,-0.032062843735524926,-0.009672018770189765,1.0
calendar_assumed_replay,16:45,5,brier,50,960,-0.0206065810965166,-0.03419673710520804,-0.006669326951583478,1.0
calendar_assumed_replay,16:45,5,benefit_mae,20,960,-6.851305281076992,-8.865615085968875,-4.467014149277023,1.0
calendar_assumed_replay,16:45,5,benefit_mae,50,960,-6.851305281076992,-9.12055017931897,-4.2892857381551845,1.0
calendar_assumed_replay,17:45,5,brier,20,960,-0.019965321707630768,-0.031944331727557666,-0.008649946517423337,0.999
calendar_assumed_replay,17:45,5,brier,50,960,-0.019965321707630768,-0.03375596670520171,-0.005650986432397336,0.999
calendar_assumed_replay,17:45,5,benefit_mae,20,960,-6.402060878630275,-8.46471827411882,-4.100018487907497,1.0
calendar_assumed_replay,17:45,5,benefit_mae,50,960,-6.402060878630275,-8.80186418290641,-3.750862787516242,1.0
calendar_assumed_replay,18:45,5,brier,20,960,-0.026619550165589107,-0.03994134897908672,-0.014293687188208332,1.0
calendar_assumed_replay,18:45,5,brier,50,960,-0.026619550165589107,-0.04045483811438112,-0.012746058498277448,1.0
calendar_assumed_replay,18:45,5,benefit_mae,20,960,-18.109384569479232,-22.857943890042847,-13.198691480307048,1.0
calendar_assumed_replay,18:45,5,benefit_mae,50,960,-18.109384569479232,-23.442514869175117,-13.288193426737514,1.0
calendar_assumed_replay,19:15,5,brier,20,960,-0.028361727872804412,-0.041122113388542714,-0.01613537599932643,1.0
calendar_assumed_replay,19:15,5,brier,50,960,-0.028361727872804412,-0.04219312289074059,-0.014413547038790058,1.0
calendar_assumed_replay,19:15,5,benefit_mae,20,960,-18.739662578750178,-23.779755904538494,-13.536795021731926,1.0
calendar_assumed_replay,19:15,5,benefit_mae,50,960,-18.739662578750178,-24.355673703914654,-13.690954742413835,1.0
calendar_assumed_replay,20:15,5,brier,20,960,-0.027976484984362827,-0.04054358303545974,-0.016112901033368102,1.0
calendar_assumed_replay,20:15,5,brier,50,960,-0.027976484984362827,-0.041463495947351235,-0.014553966453966833,1.0
calendar_assumed_replay,20:15,5,benefit_mae,20,960,-17.644814395464763,-22.4641571504642,-12.552983201862165,1.0
calendar_assumed_replay,20:15,5,benefit_mae,50,960,-17.644814395464763,-23.055060660374316,-12.498639887331361,1.0
calendar_assumed_replay,21:15,5,brier,20,960,-0.027976484984362827,-0.04054358303545974,-0.016112901033368102,1.0
calendar_assumed_replay,21:15,5,brier,50,960,-0.027976484984362827,-0.041463495947351235,-0.014553966453966833,1.0
calendar_assumed_replay,21:15,5,benefit_mae,20,960,-19.56256505993882,-24.787450568296318,-14.164989341660453,1.0
calendar_assumed_replay,21:15,5,benefit_mae,50,960,-19.56256505993882,-25.3513882376513,-14.154465125809587,1.0
calendar_assumed_replay,22:15,5,brier,20,960,-0.027976484984362827,-0.04054358303545974,-0.016112901033368102,1.0
calendar_assumed_replay,22:15,5,brier,50,960,-0.027976484984362827,-0.041463495947351235,-0.014553966453966833,1.0
calendar_assumed_replay,22:15,5,benefit_mae,20,960,-19.384432507266123,-24.418368850344873,-14.059883705041388,1.0
calendar_assumed_replay,22:15,5,benefit_mae,50,960,-19.384432507266123,-24.780167974818653,-14.362117705423149,1.0
calendar_assumed_replay,23:15,5,brier,20,960,-0.027976484984362827,-0.04054358303545974,-0.016112901033368102,1.0
