scenario,clock,h,slice,group,bin,n,predicted_mean_bps,actual_mean_bps,calibration_gap_bps
calendar_assumed_replay,00:15,1,currency,KZT,2,96,-1.7399648055358778,-9.252715528259447,7.5127507227235695
calendar_assumed_replay,00:15,1,currency,KZT,3,97,-1.1173046911519484,22.3645452174309,-23.48184990858285
calendar_assumed_replay,00:15,1,currency,KZT,4,96,-0.9147002298797192,-24.719033710094024,23.804333480214304
calendar_assumed_replay,00:15,1,currency,KZT,5,97,-0.7387379792543758,13.585560910068544,-14.32429888932292
calendar_assumed_replay,00:15,1,currency,KZT,6,96,0.5371910010459113,11.760632254348407,-11.223441253302495
calendar_assumed_replay,00:15,1,currency,KZT,7,97,1.2364832043790779,8.743473459651021,-7.506990255271943
calendar_assumed_replay,00:15,1,currency,KZT,8,96,1.438309294527907,-25.47479897328517,26.91310826781308
calendar_assumed_replay,00:15,1,currency,KZT,9,97,3.224232354142183,-13.16404764688075,16.388280001022935
calendar_assumed_replay,00:15,1,currency,TJS,0,97,-2.5872437595940974,7.738211164734517,-10.325454924328614
calendar_assumed_replay,00:15,1,currency,TJS,1,97,-1.9243817219043426,4.1017189642136795,-6.026100686118022
calendar_assumed_replay,00:15,1,currency,TJS,2,96,-1.7399648055358778,7.115947450729446,-8.855912256265324
calendar_assumed_replay,00:15,1,currency,TJS,3,97,-1.1173046911519484,4.149792161645991,-5.267096852797939
calendar_assumed_replay,00:15,1,currency,TJS,4,96,-0.9147002298797192,-22.648737493129783,21.734037263250062
calendar_assumed_replay,00:15,1,currency,TJS,5,97,-0.7387379792543758,19.39894563541303,-20.137683614667402
calendar_assumed_replay,00:15,1,currency,TJS,6,96,0.5371910010459113,9.301300515900182,-8.76410951485427
calendar_assumed_replay,00:15,1,currency,TJS,7,97,1.2364832043790779,9.089258046221863,-7.852774841842785
calendar_assumed_replay,00:15,1,currency,TJS,8,96,1.438309294527907,-7.222632286099178,8.660941580627085
calendar_assumed_replay,00:15,1,currency,TJS,9,97,3.618303439697425,-6.170425260160244,9.78872869985767
calendar_assumed_replay,00:15,1,currency,UZS,0,97,-2.5872437595940974,8.004508132093918,-10.591751891688014
calendar_assumed_replay,00:15,1,currency,UZS,1,97,-1.9243817219043426,-2.4404820664154028,0.5161003445110601
calendar_assumed_replay,00:15,1,currency,UZS,2,96,-1.7399648055358778,-1.4674348026436554,-0.2725300028922224
calendar_assumed_replay,00:15,1,currency,UZS,3,97,-1.1173046911519484,6.289366856787527,-7.406671547939476
calendar_assumed_replay,00:15,1,currency,UZS,4,96,-0.9147002298797192,-26.80064648199247,25.88594625211275
calendar_assumed_replay,00:15,1,currency,UZS,5,97,-0.7387379792543758,20.522924090236035,-21.261662069490413
calendar_assumed_replay,00:15,1,currency,UZS,6,96,0.5371910010459113,7.951056872660003,-7.413865871614092
calendar_assumed_replay,00:15,1,currency,UZS,7,97,1.2364832043790779,7.787659148705828,-6.55117594432675
calendar_assumed_replay,00:15,1,currency,UZS,8,96,1.438309294527907,-13.824229694694933,15.26253898922284
calendar_assumed_replay,00:15,1,currency,UZS,9,97,3.2073333992394057,-4.907655264822723,8.114988664062128
calendar_assumed_replay,06:00,1,ALL,ALL,0,483,-2.5899625463878295,2.237120077924896,-4.827082624312725
calendar_assumed_replay,06:00,1,ALL,ALL,1,483,-1.9245657720407434,-0.29656582002498566,-1.6279999520157578
calendar_assumed_replay,06:00,1,ALL,ALL,2,483,-1.7419874809421425,-0.7521061992017876,-0.989881281740355
calendar_assumed_replay,06:00,1,ALL,ALL,3,483,-1.1187942500435417,7.7081920602113305,-8.826986310254872
calendar_assumed_replay,06:00,1,ALL,ALL,4,483,-0.9151047554199552,-19.013008780899284,18.09790402547933
calendar_assumed_replay,06:00,1,ALL,ALL,5,483,-0.7390134246616912,19.975443294862732,-20.714456719524424
calendar_assumed_replay,06:00,1,ALL,ALL,6,483,0.5331131360283002,9.739438141735345,-9.206325005707045
calendar_assumed_replay,06:00,1,ALL,ALL,7,483,1.236920843776594,9.46241623315496,-8.225495389378366
calendar_assumed_replay,06:00,1,ALL,ALL,8,483,1.4381169176808548,-11.217154354863963,12.655271272544818
calendar_assumed_replay,06:00,1,ALL,ALL,9,483,3.3315725195379486,-8.656051681327988,11.987624200865936
calendar_assumed_replay,06:00,1,currency,AMD,0,97,-2.5872437595940974,2.931124566289333,-5.51836832588343
calendar_assumed_replay,06:00,1,currency,AMD,1,97,-1.9243817219043426,0.22267110698812156,-2.1470528288924644
calendar_assumed_replay,06:00,1,currency,AMD,2,96,-1.7399648055358778,0.8930596134097648,-2.6330244189456424
calendar_assumed_replay,06:00,1,currency,AMD,3,97,-1.1173046911519484,4.905057566462132,-6.0223622576140805
calendar_assumed_replay,06:00,1,currency,AMD,4,96,-0.9147002298797192,-9.865861902564259,8.95116167268454
calendar_assumed_replay,06:00,1,currency,AMD,5,97,-0.7387379792543758,22.69630660139501,-23.435044580649382
calendar_assumed_replay,06:00,1,currency,AMD,6,96,0.5371910010459113,10.361148624715865,-9.823957623669953
calendar_assumed_replay,06:00,1,currency,AMD,7,97,1.2364832043790779,14.215619872258355,-12.979136667879278
calendar_assumed_replay,06:00,1,currency,AMD,8,96,1.438309294527907,-11.205049074907954,12.64335836943586
calendar_assumed_replay,06:00,1,currency,AMD,9,97,3.3214912688478977,-3.7716098972421994,7.093101166090097
calendar_assumed_replay,06:00,1,currency,KGS,0,97,-2.5872437595940974,2.102664068745559,-4.689907828339656
calendar_assumed_replay,06:00,1,currency,KGS,1,97,-1.9243817219043426,-0.7013447152769646,-1.223037006627378
calendar_assumed_replay,06:00,1,currency,KGS,2,96,-1.7399648055358778,-2.0010574315189245,0.2610926259830466
calendar_assumed_replay,06:00,1,currency,KGS,3,97,-1.1173046911519484,3.3942061912925454,-4.511510882444494
calendar_assumed_replay,06:00,1,currency,KGS,4,96,-0.9147002298797192,-15.388341743839339,14.47364151395962
calendar_assumed_replay,06:00,1,currency,KGS,5,97,-0.7387379792543758,23.8860454259673,-24.624783405221677
calendar_assumed_replay,06:00,1,currency,KGS,6,96,0.5371910010459113,8.447160969741136,-7.909969968695224
calendar_assumed_replay,06:00,1,currency,KGS,7,97,1.2364832043790779,7.116153088075212,-5.879669883696134
calendar_assumed_replay,06:00,1,currency,KGS,8,96,1.438309294527907,-5.316311760691312,6.75462105521922
calendar_assumed_replay,06:00,1,currency,KGS,9,97,3.2481895406497463,-7.840974971442503,11.08916451209225
calendar_assumed_replay,06:00,1,currency,KZT,0,97,-2.5872437595940974,-9.780513585238204,7.193269825644107
calendar_assumed_replay,06:00,1,currency,KZT,1,97,-1.9243817219043426,-0.593516855222011,-1.3308648666823317
calendar_assumed_replay,06:00,1,currency,KZT,2,96,-1.7399648055358778,-9.252715528259447,7.5127507227235695
calendar_assumed_replay,06:00,1,currency,KZT,3,97,-1.1173046911519484,22.3645452174309,-23.48184990858285
calendar_assumed_replay,06:00,1,currency,KZT,4,96,-0.9147002298797192,-24.719033710094024,23.804333480214304
calendar_assumed_replay,06:00,1,currency,KZT,5,97,-0.7387379792543758,13.585560910068544,-14.32429888932292
calendar_assumed_replay,06:00,1,currency,KZT,6,96,0.5371910010459113,11.760632254348407,-11.223441253302495
calendar_assumed_replay,06:00,1,currency,KZT,7,97,1.2364832043790779,8.743473459651021,-7.506990255271943
calendar_assumed_replay,06:00,1,currency,KZT,8,96,1.438309294527907,-25.47479897328517,26.91310826781308
calendar_assumed_replay,06:00,1,currency,KZT,9,97,3.224232354142183,-13.16404764688075,16.388280001022935
calendar_assumed_replay,06:00,1,currency,TJS,0,97,-2.5872437595940974,7.738211164734517,-10.325454924328614
calendar_assumed_replay,06:00,1,currency,TJS,1,97,-1.9243817219043426,4.1017189642136795,-6.026100686118022
calendar_assumed_replay,06:00,1,currency,TJS,2,96,-1.7399648055358778,7.115947450729446,-8.855912256265324
calendar_assumed_replay,06:00,1,currency,TJS,3,97,-1.1173046911519484,4.149792161645991,-5.267096852797939
calendar_assumed_replay,06:00,1,currency,TJS,4,96,-0.9147002298797192,-22.648737493129783,21.734037263250062
calendar_assumed_replay,06:00,1,currency,TJS,5,97,-0.7387379792543758,19.39894563541303,-20.137683614667402
calendar_assumed_replay,06:00,1,currency,TJS,6,96,0.5371910010459113,9.301300515900182,-8.76410951485427
calendar_assumed_replay,06:00,1,currency,TJS,7,97,1.2364832043790779,9.089258046221863,-7.852774841842785
calendar_assumed_replay,06:00,1,currency,TJS,8,96,1.438309294527907,-7.222632286099178,8.660941580627085
calendar_assumed_replay,06:00,1,currency,TJS,9,97,3.618303439697425,-6.170425260160244,9.78872869985767
calendar_assumed_replay,06:00,1,currency,UZS,0,97,-2.5872437595940974,8.004508132093918,-10.591751891688014
calendar_assumed_replay,06:00,1,currency,UZS,1,97,-1.9243817219043426,-2.4404820664154028,0.5161003445110601
calendar_assumed_replay,06:00,1,currency,UZS,2,96,-1.7399648055358778,-1.4674348026436554,-0.2725300028922224
calendar_assumed_replay,06:00,1,currency,UZS,3,97,-1.1173046911519484,6.289366856787527,-7.406671547939476
calendar_assumed_replay,06:00,1,currency,UZS,4,96,-0.9147002298797192,-26.80064648199247,25.88594625211275
calendar_assumed_replay,06:00,1,currency,UZS,5,97,-0.7387379792543758,20.522924090236035,-21.261662069490413
calendar_assumed_replay,06:00,1,currency,UZS,6,96,0.5371910010459113,7.951056872660003,-7.413865871614092
calendar_assumed_replay,06:00,1,currency,UZS,7,97,1.2364832043790779,7.787659148705828,-6.55117594432675
calendar_assumed_replay,06:00,1,currency,UZS,8,96,1.438309294527907,-13.824229694694933,15.26253898922284
calendar_assumed_replay,06:00,1,currency,UZS,9,97,3.2073333992394057,-4.907655264822723,8.114988664062128
calendar_assumed_replay,09:15,1,ALL,ALL,0,483,-2.5899625463878295,2.237120077924896,-4.827082624312725
calendar_assumed_replay,09:15,1,ALL,ALL,1,483,-1.9245657720407434,-0.29656582002498566,-1.6279999520157578
calendar_assumed_replay,09:15,1,ALL,ALL,2,483,-1.7419874809421425,-0.7521061992017876,-0.989881281740355
calendar_assumed_replay,09:15,1,ALL,ALL,3,483,-1.1187942500435417,7.7081920602113305,-8.826986310254872
calendar_assumed_replay,09:15,1,ALL,ALL,4,483,-0.9151047554199552,-19.013008780899284,18.09790402547933
calendar_assumed_replay,09:15,1,ALL,ALL,5,483,-0.7390134246616912,19.975443294862732,-20.714456719524424
calendar_assumed_replay,09:15,1,ALL,ALL,6,483,0.5331131360283002,9.739438141735345,-9.206325005707045
calendar_assumed_replay,09:15,1,ALL,ALL,7,483,1.236920843776594,9.46241623315496,-8.225495389378366
calendar_assumed_replay,09:15,1,ALL,ALL,8,483,1.4381169176808548,-11.217154354863963,12.655271272544818
calendar_assumed_replay,09:15,1,ALL,ALL,9,483,3.3315725195379486,-8.656051681327988,11.987624200865936
calendar_assumed_replay,09:15,1,currency,AMD,0,97,-2.5872437595940974,2.931124566289333,-5.51836832588343
calendar_assumed_replay,09:15,1,currency,AMD,1,97,-1.9243817219043426,0.22267110698812156,-2.1470528288924644
calendar_assumed_replay,09:15,1,currency,AMD,2,96,-1.7399648055358778,0.8930596134097648,-2.6330244189456424
calendar_assumed_replay,09:15,1,currency,AMD,3,97,-1.1173046911519484,4.905057566462132,-6.0223622576140805
calendar_assumed_replay,09:15,1,currency,AMD,4,96,-0.9147002298797192,-9.865861902564259,8.95116167268454
calendar_assumed_replay,09:15,1,currency,AMD,5,97,-0.7387379792543758,22.69630660139501,-23.435044580649382
calendar_assumed_replay,09:15,1,currency,AMD,6,96,0.5371910010459113,10.361148624715865,-9.823957623669953
calendar_assumed_replay,09:15,1,currency,AMD,7,97,1.2364832043790779,14.215619872258355,-12.979136667879278
calendar_assumed_replay,09:15,1,currency,AMD,8,96,1.438309294527907,-11.205049074907954,12.64335836943586
calendar_assumed_replay,09:15,1,currency,AMD,9,97,3.3214912688478977,-3.7716098972421994,7.093101166090097
calendar_assumed_replay,09:15,1,currency,KGS,0,97,-2.5872437595940974,2.102664068745559,-4.689907828339656
calendar_assumed_replay,09:15,1,currency,KGS,1,97,-1.9243817219043426,-0.7013447152769646,-1.223037006627378
calendar_assumed_replay,09:15,1,currency,KGS,2,96,-1.7399648055358778,-2.0010574315189245,0.2610926259830466
calendar_assumed_replay,09:15,1,currency,KGS,3,97,-1.1173046911519484,3.3942061912925454,-4.511510882444494
calendar_assumed_replay,09:15,1,currency,KGS,4,96,-0.9147002298797192,-15.388341743839339,14.47364151395962
calendar_assumed_replay,09:15,1,currency,KGS,5,97,-0.7387379792543758,23.8860454259673,-24.624783405221677
calendar_assumed_replay,09:15,1,currency,KGS,6,96,0.5371910010459113,8.447160969741136,-7.909969968695224
calendar_assumed_replay,09:15,1,currency,KGS,7,97,1.2364832043790779,7.116153088075212,-5.879669883696134
calendar_assumed_replay,09:15,1,currency,KGS,8,96,1.438309294527907,-5.316311760691312,6.75462105521922
calendar_assumed_replay,09:15,1,currency,KGS,9,97,3.2481895406497463,-7.840974971442503,11.08916451209225
calendar_assumed_replay,09:15,1,currency,KZT,0,97,-2.5872437595940974,-9.780513585238204,7.193269825644107
calendar_assumed_replay,09:15,1,currency,KZT,1,97,-1.9243817219043426,-0.593516855222011,-1.3308648666823317
calendar_assumed_replay,09:15,1,currency,KZT,2,96,-1.7399648055358778,-9.252715528259447,7.5127507227235695
calendar_assumed_replay,09:15,1,currency,KZT,3,97,-1.1173046911519484,22.3645452174309,-23.48184990858285
calendar_assumed_replay,09:15,1,currency,KZT,4,96,-0.9147002298797192,-24.719033710094024,23.804333480214304
calendar_assumed_replay,09:15,1,currency,KZT,5,97,-0.7387379792543758,13.585560910068544,-14.32429888932292
calendar_assumed_replay,09:15,1,currency,KZT,6,96,0.5371910010459113,11.760632254348407,-11.223441253302495
calendar_assumed_replay,09:15,1,currency,KZT,7,97,1.2364832043790779,8.743473459651021,-7.506990255271943
calendar_assumed_replay,09:15,1,currency,KZT,8,96,1.438309294527907,-25.47479897328517,26.91310826781308
calendar_assumed_replay,09:15,1,currency,KZT,9,97,3.224232354142183,-13.16404764688075,16.388280001022935
calendar_assumed_replay,09:15,1,currency,TJS,0,97,-2.5872437595940974,7.738211164734517,-10.325454924328614
calendar_assumed_replay,09:15,1,currency,TJS,1,97,-1.9243817219043426,4.1017189642136795,-6.026100686118022
calendar_assumed_replay,09:15,1,currency,TJS,2,96,-1.7399648055358778,7.115947450729446,-8.855912256265324
calendar_assumed_replay,09:15,1,currency,TJS,3,97,-1.1173046911519484,4.149792161645991,-5.267096852797939
calendar_assumed_replay,09:15,1,currency,TJS,4,96,-0.9147002298797192,-22.648737493129783,21.734037263250062
calendar_assumed_replay,09:15,1,currency,TJS,5,97,-0.7387379792543758,19.39894563541303,-20.137683614667402
calendar_assumed_replay,09:15,1,currency,TJS,6,96,0.5371910010459113,9.301300515900182,-8.76410951485427
calendar_assumed_replay,09:15,1,currency,TJS,7,97,1.2364832043790779,9.089258046221863,-7.852774841842785
calendar_assumed_replay,09:15,1,currency,TJS,8,96,1.438309294527907,-7.222632286099178,8.660941580627085
calendar_assumed_replay,09:15,1,currency,TJS,9,97,3.618303439697425,-6.170425260160244,9.78872869985767
calendar_assumed_replay,09:15,1,currency,UZS,0,97,-2.5872437595940974,8.004508132093918,-10.591751891688014
calendar_assumed_replay,09:15,1,currency,UZS,1,97,-1.9243817219043426,-2.4404820664154028,0.5161003445110601
calendar_assumed_replay,09:15,1,currency,UZS,2,96,-1.7399648055358778,-1.4674348026436554,-0.2725300028922224
calendar_assumed_replay,09:15,1,currency,UZS,3,97,-1.1173046911519484,6.289366856787527,-7.406671547939476
calendar_assumed_replay,09:15,1,currency,UZS,4,96,-0.9147002298797192,-26.80064648199247,25.88594625211275
calendar_assumed_replay,09:15,1,currency,UZS,5,97,-0.7387379792543758,20.522924090236035,-21.261662069490413
calendar_assumed_replay,09:15,1,currency,UZS,6,96,0.5371910010459113,7.951056872660003,-7.413865871614092
calendar_assumed_replay,09:15,1,currency,UZS,7,97,1.2364832043790779,7.787659148705828,-6.55117594432675
calendar_assumed_replay,09:15,1,currency,UZS,8,96,1.438309294527907,-13.824229694694933,15.26253898922284
calendar_assumed_replay,09:15,1,currency,UZS,9,97,3.2073333992394057,-4.907655264822723,8.114988664062128
calendar_assumed_replay,10:15,1,ALL,ALL,0,483,-2.5899625463878295,2.237120077924896,-4.827082624312725
calendar_assumed_replay,10:15,1,ALL,ALL,1,483,-1.9245657720407434,-0.29656582002498566,-1.6279999520157578
calendar_assumed_replay,10:15,1,ALL,ALL,2,483,-1.7419874809421425,-0.7521061992017876,-0.989881281740355
calendar_assumed_replay,10:15,1,ALL,ALL,3,483,-1.1187942500435417,7.7081920602113305,-8.826986310254872
calendar_assumed_replay,10:15,1,ALL,ALL,4,483,-0.9151047554199552,-19.013008780899284,18.09790402547933
calendar_assumed_replay,10:15,1,ALL,ALL,5,483,-0.7390134246616912,19.975443294862732,-20.714456719524424
calendar_assumed_replay,10:15,1,ALL,ALL,6,483,0.5331131360283002,9.739438141735345,-9.206325005707045
calendar_assumed_replay,10:15,1,ALL,ALL,7,483,1.236920843776594,9.46241623315496,-8.225495389378366
calendar_assumed_replay,10:15,1,ALL,ALL,8,483,1.4381169176808548,-11.217154354863963,12.655271272544818
calendar_assumed_replay,10:15,1,ALL,ALL,9,483,3.3315725195379486,-8.656051681327988,11.987624200865936
calendar_assumed_replay,10:15,1,currency,AMD,0,97,-2.5872437595940974,2.931124566289333,-5.51836832588343
calendar_assumed_replay,10:15,1,currency,AMD,1,97,-1.9243817219043426,0.22267110698812156,-2.1470528288924644
calendar_assumed_replay,10:15,1,currency,AMD,2,96,-1.7399648055358778,0.8930596134097648,-2.6330244189456424
calendar_assumed_replay,10:15,1,currency,AMD,3,97,-1.1173046911519484,4.905057566462132,-6.0223622576140805
calendar_assumed_replay,10:15,1,currency,AMD,4,96,-0.9147002298797192,-9.865861902564259,8.95116167268454
calendar_assumed_replay,10:15,1,currency,AMD,5,97,-0.7387379792543758,22.69630660139501,-23.435044580649382
calendar_assumed_replay,10:15,1,currency,AMD,6,96,0.5371910010459113,10.361148624715865,-9.823957623669953
calendar_assumed_replay,10:15,1,currency,AMD,7,97,1.2364832043790779,14.215619872258355,-12.979136667879278
calendar_assumed_replay,10:15,1,currency,AMD,8,96,1.438309294527907,-11.205049074907954,12.64335836943586
calendar_assumed_replay,10:15,1,currency,AMD,9,97,3.3214912688478977,-3.7716098972421994,7.093101166090097
calendar_assumed_replay,10:15,1,currency,KGS,0,97,-2.5872437595940974,2.102664068745559,-4.689907828339656
calendar_assumed_replay,10:15,1,currency,KGS,1,97,-1.9243817219043426,-0.7013447152769646,-1.223037006627378
calendar_assumed_replay,10:15,1,currency,KGS,2,96,-1.7399648055358778,-2.0010574315189245,0.2610926259830466
calendar_assumed_replay,10:15,1,currency,KGS,3,97,-1.1173046911519484,3.3942061912925454,-4.511510882444494
calendar_assumed_replay,10:15,1,currency,KGS,4,96,-0.9147002298797192,-15.388341743839339,14.47364151395962
calendar_assumed_replay,10:15,1,currency,KGS,5,97,-0.7387379792543758,23.8860454259673,-24.624783405221677
calendar_assumed_replay,10:15,1,currency,KGS,6,96,0.5371910010459113,8.447160969741136,-7.909969968695224
calendar_assumed_replay,10:15,1,currency,KGS,7,97,1.2364832043790779,7.116153088075212,-5.879669883696134
calendar_assumed_replay,10:15,1,currency,KGS,8,96,1.438309294527907,-5.316311760691312,6.75462105521922
calendar_assumed_replay,10:15,1,currency,KGS,9,97,3.2481895406497463,-7.840974971442503,11.08916451209225
calendar_assumed_replay,10:15,1,currency,KZT,0,97,-2.5872437595940974,-9.780513585238204,7.193269825644107
calendar_assumed_replay,10:15,1,currency,KZT,1,97,-1.9243817219043426,-0.593516855222011,-1.3308648666823317
calendar_assumed_replay,10:15,1,currency,KZT,2,96,-1.7399648055358778,-9.252715528259447,7.5127507227235695
calendar_assumed_replay,10:15,1,currency,KZT,3,97,-1.1173046911519484,22.3645452174309,-23.48184990858285
calendar_assumed_replay,10:15,1,currency,KZT,4,96,-0.9147002298797192,-24.719033710094024,23.804333480214304
calendar_assumed_replay,10:15,1,currency,KZT,5,97,-0.7387379792543758,13.585560910068544,-14.32429888932292
calendar_assumed_replay,10:15,1,currency,KZT,6,96,0.5371910010459113,11.760632254348407,-11.223441253302495
calendar_assumed_replay,10:15,1,currency,KZT,7,97,1.2364832043790779,8.743473459651021,-7.506990255271943
calendar_assumed_replay,10:15,1,currency,KZT,8,96,1.438309294527907,-25.47479897328517,26.91310826781308
calendar_assumed_replay,10:15,1,currency,KZT,9,97,3.224232354142183,-13.16404764688075,16.388280001022935
calendar_assumed_replay,10:15,1,currency,TJS,0,97,-2.5872437595940974,7.738211164734517,-10.325454924328614
calendar_assumed_replay,10:15,1,currency,TJS,1,97,-1.9243817219043426,4.1017189642136795,-6.026100686118022
calendar_assumed_replay,10:15,1,currency,TJS,2,96,-1.7399648055358778,7.115947450729446,-8.855912256265324
calendar_assumed_replay,10:15,1,currency,TJS,3,97,-1.1173046911519484,4.149792161645991,-5.267096852797939
calendar_assumed_replay,10:15,1,currency,TJS,4,96,-0.9147002298797192,-22.648737493129783,21.734037263250062
calendar_assumed_replay,10:15,1,currency,TJS,5,97,-0.7387379792543758,19.39894563541303,-20.137683614667402
calendar_assumed_replay,10:15,1,currency,TJS,6,96,0.5371910010459113,9.301300515900182,-8.76410951485427
calendar_assumed_replay,10:15,1,currency,TJS,7,97,1.2364832043790779,9.089258046221863,-7.852774841842785
calendar_assumed_replay,10:15,1,currency,TJS,8,96,1.438309294527907,-7.222632286099178,8.660941580627085
calendar_assumed_replay,10:15,1,currency,TJS,9,97,3.618303439697425,-6.170425260160244,9.78872869985767
calendar_assumed_replay,10:15,1,currency,UZS,0,97,-2.5872437595940974,8.004508132093918,-10.591751891688014
calendar_assumed_replay,10:15,1,currency,UZS,1,97,-1.9243817219043426,-2.4404820664154028,0.5161003445110601
calendar_assumed_replay,10:15,1,currency,UZS,2,96,-1.7399648055358778,-1.4674348026436554,-0.2725300028922224
calendar_assumed_replay,10:15,1,currency,UZS,3,97,-1.1173046911519484,6.289366856787527,-7.406671547939476
calendar_assumed_replay,10:15,1,currency,UZS,4,96,-0.9147002298797192,-26.80064648199247,25.88594625211275
calendar_assumed_replay,10:15,1,currency,UZS,5,97,-0.7387379792543758,20.522924090236035,-21.261662069490413
calendar_assumed_replay,10:15,1,currency,UZS,6,96,0.5371910010459113,7.951056872660003,-7.413865871614092
calendar_assumed_replay,10:15,1,currency,UZS,7,97,1.2364832043790779,7.787659148705828,-6.55117594432675
calendar_assumed_replay,10:15,1,currency,UZS,8,96,1.438309294527907,-13.824229694694933,15.26253898922284
calendar_assumed_replay,10:15,1,currency,UZS,9,97,3.2073333992394057,-4.907655264822723,8.114988664062128
calendar_assumed_replay,10:45,1,ALL,ALL,0,483,-48.259840947446754,-72.39542510207254,24.135584154625782
calendar_assumed_replay,10:45,1,ALL,ALL,1,483,-19.63177576106796,-45.11842669451639,25.486650933448427
calendar_assumed_replay,10:45,1,ALL,ALL,2,483,-4.826080264734707,-22.750603056070855,17.92452279133615
calendar_assumed_replay,10:45,1,ALL,ALL,3,483,-1.7860618390375482,5.194549341106169,-6.980611180143717
calendar_assumed_replay,10:45,1,ALL,ALL,4,483,-0.957252795500942,-10.68298792492788,9.725735129426939
calendar_assumed_replay,10:45,1,ALL,ALL,5,483,0.14993164161789785,15.349028137766327,-15.19909649614843
calendar_assumed_replay,10:45,1,ALL,ALL,6,483,1.4203203667799447,0.06929216218510459,1.35102820459484
calendar_assumed_replay,10:45,1,ALL,ALL,7,483,6.187087386965739,8.358399617943792,-2.171312230978054
calendar_assumed_replay,10:45,1,ALL,ALL,8,483,20.925831724747372,61.652096790368645,-40.72626506562128
calendar_assumed_replay,10:45,1,ALL,ALL,9,483,46.528976652428234,69.51179969978888,-22.982823047360647
calendar_assumed_replay,10:45,1,currency,AMD,0,97,-47.28527640030831,-72.07797583079532,24.792699430487012
calendar_assumed_replay,10:45,1,currency,AMD,1,97,-19.012702744693033,-44.05717410605384,25.04447136136081
