year,weekday,currency,source_kind,phase,confidence,freshness,benefit_source_kind,benefit_freshness,rows,scenario,clock,h
2026,Tuesday,AMD,cbr_history,premarket,limited,stale,cbr_history,stale,4,calendar_assumed_replay,00:15,1
2026,Tuesday,KGS,cbr_history,premarket,limited,fresh,cbr_history,fresh,31,calendar_assumed_replay,00:15,1
2026,Tuesday,KGS,cbr_history,premarket,limited,stale,cbr_history,stale,4,calendar_assumed_replay,00:15,1
2026,Tuesday,KZT,cbr_history,premarket,limited,fresh,cbr_history,fresh,31,calendar_assumed_replay,00:15,1
2026,Tuesday,KZT,cbr_history,premarket,limited,stale,cbr_history,stale,4,calendar_assumed_replay,00:15,1
2026,Tuesday,TJS,cbr_history,premarket,limited,fresh,cbr_history,fresh,31,calendar_assumed_replay,00:15,1
2026,Tuesday,TJS,cbr_history,premarket,limited,stale,cbr_history,stale,4,calendar_assumed_replay,00:15,1
2026,Tuesday,UZS,cbr_history,premarket,limited,fresh,cbr_history,fresh,31,calendar_assumed_replay,00:15,1
2026,Tuesday,UZS,cbr_history,premarket,limited,stale,cbr_history,stale,4,calendar_assumed_replay,00:15,1
2026,Wednesday,AMD,cbr_history,premarket,limited,fresh,cbr_history,fresh,34,calendar_assumed_replay,00:15,1
2026,Wednesday,AMD,cbr_history,premarket,limited,stale,cbr_history,stale,1,calendar_assumed_replay,00:15,1
2026,Wednesday,KGS,cbr_history,premarket,limited,fresh,cbr_history,fresh,34,calendar_assumed_replay,00:15,1
2026,Wednesday,KGS,cbr_history,premarket,limited,stale,cbr_history,stale,1,calendar_assumed_replay,00:15,1
2026,Wednesday,KZT,cbr_history,premarket,limited,fresh,cbr_history,fresh,34,calendar_assumed_replay,00:15,1
2026,Wednesday,KZT,cbr_history,premarket,limited,stale,cbr_history,stale,1,calendar_assumed_replay,00:15,1
2026,Wednesday,TJS,cbr_history,premarket,limited,fresh,cbr_history,fresh,34,calendar_assumed_replay,00:15,1
2026,Wednesday,TJS,cbr_history,premarket,limited,stale,cbr_history,stale,1,calendar_assumed_replay,00:15,1
2026,Wednesday,UZS,cbr_history,premarket,limited,fresh,cbr_history,fresh,34,calendar_assumed_replay,00:15,1
2026,Wednesday,UZS,cbr_history,premarket,limited,stale,cbr_history,stale,1,calendar_assumed_replay,00:15,1
2024,Friday,AMD,cbr_history,premarket,limited,fresh,cbr_history,fresh,51,calendar_assumed_replay,06:00,1
2024,Friday,KGS,cbr_history,premarket,limited,fresh,cbr_history,fresh,51,calendar_assumed_replay,06:00,1
2024,Friday,KZT,cbr_history,premarket,limited,fresh,cbr_history,fresh,51,calendar_assumed_replay,06:00,1
2024,Friday,TJS,cbr_history,premarket,limited,fresh,cbr_history,fresh,51,calendar_assumed_replay,06:00,1
2024,Friday,UZS,cbr_history,premarket,limited,fresh,cbr_history,fresh,51,calendar_assumed_replay,06:00,1
2024,Monday,AMD,cbr_history,premarket,limited,aging,cbr_history,aging,45,calendar_assumed_replay,06:00,1
2024,Monday,AMD,cbr_history,premarket,limited,fresh,cbr_history,fresh,3,calendar_assumed_replay,06:00,1
2024,Monday,AMD,cbr_history,premarket,limited,stale,cbr_history,stale,3,calendar_assumed_replay,06:00,1
2024,Monday,KGS,cbr_history,premarket,limited,aging,cbr_history,aging,45,calendar_assumed_replay,06:00,1
2024,Monday,KGS,cbr_history,premarket,limited,fresh,cbr_history,fresh,3,calendar_assumed_replay,06:00,1
2024,Monday,KGS,cbr_history,premarket,limited,stale,cbr_history,stale,3,calendar_assumed_replay,06:00,1
