scenario,clock,h,slice,group,bin_left,bin_right,n,predicted,actual
calendar_assumed_replay,16:45,5,currency,UZS,0.30000000000000004,0.4,267,0.3424222515227454,0.3445692883895131
calendar_assumed_replay,16:45,5,currency,UZS,0.4,0.5,111,0.4465098852021185,0.46846846846846846
calendar_assumed_replay,16:45,5,currency,UZS,0.5,0.6000000000000001,52,0.5480111548910059,0.36538461538461536
calendar_assumed_replay,16:45,5,currency,UZS,0.6000000000000001,0.7000000000000001,33,0.6428216453003738,0.6060606060606061
calendar_assumed_replay,16:45,5,currency,UZS,0.7000000000000001,0.8,14,0.7320288427336834,0.42857142857142855
calendar_assumed_replay,16:45,5,currency,UZS,0.8,0.9,6,0.834239527708617,0.6666666666666666
calendar_assumed_replay,16:45,5,currency,UZS,0.9,1.0,3,0.9992158315546051,0.6666666666666666
calendar_assumed_replay,17:45,5,ALL,ALL,0.0,0.1,245,0.06679958153187925,0.02040816326530612
calendar_assumed_replay,17:45,5,ALL,ALL,0.1,0.2,818,0.1537358785107556,0.0843520782396088
calendar_assumed_replay,17:45,5,ALL,ALL,0.2,0.30000000000000004,1261,0.25458140740532537,0.24504361617763679
calendar_assumed_replay,17:45,5,ALL,ALL,0.30000000000000004,0.4,1362,0.3441309923404893,0.33847283406754775
calendar_assumed_replay,17:45,5,ALL,ALL,0.4,0.5,577,0.44237811778532304,0.47660311958405543
calendar_assumed_replay,17:45,5,ALL,ALL,0.5,0.6000000000000001,286,0.5440748836120914,0.4405594405594406
calendar_assumed_replay,17:45,5,ALL,ALL,0.6000000000000001,0.7000000000000001,161,0.6459332516500024,0.6024844720496895
calendar_assumed_replay,17:45,5,ALL,ALL,0.7000000000000001,0.8,58,0.7310075821184833,0.5
calendar_assumed_replay,17:45,5,ALL,ALL,0.8,0.9,12,0.835244454176192,0.75
calendar_assumed_replay,17:45,5,ALL,ALL,0.9,1.0,20,0.9979100577335427,0.65
calendar_assumed_replay,17:45,5,currency,AMD,0.0,0.1,44,0.06745325826951751,0.022727272727272728
calendar_assumed_replay,17:45,5,currency,AMD,0.1,0.2,148,0.15348324037350822,0.05405405405405406
calendar_assumed_replay,17:45,5,currency,AMD,0.2,0.30000000000000004,257,0.25390095085361253,0.2490272373540856
calendar_assumed_replay,17:45,5,currency,AMD,0.30000000000000004,0.4,273,0.34484635074660014,0.32234432234432236
calendar_assumed_replay,17:45,5,currency,AMD,0.4,0.5,123,0.44407090258937965,0.5040650406504065
calendar_assumed_replay,17:45,5,currency,AMD,0.5,0.6000000000000001,63,0.5453837275049375,0.4444444444444444
calendar_assumed_replay,17:45,5,currency,AMD,0.6000000000000001,0.7000000000000001,35,0.6508609923089367,0.6857142857142857
calendar_assumed_replay,17:45,5,currency,AMD,0.7000000000000001,0.8,10,0.7347753493055033,0.5
calendar_assumed_replay,17:45,5,currency,AMD,0.8,0.9,3,0.834247687555235,0.6666666666666666
calendar_assumed_replay,17:45,5,currency,AMD,0.9,1.0,4,0.998016895926237,0.75
calendar_assumed_replay,17:45,5,currency,KGS,0.0,0.1,44,0.0661357046118048,0.022727272727272728
calendar_assumed_replay,17:45,5,currency,KGS,0.1,0.2,163,0.15422156348752894,0.049079754601226995
calendar_assumed_replay,17:45,5,currency,KGS,0.2,0.30000000000000004,207,0.2514331439339463,0.22705314009661837
calendar_assumed_replay,17:45,5,currency,KGS,0.30000000000000004,0.4,311,0.3423508317343219,0.34726688102893893
calendar_assumed_replay,17:45,5,currency,KGS,0.4,0.5,120,0.4410177747320147,0.525
calendar_assumed_replay,17:45,5,currency,KGS,0.5,0.6000000000000001,62,0.5416174876699681,0.4032258064516129
calendar_assumed_replay,17:45,5,currency,KGS,0.6000000000000001,0.7000000000000001,33,0.6472508107993631,0.5757575757575758
calendar_assumed_replay,17:45,5,currency,KGS,0.7000000000000001,0.8,13,0.7259316218800903,0.38461538461538464
calendar_assumed_replay,17:45,5,currency,KGS,0.8,0.9,3,0.8277774193003301,0.6666666666666666
calendar_assumed_replay,17:45,5,currency,KGS,0.9,1.0,4,0.9979072142716687,0.5
calendar_assumed_replay,17:45,5,currency,KZT,0.0,0.1,72,0.06852276411494401,0.013888888888888888
calendar_assumed_replay,17:45,5,currency,KZT,0.1,0.2,203,0.15472959642924936,0.1724137931034483
calendar_assumed_replay,17:45,5,currency,KZT,0.2,0.30000000000000004,325,0.2587997443510191,0.2
calendar_assumed_replay,17:45,5,currency,KZT,0.30000000000000004,0.4,200,0.34098573987057657,0.29
calendar_assumed_replay,17:45,5,currency,KZT,0.4,0.5,89,0.4451833495353096,0.4044943820224719
calendar_assumed_replay,17:45,5,currency,KZT,0.5,0.6000000000000001,34,0.5501196535456518,0.6176470588235294
calendar_assumed_replay,17:45,5,currency,KZT,0.6000000000000001,0.7000000000000001,27,0.6453869257517375,0.5185185185185185
calendar_assumed_replay,17:45,5,currency,KZT,0.7000000000000001,0.8,5,0.7407270900249869,0.6
calendar_assumed_replay,17:45,5,currency,KZT,0.8,0.9,1,0.8202190607345692,1.0
calendar_assumed_replay,17:45,5,currency,KZT,0.9,1.0,4,0.9975438272982604,0.75
calendar_assumed_replay,17:45,5,currency,TJS,0.0,0.1,34,0.06276919728436518,0.029411764705882353
calendar_assumed_replay,17:45,5,currency,TJS,0.1,0.2,140,0.15294633047041947,0.06428571428571428
calendar_assumed_replay,17:45,5,currency,TJS,0.2,0.30000000000000004,216,0.25485124267097137,0.27314814814814814
calendar_assumed_replay,17:45,5,currency,TJS,0.30000000000000004,0.4,303,0.3493136193837677,0.35973597359735976
calendar_assumed_replay,17:45,5,currency,TJS,0.4,0.5,133,0.43980496954117654,0.48872180451127817
calendar_assumed_replay,17:45,5,currency,TJS,0.5,0.6000000000000001,72,0.5419171177605784,0.3888888888888889
calendar_assumed_replay,17:45,5,currency,TJS,0.6000000000000001,0.7000000000000001,37,0.6419097929820831,0.5675675675675675
calendar_assumed_replay,17:45,5,currency,TJS,0.7000000000000001,0.8,18,0.7317814812800638,0.7222222222222222
calendar_assumed_replay,17:45,5,currency,TJS,0.8,0.9,3,0.8495799909248957,0.6666666666666666
calendar_assumed_replay,17:45,5,currency,TJS,0.9,1.0,4,0.9981974818742784,0.75
calendar_assumed_replay,17:45,5,currency,UZS,0.0,0.1,51,0.06706257616838918,0.0196078431372549
calendar_assumed_replay,17:45,5,currency,UZS,0.1,0.2,164,0.15292512107960546,0.054878048780487805
calendar_assumed_replay,17:45,5,currency,UZS,0.2,0.30000000000000004,256,0.25222720407577703,0.2890625
calendar_assumed_replay,17:45,5,currency,UZS,0.30000000000000004,0.4,275,0.342011179989649,0.3563636363636364
calendar_assumed_replay,17:45,5,currency,UZS,0.4,0.5,112,0.44280304391229397,0.4375
calendar_assumed_replay,17:45,5,currency,UZS,0.5,0.6000000000000001,55,0.5444337626435508,0.43636363636363634
calendar_assumed_replay,17:45,5,currency,UZS,0.6000000000000001,0.7000000000000001,29,0.6441287135456765,0.6551724137931034
calendar_assumed_replay,17:45,5,currency,UZS,0.7000000000000001,0.8,12,0.7281560893508118,0.25
calendar_assumed_replay,17:45,5,currency,UZS,0.8,0.9,2,0.8339495480191753,1.0
calendar_assumed_replay,17:45,5,currency,UZS,0.9,1.0,4,0.9978848692972687,0.5
calendar_assumed_replay,18:45,5,ALL,ALL,0.0,0.1,80,0.08720576091444576,0.025
calendar_assumed_replay,18:45,5,ALL,ALL,0.1,0.2,901,0.15326146649856956,0.10432852386237514
calendar_assumed_replay,18:45,5,ALL,ALL,0.2,0.30000000000000004,1530,0.25320478597543006,0.21241830065359477
calendar_assumed_replay,18:45,5,ALL,ALL,0.30000000000000004,0.4,1120,0.34212913567384373,0.3142857142857143
calendar_assumed_replay,18:45,5,ALL,ALL,0.4,0.5,470,0.4428690217386166,0.43829787234042555
calendar_assumed_replay,18:45,5,ALL,ALL,0.5,0.6000000000000001,289,0.546222842394046,0.4844290657439446
calendar_assumed_replay,18:45,5,ALL,ALL,0.6000000000000001,0.7000000000000001,199,0.6447890501541657,0.5778894472361809
calendar_assumed_replay,18:45,5,ALL,ALL,0.7000000000000001,0.8,144,0.7474511120679002,0.7361111111111112
calendar_assumed_replay,18:45,5,ALL,ALL,0.8,0.9,60,0.8406424399155398,0.8166666666666667
calendar_assumed_replay,18:45,5,ALL,ALL,0.9,1.0,7,0.9155154338627306,0.5714285714285714
calendar_assumed_replay,18:45,5,currency,AMD,0.0,0.1,11,0.08812679142006453,0.0
calendar_assumed_replay,18:45,5,currency,AMD,0.1,0.2,173,0.15414293984520108,0.09248554913294797
calendar_assumed_replay,18:45,5,currency,AMD,0.2,0.30000000000000004,302,0.25835336725783514,0.23509933774834438
calendar_assumed_replay,18:45,5,currency,AMD,0.30000000000000004,0.4,232,0.3433171673730277,0.2974137931034483
calendar_assumed_replay,18:45,5,currency,AMD,0.4,0.5,92,0.4448716900673411,0.45652173913043476
calendar_assumed_replay,18:45,5,currency,AMD,0.5,0.6000000000000001,59,0.5440968359544203,0.423728813559322
calendar_assumed_replay,18:45,5,currency,AMD,0.6000000000000001,0.7000000000000001,50,0.6538849260250008,0.62
calendar_assumed_replay,18:45,5,currency,AMD,0.7000000000000001,0.8,29,0.7538765716386941,0.7241379310344828
calendar_assumed_replay,18:45,5,currency,AMD,0.8,0.9,9,0.8357789931663943,0.8888888888888888
calendar_assumed_replay,18:45,5,currency,AMD,0.9,1.0,3,0.9186729290577785,0.6666666666666666
calendar_assumed_replay,18:45,5,currency,KGS,0.0,0.1,10,0.09114685292837564,0.0
calendar_assumed_replay,18:45,5,currency,KGS,0.1,0.2,170,0.1563908660541917,0.11176470588235295
calendar_assumed_replay,18:45,5,currency,KGS,0.2,0.30000000000000004,281,0.25339325937183893,0.17437722419928825
calendar_assumed_replay,18:45,5,currency,KGS,0.30000000000000004,0.4,253,0.34197393226239753,0.3438735177865613
calendar_assumed_replay,18:45,5,currency,KGS,0.4,0.5,94,0.4417447006394153,0.43617021276595747
calendar_assumed_replay,18:45,5,currency,KGS,0.5,0.6000000000000001,66,0.543349524023541,0.4696969696969697
calendar_assumed_replay,18:45,5,currency,KGS,0.6000000000000001,0.7000000000000001,41,0.6433600885516265,0.5121951219512195
calendar_assumed_replay,18:45,5,currency,KGS,0.7000000000000001,0.8,32,0.7396011234902167,0.6875
calendar_assumed_replay,18:45,5,currency,KGS,0.8,0.9,12,0.8520070677745558,0.8333333333333334
calendar_assumed_replay,18:45,5,currency,KGS,0.9,1.0,1,0.9174529540565108,0.0
calendar_assumed_replay,18:45,5,currency,KZT,0.0,0.1,39,0.08532631914112973,0.02564102564102564
calendar_assumed_replay,18:45,5,currency,KZT,0.1,0.2,241,0.1476160915109101,0.0995850622406639
calendar_assumed_replay,18:45,5,currency,KZT,0.2,0.30000000000000004,354,0.2490540555981997,0.20903954802259886
calendar_assumed_replay,18:45,5,currency,KZT,0.30000000000000004,0.4,147,0.33887706229121245,0.2857142857142857
calendar_assumed_replay,18:45,5,currency,KZT,0.4,0.5,83,0.44585426371583403,0.3614457831325301
calendar_assumed_replay,18:45,5,currency,KZT,0.5,0.6000000000000001,39,0.5476205388256908,0.6923076923076923
calendar_assumed_replay,18:45,5,currency,KZT,0.6000000000000001,0.7000000000000001,30,0.6396646462378558,0.6333333333333333
calendar_assumed_replay,18:45,5,currency,KZT,0.7000000000000001,0.8,19,0.7413728524924285,0.7894736842105263
calendar_assumed_replay,18:45,5,currency,KZT,0.8,0.9,8,0.8291280603492592,0.625
calendar_assumed_replay,18:45,5,currency,TJS,0.0,0.1,7,0.09049198349202005,0.0
calendar_assumed_replay,18:45,5,currency,TJS,0.1,0.2,139,0.15954204889723672,0.11510791366906475
calendar_assumed_replay,18:45,5,currency,TJS,0.2,0.30000000000000004,261,0.2542356685420584,0.21839080459770116
calendar_assumed_replay,18:45,5,currency,TJS,0.30000000000000004,0.4,279,0.34389940368259564,0.32616487455197135
calendar_assumed_replay,18:45,5,currency,TJS,0.4,0.5,112,0.4400086747277659,0.48214285714285715
calendar_assumed_replay,18:45,5,currency,TJS,0.5,0.6000000000000001,63,0.5469281200815244,0.4126984126984127
calendar_assumed_replay,18:45,5,currency,TJS,0.6000000000000001,0.7000000000000001,44,0.6412760327646668,0.5454545454545454
calendar_assumed_replay,18:45,5,currency,TJS,0.7000000000000001,0.8,35,0.7509634209727314,0.7142857142857143
calendar_assumed_replay,18:45,5,currency,TJS,0.8,0.9,18,0.8430546904197228,0.8888888888888888
calendar_assumed_replay,18:45,5,currency,TJS,0.9,1.0,2,0.9101351068507251,0.5
calendar_assumed_replay,18:45,5,currency,UZS,0.0,0.1,13,0.08726363902330726,0.07692307692307693
calendar_assumed_replay,18:45,5,currency,UZS,0.1,0.2,178,0.15215495866254822,0.10674157303370786
calendar_assumed_replay,18:45,5,currency,UZS,0.2,0.30000000000000004,332,0.25197727281872023,0.22289156626506024
calendar_assumed_replay,18:45,5,currency,UZS,0.30000000000000004,0.4,209,0.34092240419867736,0.3014354066985646
calendar_assumed_replay,18:45,5,currency,UZS,0.4,0.5,89,0.44280188104410506,0.43820224719101125
calendar_assumed_replay,18:45,5,currency,UZS,0.5,0.6000000000000001,62,0.5497088220270452,0.5
calendar_assumed_replay,18:45,5,currency,UZS,0.6000000000000001,0.7000000000000001,34,0.6422037123538593,0.5882352941176471
calendar_assumed_replay,18:45,5,currency,UZS,0.7000000000000001,0.8,29,0.7494310233505798,0.7931034482758621
calendar_assumed_replay,18:45,5,currency,UZS,0.8,0.9,13,0.8372647486762368,0.7692307692307693
calendar_assumed_replay,18:45,5,currency,UZS,0.9,1.0,1,0.914866082107818,1.0
calendar_assumed_replay,19:15,5,ALL,ALL,0.0,0.1,192,0.07533810427880609,0.036458333333333336
calendar_assumed_replay,19:15,5,ALL,ALL,0.1,0.2,920,0.15199237243949776,0.09239130434782608
calendar_assumed_replay,19:15,5,ALL,ALL,0.2,0.30000000000000004,1419,0.254321436403853,0.22973925299506695
calendar_assumed_replay,19:15,5,ALL,ALL,0.30000000000000004,0.4,1135,0.34233898853014416,0.3303964757709251
calendar_assumed_replay,19:15,5,ALL,ALL,0.4,0.5,437,0.44212833434334703,0.4279176201372998
calendar_assumed_replay,19:15,5,ALL,ALL,0.5,0.6000000000000001,263,0.5464099162878592,0.4220532319391635
calendar_assumed_replay,19:15,5,ALL,ALL,0.6000000000000001,0.7000000000000001,190,0.6436426139626954,0.5894736842105263
calendar_assumed_replay,19:15,5,ALL,ALL,0.7000000000000001,0.8,163,0.749509041055195,0.754601226993865
calendar_assumed_replay,19:15,5,ALL,ALL,0.8,0.9,74,0.8343857885301589,0.8108108108108109
calendar_assumed_replay,19:15,5,ALL,ALL,0.9,1.0,7,0.918947945600699,1.0
calendar_assumed_replay,19:15,5,currency,AMD,0.0,0.1,32,0.07762131217496906,0.0
calendar_assumed_replay,19:15,5,currency,AMD,0.1,0.2,180,0.15276075382284002,0.07222222222222222
calendar_assumed_replay,19:15,5,currency,AMD,0.2,0.30000000000000004,276,0.26014652170531305,0.2572463768115942
calendar_assumed_replay,19:15,5,currency,AMD,0.30000000000000004,0.4,246,0.34356243583019724,0.32113821138211385
calendar_assumed_replay,19:15,5,currency,AMD,0.4,0.5,81,0.44802954639316006,0.4444444444444444
calendar_assumed_replay,19:15,5,currency,AMD,0.5,0.6000000000000001,50,0.5521946842112196,0.42
calendar_assumed_replay,19:15,5,currency,AMD,0.6000000000000001,0.7000000000000001,45,0.6471258095275332,0.5555555555555556
calendar_assumed_replay,19:15,5,currency,AMD,0.7000000000000001,0.8,33,0.7454314178787482,0.7878787878787878
calendar_assumed_replay,19:15,5,currency,AMD,0.8,0.9,14,0.8305286067578026,0.7857142857142857
calendar_assumed_replay,19:15,5,currency,AMD,0.9,1.0,3,0.9236045003641711,1.0
calendar_assumed_replay,19:15,5,currency,KGS,0.0,0.1,29,0.07741374950512862,0.034482758620689655
calendar_assumed_replay,19:15,5,currency,KGS,0.1,0.2,171,0.15174295242570213,0.09941520467836257
calendar_assumed_replay,19:15,5,currency,KGS,0.2,0.30000000000000004,262,0.2534809616726545,0.19083969465648856
calendar_assumed_replay,19:15,5,currency,KGS,0.30000000000000004,0.4,260,0.3420320198796012,0.3576923076923077
calendar_assumed_replay,19:15,5,currency,KGS,0.4,0.5,89,0.4389071201032301,0.42696629213483145
calendar_assumed_replay,19:15,5,currency,KGS,0.5,0.6000000000000001,60,0.5450787331238569,0.35
calendar_assumed_replay,19:15,5,currency,KGS,0.6000000000000001,0.7000000000000001,38,0.6431898367078577,0.5526315789473685
calendar_assumed_replay,19:15,5,currency,KGS,0.7000000000000001,0.8,34,0.7482282929959809,0.7352941176470589
calendar_assumed_replay,19:15,5,currency,KGS,0.8,0.9,15,0.8310857217951032,0.8
calendar_assumed_replay,19:15,5,currency,KGS,0.9,1.0,2,0.9148724409464133,1.0
calendar_assumed_replay,19:15,5,currency,KZT,0.0,0.1,70,0.07343973943993591,0.04285714285714286
calendar_assumed_replay,19:15,5,currency,KZT,0.1,0.2,232,0.14923563798635328,0.09913793103448276
calendar_assumed_replay,19:15,5,currency,KZT,0.2,0.30000000000000004,337,0.24916834520671954,0.20771513353115728
calendar_assumed_replay,19:15,5,currency,KZT,0.30000000000000004,0.4,147,0.3400747885553958,0.3401360544217687
calendar_assumed_replay,19:15,5,currency,KZT,0.4,0.5,73,0.4442953441927914,0.3287671232876712
calendar_assumed_replay,19:15,5,currency,KZT,0.5,0.6000000000000001,34,0.5419615144993136,0.5294117647058824
calendar_assumed_replay,19:15,5,currency,KZT,0.6000000000000001,0.7000000000000001,37,0.6433766966075161,0.6756756756756757
calendar_assumed_replay,19:15,5,currency,KZT,0.7000000000000001,0.8,23,0.7445759023253543,0.8260869565217391
calendar_assumed_replay,19:15,5,currency,KZT,0.8,0.9,7,0.8428595988020543,0.7142857142857143
calendar_assumed_replay,19:15,5,currency,TJS,0.0,0.1,25,0.07661357759276352,0.04
calendar_assumed_replay,19:15,5,currency,TJS,0.1,0.2,151,0.1543963801183741,0.08609271523178808
calendar_assumed_replay,19:15,5,currency,TJS,0.2,0.30000000000000004,233,0.25590871470409027,0.2532188841201717
calendar_assumed_replay,19:15,5,currency,TJS,0.30000000000000004,0.4,279,0.3444289116440191,0.32616487455197135
calendar_assumed_replay,19:15,5,currency,TJS,0.4,0.5,110,0.4389128843714441,0.4818181818181818
calendar_assumed_replay,19:15,5,currency,TJS,0.5,0.6000000000000001,60,0.5402047382036334,0.4
calendar_assumed_replay,19:15,5,currency,TJS,0.6000000000000001,0.7000000000000001,40,0.641534021092807,0.55
calendar_assumed_replay,19:15,5,currency,TJS,0.7000000000000001,0.8,38,0.7546635420627282,0.7105263157894737
calendar_assumed_replay,19:15,5,currency,TJS,0.8,0.9,23,0.8387918322136116,0.8260869565217391
calendar_assumed_replay,19:15,5,currency,TJS,0.9,1.0,1,0.906476361741846,1.0
calendar_assumed_replay,19:15,5,currency,UZS,0.0,0.1,36,0.07444205821301182,0.05555555555555555
calendar_assumed_replay,19:15,5,currency,UZS,0.1,0.2,186,0.15296494989636128,0.10215053763440861
calendar_assumed_replay,19:15,5,currency,UZS,0.2,0.30000000000000004,311,0.25425467346446284,0.24437299035369775
calendar_assumed_replay,19:15,5,currency,UZS,0.30000000000000004,0.4,203,0.34001678488898657,0.3054187192118227
calendar_assumed_replay,19:15,5,currency,UZS,0.4,0.5,84,0.4421783065961498,0.42857142857142855
calendar_assumed_replay,19:15,5,currency,UZS,0.5,0.6000000000000001,59,0.551735152551185,0.4576271186440678
calendar_assumed_replay,19:15,5,currency,UZS,0.6000000000000001,0.7000000000000001,30,0.6421307603694719,0.6333333333333333
calendar_assumed_replay,19:15,5,currency,UZS,0.7000000000000001,0.8,35,0.752243273950512,0.7428571428571429
calendar_assumed_replay,19:15,5,currency,UZS,0.8,0.9,15,0.8305755131445678,0.8666666666666667
calendar_assumed_replay,19:15,5,currency,UZS,0.9,1.0,1,0.925600874477707,1.0
calendar_assumed_replay,20:15,5,ALL,ALL,0.0,0.1,194,0.07731037368870054,0.030927835051546393
calendar_assumed_replay,20:15,5,ALL,ALL,0.1,0.2,913,0.1525657371554488,0.10514786418400876
calendar_assumed_replay,20:15,5,ALL,ALL,0.2,0.30000000000000004,1448,0.2541491687635609,0.23687845303867403
calendar_assumed_replay,20:15,5,ALL,ALL,0.30000000000000004,0.4,1137,0.3434397289174604,0.3122251539138083
calendar_assumed_replay,20:15,5,ALL,ALL,0.4,0.5,436,0.4446481241355465,0.43119266055045874
calendar_assumed_replay,20:15,5,ALL,ALL,0.5,0.6000000000000001,269,0.549127292810821,0.4423791821561338
calendar_assumed_replay,20:15,5,ALL,ALL,0.6000000000000001,0.7000000000000001,164,0.6486892601500256,0.6036585365853658
calendar_assumed_replay,20:15,5,ALL,ALL,0.7000000000000001,0.8,151,0.7468434427966069,0.7615894039735099
calendar_assumed_replay,20:15,5,ALL,ALL,0.8,0.9,76,0.8347756144212669,0.7894736842105263
calendar_assumed_replay,20:15,5,ALL,ALL,0.9,1.0,12,0.9146269221309312,1.0
calendar_assumed_replay,20:15,5,currency,AMD,0.0,0.1,33,0.08085638230168557,0.0
calendar_assumed_replay,20:15,5,currency,AMD,0.1,0.2,176,0.1532426741180818,0.09090909090909091
calendar_assumed_replay,20:15,5,currency,AMD,0.2,0.30000000000000004,287,0.25898668288906557,0.2613240418118467
calendar_assumed_replay,20:15,5,currency,AMD,0.30000000000000004,0.4,239,0.34468494452655046,0.3054393305439331
calendar_assumed_replay,20:15,5,currency,AMD,0.4,0.5,82,0.44600084579652083,0.43902439024390244
calendar_assumed_replay,20:15,5,currency,AMD,0.5,0.6000000000000001,53,0.5495167006774849,0.41509433962264153
calendar_assumed_replay,20:15,5,currency,AMD,0.6000000000000001,0.7000000000000001,41,0.6541136389328461,0.5609756097560976
calendar_assumed_replay,20:15,5,currency,AMD,0.7000000000000001,0.8,31,0.7483743127440018,0.8709677419354839
calendar_assumed_replay,20:15,5,currency,AMD,0.8,0.9,15,0.8274461892298384,0.6666666666666666
calendar_assumed_replay,20:15,5,currency,AMD,0.9,1.0,3,0.9168677754929667,1.0
calendar_assumed_replay,20:15,5,currency,KGS,0.0,0.1,29,0.07968048623427008,0.0
calendar_assumed_replay,20:15,5,currency,KGS,0.1,0.2,173,0.1526389709305653,0.11560693641618497
calendar_assumed_replay,20:15,5,currency,KGS,0.2,0.30000000000000004,263,0.25458158754290194,0.19391634980988592
calendar_assumed_replay,20:15,5,currency,KGS,0.30000000000000004,0.4,263,0.34169386738279234,0.34220532319391633
calendar_assumed_replay,20:15,5,currency,KGS,0.4,0.5,87,0.44552822207900067,0.41379310344827586
calendar_assumed_replay,20:15,5,currency,KGS,0.5,0.6000000000000001,67,0.5489999351304342,0.43283582089552236
calendar_assumed_replay,20:15,5,currency,KGS,0.6000000000000001,0.7000000000000001,30,0.6491866134587874,0.6333333333333333
calendar_assumed_replay,20:15,5,currency,KGS,0.7000000000000001,0.8,28,0.7465241666950034,0.6428571428571429
calendar_assumed_replay,20:15,5,currency,KGS,0.8,0.9,17,0.8329949860021519,0.8235294117647058
calendar_assumed_replay,20:15,5,currency,KGS,0.9,1.0,3,0.9163186382199671,1.0
calendar_assumed_replay,20:15,5,currency,KZT,0.0,0.1,67,0.07380280674352878,0.05970149253731343
calendar_assumed_replay,20:15,5,currency,KZT,0.1,0.2,240,0.15058083247976584,0.10833333333333334
calendar_assumed_replay,20:15,5,currency,KZT,0.2,0.30000000000000004,337,0.25047476658298007,0.21364985163204747
calendar_assumed_replay,20:15,5,currency,KZT,0.30000000000000004,0.4,148,0.34064729685766826,0.30405405405405406
calendar_assumed_replay,20:15,5,currency,KZT,0.4,0.5,71,0.44436165173241615,0.352112676056338
calendar_assumed_replay,20:15,5,currency,KZT,0.5,0.6000000000000001,38,0.5485049046727085,0.5263157894736842
calendar_assumed_replay,20:15,5,currency,KZT,0.6000000000000001,0.7000000000000001,26,0.6434161073989842,0.7307692307692307
calendar_assumed_replay,20:15,5,currency,KZT,0.7000000000000001,0.8,24,0.7391262349856517,0.7916666666666666
calendar_assumed_replay,20:15,5,currency,KZT,0.8,0.9,8,0.8324904697443926,0.75
calendar_assumed_replay,20:15,5,currency,KZT,0.9,1.0,1,0.9012625502346876,1.0
calendar_assumed_replay,20:15,5,currency,TJS,0.0,0.1,27,0.08015329258640083,0.0
calendar_assumed_replay,20:15,5,currency,TJS,0.1,0.2,146,0.1559800277174529,0.0958904109589041
calendar_assumed_replay,20:15,5,currency,TJS,0.2,0.30000000000000004,243,0.25629968188934343,0.2716049382716049
calendar_assumed_replay,20:15,5,currency,TJS,0.30000000000000004,0.4,287,0.3472085428576424,0.3170731707317073
calendar_assumed_replay,20:15,5,currency,TJS,0.4,0.5,104,0.4430773725422129,0.4807692307692308
calendar_assumed_replay,20:15,5,currency,TJS,0.5,0.6000000000000001,56,0.5481078677711148,0.39285714285714285
calendar_assumed_replay,20:15,5,currency,TJS,0.6000000000000001,0.7000000000000001,37,0.6482515201736997,0.5135135135135135
calendar_assumed_replay,20:15,5,currency,TJS,0.7000000000000001,0.8,34,0.7461126920381193,0.7647058823529411
calendar_assumed_replay,20:15,5,currency,TJS,0.8,0.9,23,0.8389510490813453,0.8260869565217391
calendar_assumed_replay,20:15,5,currency,TJS,0.9,1.0,3,0.9117025668182763,1.0
calendar_assumed_replay,20:15,5,currency,UZS,0.0,0.1,38,0.07658660071603157,0.05263157894736842
calendar_assumed_replay,20:15,5,currency,UZS,0.1,0.2,178,0.15170102002956518,0.11235955056179775
calendar_assumed_replay,20:15,5,currency,UZS,0.2,0.30000000000000004,318,0.2516762321355864,0.24842767295597484
calendar_assumed_replay,20:15,5,currency,UZS,0.30000000000000004,0.4,200,0.34090565590277094,0.28
calendar_assumed_replay,20:15,5,currency,UZS,0.4,0.5,92,0.44460688510346563,0.44565217391304346
calendar_assumed_replay,20:15,5,currency,UZS,0.5,0.6000000000000001,55,0.5503751637039942,0.4727272727272727
calendar_assumed_replay,20:15,5,currency,UZS,0.6000000000000001,0.7000000000000001,30,0.645888534193113,0.6333333333333333
calendar_assumed_replay,20:15,5,currency,UZS,0.7000000000000001,0.8,34,0.7518887744356408,0.7352941176470589
calendar_assumed_replay,20:15,5,currency,UZS,0.8,0.9,13,0.8395800929773878,0.8461538461538461
calendar_assumed_replay,20:15,5,currency,UZS,0.9,1.0,2,0.9197967868714287,1.0
calendar_assumed_replay,21:15,5,ALL,ALL,0.0,0.1,194,0.07731037368870054,0.030927835051546393
calendar_assumed_replay,21:15,5,ALL,ALL,0.1,0.2,913,0.1525657371554488,0.10514786418400876
calendar_assumed_replay,21:15,5,ALL,ALL,0.2,0.30000000000000004,1448,0.2541491687635609,0.23687845303867403
calendar_assumed_replay,21:15,5,ALL,ALL,0.30000000000000004,0.4,1137,0.3434397289174604,0.3122251539138083
calendar_assumed_replay,21:15,5,ALL,ALL,0.4,0.5,436,0.4446481241355465,0.43119266055045874
calendar_assumed_replay,21:15,5,ALL,ALL,0.5,0.6000000000000001,269,0.549127292810821,0.4423791821561338
calendar_assumed_replay,21:15,5,ALL,ALL,0.6000000000000001,0.7000000000000001,164,0.6486892601500256,0.6036585365853658
calendar_assumed_replay,21:15,5,ALL,ALL,0.7000000000000001,0.8,151,0.7468434427966069,0.7615894039735099
calendar_assumed_replay,21:15,5,ALL,ALL,0.8,0.9,76,0.8347756144212669,0.7894736842105263
calendar_assumed_replay,21:15,5,ALL,ALL,0.9,1.0,12,0.9146269221309312,1.0
calendar_assumed_replay,21:15,5,currency,AMD,0.0,0.1,33,0.08085638230168557,0.0
calendar_assumed_replay,21:15,5,currency,AMD,0.1,0.2,176,0.1532426741180818,0.09090909090909091
