clock,candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity,min_train_date
perp_0900,perp_open_rank,1,2023-10-01,165,86,0.5229010283550342,145,True,0.09166825073916152,[],2023-09-13,2022-02-24
perp_0900,perp_open_rank,1,2024-01-01,305,145,0.4739201783384747,220,False,-0.2828513055917578,"[0.018549758695704792, -0.12201594145585502, -0.12116794643622168, 0.06109909641330806, -0.01379095456937848, 0.1987116981430421]",2023-12-29,2022-02-24
perp_0900,perp_open_rank,1,2024-04-01,525,269,0.5149908395252717,150,False,-0.23578977287612127,"[0.02963593754221906, -0.1047108306386484, -0.06454045533606512, -0.00173981111901015, -0.04407153653967716, -0.005693863134432108]",2024-03-29,2022-02-24
perp_0900,perp_open_rank,1,2025-01-01,680,343,0.5050065062004716,180,False,-0.2364695309450187,"[0.024824988969338276, -0.07998999496109568, -0.14618202877869363, 0.028050794410860204, -0.0072918064745049836, -0.010138652112182822]",2024-06-12,2022-02-24
perp_0900,perp_open_rank,1,2025-04-01,860,412,0.47118623535267695,235,False,-0.23718274445197923,"[0.01308931190930062, -0.0632528064285376, -0.141408042321501, -0.04611160883908217, -0.011107770069442142, 0.048424909227497565]",2025-03-29,2022-02-24
perp_0900,perp_open_rank,1,2025-07-01,1095,516,0.46396266555213916,265,False,-0.2823417758075734,"[0.010654815505475618, 0.13362544160627077, -0.09026237957519351, -0.09272168438931949, -0.0198452463372559, 0.06902461793959469]",2025-06-28,2022-02-24
perp_0900,perp_open_rank,1,2025-10-01,1355,677,0.5037775771179531,245,False,-0.2359957571525576,"[0.02236116992928775, 0.08993604236895397, -0.1324729081840475, -0.09660640726567639, -0.04236330666920945, -0.03231883262966349]",2025-09-27,2022-02-24
perp_0900,perp_open_rank,1,2026-01-01,1600,771,0.4789643172691331,205,False,-0.23809171133741222,"[0.014684960686549653, 0.067010047219351, -0.09227320770363284, -0.13191781651374382, -0.05391910160853756, 0.004799100140094046]",2025-12-27,2022-02-24
perp_0900,perp_open_rank,1,2026-04-01,1805,882,0.4891968935131519,245,False,-0.23271540335993615,"[0.017398650445621767, 0.03153988278937076, -0.09013300264624372, -0.137740178439506, -0.026835774004398138, 0.007847290648468532]",2026-03-28,2022-02-24
perp_0900,perp_open_rank,1,2026-07-01,2050,1002,0.4900434630360084,185,False,-0.23987923569331712,"[0.017863062541196784, 0.034280834197723285, -0.03694757958799236, -0.17135112533821495, -0.026504659756935358, -0.000630279783915168]",2026-06-27,2022-02-24
perp_0900,perp_hybrid_hgb,1,2024-04-01,0,0,0.5,150,True,0.0,[],,2022-02-24
perp_0900,perp_hybrid_hgb,1,2025-01-01,150,70,0.4654614205622481,180,True,-0.1383746905502472,[],2024-06-12,2022-02-24
perp_0900,perp_hybrid_hgb,1,2025-04-01,330,139,0.41614658108271246,235,False,-0.6242015567498491,"[0.831318965644163, -0.007027344469805177, -0.22992380791788522, -0.11460867363554819, 0.12782553364411783, 0.22405915558003298]",2025-03-29,2022-02-24
perp_0900,perp_hybrid_hgb,1,2025-07-01,565,243,0.4298367684404652,265,False,-0.4243283853554535,"[0.5084766471833819, 0.34739134355232304, -0.1494071620820438, -0.256455414019728, -0.02849611790390041, 0.0902170960270771]",2025-06-28,2022-02-24
perp_0900,perp_hybrid_hgb,1,2025-10-01,825,404,0.49801536050202716,245,False,-0.1138700462984046,"[0.516088637044029, 0.22795311607328086, -0.14884616798486855, -0.16413437718156543, -0.02672719784863453, 0.004921427291385191]",2025-09-27,2022-02-24
perp_0900,perp_hybrid_hgb,1,2026-01-01,1070,498,0.4674043406300699,205,False,-0.18711352803965609,"[0.6450935933015246, 0.16849728191104243, -0.09435419996331354, -0.23195747537274805, -0.07069737558089607, 0.05272614155174535]",2025-12-27,2022-02-24
perp_0900,perp_hybrid_hgb,1,2026-04-01,1275,609,0.48235626412266686,245,False,-0.10456342007776072,"[0.6681690778905117, 0.133940186334241, -0.0689577075679227, -0.21856468128088913, -0.018077664710878252, 0.0727054951490165]",2026-03-28,2022-02-24
perp_0900,perp_hybrid_hgb,1,2026-07-01,1520,729,0.4847591511048319,185,False,-0.08667666219144288,"[0.7085200500239673, 0.1255784003140672, 0.006026591702881621, -0.27631843842132014, -0.02491531160971828, 0.08732798536326454]",2026-06-27,2022-02-24
perp_0900,perp_basis_rank,3,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_basis_rank,3,2023-10-01,165,71,0.43157840741842773,145,True,-0.2754141808759665,[],2023-09-15,2022-02-24
perp_0900,perp_basis_rank,3,2024-01-01,300,113,0.37498216884144775,220,False,-0.6729957358348494,"[1.0362299268923383, -0.1285868661790334, -0.048405529089996346, 0.19642938056955764, -0.0698259377261407, 0.054404478761481107]",2023-12-29,2022-02-24
perp_0900,perp_basis_rank,3,2024-04-01,515,207,0.4035686812916539,150,False,-0.4432020084651595,"[1.0413957589669507, -0.06095551497034227, 0.09212663130193773, 0.12177437625939011, 0.08190818905275246, -0.2351710916474346]",2024-03-29,2022-02-24
perp_0900,perp_basis_rank,3,2025-01-01,680,260,0.3808124432914716,180,False,-0.45684004138389983,"[1.073526221919599, 0.018478634418692106, -0.041493079673768585, 0.1931607564626589, 0.07697922809922972, -0.2458308350238962]",2024-06-15,2022-02-24
perp_0900,perp_basis_rank,3,2025-04-01,850,292,0.32889358521660517,235,False,-0.7140219512570334,"[0.4590184046825095, -0.004717544457632119, -0.044850373344205705, 0.08224475881079234, 0.07631585443845916, -0.10685925745476649]",2025-03-29,2022-02-24
perp_0900,perp_basis_rank,3,2025-07-01,1085,345,0.2998479822077343,265,False,-0.8987553089887216,"[0.42206536553006035, 0.16865140487182229, -0.04549209242782783, -0.08492603350118352, 0.008056846528535501, -0.03296454545579579]",2025-06-28,2022-02-24
perp_0900,perp_basis_rank,3,2025-10-01,1345,470,0.3467110042171994,245,False,-0.7135929220418872,"[0.4860688984669555, 0.21114335237280973, -0.08042220618406908, -0.03377053157522047, 0.029397310899685537, -0.12409293031265765]",2025-09-27,2022-02-24
perp_0900,perp_basis_rank,3,2026-01-01,1590,529,0.3247585591632695,205,False,-0.8294723100021694,"[0.5368994991808476, 0.20330184544619828, -0.10866147109514956, -0.04645266918284786, 0.028831212170285905, -0.07549959368892223]",2025-12-27,2022-02-24
perp_0900,perp_basis_rank,3,2026-04-01,1795,603,0.3311816644425392,245,False,-0.8216154662136496,"[0.5976675092179434, 0.13967725636334913, -0.046747394130066684, -0.05745717425658038, 0.029014373738537918, -0.06165487077956862]",2026-03-28,2022-02-24
perp_0900,perp_basis_rank,3,2026-07-01,2040,682,0.33048841494364234,185,False,-0.7085740987610618,"[0.6037522124675243, 0.004464593948810819, -0.15225022298717242, -0.1988987844820926, -0.10773396333079023, -0.2222656012092767]",2026-06-27,2022-02-24
perp_0900,perp_open_rank,3,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_open_rank,3,2023-10-01,165,71,0.43157840741842773,145,True,-0.2754141808759665,[],2023-09-15,2022-02-24
perp_0900,perp_open_rank,3,2024-01-01,300,113,0.37498216884144775,220,False,-0.620162925988817,"[0.0113623600811059, -0.10172043037377376, -0.03893310291653069, 0.15420837893398476, -0.055724505354860315, 0.04189022849667583]",2023-12-29,2022-02-24
perp_0900,perp_open_rank,3,2024-04-01,515,207,0.4035686812916539,150,False,-0.6213650480448251,"[0.01993709128338012, -0.04615553738715344, 0.07208805959552678, 0.09515212396824299, 0.06415514028824901, -0.1816707406829922]",2024-03-29,2022-02-24
perp_0900,perp_open_rank,3,2025-01-01,680,260,0.3808124432914716,180,False,-0.6209649988869449,"[0.011026421353520378, 0.014491372802437992, -0.03216993077008271, 0.15019335795122535, 0.05995689811056777, -0.19334596039047278]",2024-06-15,2022-02-24
perp_0900,perp_open_rank,3,2025-04-01,850,292,0.32889358521660517,235,False,-0.6197283254298348,"[-0.007515549120796194, -0.0036335137578114153, -0.03862316181688578, 0.07024869575877417, 0.0653311808549617, -0.09336152622986826]",2025-03-29,2022-02-24
perp_0900,perp_open_rank,3,2025-07-01,1085,345,0.2998479822077343,265,False,-0.6205720358846244,"[-0.017825593354976337, 0.14725321263459387, -0.042448452478796264, -0.07599712004729406, 0.006494704805694932, -0.0312653463392652]",2025-06-28,2022-02-24
perp_0900,perp_open_rank,3,2025-10-01,1345,470,0.3467110042171994,245,False,-0.6211565693563827,"[-0.0010392531181076402, 0.18344590614397935, -0.07081491921429817, -0.030085296109653756, 0.024870553514571694, -0.10896219831462642]",2025-09-27,2022-02-24
perp_0900,perp_open_rank,3,2026-01-01,1590,529,0.3247585591632695,205,False,-0.6211145385948373,"[-0.00845872847794997, 0.17287756703188736, -0.09328613563681354, -0.039867516844994774, 0.024121007548849948, -0.06477307647377772]",2025-12-27,2022-02-24
perp_0900,perp_open_rank,3,2026-04-01,1795,603,0.3311816644425392,245,False,-0.61893527187401,"[-0.006309593340410054, 0.11441326703018699, -0.03942018656937054, -0.048057614942710804, 0.023133070749313655, -0.05142089446032629]",2026-03-28,2022-02-24
perp_0900,perp_open_rank,3,2026-07-01,2040,682,0.33048841494364234,185,False,-0.6193168623675415,"[-0.006474346813444518, 0.11353576075762974, -0.013862778047141573, -0.05223570905994504, 0.02237390071733237, -0.07166366563124599]",2026-06-27,2022-02-24
perp_0900,perp_hybrid_hgb,3,2024-04-01,0,0,0.5,150,True,0.0,[],,2022-02-24
perp_0900,perp_hybrid_hgb,3,2025-01-01,150,48,0.3182893924951988,180,True,-0.7616442303799688,[],2024-06-15,2022-02-24
perp_0900,perp_hybrid_hgb,3,2025-04-01,320,80,0.24060473179460745,235,False,-0.5856349309604872,"[0.7314136596741074, 0.05069283364347157, -0.2316597275109348, 0.03447273735913575, 0.1731453679661313, -0.02533650422564445]",2025-03-29,2022-02-24
perp_0900,perp_hybrid_hgb,3,2025-07-01,555,133,0.23439985580519043,265,False,-0.7331383470417336,"[0.5078270270318945, 0.352307720974445, -0.12514619804352073, -0.27460127109864174, -0.014166545704161294, 0.07166207829331094]",2025-06-28,2022-02-24
perp_0900,perp_hybrid_hgb,3,2025-10-01,815,258,0.32424767418095957,245,False,-0.24098685729842348,"[0.6117187008979584, 0.3067900321065722, -0.18905915972557186, -0.1852103478767741, -0.03684909864647769, -0.11379281733529874]",2025-09-27,2022-02-24
perp_0900,perp_hybrid_hgb,3,2026-01-01,1060,317,0.30181246880159496,205,False,-0.21806815288755546,"[0.7004091766193091, 0.26876099734390274, -0.19697212739398917, -0.18816165646198502, -0.03725685424324446, -0.048053154166105595]",2025-12-27,2022-02-24
perp_0900,perp_hybrid_hgb,3,2026-04-01,1265,391,0.31434684489138603,245,False,-0.0838969120793648,"[0.7687574625890401, 0.18207158516720431, -0.10597606894450194, -0.17585842854114397, -0.024899641047763967, 0.04820869054383319]",2026-03-28,2022-02-24
perp_0900,perp_hybrid_hgb,3,2026-07-01,1510,470,0.3169755634141039,185,False,-0.0469650001575969,"[0.7904813665561758, 0.15616140802531617, -0.03789900711902245, -0.16641344578393194, -0.025954206154289505, 0.031708180707825356]",2026-06-27,2022-02-24
perp_0900,perp_basis_rank,5,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_basis_rank,5,2023-10-01,165,58,0.3520657355885901,145,True,-0.6099713404030241,[],2023-09-19,2022-02-24
perp_0900,perp_basis_rank,5,2024-01-01,295,95,0.32157640884185795,220,False,-0.8714741202814933,"[0.5483954664635188, -0.15507802367837292, -0.07415030013514164, 0.15510710562714813, -0.011019804397261334, 0.0898934148074917]",2023-12-28,2022-02-24
perp_0900,perp_basis_rank,5,2024-04-01,510,178,0.3515477671897758,150,False,-0.6885641731597446,"[0.7641310623151604, -0.06618395118478197, 0.03226217133506714, 0.11086138265438807, 0.12009147400454148, -0.1947162730643885]",2024-03-29,2022-02-24
perp_0900,perp_basis_rank,5,2025-01-01,680,212,0.3084381152741303,180,False,-0.833541657090845,"[0.80144001000444, -0.03923719652297014, -0.05022391963620813, 0.17734481859026874, 0.10047292123990122, -0.18754165750374266]",2024-06-19,2022-02-24
perp_0900,perp_basis_rank,5,2025-04-01,840,239,0.27243237470204396,235,False,-1.011789509771579,"[0.3937591257621911, -0.0014727294834511098, -0.05398920307521486, 0.08093355495600496, 0.14698365181897732, -0.16333035141692295]",2025-03-28,2022-02-24
perp_0900,perp_basis_rank,5,2025-07-01,1075,277,0.24086031183558013,265,False,-1.2188541999939193,"[0.34761836104025146, 0.22169207468693425, -0.09557679951644396, -0.07085879182362194, 0.02049143848067463, -0.07320118411189316]",2025-06-27,2022-02-24
perp_0900,perp_basis_rank,5,2025-10-01,1335,381,0.2826410308615327,245,False,-1.0167136255407698,"[0.36579081348983483, 0.2789463076126501, -0.161361102879452, -0.010285613249866793, 0.04791341122516332, -0.15082263311864513]",2025-09-26,2022-02-24
perp_0900,perp_basis_rank,5,2026-01-01,1580,433,0.26796125702017337,205,False,-1.119892697827512,"[0.4380867311667945, 0.24760606499360524, -0.17278559044552666, -0.01933713734462854, 0.0292803592760485, -0.08495812091549014]",2025-12-26,2022-02-24
perp_0900,perp_basis_rank,5,2026-04-01,1785,496,0.2750331400362488,245,False,-1.1070379290264558,"[0.4885678415092985, 0.17924596493666725, -0.11236155169843047, -0.029110833237814826, 0.035445579804791204, -0.06339916838462675]",2026-03-27,2022-02-24
perp_0900,perp_basis_rank,5,2026-07-01,2030,551,0.2669726989936411,185,False,-1.1532319431689169,"[0.49233191853776603, 0.1701994014261485, -0.0532197958993202, -0.045502505084588515, 0.027981873996148387, -0.09698855402961903]",2026-06-26,2022-02-24
perp_0900,perp_open_rank,5,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_open_rank,5,2023-10-01,165,58,0.3520657355885901,145,True,-0.6099713404030241,[],2023-09-19,2022-02-24
perp_0900,perp_open_rank,5,2024-01-01,295,95,0.32157640884185795,220,False,-0.8002460067221795,"[0.005461788549073197, -0.14035432327023262, -0.06777391899051333, 0.14052468820301744, -0.01103932155290656, 0.08053260928002227]",2023-12-28,2022-02-24
perp_0900,perp_open_rank,5,2024-04-01,510,178,0.3515477671897758,150,False,-0.8014888044619998,"[0.01624282116589897, -0.05453086174136544, 0.02873712181361841, 0.09491194645582067, 0.10267558830462667, -0.16476503298557663]",2024-03-29,2022-02-24
perp_0900,perp_open_rank,5,2025-01-01,680,212,0.3084381152741303,180,False,-0.8001809154639301,"[-0.000787520277555695, -0.03420794167899916, -0.043608881087229094, 0.15172537850908263, 0.08596763355004482, -0.15980453920249962]",2024-06-19,2022-02-24
perp_0900,perp_open_rank,5,2025-04-01,840,239,0.27243237470204396,235,False,-0.8005172789013097,"[-0.014816941354741708, -0.0021560655903810765, -0.04895807248520798, 0.07122835516947384, 0.1283510961654882, -0.14359307639508925]",2025-03-28,2022-02-24
perp_0900,perp_open_rank,5,2025-07-01,1075,277,0.24086031183558013,265,False,-0.8037019367125707,"[-0.02721090566825201, 0.20265136489486013, -0.08444346061709514, -0.06380196609610345, 0.018288050408656185, -0.0657927987388123]",2025-06-27,2022-02-24
perp_0900,perp_open_rank,5,2025-10-01,1335,381,0.2826410308615327,245,False,-0.8019088714145448,"[-0.010236093096744238, 0.2539219793385973, -0.1475521527773427, -0.010055004013462411, 0.04261462870420737, -0.1379646742581014]",2025-09-26,2022-02-24
perp_0900,perp_open_rank,5,2026-01-01,1580,433,0.26796125702017337,205,False,-0.7993037456850363,"[-0.015843628339477032, 0.22265453433634935, -0.15262810555513043, -0.017142837605501948, 0.026847749166286596, -0.07627256371408957]",2025-12-26,2022-02-24
perp_0900,perp_open_rank,5,2026-04-01,1785,496,0.2750331400362488,245,False,-0.8001874781671993,"[-0.012826468219272085, 0.1543705531253181, -0.09771329139602909, -0.02679004106074928, 0.028777714307016172, -0.05622944153004658]",2026-03-27,2022-02-24
perp_0900,perp_open_rank,5,2026-07-01,2030,551,0.2669726989936411,185,False,-0.7988194015848349,"[-0.01580225391196752, 0.14685364276388774, -0.047205258219520575, -0.04032061254572702, 0.023912207738373048, -0.08648589303808568]",2026-06-26,2022-02-24
perp_0900,perp_hybrid_hgb,5,2024-04-01,0,0,0.5,150,True,0.0,[],,2022-02-24
perp_0900,perp_hybrid_hgb,5,2025-01-01,150,29,0.1902142564191664,180,True,-1.4486185963912037,[],2024-06-19,2022-02-24
perp_0900,perp_hybrid_hgb,5,2025-04-01,310,56,0.17780589347705553,235,False,-0.570947735847557,"[0.876460285687636, 0.07494491123384904, -0.2414221279523674, 0.017631038237394297, 0.3117228260494076, -0.16274996425810903]",2025-03-28,2022-02-24
perp_0900,perp_hybrid_hgb,5,2025-07-01,545,94,0.1707789509704165,265,False,-1.1082720156807953,"[0.4078329311653944, 0.47962171012473437, -0.19629010901608956, -0.2580753042825331, -0.031470845527026545, 0.016982719669357757]",2025-06-27,2022-02-24
perp_0900,perp_hybrid_hgb,5,2025-10-01,805,198,0.2556767376078342,245,False,-0.5534020392590727,"[0.5163020957562081, 0.4293110442395026, -0.2784094635765979, -0.08432449263510311, 0.028332051042488537, -0.08861039443701538]",2025-09-26,2022-02-24
perp_0900,perp_hybrid_hgb,5,2026-01-01,1050,250,0.24392192760515433,205,False,-0.4767948258883501,"[0.6079623301712875, 0.343076423800008, -0.2716739073196618, -0.07968209408052702, 0.010632175054986686, -0.0020576907630238395]",2025-12-26,2022-02-24
perp_0900,perp_hybrid_hgb,5,2026-04-01,1255,313,0.2575242594747137,245,False,-0.2938138112752705,"[0.6313153453114422, 0.17273242737002828, -0.22891517887664325, -0.1481549728516428, -0.04788434293469571, -0.01892122983546206]",2026-03-27,2022-02-24
perp_0900,perp_hybrid_hgb,5,2026-07-01,1500,368,0.2515246224604534,185,False,-0.2771280518151857,"[0.6265268863540511, 0.14308323711121948, -0.13410772983671201, -0.15701268492863965, -0.0617925840883233, -0.04876800325109861]",2026-06-26,2022-02-24
perp_0900,perp_basis_rank,10,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_basis_rank,10,2023-10-01,165,33,0.19959259262833715,145,True,-1.3888426051457847,[],2023-09-26,2022-02-24
perp_0900,perp_basis_rank,10,2024-01-01,280,51,0.18141641750347295,220,False,-1.5387066656728887,"[0.07079593311177135, -0.2441614543142219, -0.005572937657142292, 0.18390147375212296, 0.0689166052094682, 0.003250374194177414]",2023-12-29,2022-02-24
perp_0900,perp_basis_rank,10,2024-04-01,490,119,0.2478369547328699,150,False,-1.152197676926011,"[0.23942226384090806, -0.08500354169980676, 0.01807826029729338, 0.11072744415222219, 0.05306218001613404, -0.09979874020961975]",2024-03-28,2022-02-24
perp_0900,perp_basis_rank,10,2025-01-01,680,150,0.22065724101902495,180,False,-1.2766078244684718,"[0.3206152521439808, -0.07155678556688048, -0.08505748649655769, 0.12038864186833173, 0.0771404023636369, -0.038916550830573694]",2024-06-26,2022-02-24
perp_0900,perp_basis_rank,10,2025-04-01,820,158,0.18257901341260496,235,False,-1.5384078921630115,"[0.18262660853676188, -0.09860632895585529, -0.1105540829013103, 0.07642014195585717, 0.08882962567866132, 0.041628138897528685]",2025-03-28,2022-02-24
perp_0900,perp_basis_rank,10,2025-07-01,1055,186,0.16372313571449126,265,False,-1.7050021504192359,"[0.2195584918138959, 0.21389097641399735, -0.16422768917683342, -0.0584126672782137, 0.04462482016226838, -0.03982917104796595]",2025-06-27,2022-02-24
perp_0900,perp_basis_rank,10,2025-10-01,1315,268,0.20402380123510003,245,False,-1.4333185435181883,"[0.22533080537207045, 0.29420841433860007, -0.21244321949470515, 0.02392784057134503, 0.05396896776551238, -0.16212442503650282]",2025-09-26,2022-02-24
perp_0900,perp_basis_rank,10,2026-01-01,1560,304,0.19214317617757018,205,False,-1.527537910263629,"[0.29369362289974343, 0.24063071813468068, -0.1558914902478875, -0.016684413245267104, 0.009101037862238202, -0.08041405991189556]",2025-12-26,2022-02-24
perp_0900,perp_basis_rank,10,2026-04-01,1765,354,0.20164975329659668,245,False,-1.4761966356779568,"[0.32766365174747203, 0.14766857439026201, -0.07455366756140579, -0.04170377834810421, 0.00874656943573194, -0.04134385095796512]",2026-03-27,2022-02-24
perp_0900,perp_basis_rank,10,2026-07-01,2010,383,0.18749437675289768,185,False,-1.5684056401800468,"[0.32415887168728974, 0.15550032664844773, -0.05981497880174248, -0.03396735289670985, 0.0060478359747241665, -0.08509340232027747]",2026-06-26,2022-02-24
perp_0900,perp_open_rank,10,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_open_rank,10,2023-10-01,165,33,0.19959259262833715,145,True,-1.3888426051457847,[],2023-09-26,2022-02-24
perp_0900,perp_open_rank,10,2024-01-01,280,51,0.18141641750347295,220,False,-1.3914013919940225,"[-0.013563736639173927, -0.24069103463100178, -0.007499862107922227, 0.18282669401541096, 0.06472875275031036, 0.000947203299844643]",2023-12-29,2022-02-24
perp_0900,perp_open_rank,10,2024-04-01,490,119,0.2478369547328699,150,False,-1.3871123516149313,"[0.0240720285323697, -0.08293254424815959, 0.018344000905330653, 0.10747725683069456, 0.05199073340530791, -0.09804725789017665]",2024-03-28,2022-02-24
perp_0900,perp_open_rank,10,2025-01-01,680,150,0.22065724101902495,180,False,-1.38740928254209,"[0.010207269449477972, -0.06911449545951268, -0.08218724981620674, 0.11549062283040791, 0.07337007367897265, -0.03777363980521333]",2024-06-26,2022-02-24
perp_0900,perp_open_rank,10,2025-04-01,820,158,0.18257901341260496,235,False,-1.3838346689361758,"[-0.009019669811160543, -0.09900258554797152, -0.1103058454015459, 0.06802525662492032, 0.07978077939236658, 0.03481161900981148]",2025-03-28,2022-02-24
perp_0900,perp_open_rank,10,2025-07-01,1055,186,0.16372313571449126,265,False,-1.3900368929613094,"[-0.01920450700301012, 0.20183821534491775, -0.15473103715042147, -0.05369335790122765, 0.04346900886875452, -0.03594293038119699]",2025-06-27,2022-02-24
perp_0900,perp_open_rank,10,2025-10-01,1315,268,0.20402380123510003,245,False,-1.3929420570096906,"[0.0017114872096782598, 0.28201540207876846, -0.1998281544979275, 0.023712779033383594, 0.051670697971825476, -0.15469845988389916]",2025-09-26,2022-02-24
perp_0900,perp_open_rank,10,2026-01-01,1560,304,0.19214317617757018,205,False,-1.390332738084242,"[-0.0038155873129038357, 0.22556036247149314, -0.14513627567967577, -0.015392490043228247, 0.009555759166130032, -0.07469779296525533]",2025-12-26,2022-02-24
perp_0900,perp_open_rank,10,2026-04-01,1765,354,0.20164975329659668,245,False,-1.3860862321800778,"[0.0007150716995995056, 0.13791625212788725, -0.06502979262653859, -0.042696105482664226, 0.006987648484500599, -0.042401715189003396]",2026-03-27,2022-02-24
perp_0900,perp_open_rank,10,2026-07-01,2010,383,0.18749437675289768,185,False,-1.3876418940395387,"[-0.006018672315367263, 0.14730076562306024, -0.05293771236414627, -0.02717944326343637, 0.011515240412798236, -0.07824094604117834]",2026-06-26,2022-02-24
perp_0900,perp_hybrid_hgb,10,2025-01-01,0,0,0.5,180,True,0.0,[],,2022-02-24
perp_0900,perp_hybrid_hgb,10,2025-04-01,140,8,0.057135275537971125,235,True,-2.8035011088583177,[],2025-03-28,2022-02-24
perp_0900,perp_hybrid_hgb,10,2025-07-01,375,36,0.09651646363161501,265,False,-0.9821185055222654,"[0.7249532628519179, 0.8682222177797684, -0.2988646687556593, -0.536545675870747, -0.01141126976669971, -0.01575154757654351]",2025-06-27,2022-02-24
perp_0900,perp_hybrid_hgb,10,2025-10-01,635,118,0.19296537931549904,245,False,-0.5008838094596448,"[0.5088706352172904, 0.588634945265948, -0.2843254832295065, -0.0881309938731754, 0.004698710885224217, -0.22389648186760186]",2025-09-26,2022-02-24
perp_0900,perp_hybrid_hgb,10,2026-01-01,880,154,0.17905466459244088,205,False,-0.4213508912797855,"[0.5461718671422363, 0.3879177906628636, -0.21284384243916088, -0.22521202912409288, -0.15032481272174017, -0.18192963826396616]",2025-12-26,2022-02-24
perp_0900,perp_hybrid_hgb,10,2026-04-01,1085,204,0.19485077961157715,245,False,-0.17376642866484104,"[0.6647989478956542, 0.24447258910951541, -0.05498030191809425, -0.20881941566431728, -0.10167653155010159, -0.0379207936384868]",2026-03-27,2022-02-24
perp_0900,perp_hybrid_hgb,10,2026-07-01,1330,233,0.1782748762882379,185,False,-0.12767786020393954,"[0.7438026510945308, 0.22906612345977925, -0.01807487151057163, -0.17601884676594437, -0.08489521304804651, -0.06195654252445953]",2026-06-26,2022-02-24
perp_0900,perp_basis_rank,20,2023-07-01,0,0,0.5,165,True,0.0,[],,2022-02-24
perp_0900,perp_basis_rank,20,2023-10-01,135,21,0.15586279868479508,145,True,-1.6893389175283196,[],2023-09-28,2022-02-24
perp_0900,perp_basis_rank,20,2024-01-01,245,34,0.13978268209145234,220,False,-1.9007855110717677,"[0.08090445811054608, -0.0853989506825052, -0.39420077202566767, 0.44098075428012584, 0.4304253034274804, -0.39360441822659525]",2023-12-29,2022-02-24
