clock,candidate,h,period,slice,group,physical_availability,usable_share,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
perp_0900,perp_basis_rank,1,screen_2024,ALL,ALL,0.29838709677419356,0.29838709677419356,1240,0.5435483870967742,0.22530312579005168,0.634760673079047,0.06820912524054344,0.6473980560128342,0.6965555392927637,0.22530312579005168,0.634760673079047,0.06820912524054344,0.6473980560128342,0.6965555392927637,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072
perp_0900,perp_basis_rank,1,opened_2025_2026,ALL,ALL,0.7628361858190709,0.7628361858190709,2040,0.49950980392156863,0.20239336364234056,0.5879295029341451,0.054696521462343564,0.7525439759169318,0.766401405585266,0.20239336364234056,0.5879295029341451,0.054696521462343564,0.7525439759169318,0.766401405585266,0.24495833786057442,0.6831478462309312,0.016624452596322385,0.5871910680421646,0.5799960118912757
perp_0900,perp_basis_rank,1,screen_2024,currency,AMD,0.29838709677419356,0.29838709677419356,248,0.5604838709677419,0.22295380259730194,0.6285850488167994,0.05655692757721822,0.6528941984027457,0.7145608335277491,0.22295380259730194,0.6285850488167994,0.05655692757721822,0.6528941984027457,0.7145608335277491,0.24203287804861134,0.6769479051343839,0.03709146890224625,0.5803577321628934,0.6340968606519461
perp_0900,perp_basis_rank,1,screen_2024,currency,KGS,0.29838709677419356,0.29838709677419356,248,0.5645161290322581,0.22374217193380874,0.6295815548575544,0.05760707502564336,0.6462301587301587,0.716705930110377,0.22374217193380874,0.6295815548575544,0.05760707502564336,0.6462301587301587,0.716705930110377,0.2400686680362131,0.6727668192960304,0.05623151702939435,0.5917989417989419,0.658039091399893
perp_0900,perp_basis_rank,1,screen_2024,currency,KZT,0.29838709677419356,0.29838709677419356,248,0.5040322580645161,0.2204197300342772,0.6291827546365628,0.10550251712229368,0.6751219512195121,0.6823387462586064,0.2204197300342772,0.6291827546365628,0.10550251712229368,0.6751219512195121,0.6823387462586064,0.24858689085188274,0.6905433936686322,0.08157026948084278,0.5707317073170732,0.5681308630479005
perp_0900,perp_basis_rank,1,screen_2024,currency,TJS,0.29838709677419356,0.29838709677419356,248,0.5483870967741935,0.22903706965325335,0.6419693999799196,0.0933261247922356,0.6334690126050421,0.697203417036492,0.22903706965325335,0.6419693999799196,0.0933261247922356,0.6334690126050421,0.697203417036492,0.24225221036646447,0.6773231203953806,0.05448162834342939,0.5858718487394958,0.635030975814601
perp_0900,perp_basis_rank,1,screen_2024,currency,UZS,0.29838709677419356,0.29838709677419356,248,0.5403225806451613,0.2303628547316172,0.6444846071043989,0.09208046970423328,0.6243126472898665,0.6788256108500053,0.2303628547316172,0.6444846071043989,0.09208046970423328,0.6243126472898665,0.6788256108500053,0.2453042883188915,0.6836398551052537,0.05059498667989978,0.568866195339094,0.6121822210933081
perp_0900,perp_basis_rank,1,screen_2024,year,2024,0.29838709677419356,0.29838709677419356,1240,0.5435483870967742,0.22530312579005168,0.634760673079047,0.06820912524054344,0.6473980560128342,0.6965555392927637,0.22530312579005168,0.634760673079047,0.06820912524054344,0.6473980560128342,0.6965555392927637,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072
perp_0900,perp_basis_rank,1,opened_2025_2026,currency,AMD,0.7628361858190709,0.7628361858190709,408,0.5024509803921569,0.1973576035655052,0.5722792023342117,0.0463284984141486,0.7640033641715728,0.777573500760536,0.1973576035655052,0.5722792023342117,0.0463284984141486,0.7640033641715728,0.777573500760536,0.24530159382204123,0.683799997196559,0.029869101582141736,0.584404661780608,0.5851811717503292
perp_0900,perp_basis_rank,1,opened_2025_2026,currency,KGS,0.7628361858190709,0.7628361858190709,408,0.4534313725490196,0.18916182736538356,0.5567570759405485,0.056435152113654664,0.7849109198884983,0.7617054344122767,0.18916182736538356,0.5567570759405485,0.056435152113654664,0.7849109198884983,0.7617054344122767,0.24515142920780725,0.6835779531952116,0.04622945173194436,0.5789843655314508,0.538596394532478
perp_0900,perp_basis_rank,1,opened_2025_2026,currency,KZT,0.7628361858190709,0.7628361858190709,408,0.5196078431372549,0.2266473008374066,0.6568231614254958,0.10914230760328258,0.6948762995764344,0.7328507796444743,0.2266473008374066,0.6568231614254958,0.10914230760328258,0.6948762995764344,0.7328507796444743,0.2474054770682606,0.6881156607713249,0.054477028292890826,0.5665190604543704,0.6105725629184076
perp_0900,perp_basis_rank,1,opened_2025_2026,currency,TJS,0.7628361858190709,0.7628361858190709,408,0.5122549019607843,0.19687636019861238,0.5733131864752932,0.06073205659510034,0.7671491428434036,0.7901870177415313,0.19687636019861238,0.5733131864752932,0.06073205659510034,0.7671491428434036,0.7901870177415313,0.2465084478265926,0.686508741964109,0.04444277025163204,0.5840205813757784,0.5788080979839074
perp_0900,perp_basis_rank,1,opened_2025_2026,currency,UZS,0.7628361858190709,0.7628361858190709,408,0.5098039215686274,0.201923726244795,0.5804748884951769,0.05888140964436186,0.7539783653846154,0.7779324202602627,0.201923726244795,0.5804748884951769,0.05888140964436186,0.7539783653846154,0.7779324202602627,0.24042474137817035,0.673736878027452,0.028483490250101755,0.6178365384615385,0.614747634137552
perp_0900,perp_basis_rank,1,opened_2025_2026,year,2025,0.7489878542510121,0.7489878542510121,1235,0.4631578947368421,0.205749523617125,0.5956770920636594,0.06794987252627835,0.7467869611534769,0.739220372952659,0.205749523617125,0.5956770920636594,0.06794987252627835,0.7467869611534769,0.739220372952659,0.24152606077603883,0.6758601416124607,0.04928676296656767,0.6004783301163391,0.5758601109256253
perp_0900,perp_basis_rank,1,opened_2025_2026,year,2026,0.7839506172839507,0.7839506172839507,805,0.55527950310559,0.19724447225245384,0.5760434500460083,0.06698356783610103,0.7676908752327747,0.8003396299300016,0.19724447225245384,0.5760434500460083,0.06698356783610103,0.7676908752327747,0.8003396299300016,0.2502240051890234,0.6943283620120632,0.07138759219763147,0.5744566507942459,0.6023982889289297
perp_0900,perp_open_rank,1,screen_2024,ALL,ALL,0.29838709677419356,0.29838709677419356,1240,0.5435483870967742,0.24915722900445914,0.691646733365165,0.059571628928964906,0.532507261117111,0.5787476062532776,0.24915722900445914,0.691646733365165,0.059571628928964906,0.532507261117111,0.5787476062532776,0.24364898712441263,0.6802442187199361,0.050597564535048954,0.5809732518270753,0.6185973717170072
perp_0900,perp_open_rank,1,opened_2025_2026,ALL,ALL,0.7628361858190709,0.7628361858190709,2040,0.49950980392156863,0.25314008893507095,0.6995506578278478,0.053928646801390125,0.4775653379136273,0.4943391372643582,0.25314008893507095,0.6995506578278478,0.053928646801390125,0.4775653379136273,0.4943391372643582,0.24495833786057442,0.6831478462309312,0.016624452596322385,0.5871910680421646,0.5799960118912757
perp_0900,perp_open_rank,1,screen_2024,currency,AMD,0.29838709677419356,0.29838709677419356,248,0.5604838709677419,0.2479757111922152,0.6892548093797796,0.058653000585080814,0.520988713616263,0.5881818170954485,0.2479757111922152,0.6892548093797796,0.058653000585080814,0.520988713616263,0.5881818170954485,0.24203287804861134,0.6769479051343839,0.03709146890224625,0.5803577321628934,0.6340968606519461
