h,origin,currency,n_train,n_query,model_fit,last_target_maturity,intercept,coefficients
5,2024-04-01,KZT,395,46,True,2024-03-29,-1.3158711865975512,"[0.28315614070963885, 0.5146100508711302, 0.5172098298941284, 0.5660389120641633, 0.23152550380880266, 0.16868143077937003, -0.4147510285890495, 0.08909271744309442, -0.045627286054408134, 0.016892127493722, 0.08909271744309442, 0.09221207156530814]"
5,2024-07-01,TJS,0,0,False,,,[]
5,2024-07-01,UZS,27,0,False,,,[]
5,2024-07-01,KGS,104,6,False,,,[]
5,2024-07-01,AMD,375,51,True,2024-06-28,-0.8172063426975966,"[0.34136866566783497, 0.7133055025211593, 0.14537288736930115, 0.11796188444897192, 0.06743458632395632, -0.07221272548751648, -0.22114385296520922, -0.026921654695136906, 0.023196906698903348, -0.04656062417679428, -0.026921654695136906, -0.049471659305759995]"
5,2024-07-01,KZT,441,52,True,2024-06-28,-1.318096815545994,"[0.23046328256038273, 0.4955367964528665, 0.46701804903964517, 0.4852661915048562, 0.2007007924983243, 0.12655725351993807, -0.4337580063725743, 0.09055520899476215, 0.06750768593843935, -0.02809761258145589, 0.09055520899476215, -0.05235671944266313]"
5,2024-10-01,TJS,0,0,False,,,[]
5,2024-10-01,UZS,27,0,False,,,[]
5,2024-10-01,KGS,111,4,False,,,[]
5,2024-10-01,AMD,426,53,True,2024-09-27,-0.7994332538288235,"[0.35121207876794786, 0.6410764930234116, 0.14798245931209858, 0.15448821913852648, 0.06456504551056082, -0.06967813274911556, -0.20151705272772272, -0.03359725416384367, 0.0057155591430748266, 0.0008572816245437193, -0.03359725416384367, -0.03960428474265333]"
5,2024-10-01,KZT,493,52,True,2024-09-27,-1.2986185992029917,"[0.23971831139750904, 0.4563783091743747, 0.4845452122426455, 0.5384164390843967, 0.1762685791095444, 0.16915887703685917, -0.3953876699215245, 0.06653078638729984, 0.047245606592021046, -0.023177554902866552, 0.06653078638729984, 0.02340137538748329]"
5,2025-01-01,TJS,0,0,False,,,[]
5,2025-01-01,UZS,27,0,False,,,[]
5,2025-01-01,KGS,115,6,False,,,[]
5,2025-01-01,AMD,479,44,True,2024-12-29,-0.8023490718891331,"[0.345281372517626, 0.6765750277229101, 0.1733181561590252, 0.19256829829365849, 0.07065495359643134, 0.01799087048801673, -0.32597844999514675, -0.053410048734536336, -0.01719517480904489, 0.014664805791031835, -0.053410048734536336, -0.007103365017360752]"
5,2025-01-01,KZT,545,44,True,2024-12-27,-1.320756663631959,"[0.21809328559743887, 0.5081824723931485, 0.4875239713234554, 0.5216096004576367, 0.24163029891526472, 0.14891069783605362, -0.41112760665144743, 0.05230309615149684, 0.007924360059554573, 0.022008308843203806, 0.05230309615149684, 0.03008167757166028]"
5,2025-04-01,TJS,0,0,False,,,[]
5,2025-04-01,UZS,27,0,False,,,[]
5,2025-04-01,KGS,120,1,False,,,[]
5,2025-04-01,AMD,523,45,True,2025-03-28,-0.8810379811488084,"[0.38072644575618436, 0.6492136179274233, 0.20016240279237224, 0.2084227685556785, 0.07701771525059668, 0.016635486976447185, -0.3162189627366033, -0.04607061123982512, -0.027795231425378212, 0.027614891106444033, -0.04607061123982512, 0.008857631780411256]"
5,2025-04-01,KZT,589,47,True,2025-03-28,-1.3619177159623104,"[0.2805629801852209, 0.4920901688864619, 0.4280721805191931, 0.49955232350471745, 0.1815444049701175, 0.14270159972242122, -0.36146505554585, 0.09471259234681584, -0.05703375998751442, 0.11952535160456888, 0.09471259234681584, 0.021983200370370406]"
5,2025-07-01,TJS,0,0,False,,,[]
5,2025-07-01,UZS,27,0,False,,,[]
5,2025-07-01,KGS,122,1,False,,,[]
5,2025-07-01,AMD,569,49,True,2025-06-27,-1.0102198761504484,"[0.39792956415725705, 0.6329131152691376, 0.21674580303847116, 0.20861153367437635, 0.09902164231855044, 0.009618478114686966, -0.3049028798029949, -0.01025079874256758, -0.012316351416755836, 0.0592247213761799, -0.01025079874256758, 0.032529100996085324]"
5,2025-07-01,KZT,636,52,True,2025-06-27,-1.3472569320895769,"[0.31965626506756983, 0.4824345675703787, 0.3497530096716612, 0.42363078444860064, 0.10902495152074711, 0.11356488086051003, -0.29740539998658994, 0.1692171851219766, -0.050370368966417105, 0.06574646159348511, 0.1692171851219766, 0.022528901310339883]"
5,2025-10-01,TJS,0,0,False,,,[]
5,2025-10-01,UZS,27,0,False,,,[]
5,2025-10-01,KGS,123,0,False,,,[]
5,2025-10-01,AMD,617,51,True,2025-09-26,-0.9313124358302518,"[0.39544766767191664, 0.641935297388265, 0.19660314697880737, 0.19520301354942352, 0.07640673299750751, 0.03139726466756573, -0.3076040878143307, -0.041132582080309794, 0.011296226113281583, 0.03162169679082438, -0.041132582080309794, 0.013355811633416304]"
5,2025-10-01,KZT,687,48,True,2025-09-26,-1.2726155755261839,"[0.3102182463166671, 0.4913640884754444, 0.3066529635292051, 0.36561726051940846, 0.1299223680967583, 0.09072394314909604, -0.2547876030746806, 0.11987022085164759, -0.09288171935192341, -0.024439484587547317, 0.11987022085164759, 0.021829960963749177]"
5,2026-01-01,TJS,0,0,False,,,[]
5,2026-01-01,UZS,27,1,False,,,[]
5,2026-01-01,KGS,123,3,False,,,[]
5,2026-01-01,AMD,667,41,True,2025-12-26,-1.015044445080428,"[0.42786188467190384, 0.65503679312211, 0.2058563062805062, 0.1971988631353373, 0.09507514329361424, 0.029683742609833186, -0.31903482693398955, -0.025913099881791357, -0.008503088594072393, 0.03545339944867299, -0.025913099881791357, 0.025167855512681563]"
5,2026-01-01,KZT,735,37,True,2025-12-26,-1.2876597654357178,"[0.3529890880892595, 0.5331102379366911, 0.24083921282688, 0.31612815258960514, 0.11046401313225371, 0.09903954940122622, -0.24741551773829376, 0.07041317727951865, -0.08732037993527073, -0.04664862307173525, 0.07041317727951865, 0.020495857667106022]"
5,2026-04-01,TJS,0,0,False,,,[]
5,2026-04-01,UZS,28,0,False,,,[]
5,2026-04-01,KGS,126,2,False,,,[]
5,2026-04-01,AMD,708,45,True,2026-03-27,-1.023995200280402,"[0.417093081387441, 0.6686740583373382, 0.1904992667584751, 0.18657713411655813, 0.1120082065898254, 0.018562949213408425, -0.3079684216450132, -0.030701841837211724, 0.04334843493271536, 0.00972368192873092, -0.030701841837211724, 0.03185135315527448]"
5,2026-04-01,KZT,775,40,True,2026-03-27,-1.2689374189779579,"[0.3427141528026373, 0.5316007251512641, 0.20454044129590074, 0.3074921053121376, 0.11385655605871804, 0.09629390971518172, -0.2490294942761047, 0.05060089825185248, -0.09663363375177328, -0.07412464444014781, 0.05060089825185248, 0.021058892307397988]"
5,2026-07-01,TJS,0,0,False,,,[]
5,2026-07-01,UZS,28,0,False,,,[]
5,2026-07-01,KGS,127,2,False,,,[]
5,2026-07-01,AMD,753,36,True,2026-06-26,-1.0856350377576232,"[0.41322612608827475, 0.6646596933451303, 0.19605316519861796, 0.1985450623453521, 0.11325463824311775, 0.020496289571921116, -0.30630733698326124, -0.04003826233017719, -0.012405365540092032, 0.007640541119492604, -0.04003826233017719, 0.042634267945352175]"
5,2026-07-01,KZT,812,35,True,2026-06-26,-1.2752580684909114,"[0.3478306571798221, 0.5282460724886134, 0.19939780718005634, 0.2829346297610154, 0.08817035872866923, 0.07031863310707097, -0.23015072625168342, 0.07707285878151246, -0.060339280824148175, -0.029773631917534037, 0.07707285878151246, 0.014310182449533566]"
5,2026-10-01,TJS,0,0,False,,,[]
5,2026-10-01,UZS,28,0,False,,,[]
5,2026-10-01,KGS,130,0,False,,,[]
5,2026-10-01,AMD,790,0,True,2026-09-02,-1.0399893718482658,"[0.4476603308888699, 0.6814058389139128, 0.20867922592934976, 0.19403162561481913, 0.10193922124569026, -0.0004193589260421703, -0.27631532472485076, -0.03385664262857075, -0.0017860115936244657, 0.014106959798922205, -0.03385664262857075, 0.03288496603724917]"
5,2026-10-01,KZT,848,0,True,2026-09-02,-1.1592182917028826,"[0.3692538011656778, 0.5215103478549977, 0.19219037804150266, 0.29553686998990875, 0.06530741885532297, 0.11158438318938392, -0.19121399917916296, 0.03493933485965697, -0.04465984939065667, -0.06865935718329857, 0.03493933485965697, 0.004437130790386336]"
10,2023-01-01,TJS,0,0,False,,,[]
10,2023-01-01,UZS,0,7,False,,,[]
10,2023-01-01,KGS,0,0,False,,,[]
10,2023-01-01,AMD,90,42,False,,,[]
10,2023-01-01,KZT,150,44,True,2022-12-29,-1.9393409554566283,"[0.3015445758173649, 0.31023417024020344, 0.27068779772233903, 0.30231915596605446, 0.09028582505320483, 0.08673455148018382, -0.28101302389310284, 0.0644135899528551, -0.047175752230344224, 0.017823385395075247, 0.0644135899528551, 0.03895045129824917]"
10,2023-04-01,TJS,0,0,False,,,[]
10,2023-04-01,UZS,7,9,False,,,[]
10,2023-04-01,KGS,0,35,False,,,[]
10,2023-04-01,AMD,131,47,False,,,[]
10,2023-04-01,KZT,193,48,True,2023-03-29,-1.600993231092013,"[0.26152283354149874, 0.3154806718847452, 0.2839753630219508, 0.3111860236011247, 0.10119517046509174, 0.10186897315171461, -0.35871718526698604, 0.07893711001272923, -0.04969278730707919, 0.017689417515451767, 0.07893711001272923, 0.284630542037955]"
10,2023-07-01,TJS,0,0,False,,,[]
10,2023-07-01,UZS,13,5,False,,,[]
10,2023-07-01,KGS,26,27,False,,,[]
10,2023-07-01,AMD,178,50,True,2023-06-28,-0.7149387230607003,"[0.3341849488688168, 0.47456015653073313, 0.008989813951525026, -0.015487978314925883, 0.013435227161578767, -0.05181756190842009, -0.14758900732528288, -0.03495635243289279, -0.024155118357582005, 0.03249992881574663, -0.03495635243289279, 0.12403032307369641]"
10,2023-07-01,KZT,241,52,True,2023-06-28,-1.522163458607208,"[0.24624144811091764, 0.4067393746075227, 0.3126377899418664, 0.3469197698823187, 0.13197456434091534, 0.10352791567347645, -0.41300876546431237, 0.08635231841848534, -0.049012784615665286, 0.017608200239258825, 0.08635231841848534, 0.22032221943221972]"
10,2023-10-01,TJS,0,0,False,,,[]
10,2023-10-01,UZS,20,1,False,,,[]
10,2023-10-01,KGS,60,17,False,,,[]
10,2023-10-01,AMD,229,50,True,2023-09-28,-0.717789287309627,"[0.34162249827644947, 0.5268250959752515, 0.03281126471087974, 0.005891753470934235, 0.018695615102591268, -0.05194215613939522, -0.16820121118446302, -0.0365090111464476, -0.014572912722568117, 0.0049362412591998995, -0.0365090111464476, -0.06149048182448925]"
10,2023-10-01,KZT,294,51,True,2023-09-28,-1.5314864854465187,"[0.23276489153305277, 0.4216783953007875, 0.35705900966804677, 0.3983393593263041, 0.12157048110175105, 0.1331264507292472, -0.40981565252665353, 0.0846161962735688, -0.04494691630924743, 0.016378070691087095, 0.0846161962735688, 0.1582481717042732]"
10,2024-01-01,TJS,0,0,False,,,[]
10,2024-01-01,UZS,22,2,False,,,[]
10,2024-01-01,KGS,74,20,False,,,[]
10,2024-01-01,AMD,280,45,True,2023-12-29,-0.9976178698588766,"[0.341768911243971, 0.5545346627025882, 0.09955853436067726, 0.05723699639088835, 0.02440816074443484, -0.06328549904419849, -0.1776585614950168, -0.01636239590694994, -0.00558779297297209, -0.009762078039175448, -0.01636239590694994, -0.17601346943132287]"
10,2024-01-01,KZT,346,45,True,2023-12-29,-1.6332137433736376,"[0.23392830095405198, 0.415458852127801, 0.37704934359877906, 0.38918142446273457, 0.12049806292116007, 0.11491135136145879, -0.40493734431037887, 0.0775099573821312, -0.041331474114731814, 0.015029260878914964, 0.0775099573821312, 0.04802705778618928]"
10,2024-04-01,TJS,0,0,False,,,[]
10,2024-04-01,UZS,24,3,False,,,[]
10,2024-04-01,KGS,98,6,False,,,[]
10,2024-04-01,AMD,325,46,True,2024-03-29,-0.971079430206284,"[0.337252980645685, 0.6001076425687865, 0.11133549051319595, 0.06040921120236001, 0.02035520588202848, -0.0640202167906404, -0.20017284129640223, 0.01564367335647372, -0.0028310879309386746, -0.03672558996369589, 0.01564367335647372, -0.08256228263277895]"
10,2024-04-01,KZT,391,46,True,2024-03-29,-1.5860565268292508,"[0.218391335648806, 0.468179431300792, 0.37681599547171835, 0.38723620390027, 0.14133749375109728, 0.115036126945717, -0.42641228461651215, 0.03796505216919808, -0.04342677572633283, 0.015528935574374101, 0.03796505216919808, 0.08519503861570908]"
10,2024-07-01,TJS,0,0,False,,,[]
10,2024-07-01,UZS,27,0,False,,,[]
10,2024-07-01,KGS,103,6,False,,,[]
10,2024-07-01,AMD,371,51,True,2024-06-28,-1.1043098414219776,"[0.3432837356266242, 0.6046306783312293, 0.11921861613815368, 0.09038729948768545, 0.04569319528167851, -0.07011172329722036, -0.17847006502571514, -0.0018694392799807468, -0.018135496563346135, -0.0581489225268964, -0.0018694392799807468, -0.06136899508097464]"
10,2024-07-01,KZT,437,52,True,2024-06-28,-1.6136965347759544,"[0.21095977754865844, 0.4396902280318123, 0.3689413914136728, 0.3843190588755723, 0.11576477299187098, 0.11665675035261426, -0.42313027982509793, 0.04941729190887022, -0.06343917766943019, 0.02414216110916376, 0.04941729190887022, -0.017375783418734782]"
10,2024-10-01,TJS,0,0,False,,,[]
10,2024-10-01,UZS,27,0,False,,,[]
10,2024-10-01,KGS,111,4,False,,,[]
10,2024-10-01,AMD,422,53,True,2024-09-27,-1.129900677904288,"[0.33598314113938305, 0.5713968071715836, 0.11467673229438367, 0.11712194871364535, 0.032610431689885845, -0.051328762759383965, -0.17196620614044286, -0.0006626133181050928, -0.02981998310677275, -0.00518380377402659, -0.0006626133181050928, -0.04655778766519492]"
10,2024-10-01,KZT,489,52,True,2024-09-27,-1.6414098047992172,"[0.19147368622057637, 0.44646113561336054, 0.33959756575175426, 0.39967606862022953, 0.11677385793976572, 0.14165840270935853, -0.4247986183818715, 0.043436659106105745, -0.06273889137108714, 0.026495871179138243, 0.043436659106105745, -0.035376851054881954]"
10,2025-01-01,TJS,0,0,False,,,[]
10,2025-01-01,UZS,27,0,False,,,[]
10,2025-01-01,KGS,115,6,False,,,[]
10,2025-01-01,AMD,475,44,True,2024-12-29,-1.0725349390429473,"[0.3069392760983992, 0.6101239839765311, 0.142170282578814, 0.1530081375020409, 0.04755241903882249, 0.021510755624759136, -0.2952401463459437, -0.03481419999727496, -0.02472089132572609, -0.009393280846389216, -0.03481419999727496, -0.048141123435723875]"
10,2025-01-01,KZT,542,44,True,2024-12-29,-1.6454040138229702,"[0.16718186040004748, 0.49123465294590724, 0.3491347459872121, 0.39845773029101983, 0.15433638088867996, 0.09318454029613012, -0.4487003557527834, 0.04465353002640659, 0.01284038131096647, 0.009056930203023277, 0.04465353002640659, -0.004707833094496694]"
10,2025-04-01,TJS,0,0,False,,,[]
10,2025-04-01,UZS,27,0,False,,,[]
10,2025-04-01,KGS,120,1,False,,,[]
10,2025-04-01,AMD,519,45,True,2025-03-28,-1.219495307474664,"[0.3236850116738925, 0.5983436483312016, 0.16737873601896208, 0.18867981615600554, 0.057941444404844535, 0.04019413844432812, -0.30280088689628465, -0.013457656185466581, -0.028275712213538792, 0.018134735702295242, -0.013457656185466581, -0.013528092815982752]"
10,2025-04-01,KZT,586,47,True,2025-03-28,-1.7074275963479197,"[0.17361105353610293, 0.45482875909236975, 0.33549212163448244, 0.39989214808600815, 0.15263773851994453, 0.11291609251107228, -0.411084631650099, 0.09387981884267371, -0.021697351667894414, 0.07111411098496728, 0.09387981884267371, 0.00490257094090608]"
10,2025-07-01,TJS,0,0,False,,,[]
10,2025-07-01,UZS,27,0,False,,,[]
10,2025-07-01,KGS,122,1,False,,,[]
10,2025-07-01,AMD,565,49,True,2025-06-27,-1.3198494820758662,"[0.32222722960947825, 0.5821521390341834, 0.18531851390331502, 0.1934681514239528, 0.0761178781965343, 0.037108152499498705, -0.29467345397460437, 0.00826115394205366, -0.02147983209760719, 0.042976051263442144, 0.00826115394205366, 0.006894330218596156]"
10,2025-07-01,KZT,632,52,True,2025-06-27,-1.774675406634109,"[0.2186078589287679, 0.4703616302100625, 0.3149037500259145, 0.3669315093084376, 0.11197091592396594, 0.0750517564189752, -0.36795945144531256, 0.18309626903499537, -0.07854663865832084, 0.14050842992068807, 0.18309626903499537, 0.012723222797257804]"
10,2025-10-01,TJS,0,0,False,,,[]
10,2025-10-01,UZS,27,0,False,,,[]
10,2025-10-01,KGS,123,0,False,,,[]
10,2025-10-01,AMD,613,51,True,2025-09-26,-1.2395249279865934,"[0.2915711104012625, 0.5954385697042784, 0.14876495912560983, 0.17085723742939546, 0.04901655687717372, 0.06502376018372537, -0.2959193027187788, -0.021136883552434767, -0.0005462578778340492, 0.012349074953960587, -0.021136883552434767, -0.012570737708500796]"
10,2025-10-01,KZT,683,48,True,2025-09-26,-1.6968453875674685,"[0.21840559070326207, 0.4685337982967945, 0.27823893392749544, 0.2960818590055048, 0.11796908431163647, 0.04793093524786417, -0.31360709691511396, 0.11322534498809743, -0.14896565846818247, -0.01956016170055995, 0.11322534498809743, 0.02882092160043347]"
10,2026-01-01,TJS,0,0,False,,,[]
10,2026-01-01,UZS,27,1,False,,,[]
10,2026-01-01,KGS,123,3,False,,,[]
10,2026-01-01,AMD,663,41,True,2025-12-26,-1.335482397806296,"[0.30515853272126175, 0.6005246143087127, 0.1471974087829691, 0.16799202777026803, 0.06482604305308835, 0.06183704189997693, -0.29278022630781353, 0.0010274152503651941, -0.0062677527272389615, 0.03013107214656087, 0.0010274152503651941, 0.002774849263216745]"
10,2026-01-01,KZT,731,37,True,2025-12-26,-1.6954258385350087,"[0.2741434665405563, 0.4949841946097969, 0.21348299259464068, 0.2519540682493014, 0.07304201573975949, 0.04774662244781821, -0.2841327387976134, 0.07115725044365924, -0.10859642058268092, -0.037174704147922455, 0.07115725044365924, 0.02998086640827181]"
10,2026-04-01,TJS,0,0,False,,,[]
10,2026-04-01,UZS,28,0,False,,,[]
10,2026-04-01,KGS,125,2,False,,,[]
10,2026-04-01,AMD,704,45,True,2026-03-27,-1.3386561278711995,"[0.31610173678634523, 0.6052007556422282, 0.1415401008978993, 0.15907892685191619, 0.07096522337155721, 0.057527054899096375, -0.2798112907401044, 0.003791390075977774, 0.046865129820107494, 0.010830543400057051, 0.003791390075977774, 0.00560545253325158]"
10,2026-04-01,KZT,771,40,True,2026-03-27,-1.6561679949395207,"[0.2772600276688379, 0.4887002001929528, 0.18611494933037961, 0.2529482625828312, 0.06501330084390956, 0.06641645475144052, -0.27170154198092433, 0.03525322134421873, -0.13275468588250444, -0.060456981574356014, 0.03525322134421873, 0.02232413080009551]"
10,2026-07-01,TJS,0,0,False,,,[]
10,2026-07-01,UZS,28,0,False,,,[]
10,2026-07-01,KGS,127,2,False,,,[]
10,2026-07-01,AMD,750,36,True,2026-06-26,-1.4145841787082247,"[0.29800058808858804, 0.6061023006689683, 0.15029360339030312, 0.167309722608145, 0.0902350744317107, 0.0426929086317911, -0.27638724879843674, 0.00017078687808224805, 0.00432349464445623, 0.008111781846358647, 0.00017078687808224805, 0.02224843254754547]"
10,2026-07-01,KZT,808,35,True,2026-06-26,-1.6847741266959115,"[0.2695760347373355, 0.49024533359931965, 0.1762547534758208, 0.23064836593370486, 0.06098844871084944, 0.05639925239577582, -0.2542333704940506, 0.06759320759144831, -0.09172213176267147, -0.018959404617801556, 0.06759320759144831, 0.025054926844234757]"
10,2026-10-01,TJS,0,0,False,,,[]
10,2026-10-01,UZS,28,0,False,,,[]
10,2026-10-01,KGS,130,0,False,,,[]
10,2026-10-01,AMD,786,0,True,2026-09-02,-1.3264521868250045,"[0.3344654957911391, 0.6103471282513541, 0.1702916190656117, 0.17968021578386506, 0.0741302484933175, 0.030770436337001546, -0.26138921118154235, -0.014528560462275894, -0.018802815399260212, 0.004688446790085886, -0.014528560462275894, 0.008280608872415891]"
10,2026-10-01,KZT,845,0,True,2026-09-02,-1.5044035797619326,"[0.29840664031254427, 0.5009718115939652, 0.16520686992566935, 0.23878651581810265, 0.020287971525239677, 0.0772349727546121, -0.20781893608237006, 0.009780409012803512, -0.03325064628269305, -0.08656000594015684, 0.009780409012803512, 0.005305445015415587]"
20,2023-01-01,TJS,0,0,False,,,[]
20,2023-01-01,UZS,0,7,False,,,[]
20,2023-01-01,KGS,0,0,False,,,[]
20,2023-01-01,AMD,82,42,False,,,[]
20,2023-01-01,KZT,142,44,False,,,[]
20,2023-04-01,TJS,0,0,False,,,[]
20,2023-04-01,UZS,6,9,False,,,[]
20,2023-04-01,KGS,0,35,False,,,[]
20,2023-04-01,AMD,125,47,False,,,[]
20,2023-04-01,KZT,186,48,True,2023-03-29,-1.8828835412315639,"[0.23210870202771822, 0.377811099818193, 0.18115285421542635, 0.2119034563801728, -0.033960166140881515, 0.06402397435524611, -0.29105240103658725, 0.1018303536894182, -0.043396124436463374, 0.016076180601621845, 0.1018303536894182, 0.35567859164156146]"
20,2023-07-01,TJS,0,0,False,,,[]
20,2023-07-01,UZS,13,5,False,,,[]
20,2023-07-01,KGS,22,27,False,,,[]
20,2023-07-01,AMD,170,50,True,2023-06-28,-1.063518747249431,"[0.3134194875372303, 0.41860440224911444, -0.06969352788572301, -0.06759194489165159, -0.0839349579687268, -0.028924406232593854, -0.14258754857161474, -0.04194782171846502, 0.020720865302788306, 0.00845343234460061, -0.04194782171846502, 0.11816218249939793]"
20,2023-07-01,KZT,233,52,True,2023-06-28,-1.816429053215876,"[0.21245606771397596, 0.4337859409215549, 0.2120530322076071, 0.23866986799933604, 0.03322686305199041, 0.05031579773285411, -0.34488375366076474, 0.11246645352438724, -0.04165179862012791, 0.015120289869849264, 0.11246645352438724, 0.29443779632808503]"
20,2023-10-01,TJS,0,0,False,,,[]
20,2023-10-01,UZS,18,1,False,,,[]
20,2023-10-01,KGS,58,17,False,,,[]
20,2023-10-01,AMD,222,50,True,2023-09-28,-0.890726761354979,"[0.31314927836617085, 0.5129048552621301, -0.05065685220522169, -0.05352183554188765, -0.08800962253473577, -0.026244510373034102, -0.17258059139621582, -0.032014557003980273, 0.03962693119916743, -0.02261242118025416, -0.032014557003980273, -0.012384484041788312]"
20,2023-10-01,KZT,286,51,True,2023-09-28,-1.7918685519212139,"[0.18972728690792218, 0.4715799706701605, 0.27188605190791765, 0.2921825573789102, 0.0037036094389509364, 0.06243668273799398, -0.3433834216158379, 0.10609289754171387, -0.03942242787955188, 0.014340078513113298, 0.10609289754171387, 0.1796906658362838]"
20,2024-01-01,TJS,0,0,False,,,[]
20,2024-01-01,UZS,22,2,False,,,[]
20,2024-01-01,KGS,71,20,False,,,[]
20,2024-01-01,AMD,272,45,True,2023-12-29,-1.1764484459613989,"[0.32648841343503415, 0.5255182954133042, 0.005246977927039881, -0.012226395302534346, -0.05644512241972141, -0.025756800665836032, -0.18185723946886073, -0.03853824048307852, -0.0011160597520583557, -0.01701665641459026, -0.03853824048307852, -0.08147716510892904]"
20,2024-01-01,KZT,338,45,True,2023-12-29,-1.9394203510217538,"[0.19121501694317958, 0.46852994242085744, 0.3052527586977331, 0.3044548540768341, 0.010092306359094269, 0.04753682068811508, -0.3284514656198025, 0.09059849735034468, -0.03449074602257184, 0.012409844430765088, 0.09059849735034468, 0.11230005338283884]"
20,2024-04-01,TJS,0,0,False,,,[]
20,2024-04-01,UZS,24,3,False,,,[]
20,2024-04-01,KGS,94,6,False,,,[]
20,2024-04-01,AMD,317,46,True,2024-03-29,-1.2991365127994954,"[0.33886274764565155, 0.5580711740149771, 0.02425093545860283, -0.005097348928523706, -0.036632646739241416, -0.03826522552840138, -0.17537962262418505, -0.038791927595544756, 0.017028022716053685, -0.04773873861505909, -0.038791927595544756, -0.08166982375026752]"
20,2024-04-01,KZT,383,46,True,2024-03-29,-1.9239099984138421,"[0.1788673601390785, 0.48636592068371837, 0.30825839996672305, 0.2980794636907739, 0.04077842873811606, 0.051420214289229334, -0.35185933616508425, 0.0544171858010758, -0.03588450101536432, 0.012824643869237609, 0.0544171858010758, 0.05918909749702826]"
20,2024-07-01,TJS,0,0,False,,,[]
20,2024-07-01,UZS,27,0,False,,,[]
20,2024-07-01,KGS,101,6,False,,,[]
20,2024-07-01,AMD,364,51,True,2024-06-28,-1.3213186113536635,"[0.321183713397012, 0.5633163881137516, 0.053695962120189795, 0.024044917619786582, -0.002192418926764172, -0.046734372370380334, -0.1744576163562919, -0.003696939198686743, -0.009971056022998217, -0.054222304544206394, -0.003696939198686743, -0.050640206727239]"
20,2024-07-01,KZT,430,52,True,2024-06-28,-1.907859712597105,"[0.1567689608980527, 0.4477633917374655, 0.32035983922746825, 0.3229359652843989, 0.051416815153014536, 0.0647091480256937, -0.3433034204376893, 0.0589218787929559, -0.05002649939913016, 0.018847615129715584, 0.0589218787929559, 0.056412873656242125]"
20,2024-10-01,TJS,0,0,False,,,[]
20,2024-10-01,UZS,27,0,False,,,[]
20,2024-10-01,KGS,110,4,False,,,[]
20,2024-10-01,AMD,414,53,True,2024-09-27,-1.4218297899289407,"[0.3195213350513055, 0.5224117398614814, 0.05151981335389307, 0.04217201331608816, -0.003939426428960634, -0.021993056620870803, -0.1678724538640393, -0.010713909436226418, -0.0006020858149962075, -0.05251066418982343, -0.010713909436226418, -0.009857236558409215]"
20,2024-10-01,KZT,481,52,True,2024-09-27,-1.98426106771623,"[0.14144639446921856, 0.4170877656107909, 0.2768318475035114, 0.33025997165606746, 0.05956487761790782, 0.10216448545235536, -0.3597841996324417, 0.05040006778143134, -0.05176728026198177, 0.02207968674993292, 0.05040006778143134, -0.09535799044535904]"
20,2025-01-01,TJS,0,0,False,,,[]
20,2025-01-01,UZS,27,0,False,,,[]
20,2025-01-01,KGS,114,6,False,,,[]
20,2025-01-01,AMD,467,44,True,2024-12-29,-1.353613800579801,"[0.3043248152944408, 0.5385481288893949, 0.09754294779649754, 0.07997814989012543, 0.00711100872276741, 0.012867219423668532, -0.23564789109219653, -0.033692292000647314, -0.0036424950244292385, -0.06090723084531115, -0.033692292000647314, -0.03468757246626811]"
20,2025-01-01,KZT,534,44,True,2024-12-29,-1.9375260258625169,"[0.14330255061950317, 0.47065334690741273, 0.2789760595439854, 0.3390150370871813, 0.0677424975376151, 0.05908119463525387, -0.3610120432890839, 0.05333781821347348, -0.10905243866445327, 0.06401214153603914, 0.05333781821347348, 0.03302388868431621]"
20,2025-04-01,TJS,0,0,False,,,[]
20,2025-04-01,UZS,27,0,False,,,[]
20,2025-04-01,KGS,119,1,False,,,[]
20,2025-04-01,AMD,511,45,True,2025-03-28,-1.5329999422799745,"[0.3131169012766786, 0.522507254319177, 0.11005061066168403, 0.10122679907951483, 0.03233416151102514, 0.013022502391328494, -0.24701648962192238, -0.017214543333950887, 0.02153509658311006, -0.044005870034925405, -0.017214543333950887, 0.012750647384906397]"
20,2025-04-01,KZT,578,47,True,2025-03-28,-2.1030592120726403,"[0.16934730335468112, 0.45495697608034763, 0.2249919235861203, 0.3103599374603647, 0.03840664070261192, 0.07151160367199011, -0.3305675877229396, 0.20242130499305028, -0.10011204395721145, 0.07743215163106798, 0.20242130499305028, 0.06253405562677153]"
20,2025-07-01,TJS,0,0,False,,,[]
20,2025-07-01,UZS,27,0,False,,,[]
20,2025-07-01,KGS,122,1,False,,,[]
20,2025-07-01,AMD,558,49,True,2025-06-28,-1.6871740272013094,"[0.31200023854223213, 0.513045620823442, 0.12458672201657306, 0.12261998997062235, 0.05103056028077108, 0.013906259446453273, -0.24043712692736205, 0.011494954209935024, 0.02516772052422295, -0.01685371687953181, 0.011494954209935024, 0.04822275471586034]"
20,2025-07-01,KZT,625,52,True,2025-06-28,-2.2070357590277347,"[0.19570795242157019, 0.45838310805519505, 0.20608413956523478, 0.26984621251793317, 0.03239705019876843, 0.06296435799238448, -0.2999525736533528, 0.2398057069112184, -0.17631514728466346, 0.1554834479150743, 0.2398057069112184, 0.06200818989040188]"
20,2025-10-01,TJS,0,0,False,,,[]
20,2025-10-01,UZS,27,0,False,,,[]
