candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity,min_train_date
hold_1630,3,2025-10-01,4440,1635,0.36638665704033263,325,False,-0.6536490807996268,"[0.6485081855589905, 0.041693254818887714, -0.1360299318347855, -0.11088931450164895, -0.08065387437632114, -0.35053479443199065]",2025-09-27,2022-02-24
hold_1630,3,2026-01-01,4760,1711,0.3514490165427775,270,False,-0.7405870108473638,"[0.6873255994006653, 0.018750773223407534, -0.15426935731413094, -0.14095870721776832, -0.10342139746754787, -0.3401816519705449]",2025-12-27,2022-02-24
hold_1630,3,2026-04-01,5035,1810,0.3525645253473389,310,False,-0.7603732222078822,"[0.7174650216599742, -0.02656577338541144, -0.1451755801565327, -0.15369789785670268, -0.10915711718168422, -0.3044174886292501]",2026-03-28,2022-02-24
hold_1630,3,2026-07-01,5345,1907,0.34882908764886855,230,False,-0.7684853920659931,"[0.7375395643769161, -0.02342293299731401, -0.13157233796474263, -0.15834296922465202, -0.10816807195895285, -0.3259639424639013]",2026-06-27,2022-02-24
hold_1630,5,2023-01-01,1040,267,0.2662313340247289,280,False,-1.298470729197307,"[0.36100247922437556, 0.20746331120634326, -0.09675107031290167, -0.12026573459207911, 0.12937739718532693, -0.12151028379287641]",2022-12-29,2022-02-24
hold_1630,5,2023-04-01,1320,383,0.3023538277024583,305,False,-1.1076953681487405,"[0.39559181493111367, 0.07768712757872018, -0.02602709630447668, -0.18354581466998537, 0.17639286720921943, -0.044294359993966775]",2023-03-29,2022-02-24
hold_1630,5,2023-07-01,1625,502,0.3219636747800098,330,False,-1.029241164705198,"[0.46105673159646227, 0.0821058599020124, -0.05265546127562858, -0.1350754542442097, 0.17649835832941094, -0.0667003511322605]",2023-06-28,2022-02-24
hold_1630,5,2023-10-01,1955,652,0.3491852990107693,320,False,-0.7642067909849256,"[0.513320779872128, -0.08237226984074775, -0.18760916948560194, -0.23463208949848757, 0.023843052515121355, -0.24836967521339592]",2023-09-28,2022-02-24
hold_1630,5,2024-01-01,2280,740,0.3348393532331436,285,False,-0.9801871678017022,"[0.5775558464747182, 0.09040940380163101, -0.01113953450601795, -0.021608759177366543, 0.0529279368316907, -0.09276541062912348]",2023-12-29,2022-02-24
hold_1630,5,2024-04-01,2565,838,0.3365952870317067,300,False,-0.8158689646813975,"[0.6269401764654244, -0.060796522556335136, -0.14914082213343968, -0.17280350881418913, -0.07905530304089843, -0.3212186385782296]",2024-03-29,2022-02-24
hold_1630,5,2024-07-01,2865,888,0.3113562740285758,325,False,-0.858872568495327,"[0.5457959075539555, -0.08252597694777306, -0.19780781620673177, -0.15246061640632874, -0.09937035306055383, -0.2944096871387921]",2024-06-28,2022-02-24
hold_1630,5,2024-10-01,3195,1015,0.3226566322160175,330,False,-0.8104566685109363,"[0.505569992120433, -0.09255028631598376, -0.21281789414812408, -0.058119257803798285, -0.10652287873424902, -0.3169144282804843]",2024-09-28,2022-02-24
hold_1630,5,2025-01-01,3525,1145,0.3323540130096307,285,False,-0.7827107587842308,"[0.5156900041902793, -0.06324712419266712, -0.16539678954459971, -0.07735999659677878, -0.08633332193150806, -0.36826632238435303]",2024-12-29,2022-02-24
hold_1630,5,2025-04-01,3810,1194,0.3134812293120358,295,False,-0.8383711079174322,"[0.5265466194418138, -0.06757052018583509, -0.17201413034861868, -0.11346513337423014, -0.08845983575995944, -0.3700452220571288]",2025-03-29,2022-02-24
hold_1630,5,2025-07-01,4105,1240,0.295256238063751,330,False,-0.8996964719457952,"[0.5195479784210795, 0.0167162827692331, -0.20634698862450943, -0.17694393691919758, -0.14269718325174263, -0.3651166610830988]",2025-06-28,2022-02-24
hold_1630,5,2025-10-01,4430,1364,0.30610088358162363,325,False,-1.0380336010599869,"[0.5254570938209747, 0.21508264011255027, -0.052160193637409966, 0.023061271825842156, 0.051450129410965155, -0.23582320678502908]",2025-09-27,2022-02-24
hold_1630,5,2026-01-01,4750,1427,0.2934476441555623,270,False,-0.9523497570328794,"[0.5689638424369323, 0.017092159622269454, -0.24164884830520497, -0.17154703906458948, -0.1452368856154832, -0.38656035953949675]",2025-12-27,2022-02-24
hold_1630,5,2026-04-01,5025,1508,0.29392179819870123,310,False,-0.9705751256037014,"[0.5864490886480135, -0.037161102149621275, -0.22191784905781767, -0.18962697290323635, -0.15527042967533025, -0.3430867872694348]",2026-03-28,2022-02-24
hold_1630,5,2026-07-01,5335,1577,0.2867298644984332,230,False,-0.989702849421163,"[0.5946006859493025, -0.04194314074052905, -0.20039051739233302, -0.20067147262213464, -0.159356015340656, -0.3631304033885543]",2026-06-27,2022-02-24
hold_1630,10,2023-01-01,1015,193,0.19856330596125987,280,False,-1.690985532211538,"[0.34424887276913446, 0.08438984407186553, -0.0824872203110957, -0.11478032819942345, 0.21493360404937473, -0.09405919438853316]",2022-12-29,2022-02-24
hold_1630,10,2023-04-01,1295,302,0.24575627022802324,305,False,-1.3864484918073694,"[0.35356433766560985, -0.0411953172302316, 0.005195140074840668, -0.14692715431536413, 0.24639985489415295, -0.055359995335118775]",2023-03-29,2022-02-24
hold_1630,10,2023-07-01,1600,421,0.27873964249736455,330,False,-1.226918280920369,"[0.4110025514273218, -0.005328666819068769, 0.009442654643751991, -0.10145279418452915, 0.20538097334178151, -0.0976888114953791]",2023-06-28,2022-02-24
hold_1630,10,2023-10-01,1930,532,0.2904968424097967,320,False,-1.168072101528481,"[0.44359079691215747, -0.0248241650694509, -0.01351595997611312, -0.048054173600658744, 0.20554493122690468, -0.11848833434170818]",2023-09-28,2022-02-24
hold_1630,10,2024-01-01,2255,571,0.2590732527351714,285,False,-1.328332139957392,"[0.4929345200477876, -0.02111065605216006, -0.010102450743184579, -0.007220907192105909, 0.13554526936316127, -0.10019782501159885]",2023-12-29,2022-02-24
hold_1630,10,2024-04-01,2540,653,0.2637593970262289,300,False,-1.3131130113814873,"[0.5317114863833144, -0.006453089407096381, 0.0021665222901039553, -0.010145906437229072, 0.12623448454509686, -0.10790578068167311]",2024-03-29,2022-02-24
hold_1630,10,2024-07-01,2840,695,0.245080425645801,325,False,-1.402626044591703,"[0.5494964199279112, -0.007960305926155094, -0.02959714342672034, 0.0034018981144717797, 0.13750502479815535, -0.08571986990942312]",2024-06-28,2022-02-24
hold_1630,10,2024-10-01,3170,782,0.24820601012059723,330,False,-1.326689777509109,"[0.43294082585366556, -0.0004688807452766612, -0.059308841653652286, 0.072967792439866, 0.118751934848772, -0.1321185350120052]",2024-09-28,2022-02-24
hold_1630,10,2025-01-01,3500,904,0.2649208829988863,285,False,-1.0441986836417907,"[0.4307849819215877, -0.1449505271152121, -0.21704201995859862, -0.14402330863239945, -0.07014289838190566, -0.4308472400814933]",2024-12-29,2022-02-24
hold_1630,10,2025-04-01,3785,918,0.2395493825296245,295,False,-1.3642543871060087,"[0.4441126616869434, 0.0418429707261649, -0.027132844369895135, 0.04271636538223311, 0.12197580059361215, -0.1894330166831218]",2025-03-29,2022-02-24
hold_1630,10,2025-07-01,4080,951,0.22459234018571952,330,False,-1.4518050665602398,"[0.4511952523996679, 0.1549287569735929, -0.05592953746775424, -0.0035855627534341107, 0.10958726542901397, -0.20909309827636952]",2025-06-28,2022-02-24
hold_1630,10,2025-10-01,4405,1049,0.23432170696851534,325,False,-1.401901337048084,"[0.4516972403112614, 0.20054171161307582, -0.08809956446270203, 0.027605234326533407, 0.11076904806343689, -0.25959396988487216]",2025-09-27,2022-02-24
hold_1630,10,2026-01-01,4725,1090,0.22207844918794592,270,False,-1.5116422897485444,"[0.49135107731309646, 0.18504837206931235, -0.07103605895142753, 0.013888240446709783, 0.09154754255760397, -0.21279835588374435]",2025-12-27,2022-02-24
hold_1630,10,2026-04-01,5000,1154,0.22367733162132064,310,False,-1.2745511377377376,"[0.5148296569646125, -0.11269462362347138, -0.2876841660461147, -0.25865152321648605, -0.17580084335591867, -0.40085956963187375]",2026-03-28,2022-02-24
hold_1630,10,2026-07-01,5310,1191,0.2126969339877477,230,False,-1.3149017020497609,"[0.498359818666422, -0.12428683892311235, -0.28466432873258674, -0.2572829856081662, -0.1812905105550332, -0.4275902885710332]",2026-06-27,2022-02-24
hold_1630,20,2023-01-01,965,113,0.12245573646407851,280,False,-2.1828655485271344,"[0.2512461455031563, 0.24964627509809978, -0.13020291343821686, 0.03967556311528017, 0.08274007438218427, -0.2491725434522522]",2022-12-29,2022-02-24
hold_1630,20,2023-04-01,1245,243,0.20986005502683153,305,False,-1.515594093378084,"[0.2684674023816466, -0.01427038595254067, 0.023201495878850346, -0.06725158686855966, 0.179156297967907, -0.11942142527976139]",2023-03-29,2022-02-24
hold_1630,20,2023-07-01,1550,327,0.22531130055789078,330,False,-1.4402505000622476,"[0.31467001486378127, 0.01648529110942405, 0.001235381520100966, -0.07032941103780516, 0.1584849507257599, -0.10374375395485362]",2023-06-28,2022-02-24
hold_1630,20,2023-10-01,1880,440,0.24987201194600997,320,False,-1.3158030641154401,"[0.3483725914830244, 0.02364380754441426, -0.14134691710202824, 0.051829060642008, 0.25109607965886266, -0.1841127254696045]",2023-09-28,2022-02-24
hold_1630,20,2024-01-01,2205,462,0.21588882116776972,285,False,-1.5338875072056573,"[0.4104893411752347, 0.03613651643967867, -0.11200021013956667, 0.0628060065265757, 0.20766323799475692, -0.17033074655689315]",2023-12-29,2022-02-24
hold_1630,20,2024-04-01,2490,501,0.20397528026675507,300,False,-1.62024156669866,"[0.45852920311942674, 0.023223186178893296, -0.12424048197651882, 0.046489180126683925, 0.16512092827206626, -0.1360481627438759]",2024-03-29,2022-02-24
hold_1630,20,2024-07-01,2790,543,0.1939245119950186,325,False,-1.675543481438103,"[0.4708042469318922, 0.025126436705269456, -0.19940808767634677, 0.06190962819624, 0.2238041587911492, -0.10003948630669107]",2024-06-28,2022-02-24
hold_1630,20,2024-10-01,3120,580,0.18166026057695214,330,False,-1.7037278850018538,"[0.3590854407075364, 0.002043359331448143, -0.1791385410494629, 0.12977086270268556, 0.20907707711849663, -0.14483388911930065]",2024-09-28,2022-02-24
hold_1630,20,2025-01-01,3450,696,0.20514736898914318,285,False,-1.5667763437761133,"[0.3729128870354483, 0.009001650146914618, -0.0666157748558531, 0.1114740595000446, 0.174626825765821, -0.2280234586616255]",2024-12-29,2022-02-24
hold_1630,20,2025-04-01,3735,698,0.1816903836483534,295,False,-1.6997321374646215,"[0.3713044045815252, 0.003062033532652493, -0.07040147234454514, 0.10206798092922557, 0.17583128508659673, -0.21065035233383533]",2025-03-29,2022-02-24
hold_1630,20,2025-07-01,4030,712,0.16599003209182994,330,False,-1.8187963595860546,"[0.38162878373862136, 0.11710195543935924, -0.08927673519179889, 0.07549225506256405, 0.14556690967731983, -0.22729984923312005]",2025-06-28,2022-02-24
hold_1630,20,2025-10-01,4355,778,0.17087415376250914,325,False,-1.7940394121804553,"[0.3943897104908361, 0.1828834478615379, -0.10137097355353833, 0.0974796929952839, 0.14398506033370975, -0.2889614424688993]",2025-09-27,2022-02-24
hold_1630,20,2026-01-01,4675,806,0.16089485485296648,270,False,-1.873771408659456,"[0.3986770763689406, 0.1583869134952495, -0.07760401138392153, 0.06758173077464259, 0.12398197425238205, -0.24297011060652582]",2025-12-27,2022-02-24
hold_1630,20,2026-04-01,4950,843,0.15841294558318542,310,False,-1.8937096274015863,"[0.4083236794074995, 0.09046489295102529, -0.04018124765769813, 0.032003728633763245, 0.10047787755342072, -0.18363425119711344]",2026-03-28,2022-02-24
hold_1630,20,2026-07-01,5260,878,0.15329170456122132,230,False,-1.9318926491710737,"[0.4120273088725649, 0.0968484828188768, -0.03742745145687542, 0.014013156890589866, 0.09145681058359681, -0.17016316808239174]",2026-06-27,2022-02-24
hold_1730,1,2023-01-01,1060,521,0.5001386579556547,280,False,-0.1532454789054221,"[0.48065471569511325, 0.14830394111801234, -0.0982595561633525, -0.0409199881750763, 0.04250153505904255, -0.196490869949241]",2022-12-29,2022-02-24
hold_1730,1,2023-04-01,1340,692,0.5271279726756413,305,False,-0.050478783687276985,"[0.515802840045524, 0.09735621334119975, -0.04507185199303411, -0.04327697946045178, 0.10503002036708857, -0.1621807130685522]",2023-03-29,2022-02-24
hold_1730,1,2023-07-01,1645,866,0.5368781053141253,330,False,-0.015305330681026214,"[0.5803226155968009, 0.08603860970478927, -0.026404645603488174, -0.04382149412152628, 0.09094428451949939, -0.1215708015412429]",2023-06-28,2022-02-24
hold_1730,1,2023-10-01,1975,1070,0.5537010690152834,320,False,0.044337616338120465,"[0.6603053441563459, 0.10252770264343772, -0.040869957917800015, 0.011345388592884453, 0.13974893122691967, -0.1701423083225035]",2023-09-28,2022-02-24
hold_1730,1,2024-01-01,2300,1220,0.5367216198398527,285,False,0.023016573511279618,"[0.7306896952836681, 0.0984102326176361, -0.03819146375654154, 0.005746328721457271, 0.04040657276313146, -0.08433411189009554]",2023-12-29,2022-02-24
hold_1730,1,2024-04-01,2585,1379,0.540081234024251,300,False,0.05235742098576771,"[0.7803725673078353, 0.09445305368762848, -0.009197768270624613, 0.014242734329268938, 0.0442409790011398, -0.0931705583218471]",2024-03-29,2022-02-24
hold_1730,1,2024-07-01,2885,1519,0.5291862141819745,325,False,0.03119946434198975,"[0.8193628553954291, 0.06648328192859762, -0.0506129377075862, 0.010798710731224116, 0.06091790964219685, -0.05740584986793198]",2024-06-28,2022-02-24
hold_1730,1,2024-10-01,3215,1709,0.5362125890750702,330,False,0.025589676848088543,"[0.7639937482484301, 0.04296904425556034, -0.05486922599104598, 0.05729563722166368, 0.07600034342145187, -0.09667212599552796]",2024-09-28,2022-02-24
hold_1730,1,2025-01-01,3545,1895,0.5397306043579462,285,False,0.052217956069746316,"[0.7365995579356487, 0.07472189855789742, -0.020800045076186595, 0.06386930672339342, 0.06820979192250667, -0.13503225826411508]",2024-12-29,2022-02-24
hold_1730,1,2025-04-01,3830,2008,0.5230572782554305,295,False,0.027162458581631996,"[0.7698792564052168, 0.06850468626673127, -0.029680170701208333, 0.03553622956572552, 0.0513129901112185, -0.09917715607504474]",2025-03-29,2022-02-24
hold_1730,1,2025-07-01,4125,2139,0.5141024443810583,330,False,0.005525047436842776,"[0.7856182937530265, 0.14321326522330513, -0.031520280694465795, -0.02935591553959673, 0.02838299628637645, -0.10535324500628664]",2025-06-28,2022-02-24
hold_1730,1,2025-10-01,4450,2335,0.5250827703528255,325,False,0.022383799989319338,"[0.7998597304560332, 0.15585468534222513, -0.025492184418233525, -0.003880462744157093, 0.04633223434034927, -0.15107731218689036]",2025-09-27,2022-02-24
hold_1730,1,2026-01-01,4770,2463,0.5105758396565354,270,False,-0.04799385391524403,"[0.8430393545053659, 0.12099619131139637, -0.03221074124931853, -0.053455032953860435, 0.02230795899816942, -0.10453323142713318]",2025-12-27,2022-02-24
hold_1730,1,2026-04-01,5045,2607,0.5119813835553849,310,False,-0.06625825723468667,"[0.8776999288305722, 0.08869546435810703, -0.03164829838147903, -0.07165980379654997, 0.038103983904516706, -0.08836769986871668]",2026-03-28,2022-02-24
hold_1730,1,2026-07-01,5355,2757,0.5094385047944854,230,False,-0.062182139075207726,"[0.8935969370450269, 0.08036000317121596, 0.0007636979538042058, -0.10433481369649444, 0.033942769934595, -0.07172345295626967]",2026-06-27,2022-02-24
hold_1730,3,2023-01-01,1050,329,0.321842949744062,280,False,-1.0309090862500792,"[0.40621697176063376, 0.09822196335647065, -0.06267428422626065, 0.019206449474188935, 0.08579068387760694, -0.14212077160988734]",2022-12-29,2022-02-24
hold_1730,3,2023-04-01,1330,470,0.3658762849952292,305,False,-0.8167965178982831,"[0.44249745193442663, 0.04667810615118265, -0.049782147825374656, -0.010434722112873631, 0.16419116193358121, -0.152347773358647]",2023-03-29,2022-02-24
hold_1730,3,2023-07-01,1635,605,0.3828920459976094,330,False,-0.6321767603134338,"[0.5123599265494309, -0.06569112563577134, -0.17655797665992914, -0.1289029540698982, 0.026533016578042835, -0.2558368407012384]",2023-06-28,2022-02-24
hold_1730,3,2023-10-01,1965,775,0.41006345821624496,320,False,-0.5420891567328234,"[0.577587196299803, -0.05935903831373786, -0.14827804476132064, -0.07879288365488851, 0.06076157163014516, -0.2919899144342464]",2023-09-28,2022-02-24
hold_1730,3,2024-01-01,2290,882,0.3951129242096612,285,False,-0.5893965632222704,"[0.6503671812077341, -0.05305142207243181, -0.11394434227435954, -0.06916229987356516, -0.04997623570949271, -0.278464553639615]",2023-12-29,2022-02-24
hold_1730,3,2024-04-01,2575,993,0.3946140307465135,300,False,-0.5929282479524441,"[0.7033704138475715, -0.05102270802126066, -0.08890297226277352, -0.07873269781774005, -0.018974910221051085, -0.3318120337395873]",2024-03-29,2022-02-24
hold_1730,3,2024-07-01,2875,1070,0.3741886395881561,325,False,-0.6597740451578323,"[0.7219057320863, -0.06286344996572212, -0.12297427735240175, -0.0743404172264246, -0.04950888053021036, -0.3249210886749157]",2024-06-28,2022-02-24
hold_1730,3,2024-10-01,3205,1211,0.38219312261458716,330,False,-0.6148366413061002,"[0.6350409671156068, -0.08019646945385256, -0.15324391777417282, -0.00952907076479277, -0.05712058503921232, -0.2935775839021268]",2024-09-28,2022-02-24
hold_1730,3,2025-01-01,3535,1355,0.3893186328690728,285,False,-0.5924085512470751,"[0.6424866922567892, -0.045581354702572095, -0.11970430340432688, -0.029009677813873598, -0.048356478410418964, -0.33059655316842207]",2024-12-29,2022-02-24
hold_1730,3,2025-04-01,3820,1420,0.37033589692738,295,False,-0.6354492498193965,"[0.6367386292815171, -0.06106617294509828, -0.13848170927972087, -0.056789587628737405, -0.052790294799986585, -0.3061786230803183]",2025-03-29,2022-02-24
hold_1730,3,2025-07-01,4115,1488,0.35419187417398734,330,False,-0.6765998402831299,"[0.6193410584639745, 0.01203723336699362, -0.13877817871894452, -0.13190978336854187, -0.09653596565677029, -0.3008241885261868]",2025-06-28,2022-02-24
hold_1730,3,2025-10-01,4440,1635,0.36638665704033263,325,False,-0.6536490807996268,"[0.6485081855589905, 0.041693254818887714, -0.1360299318347855, -0.11088931450164895, -0.08065387437632114, -0.35053479443199065]",2025-09-27,2022-02-24
hold_1730,3,2026-01-01,4760,1711,0.3514490165427775,270,False,-0.7405870108473638,"[0.6873255994006653, 0.018750773223407534, -0.15426935731413094, -0.14095870721776832, -0.10342139746754787, -0.3401816519705449]",2025-12-27,2022-02-24
hold_1730,3,2026-04-01,5035,1810,0.3525645253473389,310,False,-0.7603732222078822,"[0.7174650216599742, -0.02656577338541144, -0.1451755801565327, -0.15369789785670268, -0.10915711718168422, -0.3044174886292501]",2026-03-28,2022-02-24
hold_1730,3,2026-07-01,5345,1907,0.34882908764886855,230,False,-0.7684853920659931,"[0.7375395643769161, -0.02342293299731401, -0.13157233796474263, -0.15834296922465202, -0.10816807195895285, -0.3259639424639013]",2026-06-27,2022-02-24
hold_1730,5,2023-01-01,1040,267,0.2662313340247289,280,False,-1.298470729197307,"[0.36100247922437556, 0.20746331120634326, -0.09675107031290167, -0.12026573459207911, 0.12937739718532693, -0.12151028379287641]",2022-12-29,2022-02-24
hold_1730,5,2023-04-01,1320,383,0.3023538277024583,305,False,-1.1076953681487405,"[0.39559181493111367, 0.07768712757872018, -0.02602709630447668, -0.18354581466998537, 0.17639286720921943, -0.044294359993966775]",2023-03-29,2022-02-24
hold_1730,5,2023-07-01,1625,502,0.3219636747800098,330,False,-1.029241164705198,"[0.46105673159646227, 0.0821058599020124, -0.05265546127562858, -0.1350754542442097, 0.17649835832941094, -0.0667003511322605]",2023-06-28,2022-02-24
hold_1730,5,2023-10-01,1955,652,0.3491852990107693,320,False,-0.7642067909849256,"[0.513320779872128, -0.08237226984074775, -0.18760916948560194, -0.23463208949848757, 0.023843052515121355, -0.24836967521339592]",2023-09-28,2022-02-24
hold_1730,5,2024-01-01,2280,740,0.3348393532331436,285,False,-0.9801871678017022,"[0.5775558464747182, 0.09040940380163101, -0.01113953450601795, -0.021608759177366543, 0.0529279368316907, -0.09276541062912348]",2023-12-29,2022-02-24
hold_1730,5,2024-04-01,2565,838,0.3365952870317067,300,False,-0.8158689646813975,"[0.6269401764654244, -0.060796522556335136, -0.14914082213343968, -0.17280350881418913, -0.07905530304089843, -0.3212186385782296]",2024-03-29,2022-02-24
hold_1730,5,2024-07-01,2865,888,0.3113562740285758,325,False,-0.858872568495327,"[0.5457959075539555, -0.08252597694777306, -0.19780781620673177, -0.15246061640632874, -0.09937035306055383, -0.2944096871387921]",2024-06-28,2022-02-24
hold_1730,5,2024-10-01,3195,1015,0.3226566322160175,330,False,-0.8104566685109363,"[0.505569992120433, -0.09255028631598376, -0.21281789414812408, -0.058119257803798285, -0.10652287873424902, -0.3169144282804843]",2024-09-28,2022-02-24
hold_1730,5,2025-01-01,3525,1145,0.3323540130096307,285,False,-0.7827107587842308,"[0.5156900041902793, -0.06324712419266712, -0.16539678954459971, -0.07735999659677878, -0.08633332193150806, -0.36826632238435303]",2024-12-29,2022-02-24
hold_1730,5,2025-04-01,3810,1194,0.3134812293120358,295,False,-0.8383711079174322,"[0.5265466194418138, -0.06757052018583509, -0.17201413034861868, -0.11346513337423014, -0.08845983575995944, -0.3700452220571288]",2025-03-29,2022-02-24
hold_1730,5,2025-07-01,4105,1240,0.295256238063751,330,False,-0.8996964719457952,"[0.5195479784210795, 0.0167162827692331, -0.20634698862450943, -0.17694393691919758, -0.14269718325174263, -0.3651166610830988]",2025-06-28,2022-02-24
