candidate,h,period,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
hold_1730,10,opened_2025_2026,1995,0.2025062656641604,0.25546446115288474,0.7527103928689673,0.31513784210526313,0.778422562557953,0.4456376596736859,0.14030862859806584,0.4379820323040287,0.05565969041417982,0.7610125956027407,0.4268086283050895,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
hold_1730,20,screen_2024,1240,0.18870967741935485,0.28787341129033467,0.8905180103502923,0.3417419314516129,0.725633379211908,0.3318854316627804,0.14285896641985654,0.45280138081284954,0.039377161598121685,0.7193590593192978,0.3357545742793411,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
hold_1730,20,opened_2025_2026,1945,0.15115681233933162,0.2797554755784087,0.8320940697104241,0.3618817455012854,0.7496425584164617,0.3123827435686525,0.12049490791633163,0.39053055791802266,0.036014512614330856,0.7155218235083252,0.27961355091862383,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
update_1630,1,screen_2024,1240,0.5435483870967742,0.18678825806452823,0.558242332809548,0.044451600806451615,0.7970373593650062,0.8091361563131926,0.1860971578023753,0.5515287736773583,0.04019744945941373,0.7944133961057346,0.8083796710146198,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
update_1630,1,opened_2025_2026,2040,0.49950980392156863,0.1699119607843162,0.5045540331065945,0.0433235269607843,0.8284629262427203,0.8268222166499994,0.17197793094091712,0.5133980774235792,0.043879748251608786,0.8258355688538723,0.8280550525529122,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
update_1630,3,screen_2024,1240,0.3919354838709677,0.20115600000001213,0.6020026530308406,0.12141935080645158,0.7896418006571263,0.6756726256911202,0.1868745404818725,0.5498208457669619,0.060506503033418244,0.7857489821091354,0.6762145941518651,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
update_1630,3,opened_2025_2026,2030,0.3315270935960591,0.19842482758620938,0.5836727269995273,0.1850640369458128,0.8170150701716158,0.6862197873644698,0.1621788584637841,0.49045642555641755,0.049099610597531346,0.8122360420515056,0.6811979252108902,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
update_1630,5,screen_2024,1240,0.3379032258064516,0.22012373387097986,0.7000641603421421,0.1754516088709677,0.7668249035607662,0.5657492667703831,0.18869622247899484,0.5701653574572968,0.07591410983757628,0.7626562867915314,0.5630639171752364,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
update_1630,5,opened_2025_2026,2020,0.26782178217821784,0.22479192079208168,0.66478989499717,0.2471485123762376,0.7990261692031009,0.565912581135251,0.15788926631259956,0.4814332640501376,0.04738007643649424,0.7886673440489715,0.5521912232047334,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
update_1630,10,screen_2024,1240,0.2693548387096774,0.24334954032259273,0.7705424240660974,0.2439999959677419,0.7512442003410398,0.45685389681750543,0.176494209332688,0.533126015528804,0.07169119657387024,0.7471365216586694,0.45544939713904875,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
update_1630,10,opened_2025_2026,1995,0.2025062656641604,0.25488697744361155,0.7545004617277765,0.31382455889724303,0.7811801843289294,0.43119755865848475,0.14194393845371794,0.4418220414880029,0.04536686738622967,0.7589192923063519,0.4088324863165673,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
update_1630,20,screen_2024,1240,0.18870967741935485,0.2688398629032379,0.8356099702749039,0.3246451572580645,0.7478929839764831,0.35808926598201457,0.13970605588269908,0.4436114196397385,0.04205766906144652,0.7403931114169682,0.3667341609203171,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
update_1630,20,opened_2025_2026,1945,0.15115681233933162,0.2810378200514165,0.8322408821033728,0.3624267326478149,0.7496271070511791,0.3087301645801912,0.12085309279659268,0.39210860384455104,0.029344774826807113,0.7108668421941763,0.2747744768381209,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
update_1730,1,screen_2024,1240,0.5435483870967742,0.19147741935485485,0.5743455968413615,0.07351611290322584,0.7858376760231097,0.8008809517815509,0.1899633729967924,0.5611287920400896,0.05296677463637249,0.7859084522548783,0.8011143096518372,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
update_1730,1,opened_2025_2026,2040,0.49950980392156863,0.18030913725490932,0.5293361705886928,0.05502940931372549,0.8070360505921286,0.802720393198211,0.1806629583824676,0.5341063187932885,0.044294414395790585,0.8045990048048874,0.803687639127956,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
update_1730,3,screen_2024,1240,0.3919354838709677,0.19786451612904837,0.5957347662395152,0.12038709677419354,0.7839315147744267,0.670901119261189,0.18918049303770773,0.5548689458583274,0.06416666803202478,0.7854324262370239,0.6718307492085956,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
update_1730,3,opened_2025_2026,2030,0.3315270935960591,0.20184421674877584,0.5874171318408558,0.18871920935960593,0.8134262823004595,0.6885990532559783,0.16300568199473636,0.49271991057235265,0.06317206660488475,0.8091148094575373,0.6857553756834336,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
update_1730,5,screen_2024,1240,0.3379032258064516,0.21678708870969354,0.6919298681750777,0.1663548387096774,0.7591722650356542,0.5589118690399192,0.19168808065528084,0.5737036631883108,0.08257439605882894,0.7597754644635595,0.5545725407105612,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
update_1730,5,opened_2025_2026,2020,0.26782178217821784,0.22729453267327476,0.6727166838330153,0.25056435396039606,0.7988761952610733,0.5758487837991848,0.15786787248857104,0.48550567046407145,0.06712499341143537,0.7884705032500603,0.5645432464583677,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
update_1730,10,screen_2024,1240,0.2693548387096774,0.2382451532258226,0.7584046633215078,0.23329032258064517,0.7383643309407675,0.44261177496273874,0.17907951234551225,0.5373216629289855,0.07814653445131525,0.7397770683797966,0.44020099887289565,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
update_1730,10,opened_2025_2026,1995,0.2025062656641604,0.2568182827067745,0.7633704046199482,0.3174135313283208,0.7861392361737745,0.45403939452264913,0.14093876756744173,0.44401757363814187,0.05562348516833332,0.7626998400657162,0.4317738482988397,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
update_1730,20,screen_2024,1240,0.18870967741935485,0.2646967661290484,0.8271100817052556,0.3086774193548387,0.7207694006898778,0.3351177238383243,0.14239196434136137,0.4498625486354168,0.039158961651641344,0.7170332704626939,0.34168905364172086,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
update_1730,20,opened_2025_2026,1945,0.15115681233933162,0.2813875547557918,0.8405195781479495,0.3652544961439589,0.7609426568931631,0.3268111669937398,0.1206947763071172,0.39423142071568223,0.030403299647464584,0.7154342657717235,0.28204066989002124,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
