candidate,period,h,currency,year,bin_left,bin_right,n,predicted,actual
update_1630,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,20,0.6457993228878725,0.45
update_1630,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,8,0.7346528340371031,0.125
update_1630,opened_2025_2026,10,ALL,ALL,0.8,0.9,1,0.8009260638057184,0.0
update_1630,opened_2025_2026,10,ALL,ALL,0.9,1.0,5,0.9959831819370308,1.0
update_1630,screen_2024,20,ALL,ALL,0.0,0.1,212,0.07004532743449232,0.02830188679245283
update_1630,screen_2024,20,ALL,ALL,0.1,0.2,534,0.15185248806175147,0.13108614232209737
update_1630,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,328,0.23839908640454477,0.2774390243902439
update_1630,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,109,0.33758636635995043,0.3944954128440367
update_1630,screen_2024,20,ALL,ALL,0.4,0.5,33,0.4459978348338597,0.30303030303030304
update_1630,screen_2024,20,ALL,ALL,0.5,0.6000000000000001,8,0.5497315031577259,0.375
update_1630,screen_2024,20,ALL,ALL,0.6000000000000001,0.7000000000000001,6,0.6229999435345542,1.0
update_1630,screen_2024,20,ALL,ALL,0.9,1.0,10,0.9826704955459442,0.5
update_1630,opened_2025_2026,20,ALL,ALL,0.0,0.1,497,0.07288202707762462,0.030181086519114688
update_1630,opened_2025_2026,20,ALL,ALL,0.1,0.2,905,0.15098098415466005,0.1425414364640884
update_1630,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,358,0.2383439099248141,0.26536312849162014
update_1630,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,124,0.3404078726912922,0.2903225806451613
update_1630,opened_2025_2026,20,ALL,ALL,0.4,0.5,40,0.43813532922889104,0.325
update_1630,opened_2025_2026,20,ALL,ALL,0.5,0.6000000000000001,14,0.5332686931054478,0.07142857142857142
update_1630,opened_2025_2026,20,ALL,ALL,0.6000000000000001,0.7000000000000001,2,0.6156072958191074,0.0
update_1630,opened_2025_2026,20,ALL,ALL,0.9,1.0,5,0.9780834008627716,1.0
update_1730,screen_2024,1,ALL,ALL,0.0,0.1,49,0.05407986207062905,0.08163265306122448
update_1730,screen_2024,1,ALL,ALL,0.1,0.2,78,0.1568285100698776,0.14102564102564102
update_1730,screen_2024,1,ALL,ALL,0.2,0.30000000000000004,122,0.2541805887156178,0.23770491803278687
update_1730,screen_2024,1,ALL,ALL,0.30000000000000004,0.4,181,0.3446039681237679,0.3425414364640884
update_1730,screen_2024,1,ALL,ALL,0.4,0.5,52,0.45777183677223515,0.5769230769230769
update_1730,screen_2024,1,ALL,ALL,0.5,0.6000000000000001,362,0.5515824183716275,0.5828729281767956
update_1730,screen_2024,1,ALL,ALL,0.6000000000000001,0.7000000000000001,123,0.6498667279297133,0.7154471544715447
update_1730,screen_2024,1,ALL,ALL,0.7000000000000001,0.8,131,0.7412189561674415,0.9389312977099237
update_1730,screen_2024,1,ALL,ALL,0.8,0.9,84,0.8412909684895841,0.7380952380952381
update_1730,screen_2024,1,ALL,ALL,0.9,1.0,58,0.9405958681768065,0.9310344827586207
update_1730,opened_2025_2026,1,ALL,ALL,0.0,0.1,62,0.06356078053526318,0.0
update_1730,opened_2025_2026,1,ALL,ALL,0.1,0.2,160,0.15896669993325624,0.05
update_1730,opened_2025_2026,1,ALL,ALL,0.2,0.30000000000000004,228,0.24881813043613976,0.22807017543859648
update_1730,opened_2025_2026,1,ALL,ALL,0.30000000000000004,0.4,248,0.3534507363790128,0.2782258064516129
update_1730,opened_2025_2026,1,ALL,ALL,0.4,0.5,162,0.43359818507805553,0.4691358024691358
update_1730,opened_2025_2026,1,ALL,ALL,0.5,0.6000000000000001,255,0.5828060112804302,0.5529411764705883
update_1730,opened_2025_2026,1,ALL,ALL,0.6000000000000001,0.7000000000000001,437,0.6335412950478427,0.5903890160183066
update_1730,opened_2025_2026,1,ALL,ALL,0.7000000000000001,0.8,202,0.7459173921426516,0.7821782178217822
update_1730,opened_2025_2026,1,ALL,ALL,0.8,0.9,191,0.8463004223839464,0.8481675392670157
update_1730,opened_2025_2026,1,ALL,ALL,0.9,1.0,95,0.940132950717391,1.0
update_1730,screen_2024,3,ALL,ALL,0.0,0.1,88,0.05650281766314468,0.045454545454545456
update_1730,screen_2024,3,ALL,ALL,0.1,0.2,212,0.15799286288664272,0.09905660377358491
update_1730,screen_2024,3,ALL,ALL,0.2,0.30000000000000004,156,0.23243840481417785,0.2564102564102564
update_1730,screen_2024,3,ALL,ALL,0.30000000000000004,0.4,348,0.3619366818007805,0.39655172413793105
update_1730,screen_2024,3,ALL,ALL,0.4,0.5,151,0.44063342210690315,0.4900662251655629
update_1730,screen_2024,3,ALL,ALL,0.5,0.6000000000000001,121,0.5422589103519674,0.7851239669421488
update_1730,screen_2024,3,ALL,ALL,0.6000000000000001,0.7000000000000001,82,0.6446254936786768,0.6829268292682927
update_1730,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,39,0.7599384046792117,0.5897435897435898
update_1730,screen_2024,3,ALL,ALL,0.8,0.9,29,0.8378135896341017,0.7241379310344828
update_1730,screen_2024,3,ALL,ALL,0.9,1.0,14,0.9722597584590843,1.0
update_1730,opened_2025_2026,3,ALL,ALL,0.0,0.1,175,0.06601672536492341,0.011428571428571429
update_1730,opened_2025_2026,3,ALL,ALL,0.1,0.2,374,0.14927101761445877,0.06149732620320856
update_1730,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,303,0.24173296482685813,0.18151815181518152
update_1730,opened_2025_2026,3,ALL,ALL,0.30000000000000004,0.4,296,0.37319249694124024,0.3885135135135135
update_1730,opened_2025_2026,3,ALL,ALL,0.4,0.5,412,0.4351958852621004,0.3883495145631068
update_1730,opened_2025_2026,3,ALL,ALL,0.5,0.6000000000000001,173,0.5474112986530449,0.44508670520231214
update_1730,opened_2025_2026,3,ALL,ALL,0.6000000000000001,0.7000000000000001,125,0.6496106622312905,0.712
update_1730,opened_2025_2026,3,ALL,ALL,0.7000000000000001,0.8,95,0.7442509889880048,0.8842105263157894
update_1730,opened_2025_2026,3,ALL,ALL,0.8,0.9,54,0.8323942332193727,0.8888888888888888
update_1730,opened_2025_2026,3,ALL,ALL,0.9,1.0,23,0.9535001897813787,0.8695652173913043
update_1730,screen_2024,5,ALL,ALL,0.0,0.1,88,0.06277367278678346,0.03409090909090909
update_1730,screen_2024,5,ALL,ALL,0.1,0.2,291,0.15687788682957712,0.0859106529209622
update_1730,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,235,0.26243573859680785,0.28936170212765955
update_1730,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,327,0.3323453647441517,0.43119266055045874
update_1730,screen_2024,5,ALL,ALL,0.4,0.5,151,0.4453215574492924,0.6423841059602649
update_1730,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,77,0.5406103852181412,0.5454545454545454
update_1730,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,39,0.6469084768205001,0.5641025641025641
update_1730,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,17,0.7312690461326878,0.6470588235294118
update_1730,screen_2024,5,ALL,ALL,0.8,0.9,5,0.8418112607731164,1.0
update_1730,screen_2024,5,ALL,ALL,0.9,1.0,10,0.9984642442141878,0.5
update_1730,opened_2025_2026,5,ALL,ALL,0.0,0.1,157,0.0690561418476018,0.012738853503184714
update_1730,opened_2025_2026,5,ALL,ALL,0.1,0.2,500,0.1501861935980707,0.07
update_1730,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,327,0.2473007557096865,0.19877675840978593
update_1730,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,570,0.3428970992307105,0.3
update_1730,opened_2025_2026,5,ALL,ALL,0.4,0.5,206,0.44750796310801255,0.42718446601941745
update_1730,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,131,0.5460882969062466,0.6412213740458015
update_1730,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,80,0.6458897021382061,0.8625
update_1730,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,32,0.7366733984426456,0.46875
update_1730,opened_2025_2026,5,ALL,ALL,0.8,0.9,7,0.8305538780355314,0.5714285714285714
update_1730,opened_2025_2026,5,ALL,ALL,0.9,1.0,10,0.9973558712528975,0.8
update_1730,screen_2024,10,ALL,ALL,0.0,0.1,142,0.06605270130101581,0.007042253521126761
update_1730,screen_2024,10,ALL,ALL,0.1,0.2,311,0.13870483955487098,0.12218649517684887
update_1730,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,474,0.2395236590975742,0.29324894514767935
update_1730,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,169,0.3426417408437318,0.5384615384615384
update_1730,screen_2024,10,ALL,ALL,0.4,0.5,78,0.43882599768620895,0.5128205128205128
update_1730,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,38,0.5473760731331302,0.2894736842105263
update_1730,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,12,0.6384806188595914,0.3333333333333333
update_1730,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,6,0.7249447066190294,0.8333333333333334
update_1730,screen_2024,10,ALL,ALL,0.9,1.0,10,0.9941720502027052,0.5
update_1730,opened_2025_2026,10,ALL,ALL,0.0,0.1,239,0.07463547855927054,0.012552301255230125
update_1730,opened_2025_2026,10,ALL,ALL,0.1,0.2,632,0.14698796148372664,0.08386075949367089
update_1730,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,670,0.2502666119359318,0.21940298507462686
update_1730,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,262,0.34536018978749516,0.36259541984732824
update_1730,opened_2025_2026,10,ALL,ALL,0.4,0.5,110,0.4429097621887527,0.6090909090909091
update_1730,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,57,0.5438388115652524,0.45614035087719296
update_1730,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,13,0.6382744549039608,0.3076923076923077
update_1730,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,2,0.7141019525636011,1.0
update_1730,opened_2025_2026,10,ALL,ALL,0.9,1.0,10,0.9892219177612622,0.7
update_1730,screen_2024,20,ALL,ALL,0.0,0.1,192,0.07197385561082559,0.026041666666666668
update_1730,screen_2024,20,ALL,ALL,0.1,0.2,581,0.15331714412811012,0.13941480206540446
update_1730,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,327,0.2379930262054559,0.290519877675841
update_1730,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,97,0.33889673155387395,0.36082474226804123
update_1730,screen_2024,20,ALL,ALL,0.4,0.5,23,0.43899761287918226,0.21739130434782608
update_1730,screen_2024,20,ALL,ALL,0.5,0.6000000000000001,10,0.5438978634898702,0.8
update_1730,screen_2024,20,ALL,ALL,0.9,1.0,10,0.9699607500912115,0.5
update_1730,opened_2025_2026,20,ALL,ALL,0.0,0.1,390,0.0762548534150567,0.020512820512820513
update_1730,opened_2025_2026,20,ALL,ALL,0.1,0.2,1002,0.15155147349528386,0.13572854291417166
update_1730,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,412,0.23674207667549466,0.25728155339805825
update_1730,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,101,0.3395756812069125,0.33663366336633666
update_1730,opened_2025_2026,20,ALL,ALL,0.4,0.5,27,0.43513558555626797,0.1111111111111111
update_1730,opened_2025_2026,20,ALL,ALL,0.5,0.6000000000000001,3,0.5272182795302843,0.0
update_1730,opened_2025_2026,20,ALL,ALL,0.9,1.0,10,0.9450724679967614,0.7
