hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_three_hypotheses
hazard_freshness,survival_hazard_stale20,survival_hazard_product,1.3135067335621864,1.6175651381257437,0.30405840456355726,-0.028334695546618417,0.7048723748651259,0.035741064733816545,38.069734342397844,60.649782091141205,22.58004774874336,-7.485364316097867,52.62720318331604,0.023994001499625092,0.07148212946763309
nested_target_increment,survival_direct_h5,survival_cumulative_geometric,1.595652242602335,1.685819258216054,0.09016701561371909,0.003910478154865083,0.1965624461693628,0.0189952511872032,60.03036275495048,67.26353069783659,7.233167942886105,0.8523316849827992,14.919638902404687,0.008747813046738315,0.05698575356160959
shadow_increment,shadow_close_basis,survival_cumulative_geometric,1.6413277880468267,1.685819258216054,0.04449147016922739,-0.13665651003126517,0.2848220437198925,0.20194951262184455,68.8103790884441,67.26353069783659,-1.546848390607508,-17.97934552958357,20.567879871363715,0.35241189702574355,0.20194951262184455
