currency,formula,horizon,lift,symmetric_benefit_bps,future_benefit_bps,n_signals
TJS,negative_cny_basis,3,0.9821782178217822,-2.1700500777607004,17.191334631573575,80
TJS,negative_cny_basis,5,0.9863636363636362,-9.317587912981718,15.385303280906532,80
TJS,negative_cny_basis,10,0.8493150684931506,-14.720752152200868,12.238982354760282,80
TJS,negative_cny_basis,20,0.6739130434782609,-28.59961090993977,28.166296830337092,80
TJS,consensus_basis,1,0.8493150684931507,14.48056199991496,-10.938141670147875,73
TJS,consensus_basis,3,1.0090872100908719,24.328968647589132,4.032513776088526,73
TJS,consensus_basis,5,1.1195516811955166,32.446356075704415,18.43676068238723,73
TJS,consensus_basis,10,1.2099831112779131,44.87746375036778,48.82896995252322,73
TJS,consensus_basis,20,1.5509231685527098,64.12302080553285,110.16484443293157,73
TJS,negative_consensus_basis,1,1.1892583120204605,-14.756552894551582,28.648909275245185,69
TJS,negative_consensus_basis,3,1.1743435213086526,-17.207736395007174,41.842175026449866,69
TJS,negative_consensus_basis,5,1.1436100131752305,-22.999095841818423,34.116635730220054,69
TJS,negative_consensus_basis,10,0.935477466746079,-36.15677181348234,17.264991736183337,69
TJS,negative_consensus_basis,20,0.7032136105860113,-47.020010159294614,23.353683002290648,69
TJS,direct_minus_usd,1,0.7236227824463118,14.906574978612753,-34.92096008156071,63
TJS,direct_minus_usd,3,0.7405311959767404,14.401622067367278,-40.612755972515124,63
TJS,direct_minus_usd,5,0.8051948051948051,14.941647041450908,-31.043838091818685,63
TJS,direct_minus_usd,10,0.7549467275494672,16.09348372436985,-10.277267465676536,63
TJS,direct_minus_usd,20,0.8557625948930296,13.947120233153147,35.15207660574581,63
TJS,negative_direct_minus_usd,1,1.2067474048442908,-11.59757029994852,41.84038456023041,68
TJS,negative_direct_minus_usd,3,1.1916132789749563,-17.901618054309207,44.96642911285885,68
TJS,negative_direct_minus_usd,5,1.2018716577540105,-19.12773988903016,43.08677374629264,68
TJS,negative_direct_minus_usd,10,1.0491539081385979,-19.478321520121746,42.42911998856003,68
TJS,negative_direct_minus_usd,20,1.2685421994884911,-9.389622579495347,59.33435899657503,68
TJS,direct_minus_cny,1,0.8313148788927336,7.5025067040647855,-18.661556044754956,68
TJS,direct_minus_cny,3,0.722189866045428,3.119668944537359,-19.430418149840293,68
TJS,direct_minus_cny,5,0.7874331550802138,-2.108571208513164,-16.440782411665115,68
TJS,direct_minus_cny,10,0.749395648670427,-10.641627747338323,-8.046936298853813,68
TJS,direct_minus_cny,20,0.6342710997442456,-26.03192053202772,16.70330599520714,68
TJS,negative_direct_minus_cny,1,1.2343891402714933,-5.643806934147749,35.00209662261993,65
TJS,negative_direct_minus_cny,3,1.35993907083016,-4.310641324708703,42.81018917314397,65
TJS,negative_direct_minus_cny,5,1.4307692307692306,-1.5321764048388664,48.81548146667548,65
TJS,negative_direct_minus_cny,10,1.4111696522655426,7.966931399389544,71.89667250256352,65
TJS,negative_direct_minus_cny,20,1.6588628762541806,27.028384019579423,97.79332011672014,65
TJS,usd_minus_cny,1,1.058097312999274,-1.122287742633117,9.276161982007078,81
TJS,usd_minus_cny,3,1.0003667033370003,-2.4183429943661157,17.982252282425467,81
TJS,usd_minus_cny,5,1.0089786756453423,-9.149644747644786,16.259357809064163,81
TJS,usd_minus_cny,10,0.8807711821410451,-14.711190697014754,13.048438785260462,81
TJS,usd_minus_cny,20,0.6655931293612453,-28.024874827734763,28.234866553321385,81
TJS,negative_usd_minus_cny,1,1.0383986928104576,3.998348718864462,10.263689272329916,72
TJS,negative_usd_minus_cny,3,1.1254125412541254,6.800927828242141,18.250609476329295,72
TJS,negative_usd_minus_cny,5,1.2525252525252524,12.87114047240006,30.387294463428628,72
TJS,negative_usd_minus_cny,10,1.3683409436834093,26.29886444092888,59.93031700289647,72
TJS,negative_usd_minus_cny,20,1.722222222222222,55.00933075160154,116.20991106674907,72
TJS,rub_momentum_1,1,1.0183346065699006,13.006193460198899,10.527529333987449,77
TJS,rub_momentum_1,3,1.1798894175131798,37.28332246440833,20.462313072060553,77
TJS,rub_momentum_1,5,1.0979929161747344,43.966308117789765,30.81050708025399,77
TJS,rub_momentum_1,10,1.1471268457569828,46.30228802784806,47.905344248078514,77
TJS,rub_momentum_1,20,1.0502540937323546,36.535572786376164,76.98297021767985,77
TJS,rub_reversal_1,1,1.0827205882352942,-11.703653964165735,19.1705443266842,64
TJS,rub_reversal_1,3,0.9207920792079207,-37.14993400340148,14.796493616255407,64
TJS,rub_reversal_1,5,0.9247159090909091,-42.65953392342295,7.670066940557115,64
TJS,rub_reversal_1,10,0.8493150684931506,-41.90031741893422,10.215787297704276,64
TJS,rub_reversal_1,20,1.0108695652173914,-41.21179581075215,31.35003749386071,64
TJS,rub_momentum_2,1,1.0190311418685123,10.724609528116021,8.71026133149674,68
TJS,rub_momentum_2,3,1.1916132789749563,40.12022483522514,18.579683613957997,68
TJS,rub_momentum_2,5,1.036096256684492,49.135083974730705,27.423979200139254,68
TJS,rub_momentum_2,10,0.9492344883158743,54.44923707285746,42.927121349412204,68
TJS,rub_momentum_2,20,0.7928388746803069,50.06795638018555,68.47356542718683,68
TJS,rub_reversal_2,1,0.9581256231306083,-10.996665839689165,1.958847817280139,59
TJS,rub_reversal_2,3,0.7907367007887228,-46.02592905660584,-6.75546365798583,59
TJS,rub_reversal_2,5,0.8120184899845917,-62.81828335697776,-19.322291137379132,59
TJS,rub_reversal_2,10,0.6909681913164616,-78.397937987014,-29.173230906971977,59
TJS,rub_reversal_2,20,0.8224023581429625,-88.48583966502603,-20.408656009639664,59
TJS,rub_momentum_5,1,0.9725490196078432,10.91428351511532,17.24763248564447,60
TJS,rub_momentum_5,3,1.1458745874587457,42.11031671967091,26.19276922623631,60
TJS,rub_momentum_5,5,1.0333333333333332,65.15188916690745,29.558362779901632,60
TJS,rub_momentum_5,10,0.9625570776255707,76.2702459696353,38.71346177240317,60
TJS,rub_momentum_5,20,0.8985507246376812,66.00737855511589,70.96161684522798,60
TJS,rub_reversal_5,1,1.0458477508650519,-5.449349961732067,-1.5519143725401974,68
TJS,rub_reversal_5,3,0.8666278392545137,-34.759115689901805,-5.5978987751274145,68
TJS,rub_reversal_5,5,0.8703208556149733,-57.20201410958469,-8.197927799637863,68
TJS,rub_reversal_5,10,0.8493150684931506,-67.85971951944622,0.8143462609846854,68
TJS,rub_reversal_5,20,0.8721227621483376,-77.23874430733376,5.82647644528641,68
TJS,rub_momentum_10,1,0.9551820728291318,5.204887360614935,13.704914779082062,63
TJS,rub_momentum_10,3,1.0913091309130911,30.22682094833018,32.02540642274367,63
TJS,rub_momentum_10,5,1.0735930735930734,50.08652765090461,42.47917103122106,63
TJS,rub_momentum_10,10,1.1324200913242009,91.02398168978392,75.88063375322282,63
TJS,rub_momentum_10,20,1.0269151138716355,99.31029003533398,117.91758335498095,63
TJS,rub_reversal_10,1,1.115891132572432,-3.6370970699918144,-0.5178454119678702,67
TJS,rub_reversal_10,3,0.9528594650509826,-20.760899084005853,2.424988827936658,67
TJS,rub_reversal_10,5,0.9674355495251017,-36.95897598968377,7.721657576107543,67
TJS,rub_reversal_10,10,0.9126967900224903,-72.43904067767569,3.2143812495593527,67
TJS,rub_reversal_10,20,0.7242050616482804,-104.72865454615795,-9.731014960399323,67
TJS,rub_momentum_20,1,0.9725490196078432,7.618301828716108,17.242896019341277,75
TJS,rub_momentum_20,3,1.113135313531353,26.514841465908386,30.640590530380234,75
TJS,rub_momentum_20,5,1.0896969696969696,41.362320131001496,39.59959324071053,75
TJS,rub_momentum_20,10,1.1324200913242009,73.4589645839106,59.51887871585823,75
TJS,rub_momentum_20,20,1.5095652173913046,107.08320951015948,112.8900817490037,75
TJS,rub_reversal_20,1,1.0596184419713832,-3.2225458829524176,-3.5637039847408865,74
TJS,rub_reversal_20,3,0.9290875033449291,-20.203721875673796,-6.949375770898465,74
TJS,rub_reversal_20,5,0.9901719901719902,-36.859052615462346,-5.741490827997409,74
TJS,rub_reversal_20,10,0.9640873750462791,-71.03959601383919,-6.176480196758918,74
TJS,rub_reversal_20,20,0.7285546415981199,-115.19128416490582,-12.180620583948002,74
UZS,direct_basis,1,0.8059701492537314,18.667183414819647,-25.30756505138326,62
UZS,direct_basis,3,0.8659793814432989,30.254074719800187,-21.876363013492238,62
UZS,direct_basis,5,0.7228915662650603,27.73781275121856,-20.720256506855943,62
UZS,direct_basis,10,0.676923076923077,16.298888473489768,-18.46101081465218,62
UZS,direct_basis,20,0.8,-4.363594638619753,-1.6880459682365636,62
UZS,negative_direct_basis,1,1.2044539208718315,-20.02732499551943,29.036880507778015,63
UZS,negative_direct_basis,3,1.0957290132547863,-38.833574769084905,22.709214257751462,63
UZS,negative_direct_basis,5,1.090839548670874,-38.40807559590043,21.778619411957514,63
UZS,negative_direct_basis,10,0.8478632478632478,-37.39001364068892,21.99180833613761,63
UZS,negative_direct_basis,20,1.0497354497354496,-37.059353744159615,18.514896760911288,63
UZS,usd_basis,1,1.1457000710732055,1.8745860281693276,19.34982275959971,63
UZS,usd_basis,3,1.1768941253477336,11.666072902594314,32.70645604162787,63
UZS,usd_basis,5,1.185695161598776,17.601613611863403,38.42065339194952,63
UZS,usd_basis,10,0.968986568986569,21.13723540554638,43.6686294108702,63
UZS,usd_basis,20,0.7873015873015873,9.445658828613022,48.76058879937319,63
UZS,negative_usd_basis,1,0.9410574247407033,-2.332652029950186,-10.253824039512228,59
UZS,negative_usd_basis,3,0.9966800629040714,-4.793190383276579,2.08454695525849,59
UZS,negative_usd_basis,5,1.0128650193996325,-4.708445749820222,3.2746357836876463,59
UZS,negative_usd_basis,10,0.9053455019556715,0.15998168094518048,11.017524265110662,59
UZS,negative_usd_basis,20,1.0274952919020715,2.913038841687829,20.967189466922466,59
UZS,cny_basis,1,1.1265412070084362,3.19854287417346,7.382953139308859,69
UZS,cny_basis,3,1.259823696399223,9.466362445494385,17.829821707574997,69
UZS,cny_basis,5,1.3857167801641348,16.65913105278512,28.283618222928546,69
UZS,cny_basis,10,1.4929765886287627,30.739763237009964,53.81894863329039,69
UZS,cny_basis,20,1.6772946859903382,58.61381595182515,95.45158880434226,69
UZS,negative_cny_basis,1,1.0073682221802382,-2.3172619696039356,5.994172140866846,79
UZS,negative_cny_basis,3,0.9061725172908783,-5.04076016925808,12.98250095255803,79
UZS,negative_cny_basis,5,0.9455543693762393,-9.866214529903996,10.813158661661575,79
UZS,negative_cny_basis,10,0.7727361246348589,-14.290373519410624,2.2784775510234505,79
UZS,negative_cny_basis,20,0.6976090014064698,-28.691410256101403,5.977741553277757,79
UZS,consensus_basis,1,0.8964552238805971,18.133382642338855,-6.626356531287046,64
UZS,consensus_basis,3,1.0786082474226804,33.510268625750065,1.9540529383516727,64
UZS,consensus_basis,5,1.0737951807228916,38.83689791256856,12.974350077590493,64
UZS,consensus_basis,10,1.1923076923076923,43.17569434441782,37.01031696937814,64
UZS,consensus_basis,20,1.3777777777777778,42.9917322559682,75.84343816910781,64
UZS,negative_consensus_basis,1,1.1567164179104479,-16.083431447074613,25.421281013100547,72
UZS,negative_consensus_basis,3,1.1008018327605957,-27.580610531751436,26.907979434823073,72
UZS,negative_consensus_basis,5,1.0789825970548863,-29.167317358772493,25.163640948078434,72
UZS,negative_consensus_basis,10,0.8478632478632478,-36.5720911216774,15.113496088332461,72
UZS,negative_consensus_basis,20,0.8419753086419753,-46.58040488146459,7.4534916366934,72
UZS,direct_minus_usd,1,0.8059701492537314,18.667183414819647,-25.30756505138326,62
UZS,direct_minus_usd,3,0.8659793814432989,30.254074719800187,-21.876363013492238,62
UZS,direct_minus_usd,5,0.7228915662650603,27.73781275121856,-20.720256506855943,62
UZS,direct_minus_usd,10,0.676923076923077,16.298888473489768,-18.46101081465218,62
UZS,direct_minus_usd,20,0.8,-4.363594638619753,-1.6880459682365636,62
UZS,negative_direct_minus_usd,1,1.2044539208718315,-20.02732499551943,29.036880507778015,63
UZS,negative_direct_minus_usd,3,1.0957290132547863,-38.833574769084905,22.709214257751462,63
UZS,negative_direct_minus_usd,5,1.090839548670874,-38.40807559590043,21.778619411957514,63
UZS,negative_direct_minus_usd,10,0.8478632478632478,-37.39001364068892,21.99180833613761,63
UZS,negative_direct_minus_usd,20,1.0497354497354496,-37.059353744159615,18.514896760911288,63
UZS,direct_minus_cny,1,0.7931769722814499,10.448812762807513,-17.110090866049067,70
UZS,direct_minus_cny,3,0.7670103092783506,12.034310908536545,-19.613674285398645,70
UZS,direct_minus_cny,5,0.6829604130808951,4.250970271541854,-22.348116735255058,70
UZS,direct_minus_cny,10,0.654065934065934,-10.540473463111505,-23.50368916959121,70
UZS,direct_minus_cny,20,0.5511111111111111,-36.72332722142627,-12.367861273155002,70
UZS,negative_direct_minus_cny,1,1.1940298507462688,-10.308149046598453,21.600448404787635,62
UZS,negative_direct_minus_cny,3,1.2783505154639176,-15.920977790493485,20.91950841812507,62
UZS,negative_direct_minus_cny,5,1.349397590361446,-13.817540815335141,28.591950276431252,62
UZS,negative_direct_minus_cny,10,1.5384615384615383,-2.2052743302327467,54.159959455061724,62
UZS,negative_direct_minus_cny,20,1.6888888888888889,23.819301847814014,92.34597388272593,62
UZS,usd_minus_cny,1,1.0073682221802382,-2.3172619696039356,5.994172140866846,79
UZS,usd_minus_cny,3,0.9061725172908783,-5.04076016925808,12.98250095255803,79
UZS,usd_minus_cny,5,0.9455543693762393,-9.866214529903996,10.813158661661575,79
UZS,usd_minus_cny,10,0.7727361246348589,-14.290373519410624,2.2784775510234505,79
UZS,usd_minus_cny,20,0.6976090014064698,-28.691410256101403,5.977741553277757,79
UZS,negative_usd_minus_cny,1,1.1265412070084362,3.19854287417346,7.382953139308859,69
UZS,negative_usd_minus_cny,3,1.259823696399223,9.466362445494385,17.829821707574997,69
UZS,negative_usd_minus_cny,5,1.3857167801641348,16.65913105278512,28.283618222928546,69
UZS,negative_usd_minus_cny,10,1.4929765886287627,30.739763237009964,53.81894863329039,69
UZS,negative_usd_minus_cny,20,1.6772946859903382,58.61381595182515,95.45158880434226,69
UZS,rub_momentum_1,1,0.7931769722814499,3.6830279325877275,-14.699792991192666,63
UZS,rub_momentum_1,3,0.852233676975945,25.779808541496553,-14.547023643056903,63
UZS,rub_momentum_1,5,0.8537005163511188,35.26576686289504,-1.66726502097466,63
UZS,rub_momentum_1,10,0.9084249084249084,34.73922959734504,15.772252978977702,63
UZS,rub_momentum_1,20,0.6998236331569664,34.10429901574528,54.5182902999274,63
UZS,rub_reversal_1,1,1.0281923714759538,-5.931469903404929,14.753860516406991,63
UZS,rub_reversal_1,3,0.8116511209294714,-34.548858470307906,11.159612560854608,63
UZS,rub_reversal_1,5,0.8062727098871677,-45.97468826667698,8.041333471598273,63
UZS,rub_reversal_1,10,0.7267399267399267,-48.51324073769383,12.170248504031495,63
UZS,rub_reversal_1,20,0.9622574955908288,-45.33858943764453,21.95324491928969,63
UZS,rub_momentum_2,1,0.9253731343283582,-1.3565106481099196,-6.751423333266246,62
UZS,rub_momentum_2,3,1.0721649484536084,23.31956823988376,-4.1180493543326,62
UZS,rub_momentum_2,5,0.9156626506024097,43.307658077160305,4.544917539505086,62
UZS,rub_momentum_2,10,0.9230769230769231,48.243632776051754,8.943049605741937,62
UZS,rub_momentum_2,20,0.8,45.86623411326148,38.864086014055516,62
UZS,rub_reversal_2,1,1.0037945863900835,-7.60777784907128,4.228881328755577,59
UZS,rub_reversal_2,3,0.7366765682334441,-45.62942323733658,-4.568949162866675,59
UZS,rub_reversal_2,5,0.6077190116397795,-62.811620917124564,-8.199201306397317,59
UZS,rub_reversal_2,10,0.5820078226857889,-68.18895128228151,-8.840416413534996,59
UZS,rub_reversal_2,20,0.7472693032015065,-65.41384620213026,-0.02835795338729157,59
UZS,rub_momentum_5,1,1.077300066830029,1.2114999845098193,12.56839338163868,67
UZS,rub_momentum_5,3,1.068472072626558,17.30119187602341,23.835580323164482,67
UZS,rub_momentum_5,5,1.0703110951267758,40.84696344556827,30.65711578737804,67
UZS,rub_momentum_5,10,0.9680826636050518,68.80031608317464,38.51871472562124,67
UZS,rub_momentum_5,20,0.9870646766169153,62.53094475020583,56.33326703963513,67
UZS,rub_reversal_5,1,0.9680826636050518,5.552549528316995,11.501523741733132,65
UZS,rub_reversal_5,3,0.7866772402854878,-4.847328623467785,16.378084859893903,65
UZS,rub_reversal_5,5,0.7814643188137165,-27.822656299951834,15.469005738487015,65
UZS,rub_reversal_5,10,0.7630769230769231,-53.359246754500035,16.927842144429633,65
UZS,rub_reversal_5,20,0.5935042735042735,-71.58663165418089,6.863126900042102,65
UZS,rub_momentum_10,1,1.0053436521098214,-1.6306581657556531,5.359736196036569,81
UZS,rub_momentum_10,3,1.1994399898179966,12.096947303508138,18.144118838931217,81
UZS,rub_momentum_10,5,1.1804254053250036,26.295012311022376,25.89064539170557,81
UZS,rub_momentum_10,10,1.177587844254511,57.31220085037192,37.69169106192001,81
UZS,rub_momentum_10,20,1.3607681755829903,86.41611254661035,74.8855533711362,81
UZS,rub_reversal_10,1,0.9542910447761195,-3.868397196020238,8.127658784594797,64
UZS,rub_reversal_10,3,0.7590206185567011,-22.55172589837553,3.179026965063777,64
UZS,rub_reversal_10,5,0.7936746987951808,-46.24965528274265,-9.116122688101004,64
UZS,rub_reversal_10,10,0.5961538461538461,-86.77406421901921,-21.291385476589205,64
UZS,rub_reversal_10,20,0.5166666666666666,-124.32990388279934,-44.16548559875282,64
UZS,rub_momentum_20,1,1.0058403634003894,-0.43155872904764747,10.922415338482214,92
UZS,rub_momentum_20,3,1.056028686687584,7.999461434566073,16.052389594645657,92
UZS,rub_momentum_20,5,1.071765322158198,20.929342422519326,23.803267239987612,92
UZS,rub_momentum_20,10,1.1197324414715721,47.31810066723298,51.623157970296745,92
UZS,rub_momentum_20,20,1.3777777777777778,85.70680627266879,81.6518861633891,92
UZS,rub_reversal_20,1,0.9253731343283582,-3.15882485808267,-14.0891014484498,80
UZS,rub_reversal_20,3,0.7989690721649485,-19.05809807513962,-24.526929328646805,80
UZS,rub_reversal_20,5,0.746987951807229,-37.18276562878873,-31.55702736562561,80
UZS,rub_reversal_20,10,0.5723076923076923,-69.81934637486187,-45.42810816147861,80
UZS,rub_reversal_20,20,0.27555555555555555,-115.25408035860524,-63.4302049065315,80
KGS,direct_basis,1,0.870175438596491,23.405887912241624,-11.792726039675628,57
KGS,direct_basis,3,1.0458839406207827,47.76244495289784,7.032808079607294,57
KGS,direct_basis,5,1.0292397660818713,54.14074933094988,20.897277147043845,57
KGS,direct_basis,10,1.1324200913242009,52.125677863337536,40.13440703030738,57
KGS,direct_basis,20,1.3387314439946019,33.951030260219746,61.89643637552621,57
KGS,negative_direct_basis,1,1.1809523809523808,-20.494094374001282,27.786497384970996,63
KGS,negative_direct_basis,3,1.0598290598290598,-38.12748972624961,29.376552592442117,63
KGS,negative_direct_basis,5,1.1005291005291005,-35.8701219766908,31.776500938294376,63
KGS,negative_direct_basis,10,1.024570558817134,-37.386560127883115,32.07701383234735,63
KGS,negative_direct_basis,20,1.1355311355311355,-31.617688645293892,49.23236122566158,63
KGS,usd_basis,1,0.9007263922518158,-1.0828515211940029,-0.3101365239831702,59
KGS,usd_basis,3,0.970013037809648,-6.328173643898936,7.266884189561362,59
KGS,usd_basis,5,1.0847457627118644,-7.156617602372724,16.28052992857715,59
KGS,usd_basis,10,1.1516136521941025,8.500086564584436,48.886036611148285,59
KGS,usd_basis,20,1.5358539765319426,26.568726120528975,104.18915239708943,59
KGS,negative_usd_basis,1,1.1409200968523001,2.853435791761225,13.218294597247937,59
KGS,negative_usd_basis,3,1.1720990873533246,8.494048210080157,9.348274700612286,59
KGS,negative_usd_basis,5,1.03954802259887,13.562639018017034,9.900929499178059,59
KGS,negative_usd_basis,10,0.7485488739261666,1.1725637998993672,7.771917213495354,59
KGS,negative_usd_basis,20,0.6466753585397653,-12.058009602876542,33.554256567569524,59
KGS,cny_basis,1,1.0156190476190476,2.445774721908178,9.051300110022312,75
KGS,cny_basis,3,1.081025641025641,7.405866033996872,16.41963016834968,75
KGS,cny_basis,5,1.1377777777777778,14.697670812406493,28.961606886615918,75
KGS,cny_basis,10,1.223013698630137,31.43917024632866,63.57244404211377,75
KGS,cny_basis,20,1.6533333333333333,60.500754159602245,126.21960561118112,75
KGS,negative_cny_basis,1,0.9892393320964747,-5.899831949857065,-2.8383790849664017,77
KGS,negative_cny_basis,3,0.8361638361638362,-12.16039998269236,-3.8366889151589914,77
KGS,negative_cny_basis,5,0.7965367965367965,-15.709632405501658,-6.236482774922026,77
KGS,negative_cny_basis,10,0.6618039494751824,-14.092570054805403,-0.8625900678920314,77
KGS,negative_cny_basis,20,0.6813186813186812,-14.297037478382485,30.614575911408803,77
KGS,consensus_basis,1,0.8857142857142857,19.501656987160878,-1.579372050736358,68
KGS,consensus_basis,3,1.0520361990950227,34.765159228321636,2.3792317730929793,68
KGS,consensus_basis,5,1.0588235294117647,38.24555681113015,11.731380620888448,68
KGS,consensus_basis,10,0.9991941982272361,38.33113507109323,37.26260460321555,68
KGS,consensus_basis,20,1.262443438914027,29.369842575873815,74.11932511145548,68
KGS,negative_consensus_basis,1,1.1039337474120081,-20.513736971135206,8.692950106198486,69
KGS,negative_consensus_basis,3,0.8985507246376812,-38.99145227382296,10.015002638221667,69
KGS,negative_consensus_basis,5,0.927536231884058,-42.88917657166108,10.09800566054206,69
KGS,negative_consensus_basis,10,0.6892991860234267,-49.92584035864726,3.709910459320681,69
KGS,negative_consensus_basis,20,0.6911928651059086,-52.46784293128233,22.706123583823977,69
KGS,direct_minus_usd,1,0.870175438596491,22.74876864933519,-15.98757428184476,57
KGS,direct_minus_usd,3,1.0458839406207827,44.89385600110434,1.4301220214265822,57
KGS,direct_minus_usd,5,1.0292397660818713,49.09996486468203,10.62780511397476,57
KGS,direct_minus_usd,10,1.072819033886085,44.688463508299776,28.12708962468281,57
KGS,direct_minus_usd,20,1.2550607287449391,21.995956323469493,47.477276962603355,57
KGS,negative_direct_minus_usd,1,1.1615925058548007,-20.29767452439521,22.142043453038156,61
KGS,negative_direct_minus_usd,3,1.055485498108449,-42.459424261449286,23.508037986754037,61
KGS,negative_direct_minus_usd,5,1.1366120218579234,-43.53100185713768,25.734401727795323,61
KGS,negative_direct_minus_usd,10,1.0581630361554009,-44.10283117210622,28.689811547006048,61
KGS,negative_direct_minus_usd,20,1.0163934426229506,-41.43271975341522,40.2979714429324,61
KGS,direct_minus_cny,1,0.8502857142857142,9.295729276129586,-9.267780584044404,75
KGS,direct_minus_cny,3,0.8584615384615384,16.059274678314697,-11.57926829069774,75
KGS,direct_minus_cny,5,0.8177777777777777,11.87014438980935,-10.628207910750154,75
KGS,direct_minus_cny,10,0.7247488584474886,4.907342683596007,-1.8616004420529657,75
KGS,direct_minus_cny,20,0.7630769230769231,-13.431641827611392,23.13942735381881,75
KGS,negative_direct_minus_cny,1,1.2371882086167798,-9.423896550754208,23.458243675845676,63
KGS,negative_direct_minus_cny,3,1.249084249084249,-12.618843639614697,39.61465113461322,63
KGS,negative_direct_minus_cny,5,1.312169312169312,-7.343979208894173,51.141519556555124,63
KGS,negative_direct_minus_cny,10,1.5098934550989345,3.43176565766895,78.52982661658638,63
KGS,negative_direct_minus_cny,20,2.043956043956044,33.27732352831213,134.10311597794035,63
KGS,usd_minus_cny,1,1.0352504638218922,-2.092881326231329,6.100770628068027,77
KGS,usd_minus_cny,3,0.929070929070929,-7.379236709360588,8.868151977861173,77
KGS,usd_minus_cny,5,0.935064935064935,-11.989422994670301,7.166581099218072,77
KGS,usd_minus_cny,10,0.7941647393702188,-11.711508196305374,13.286014555622588,77
KGS,usd_minus_cny,20,0.8671328671328671,-14.270692656917635,45.19003175538462,77
KGS,negative_usd_minus_cny,1,0.9949119373776908,1.631006324211067,7.5166622574944855,73
KGS,negative_usd_minus_cny,3,1.077976817702845,7.3092871025885575,17.111626353638485,73
KGS,negative_usd_minus_cny,5,1.1324200913242009,14.877598779796699,31.51266414913885,73
KGS,negative_usd_minus_cny,10,1.2099831112779131,31.237109365711188,66.66864489533116,73
KGS,negative_usd_minus_cny,20,1.5679662802950474,55.523048586962986,120.4253798869954,73
KGS,rub_momentum_1,1,0.9742857142857143,0.5420284837732627,10.007394542848349,60
KGS,rub_momentum_1,3,1.073076923076923,29.07609436990289,23.663034752164094,60
KGS,rub_momentum_1,5,1.0222222222222224,39.37033768161088,30.23447439989826,60
KGS,rub_momentum_1,10,1.0191780821917806,46.676855154920275,44.45311247964851,60
KGS,rub_momentum_1,20,1.1923076923076923,40.532769398697866,74.6035196754278,60
KGS,rub_reversal_1,1,1.0840085287846482,1.5258232916114873,10.369600288771473,67
KGS,rub_reversal_1,3,1.0321469575200917,-20.897117304995792,10.169328630783221,67
KGS,rub_reversal_1,5,1.1144278606965174,-33.5331411706065,7.606602789038076,67
KGS,rub_reversal_1,10,0.9634021672459618,-42.43183594058549,7.531661564430806,67
KGS,rub_reversal_1,20,0.7118254879448909,-49.97232045262193,17.253698119766117,67
KGS,rub_momentum_2,1,0.9518123667377397,0.3816690629899232,9.484651802522896,67
KGS,rub_momentum_2,3,1.0321469575200917,21.63260524966817,12.583722973646754,67
KGS,rub_momentum_2,5,0.9154228855721392,35.33152742286296,19.092163115005125,67
KGS,rub_momentum_2,10,1.0141075444694334,45.07734298251996,39.17040726117913,67
KGS,rub_momentum_2,20,1.0677382319173363,33.26146244901062,64.88814746827295,67
KGS,rub_reversal_2,1,0.9742857142857143,-6.0013001738786445,-8.976514635057223,60
