candidate,quarter,n_train,last_resolved,n_features
stack_experts_logit,2024-01-01,1210,2023-12-30,35
stack_experts_logit,2024-04-01,1495,2024-03-30,35
stack_experts_logit,2024-07-01,1795,2024-06-29,35
stack_experts_logit,2024-10-01,2120,2024-09-28,35
stack_experts_logit,2025-01-01,2450,2024-12-29,35
stack_experts_logit,2025-04-01,2735,2025-03-29,35
stack_experts_logit,2025-07-01,3030,2025-06-28,35
stack_experts_logit,2025-10-01,3360,2025-09-30,35
stack_experts_logit,2026-01-01,3685,2025-12-31,35
stack_experts_logit,2026-04-01,3955,2026-03-31,35
stack_experts_logit,2026-07-01,4265,2026-06-30,35
stack_experts_hist,2024-01-01,1210,2023-12-30,35
stack_experts_hist,2024-04-01,1495,2024-03-30,35
stack_experts_hist,2024-07-01,1795,2024-06-29,35
stack_experts_hist,2024-10-01,2120,2024-09-28,35
stack_experts_hist,2025-01-01,2450,2024-12-29,35
stack_experts_hist,2025-04-01,2735,2025-03-29,35
stack_experts_hist,2025-07-01,3030,2025-06-28,35
stack_experts_hist,2025-10-01,3360,2025-09-30,35
stack_experts_hist,2026-01-01,3685,2025-12-31,35
stack_experts_hist,2026-04-01,3955,2026-03-31,35
stack_experts_hist,2026-07-01,4265,2026-06-30,35
stack_core_hist,2024-01-01,1210,2023-12-30,89
stack_core_hist,2024-04-01,1495,2024-03-30,89
stack_core_hist,2024-07-01,1795,2024-06-29,89
stack_core_hist,2024-10-01,2120,2024-09-28,89
stack_core_hist,2025-01-01,2450,2024-12-29,89
stack_core_hist,2025-04-01,2735,2025-03-29,89
stack_core_hist,2025-07-01,3030,2025-06-28,89
stack_core_hist,2025-10-01,3360,2025-09-30,89
stack_core_hist,2026-01-01,3685,2025-12-31,89
stack_core_hist,2026-04-01,3955,2026-03-31,89
stack_core_hist,2026-07-01,4265,2026-06-30,89
stack_resolved_hist,2024-01-01,1210,2023-12-30,162
stack_resolved_hist,2024-04-01,1495,2024-03-30,162
stack_resolved_hist,2024-07-01,1795,2024-06-29,162
stack_resolved_hist,2024-10-01,2120,2024-09-28,162
stack_resolved_hist,2025-01-01,2450,2024-12-29,162
stack_resolved_hist,2025-04-01,2735,2025-03-29,162
stack_resolved_hist,2025-07-01,3030,2025-06-28,162
stack_resolved_hist,2025-10-01,3360,2025-09-30,162
stack_resolved_hist,2026-01-01,3685,2025-12-31,162
stack_resolved_hist,2026-04-01,3955,2026-03-31,162
stack_resolved_hist,2026-07-01,4265,2026-06-30,162
stack_resolved_extra,2024-01-01,1210,2023-12-30,162
stack_resolved_extra,2024-04-01,1495,2024-03-30,162
stack_resolved_extra,2024-07-01,1795,2024-06-29,162
stack_resolved_extra,2024-10-01,2120,2024-09-28,162
stack_resolved_extra,2025-01-01,2450,2024-12-29,162
stack_resolved_extra,2025-04-01,2735,2025-03-29,162
stack_resolved_extra,2025-07-01,3030,2025-06-28,162
stack_resolved_extra,2025-10-01,3360,2025-09-30,162
stack_resolved_extra,2026-01-01,3685,2025-12-31,162
stack_resolved_extra,2026-04-01,3955,2026-03-31,162
stack_resolved_extra,2026-07-01,4265,2026-06-30,162
