rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.25,269,1.0608450704225352,120.0,0.0,0.26394052044609667,0.22186234817813766,1.1896589151493773,0.5363216539948502,-3.3035079943250194,1.1896589151493773,1.1896589151493773,1.0,1.0,0.8873239436619718,1.3211267605633803,0.8503912363067293,0.8522727272727273,1.1896589151493773,1.0608450704225352,1.0608450704225352,0.6045454545454545,1.4,4.0,retrospective_2025,stack_experts_logit,rolling,0.25,120,0,0,0.0,0.0,0,0,0.8503912363067293
0.25,238,1.4808888888888887,120.0,0.0,0.3865546218487395,0.3401273885350318,1.13649954363768,0.5254001995575028,55.68722986538028,1.13649954363768,1.13649954363768,1.0,1.0,1.0266666666666666,1.9911111111111108,0.9560897435897436,0.9012875536480687,1.13649954363768,1.4808888888888887,1.4808888888888887,0.7622222222222222,2.1,3.0,retrospective_2026,stack_experts_logit,rolling,0.25,120,0,0,0.0,0.0,0,0,0.9560897435897436
0.25,507,1.196964586846543,120.0,0.0,0.3214990138067061,0.26782178217821784,1.2004214563577564,0.5366730030657174,24.388396563090883,1.13649954363768,1.1630792293935286,2.0,2.0,1.0741989881956155,1.3102866779089377,1.027336300063573,0.8665338645418327,1.1630792293935286,1.0608450704225352,1.4808888888888887,0.6045454545454545,2.1,7.0,combined_2025_2026,stack_experts_logit,rolling,0.25,120,0,0,0.0,0.0,0,0,1.027336300063573
0.22,336,1.3250704225352112,40.0,0.0,0.21726190476190477,0.22186234817813766,0.9792644247480013,0.5370831023037134,-47.993390317366575,0.9792644247480013,0.9792644247480013,0.0,1.0,1.2225352112676056,1.4985915492957746,0.6873840445269016,0.8912386706948641,0.9792644247480013,1.3250704225352112,1.3250704225352112,0.9076923076923078,2.3512820512820514,4.0,retrospective_2025,stack_resolved_hist,rolling,0.22,40,0,0,0.0,0.0,0,0,0.6873840445269016
0.22,235,1.462222222222222,40.0,0.0,0.39148936170212767,0.3401273885350318,1.1510080484500758,0.5418709238933959,34.03921830800636,1.1510080484500758,1.1510080484500758,1.0,1.0,1.3066666666666666,1.5555555555555554,0.9755116959064328,0.8521739130434782,1.1510080484500758,1.462222222222222,1.462222222222222,0.7622222222222222,2.4,3.0,retrospective_2026,stack_resolved_hist,rolling,0.22,40,0,0,0.0,0.0,0,0,0.9755116959064328
0.22,571,1.3480607082630693,40.0,0.0,0.28896672504378285,0.26782178217821784,1.0789515426773406,0.5346589780025721,-14.232159096766503,0.9792644247480013,1.0651362365990384,1.0,2.0,1.2748735244519394,1.463743676222597,0.9595355383532723,0.8674911660777385,1.0651362365990384,1.3250704225352112,1.462222222222222,0.7622222222222222,2.4,7.0,combined_2025_2026,stack_resolved_hist,rolling,0.22,40,0,0,0.0,0.0,0,0,0.9595355383532723
0.18,297,1.1712676056338027,40.0,0.0,0.31313131313131315,0.22186234817813766,1.4113765391137654,0.614638796266055,-2.24206123664222,1.4113765391137654,1.4113765391137654,1.0,1.0,1.064788732394366,1.4591549295774648,1.3045774647887325,0.8184931506849316,1.4113765391137654,1.1712676056338027,1.1712676056338027,0.5076923076923077,1.5794871794871796,4.0,retrospective_2025,stack_resolved_extra,rolling,0.18,40,0,0,0.0,0.0,0,0,1.3045774647887325
0.18,182,1.1324444444444444,40.0,0.0,0.5,0.3401273885350318,1.4700374531835207,0.5601203129293016,81.4275429364943,1.4700374531835207,1.4700374531835207,1.0,1.0,1.0266666666666666,1.3066666666666666,1.3354598617756515,0.8361581920903954,1.4700374531835207,1.1324444444444444,1.1324444444444444,0.27999999999999997,2.375,3.0,retrospective_2026,stack_resolved_extra,rolling,0.18,40,0,0,0.0,0.0,0,0,1.3354598617756515
0.18,479,1.1308600337268129,40.0,0.0,0.38413361169102295,0.26782178217821784,1.4342881619516936,0.5891188905927595,29.548894837493155,1.4113765391137654,1.4407069961486432,2.0,2.0,1.0623946037099494,1.2630691399662732,1.2703292864005589,0.8164556962025317,1.4407069961486432,1.1324444444444444,1.1712676056338027,0.27999999999999997,2.375,7.0,combined_2025_2026,stack_resolved_extra,rolling,0.18,40,0,0,0.0,0.0,0,0,1.2703292864005589
,247,0.9740845070422535,,,0.2591093117408907,0.22186234817813766,1.167883211678832,0.5769993240010026,-18.94604048204425,1.167883211678832,,,,0.9070422535211268,1.064788732394366,1.0510638297872341,0.6942148760330579,1.167883211678832,0.9740845070422535,0.9740845070422535,0.8769230769230769,1.1666666666666667,,retrospective_2025,stack_core_hist,weekly,0.0,0,0,10,0.75,0.65,4,2,1.0510638297872341
