candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value
sign_cd0,1.8854183333440098,1.9047348975322884,2.3893129770992365,2.5656779661016946,64.91777530714889,18.545970721617763,0.5656779661016946,0.7540624011406205
sign_cd3,1.9062325970450986,1.9298857941553311,1.381679389312977,1.4756355932203389,63.21552328836044,26.56403232616659,0.0,1.9062325970450986
sign_cd4,1.866367456006011,1.915327304358398,1.1297709923664123,1.1654135338345866,61.60643256721114,30.306182108042474,0.0,1.866367456006011
change_r25,1.9191219436645286,2.1583598174297167,1.2442748091603053,1.3495762711864407,101.79765042125699,29.786703070498564,0.0,1.9191219436645286
change_r35,1.9245550680197052,2.10515314632593,1.6717557251908397,1.8019067796610169,87.28339283521878,24.820551245244264,0.0,1.9245550680197052
change_r45,1.9213496196325985,2.005921435757848,2.045801526717557,2.254237288135593,73.47744075636157,21.27154513943646,0.254237288135593,1.4128750433614126
change_z_r25,1.9170225479452625,2.180603798780217,1.251908396946565,1.3273305084745761,101.96876800117995,28.939462089802355,0.0,1.9170225479452625
change_z_r35,1.917776715895173,2.122411158573866,1.717557251908397,1.809322033898305,85.83622492259441,24.601859804313044,0.0,1.917776715895173
change_z_r45,1.9207288094402766,2.0040235065069734,2.122137404580153,2.2913135593220337,72.1524714490414,20.622290988197957,0.29131355932203373,1.338101690796209
logit7y_r25,1.9084717210352287,2.133597321451651,1.3347457627118644,1.4385593220338984,89.28882802622928,28.495602482815634,0.0,1.9084717210352287
logit7y_r35,1.915604251255113,2.073159286056073,1.7277542372881356,1.869148936170213,78.11989452524449,23.511419046850342,0.0,1.915604251255113
logit7y_r45,1.9206513254190634,1.971466964742179,2.1755725190839694,2.298728813559322,69.0686326682107,20.890725949172882,0.2987288135593218,1.3231936983004198
hist7y_r25,1.9220308121710508,2.177446800450528,1.3282442748091603,1.4297872340425533,88.3023247717629,27.065305157255096,0.0,1.9220308121710508
hist7y_r35,1.91942173794176,2.0733924686856033,1.8091603053435115,1.8646616541353382,77.92332040636356,23.574559324699905,0.0,1.91942173794176
hist7y_r45,1.9224948629930858,1.9768633570518297,2.1526717557251906,2.271276595744681,69.88160461407527,20.81279890597325,0.271276595744681,1.3799416715037238
extra7y_r25,1.912676881661675,2.11028090991046,1.3969465648854962,1.4744680851063832,92.79643580945172,25.630026682398704,0.0,1.912676881661675
extra7y_r35,1.916807222564547,2.0820635279491406,1.83206106870229,1.898936170212766,80.11582860407086,22.446098104300074,0.0,1.916807222564547
extra7y_r45,1.9151403664715092,1.970765099011103,2.1755725190839694,2.358050847457627,70.10595988048165,19.762977991254374,0.35805084745762716,1.1990386715562549
extra3y_r25,1.9296611462590612,2.1798236809149083,1.3582089552238805,1.4459745762711864,92.49248193496966,25.919372599249566,0.0,1.9296611462590612
extra3y_r35,1.9215691492818543,2.065133393087935,1.816793893129771,1.921276595744681,79.67958835973616,22.313096353154286,0.0,1.9215691492818543
extra3y_r45,1.9171638179829484,1.966563341470436,2.1908396946564888,2.3283898305084745,70.36413357448414,19.961130765743203,0.3283898305084745,1.2603841569659995
local_logit7y_r25,1.92338356946837,2.1031116714789744,0.9770992366412213,1.5646186440677965,90.71452193740436,30.023365550604698,0.022900763358778664,1.8775820427508128
local_logit7y_r35,1.9276559493231058,2.0840299663403004,1.3511450381679388,1.9057203389830508,80.53587705551371,25.650746662762977,0.0,1.9276559493231058
local_logit7y_r45,1.928987159922143,2.01630990452974,1.8931297709923665,2.2690677966101696,70.2873467833229,21.388146513088827,0.26906779661016955,1.390851566701804
quantile7y_r25,1.9215348074421006,2.0961143923985284,1.4732824427480915,1.593984962406015,81.65547875673074,25.544485305128752,0.0,1.9215348074421006
quantile7y_r35,1.9243664019680435,2.0439389408769273,1.8983050847457628,1.9774436090225564,73.70397737617581,22.41119726340645,0.0,1.9243664019680435
quantile7y_r45,1.9257582919162717,1.9768872401116482,2.198473282442748,2.345864661654135,67.37924613323315,20.038796306884965,0.3458646616541352,1.2340289686080013
stale20_z_r35,1.0189602149037502,1.0662912083936849,1.6946564885496183,1.757415254237288,-1.2390247416426237,-1.9432533423282647,0.0,1.0189602149037502
