candidate,breakdown,group,n_scope,n_signals,frequency,base_rate,hit_rate,lift,forward_benefit_bps
rocket_logit,overall,all,2020,624,1.47318718381113,0.26782178217821784,0.32371794871794873,1.2087065737712688,20.42169621809184
rocket_logit,year,2025,1235,393,1.5498591549295773,0.22186234817813766,0.2697201017811705,1.215709217882283,2.0075134798468453
rocket_logit,quarter,2025Q1,285,71,1.2743589743589743,0.15087719298245614,0.23943661971830985,1.5869636423190303,-57.16056821033486
rocket_logit,quarter,2025Q2,295,103,1.638636363636364,0.16610169491525423,0.1650485436893204,0.9936595997622351,-30.214329328432093
rocket_logit,quarter,2025Q3,330,114,1.7538461538461538,0.34545454545454546,0.3508771929824561,1.015697137580794,58.80794919037427
rocket_logit,quarter,2025Q4,325,105,1.6153846153846154,0.20923076923076922,0.3047619047619048,1.4565826330532214,11.95545574894689
rocket_logit,year,2026,785,231,1.4373333333333334,0.3401273885350318,0.4155844155844156,1.2218493117369524,51.74972139614501
rocket_logit,quarter,2026Q1,270,86,1.5636363636363635,0.2851851851851852,0.4186046511627907,1.467834491090305,62.25594308860214
rocket_logit,quarter,2026Q2,310,93,1.4466666666666668,0.3032258064516129,0.3870967741935484,1.2765957446808511,30.201623026753598
rocket_logit,quarter,2026Q3,205,52,1.3,0.4682926829268293,0.46153846153846156,0.9855769230769231,72.91199221926209
rocket_logit,currency,TJS,404,125,1.4755480607082632,0.2995049504950495,0.376,1.255404958677686,26.585936393426483
rocket_logit,currency,UZS,404,121,1.4283305227655987,0.2698019801980198,0.2892561983471074,1.0721055424975356,11.326186977929012
rocket_logit,currency,KGS,404,122,1.4401349072512648,0.24257425742574257,0.30327868852459017,1.2502509200401473,13.465688483699536
rocket_logit,currency,AMD,404,125,1.4755480607082632,0.2623762376237624,0.336,1.2806037735849056,22.519748523350618
rocket_logit,currency,KZT,404,131,1.5463743676222599,0.26485148514851486,0.31297709923664124,1.1817079260897483,27.417138978255082
rocket_logit_stale20,overall,all,2020,638,1.506239460370995,0.26782178217821784,0.23667711598746083,0.8837112279014249,-14.883128653986144
rocket_logit_stale20,year,2025,1235,393,1.5498591549295773,0.22186234817813766,0.21374045801526717,0.9633922103972808,-25.23802591231777
rocket_logit_stale20,quarter,2025Q1,285,88,1.5794871794871796,0.15087719298245614,0.07954545454545454,0.5272198731501057,-161.079952258534
rocket_logit_stale20,quarter,2025Q2,295,100,1.590909090909091,0.16610169491525423,0.19,1.1438775510204082,-2.6430635700959146
rocket_logit_stale20,quarter,2025Q3,330,92,1.4153846153846152,0.34545454545454546,0.30434782608695654,0.8810068649885584,24.025475676309803
rocket_logit_stale20,quarter,2025Q4,325,113,1.7384615384615385,0.20923076923076922,0.26548672566371684,1.2688703800104115,20.446497433621225
rocket_logit_stale20,year,2026,785,245,1.5244444444444443,0.3401273885350318,0.27346938775510204,0.8040204845983338,1.726971846113159
rocket_logit_stale20,quarter,2026Q1,270,49,0.890909090909091,0.2851851851851852,0.24489795918367346,0.8587331036310627,49.72340232083118
rocket_logit_stale20,quarter,2026Q2,310,137,2.1311111111111107,0.3032258064516129,0.22627737226277372,0.746233887249573,-45.12650792238478
rocket_logit_stale20,quarter,2026Q3,205,59,1.475,0.4682926829268293,0.4067796610169492,0.8686440677966102,70.6608978634527
rocket_logit_stale20,currency,TJS,404,126,1.4873524451939293,0.2995049504950495,0.2619047619047619,0.8744588744588745,-7.094785340602257
rocket_logit_stale20,currency,UZS,404,129,1.5227655986509276,0.2698019801980198,0.21705426356589147,0.8044947016570656,-24.750901514691574
rocket_logit_stale20,currency,KGS,404,126,1.4873524451939293,0.24257425742574257,0.20634920634920634,0.8506640751538711,-29.537986931994837
rocket_logit_stale20,currency,AMD,404,128,1.5109612141652615,0.2623762376237624,0.25,0.9528301886792453,-14.58232227664789
rocket_logit_stale20,currency,KZT,404,129,1.5227655986509276,0.26485148514851486,0.24806201550387597,0.9366079837716438,1.392998231862147
wave_logit,overall,all,2020,568,1.3409780775716695,0.26782178217821784,0.43661971830985913,1.630262164484132,58.61838717537479
wave_logit,year,2025,1235,355,1.4,0.22186234817813766,0.3323943661971831,1.4982008841369383,27.829171559168255
wave_logit,quarter,2025Q1,285,53,0.9512820512820513,0.15087719298245614,0.2641509433962264,1.7507678806494076,-38.20969016989191
wave_logit,quarter,2025Q2,295,92,1.4636363636363636,0.16610169491525423,0.21739130434782608,1.3087843833185449,-5.777776774877999
wave_logit,quarter,2025Q3,330,102,1.5692307692307692,0.34545454545454546,0.46078431372549017,1.3338493292053664,92.71187292325178
wave_logit,quarter,2025Q4,325,108,1.6615384615384616,0.20923076923076922,0.3425925925925926,1.6373910675381265,27.58716581135278
wave_logit,year,2026,785,213,1.3253333333333333,0.3401273885350318,0.6103286384976526,1.7944119146841098,109.933746535719
wave_logit,quarter,2026Q1,270,70,1.2727272727272727,0.2851851851851852,0.6571428571428571,2.3042671614100185,143.97287582145432
wave_logit,quarter,2026Q2,310,93,1.4466666666666668,0.3032258064516129,0.41935483870967744,1.3829787234042554,62.188606544046216
wave_logit,quarter,2026Q3,205,50,1.25,0.4682926829268293,0.9,1.921875,151.08492592020082
wave_logit,currency,TJS,404,115,1.3575042158516022,0.2995049504950495,0.48695652173913045,1.6258713618397413,65.78481715741201
wave_logit,currency,UZS,404,113,1.33389544688027,0.2698019801980198,0.4778761061946903,1.7712105220427052,65.54589562045041
wave_logit,currency,KGS,404,112,1.3220910623946038,0.24257425742574257,0.41964285714285715,1.7299562682215743,50.39859414542939
wave_logit,currency,AMD,404,110,1.2984822934232716,0.2623762376237624,0.44545454545454544,1.6977701543739279,62.20450846739261
wave_logit,currency,KZT,404,118,1.3929173693086003,0.26485148514851486,0.3559322033898305,1.343893552985902,49.45902764151121
