rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness,screen_rank
0.22,337,1.332768361581921,60,0,0.42729970326409494,0.3379032258064516,1.2645623676550781,0.5759042904194489,45.76603508148964,1.2645623676550781,1.2645623676550781,1,1,1.265536723163842,1.384180790960452,1.2145522388059702,0.9246987951807228,1.2645623676550781,1.332768361581921,1.332768361581921,0.7393258426966293,2.1954545454545458,4,screen_2024,primary75_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2145522388059702,5
0.22,313,1.2343661971830986,60,0,0.30990415335463256,0.22186234817813766,1.396830764207924,0.6241939281618143,-2.5940041908516336,1.396830764207924,1.396830764207924,1,1,1.143661971830986,1.3211267605633803,1.1996114618746965,0.8571428571428571,1.396830764207924,1.2343661971830986,1.2343661971830986,0.8,2.6384615384615384,4,retrospective_2025,primary75_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1996114618746965,5
0.22,230,1.431111111111111,60,0,0.4652173913043478,0.3401273885350318,1.3677739781794496,0.5570582621144419,76.94722339263463,1.3677739781794496,1.3677739781794496,1,1,1.3377777777777777,1.4933333333333332,1.2580128205128207,0.9377777777777778,1.3677739781794496,1.431111111111111,1.431111111111111,0.17111111111111113,2.4,3,retrospective_2026,primary75_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2580128205128207,5
0.22,543,1.281956155143339,60,0,0.3756906077348066,0.26782178217821784,1.4027634521706271,0.6088229670094821,31.097491838986006,1.3677739781794496,1.3823023711936868,2,2,1.2276559865092749,1.33389544688027,1.2520661157024793,0.8828996282527881,1.3823023711936868,1.2343661971830986,1.431111111111111,0.17111111111111113,2.6384615384615384,7,combined_2025_2026,primary75_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2520661157024793,5
0.22,339,1.340677966101695,60,0,0.41887905604719766,0.3379032258064516,1.2396420751754775,0.5752807420951804,44.21361247597007,1.2396420751754775,1.2396420751754775,1,1,1.305084745762712,1.364406779661017,1.1594202898550725,0.9281437125748503,1.2396420751754775,1.340677966101695,1.340677966101695,0.7235955056179775,2.2113636363636364,4,screen_2024,primary67_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1594202898550725,15
0.22,309,1.2185915492957746,60,0,0.3042071197411003,0.22186234817813766,1.371152528760069,0.6236717379250629,-6.252440670287207,1.371152528760069,1.371152528760069,1,1,1.143661971830986,1.2619718309859154,1.1396308887809616,0.8947368421052632,1.371152528760069,1.2185915492957746,1.2185915492957746,0.7384615384615384,2.7282051282051283,4,retrospective_2025,primary67_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1396308887809616,15
0.22,223,1.3875555555555554,60,0,0.47085201793721976,0.3401273885350318,1.384340202549504,0.555134990528249,79.52096909873318,1.384340202549504,1.384340202549504,1,1,1.2755555555555553,1.462222222222222,1.2205400981996726,0.9587155963302753,1.384340202549504,1.3875555555555554,1.3875555555555554,0.07777777777777778,2.3636363636363638,3,retrospective_2026,primary67_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2205400981996726,15
0.22,532,1.2559865092748737,60,0,0.37406015037593987,0.26782178217821784,1.3966756076883522,0.6071507575558746,29.70145101860667,1.371152528760069,1.3777463656547866,2,2,1.2276559865092749,1.2866779089376055,1.2520661157024793,0.9127134724857685,1.3777463656547866,1.2185915492957746,1.3875555555555554,0.07777777777777778,2.7282051282051283,7,combined_2025_2026,primary67_shared_extra_conservative,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2520661157024793,15
0.22,330,1.305084745762712,60,0,0.4303030303030303,0.3379032258064516,1.273450495407536,0.5789842412332594,51.82524068740515,1.273450495407536,1.273450495407536,1,1,1.2062146892655368,1.384180790960452,1.1980676328502415,0.9323076923076923,1.273450495407536,1.305084745762712,1.305084745762712,0.755056179775281,2.115909090909091,4,screen_2024,primary80_shared_hist_minimum,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1980676328502415,9
0.22,324,1.2777464788732393,60,0,0.2962962962962963,0.22186234817813766,1.3354960800216273,0.6180738585870862,-8.654790527819555,1.3354960800216273,1.3354960800216273,1,1,1.2028169014084507,1.3408450704225352,1.163265306122449,0.8652037617554859,1.3354960800216273,1.2777464788732393,1.2777464788732393,0.8615384615384615,2.6743589743589746,4,retrospective_2025,primary80_shared_hist_minimum,rolling,0.22,60,0,0,0.0,0.0,0,0,1.163265306122449,9
