candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
primary75_shared_xgb_conservative,313,1.353629812737576,1.031406646015207,1.7817114991712397,0.014996250937265684,-54.545633708639606,59.32081305792642,2025
primary75_shared_hist_minimum,321,1.3058530595538576,1.003774784310907,1.6845469123722554,0.02424393901524619,-56.45547286807333,51.4741475935747,2025
primary80_shared_xgb_conservative,316,1.3835697126489883,1.0640205646163197,1.790710432310272,0.0069982504373906525,-53.398789411913654,63.82289427138222,2025
primary75_shared_extra_geomean,313,1.396830764207924,1.0676283048765343,1.7891358715361796,0.007748062984253936,-54.187900173921065,70.49696389770212,2025
primary75_shared_extra_conservative,313,1.396830764207924,1.0676283048765343,1.7891358715361796,0.007748062984253936,-54.187900173921065,70.49696389770212,2025
primary67_shared_xgb_conservative,324,1.2520275750202758,0.942455286290953,1.6542930358367758,0.05473631592101975,-67.03185702271854,48.213536074367966,2025
primary80_shared_extra_conservative,312,1.4302007299270072,1.098451137314682,1.8146989461148282,0.0032491877030742314,-52.12927363471846,70.84687591965782,2025
primary80_shared_extra_geomean,310,1.4394278314104072,1.105699154069528,1.8375156982051382,0.0024993751562109472,-52.48973070114781,71.51268343035156,2025
primary75_shared_xgb_conservative,545,1.383913581712425,1.0422989129127285,1.7558693075612026,0.01749562609347663,-25.84852808181427,83.37464701873064,2025_2026
primary75_shared_hist_minimum,550,1.3645437741556041,1.0114565206921757,1.7127550051828666,0.02274431392151962,-30.638832301022497,78.83969329712293,2025_2026
primary80_shared_xgb_conservative,548,1.3763374124694738,1.039840478109562,1.7532233147186869,0.01749562609347663,-25.512523102997882,81.12906782450756,2025_2026
primary75_shared_extra_geomean,542,1.4053515766211266,1.0438928277442772,1.8010285430580857,0.016495876030992253,-23.54548647493687,89.64267777155197,2025_2026
primary75_shared_extra_conservative,543,1.4027634521706271,1.0432011338040144,1.7950136271844805,0.016495876030992253,-23.873948432377507,89.01965822562006,2025_2026
primary67_shared_xgb_conservative,554,1.354691472537152,0.9816831527756479,1.7338711080053353,0.032491877030742314,-34.09063799973956,81.31333385403256,2025_2026
primary80_shared_extra_conservative,543,1.409639743602836,1.0573027062649176,1.786871747102209,0.015496125968507872,-23.548283902016543,87.22935243538902,2025_2026
primary80_shared_extra_geomean,541,1.4148509811022922,1.0616847430109502,1.7957452319697758,0.01474631342164459,-23.72050456246064,87.76606271401465,2025_2026
