row,date,currency,origin,model,n_scenarios,effective_scenarios,weight_sum,min_weight,clipped_log_ratios
585,2022-07-01,AMD,2022-07-01,global64,64,61.10589315997199,1.0,0.011531518008069893,0
585,2022-07-01,AMD,2022-07-01,global128,128,121.28331546207536,1.0000000000000002,0.005727405698502894,0
585,2022-07-01,AMD,2022-07-01,wide128,128,124.20233936503307,0.9999999999999999,0.007004395952015425,0
585,2022-07-01,AMD,2022-07-01,recent128,128,121.28331546207536,1.0000000000000002,0.005727405698502894,0
585,2022-07-01,AMD,2022-07-01,local32,32,30.068291457296798,1.0,0.020828373115044544,0
585,2022-07-01,AMD,2022-07-01,shrink,160,138.14448888192692,1.0,0.00388298691423925,0
585,2022-07-01,AMD,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
585,2022-07-01,AMD,2022-07-01,forest,190,189.5157947196141,0.9999999999999994,0.0044407894736842105,0
585,2022-07-01,AMD,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
585,2022-07-01,AMD,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
585,2022-07-01,AMD,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
586,2022-07-01,KGS,2022-07-01,global64,64,61.3567894782319,1.0,0.011868985592389155,0
586,2022-07-01,KGS,2022-07-01,global128,128,122.06329936214561,1.0,0.005659103320322689,0
586,2022-07-01,KGS,2022-07-01,wide128,128,120.71625051022782,1.0,0.005867570910902233,0
586,2022-07-01,KGS,2022-07-01,recent128,128,122.06329936214561,1.0,0.005659103320322689,0
586,2022-07-01,KGS,2022-07-01,local32,32,30.472224819215718,1.0,0.022246160770806853,0
586,2022-07-01,KGS,2022-07-01,shrink,160,139.49216208598546,1.0,0.0038366802171679246,0
586,2022-07-01,KGS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
586,2022-07-01,KGS,2022-07-01,forest,190,189.5157947196141,0.9999999999999994,0.0044407894736842105,0
586,2022-07-01,KGS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
586,2022-07-01,KGS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
586,2022-07-01,KGS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
587,2022-07-01,KZT,2022-07-01,global64,64,62.22549359394484,0.9999999999999999,0.012191727070711795,0
587,2022-07-01,KZT,2022-07-01,global128,128,122.33838283694955,1.0,0.005561221192924352,0
587,2022-07-01,KZT,2022-07-01,wide128,128,121.81516389768336,1.0,0.006226357638118086,0
587,2022-07-01,KZT,2022-07-01,recent128,128,122.33838283694955,1.0,0.005561221192924352,0
587,2022-07-01,KZT,2022-07-01,local32,32,29.98159550921722,1.0,0.01868246543601235,0
587,2022-07-01,KZT,2022-07-01,shrink,160,138.57925770672347,0.9999999999999999,0.003770319452830069,0
587,2022-07-01,KZT,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
587,2022-07-01,KZT,2022-07-01,forest,190,189.5157947196141,0.9999999999999994,0.0044407894736842105,0
587,2022-07-01,KZT,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
587,2022-07-01,KZT,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
587,2022-07-01,KZT,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
588,2022-07-01,TJS,2022-07-01,global64,64,61.239840672793854,1.0,0.011893059755333201,0
588,2022-07-01,TJS,2022-07-01,global128,128,121.35022014627687,0.9999999999999999,0.005645276043017175,0
588,2022-07-01,TJS,2022-07-01,wide128,128,120.95253957895414,1.0,0.005700130306268621,0
588,2022-07-01,TJS,2022-07-01,recent128,128,121.35022014627687,0.9999999999999999,0.005645276043017175,0
588,2022-07-01,TJS,2022-07-01,local32,32,30.535739986685854,0.9999999999999999,0.024187107467435437,0
588,2022-07-01,TJS,2022-07-01,shrink,160,139.1999637933467,0.9999999999999998,0.003827305791876051,0
588,2022-07-01,TJS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
588,2022-07-01,TJS,2022-07-01,forest,190,189.5157947196141,0.9999999999999994,0.0044407894736842105,0
588,2022-07-01,TJS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
588,2022-07-01,TJS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
588,2022-07-01,TJS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
589,2022-07-01,UZS,2022-07-01,global64,64,61.47016943753208,1.0,0.011963723394554607,0
589,2022-07-01,UZS,2022-07-01,global128,128,122.04622307261751,1.0,0.0057283361900143225,0
589,2022-07-01,UZS,2022-07-01,wide128,128,119.65195075461949,1.0,0.00575146836025646,0
589,2022-07-01,UZS,2022-07-01,recent128,128,122.04622307261751,1.0,0.0057283361900143225,0
589,2022-07-01,UZS,2022-07-01,local32,32,30.084234038912875,1.0,0.0197706449450488,0
589,2022-07-01,UZS,2022-07-01,shrink,160,138.63318690506256,1.0,0.0038836177559419135,0
589,2022-07-01,UZS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
589,2022-07-01,UZS,2022-07-01,forest,190,189.5157947196141,0.9999999999999994,0.0044407894736842105,0
589,2022-07-01,UZS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
589,2022-07-01,UZS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
589,2022-07-01,UZS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
590,2022-07-04,AMD,2022-07-01,global64,64,59.93461747458957,1.0,0.010460258451226612,0
590,2022-07-04,AMD,2022-07-01,global128,128,117.27139795713705,1.0,0.005016854034610925,0
590,2022-07-04,AMD,2022-07-01,wide128,128,123.9059411164649,1.0,0.006841347434863725,0
590,2022-07-04,AMD,2022-07-01,recent128,128,117.27139795713705,1.0,0.005016854034610925,0
590,2022-07-04,AMD,2022-07-01,local32,32,29.429008539785016,1.0,0.02009451675337527,0
590,2022-07-04,AMD,2022-07-01,shrink,160,134.3477347896558,0.9999999999999998,0.003401256972617576,0
590,2022-07-04,AMD,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
590,2022-07-04,AMD,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
590,2022-07-04,AMD,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
590,2022-07-04,AMD,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
590,2022-07-04,AMD,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
591,2022-07-04,KGS,2022-07-01,global64,64,59.999371471939575,1.0,0.011231393562202496,0
591,2022-07-04,KGS,2022-07-01,global128,128,117.16483771029156,1.0,0.004828018169692953,0
591,2022-07-04,KGS,2022-07-01,wide128,128,118.40669768979988,0.9999999999999998,0.0053430395534725915,0
591,2022-07-04,KGS,2022-07-01,recent128,128,117.16483771029156,1.0,0.004828018169692953,0
591,2022-07-04,KGS,2022-07-01,local32,32,29.45426753188643,1.0,0.019592142279192065,0
591,2022-07-04,KGS,2022-07-01,shrink,160,134.33794043007464,0.9999999999999999,0.0032732326574189514,0
591,2022-07-04,KGS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
591,2022-07-04,KGS,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
591,2022-07-04,KGS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
591,2022-07-04,KGS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
591,2022-07-04,KGS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
592,2022-07-04,KZT,2022-07-01,global64,64,60.14206095664553,1.0,0.010624118122372834,0
592,2022-07-04,KZT,2022-07-01,global128,128,117.66884882080632,1.0,0.004939247003903545,0
592,2022-07-04,KZT,2022-07-01,wide128,128,118.79626099451025,0.9999999999999999,0.005662729172486891,0
592,2022-07-04,KZT,2022-07-01,recent128,128,117.66884882080632,1.0,0.004939247003903545,0
592,2022-07-04,KZT,2022-07-01,local32,32,29.152823329945342,1.0,0.02078398844978051,0
592,2022-07-04,KZT,2022-07-01,shrink,160,133.98509525721136,1.0,0.003348642036544776,0
592,2022-07-04,KZT,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
592,2022-07-04,KZT,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
592,2022-07-04,KZT,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
592,2022-07-04,KZT,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
592,2022-07-04,KZT,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
593,2022-07-04,TJS,2022-07-01,global64,64,59.615630204734686,1.0,0.010339445508636313,0
593,2022-07-04,TJS,2022-07-01,global128,128,116.54222551808955,1.0,0.00499206222057878,0
593,2022-07-04,TJS,2022-07-01,wide128,128,121.02228569349298,1.0,0.005655464769826786,0
593,2022-07-04,TJS,2022-07-01,recent128,128,116.54222551808955,1.0,0.00499206222057878,0
593,2022-07-04,TJS,2022-07-01,local32,32,29.714109811584365,1.0,0.02193561332247218,0
593,2022-07-04,TJS,2022-07-01,shrink,160,134.5155975289803,1.0,0.0033844489631042578,0
593,2022-07-04,TJS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
593,2022-07-04,TJS,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
593,2022-07-04,TJS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
593,2022-07-04,TJS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
593,2022-07-04,TJS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
594,2022-07-04,UZS,2022-07-01,global64,64,60.13886666463849,1.0,0.010772378948680291,0
594,2022-07-04,UZS,2022-07-01,global128,128,117.76221506028678,1.0,0.0049809158620838885,0
594,2022-07-04,UZS,2022-07-01,wide128,128,117.83985426323589,1.0000000000000002,0.0053017296618670905,0
594,2022-07-04,UZS,2022-07-01,recent128,128,117.76221506028678,1.0,0.0049809158620838885,0
594,2022-07-04,UZS,2022-07-01,local32,32,29.130206643338095,1.0,0.01877765370155049,0
594,2022-07-04,UZS,2022-07-01,shrink,160,133.99111087703844,1.0,0.003376892109887382,0
594,2022-07-04,UZS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
594,2022-07-04,UZS,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
594,2022-07-04,UZS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
