row,date,currency,origin,model,n_scenarios,effective_scenarios,weight_sum,min_weight,clipped_log_ratios
594,2022-07-04,UZS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
594,2022-07-04,UZS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
595,2022-07-05,AMD,2022-07-01,global64,64,56.09301648184616,1.0,0.009181471376833698,0
595,2022-07-05,AMD,2022-07-01,global128,128,109.03001324204955,1.0,0.003682233982762284,0
595,2022-07-05,AMD,2022-07-01,wide128,128,126.58181279751504,1.0,0.006737202171136013,0
595,2022-07-05,AMD,2022-07-01,recent128,128,109.03001324204955,1.0,0.003682233982762284,0
595,2022-07-05,AMD,2022-07-01,local32,32,27.760432468082406,1.0,0.016568271760488768,0
595,2022-07-05,AMD,2022-07-01,shrink,160,125.76331156065253,0.9999999999999998,0.002496429818821887,0
595,2022-07-05,AMD,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
595,2022-07-05,AMD,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
595,2022-07-05,AMD,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
595,2022-07-05,AMD,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
595,2022-07-05,AMD,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
596,2022-07-05,KGS,2022-07-01,global64,64,58.91124297355595,1.0,0.009190585003189523,0
596,2022-07-05,KGS,2022-07-01,global128,128,117.3989966902837,1.0,0.00496716900072474,0
596,2022-07-05,KGS,2022-07-01,wide128,128,121.7548437568821,1.0,0.006070326017334824,0
596,2022-07-05,KGS,2022-07-01,recent128,128,117.3989966902837,1.0,0.00496716900072474,0
596,2022-07-05,KGS,2022-07-01,local32,32,29.16818535237147,0.9999999999999999,0.01883765852830632,0
596,2022-07-05,KGS,2022-07-01,shrink,160,133.8576636745688,1.0,0.00336757220388118,0
596,2022-07-05,KGS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
596,2022-07-05,KGS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
596,2022-07-05,KGS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
596,2022-07-05,KGS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
596,2022-07-05,KGS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
597,2022-07-05,KZT,2022-07-01,global64,64,59.14734591028064,1.0,0.01038182142690134,0
597,2022-07-05,KZT,2022-07-01,global128,128,117.26307130006843,1.0000000000000002,0.00509505041631601,0
597,2022-07-05,KZT,2022-07-01,wide128,128,118.41878587934579,1.0,0.005638129365672261,0
597,2022-07-05,KZT,2022-07-01,recent128,128,117.26307130006843,1.0000000000000002,0.00509505041631601,0
597,2022-07-05,KZT,2022-07-01,local32,32,29.14134979774555,1.0,0.020711683392636474,0
597,2022-07-05,KZT,2022-07-01,shrink,160,133.71782836869554,1.0,0.00345427146868882,0
597,2022-07-05,KZT,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
597,2022-07-05,KZT,2022-07-01,forest,190,153.9837675941587,1.0,0.0044407894736842105,0
597,2022-07-05,KZT,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
597,2022-07-05,KZT,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
597,2022-07-05,KZT,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
598,2022-07-05,TJS,2022-07-01,global64,64,55.08976074501633,1.0,0.008733519385305675,0
598,2022-07-05,TJS,2022-07-01,global128,128,108.79617682867648,1.0,0.0038140225394406218,0
598,2022-07-05,TJS,2022-07-01,wide128,128,123.39979786610279,1.0,0.006200028246677211,0
598,2022-07-05,TJS,2022-07-01,recent128,128,108.79617682867648,1.0,0.0038140225394406218,0
598,2022-07-05,TJS,2022-07-01,local32,32,26.085764680787562,1.0,0.01401798489286948,0
598,2022-07-05,TJS,2022-07-01,shrink,160,121.94624358565045,1.0,0.0025857779928410993,0
598,2022-07-05,TJS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
598,2022-07-05,TJS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
598,2022-07-05,TJS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
598,2022-07-05,TJS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
598,2022-07-05,TJS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
599,2022-07-05,UZS,2022-07-01,global64,64,58.89263715962407,1.0000000000000002,0.008825631664201,0
599,2022-07-05,UZS,2022-07-01,global128,128,117.0609765994177,0.9999999999999999,0.004937055740473799,0
599,2022-07-05,UZS,2022-07-01,wide128,128,123.69067195023955,0.9999999999999999,0.006251739156822279,0
599,2022-07-05,UZS,2022-07-01,recent128,128,117.0609765994177,0.9999999999999999,0.004937055740473799,0
599,2022-07-05,UZS,2022-07-01,local32,32,28.824897313254713,1.0,0.01807296723128839,0
599,2022-07-05,UZS,2022-07-01,shrink,160,132.903248850505,0.9999999999999999,0.0033471564342195245,0
599,2022-07-05,UZS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
599,2022-07-05,UZS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
599,2022-07-05,UZS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
599,2022-07-05,UZS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
599,2022-07-05,UZS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
600,2022-07-06,AMD,2022-07-01,global64,64,58.92622993291095,1.0,0.009483966230160241,0
600,2022-07-06,AMD,2022-07-01,global128,128,112.52560490049385,1.0,0.004141787186434368,0
600,2022-07-06,AMD,2022-07-01,wide128,128,127.05731605706188,0.9999999999999999,0.007474771259240645,0
600,2022-07-06,AMD,2022-07-01,recent128,128,112.52560490049385,1.0,0.004141787186434368,0
600,2022-07-06,AMD,2022-07-01,local32,32,28.270938643778326,1.0,0.01742542622742235,0
600,2022-07-06,AMD,2022-07-01,shrink,160,128.9819013542434,1.0,0.0028079913128368594,0
600,2022-07-06,AMD,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
600,2022-07-06,AMD,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
600,2022-07-06,AMD,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
600,2022-07-06,AMD,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
600,2022-07-06,AMD,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
601,2022-07-06,KGS,2022-07-01,global64,64,57.90393946940217,1.0,0.009772271716736645,0
601,2022-07-06,KGS,2022-07-01,global128,128,113.00852424054179,1.0,0.004406303107712847,0
601,2022-07-06,KGS,2022-07-01,wide128,128,121.0929800825852,1.0,0.005890915623242857,0
601,2022-07-06,KGS,2022-07-01,recent128,128,113.00852424054179,1.0,0.004406303107712847,0
601,2022-07-06,KGS,2022-07-01,local32,32,28.76141457919054,1.0,0.017617830325515088,0
601,2022-07-06,KGS,2022-07-01,shrink,160,130.32687995716913,0.9999999999999999,0.0029873241408222687,0
601,2022-07-06,KGS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
601,2022-07-06,KGS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
601,2022-07-06,KGS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
601,2022-07-06,KGS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
601,2022-07-06,KGS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
602,2022-07-06,KZT,2022-07-01,global64,64,56.154529013207934,1.0,0.010554756201116157,0
602,2022-07-06,KZT,2022-07-01,global128,128,114.65013129935386,1.0,0.005262569398920664,0
602,2022-07-06,KZT,2022-07-01,wide128,128,118.59091788403819,1.0,0.005667536441360433,0
602,2022-07-06,KZT,2022-07-01,recent128,128,114.65013129935386,1.0,0.005262569398920664,0
602,2022-07-06,KZT,2022-07-01,local32,32,28.67270044422981,1.0,0.020862370717109918,0
602,2022-07-06,KZT,2022-07-01,shrink,160,131.13148941639008,0.9999999999999999,0.0035678436602851957,0
602,2022-07-06,KZT,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
602,2022-07-06,KZT,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
602,2022-07-06,KZT,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
602,2022-07-06,KZT,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
602,2022-07-06,KZT,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
603,2022-07-06,TJS,2022-07-01,global64,64,58.96177459615435,1.0,0.009460637514767905,0
603,2022-07-06,TJS,2022-07-01,global128,128,112.86313784515681,1.0,0.0041856805680475714,0
603,2022-07-06,TJS,2022-07-01,wide128,128,122.61613291461789,1.0,0.006014097492189406,0
603,2022-07-06,TJS,2022-07-01,recent128,128,112.86313784515681,1.0,0.0041856805680475714,0
603,2022-07-06,TJS,2022-07-01,local32,32,27.08112486739217,1.0,0.016306419580475316,0
603,2022-07-06,TJS,2022-07-01,shrink,160,126.55061815209253,1.0,0.0028377495376593702,0
603,2022-07-06,TJS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
603,2022-07-06,TJS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
603,2022-07-06,TJS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
603,2022-07-06,TJS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
603,2022-07-06,TJS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
604,2022-07-06,UZS,2022-07-01,global64,64,58.59799993867816,1.0,0.00952015788831397,0
604,2022-07-06,UZS,2022-07-01,global128,128,113.26056877899646,1.0,0.004381217158445382,0
604,2022-07-06,UZS,2022-07-01,wide128,128,123.06407289104949,1.0000000000000002,0.006118627895388957,0
604,2022-07-06,UZS,2022-07-01,recent128,128,113.26056877899646,1.0,0.004381217158445382,0
604,2022-07-06,UZS,2022-07-01,local32,32,28.182289828996613,1.0,0.01939823501437292,0
604,2022-07-06,UZS,2022-07-01,shrink,160,129.2313905433695,1.0,0.0029703167175900895,0
604,2022-07-06,UZS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
604,2022-07-06,UZS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
604,2022-07-06,UZS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
604,2022-07-06,UZS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
604,2022-07-06,UZS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
605,2022-07-07,AMD,2022-07-01,global64,64,60.98955662456468,1.0,0.011907481785861148,0
605,2022-07-07,AMD,2022-07-01,global128,128,121.07210429483766,0.9999999999999998,0.005630702699457065,0
605,2022-07-07,AMD,2022-07-01,wide128,128,125.73573083568604,1.0000000000000002,0.007298738918064607,0
605,2022-07-07,AMD,2022-07-01,recent128,128,121.07210429483766,0.9999999999999998,0.005630702699457065,0
605,2022-07-07,AMD,2022-07-01,local32,32,29.998091576952987,1.0,0.02144791277287748,0
605,2022-07-07,AMD,2022-07-01,shrink,160,137.86485679619113,0.9999999999999998,0.003817425558953942,0
605,2022-07-07,AMD,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
605,2022-07-07,AMD,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
605,2022-07-07,AMD,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
605,2022-07-07,AMD,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
605,2022-07-07,AMD,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
606,2022-07-07,KGS,2022-07-01,global64,64,60.94503016385433,1.0,0.011685064327897707,0
606,2022-07-07,KGS,2022-07-01,global128,128,120.18647960201064,1.0,0.005566467817251139,0
606,2022-07-07,KGS,2022-07-01,wide128,128,121.00990524533414,1.0,0.0056897051238274845,0
606,2022-07-07,KGS,2022-07-01,recent128,128,120.18647960201064,1.0,0.005566467817251139,0
606,2022-07-07,KGS,2022-07-01,local32,32,30.07741155810156,0.9999999999999999,0.022224010759453412,0
606,2022-07-07,KGS,2022-07-01,shrink,160,137.50736246072358,0.9999999999999998,0.0037738764862719583,0
606,2022-07-07,KGS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
606,2022-07-07,KGS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
606,2022-07-07,KGS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
606,2022-07-07,KGS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
606,2022-07-07,KGS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
607,2022-07-07,KZT,2022-07-01,global64,64,57.82228970237494,1.0,0.010292999857717809,0
607,2022-07-07,KZT,2022-07-01,global128,128,118.07413655658746,1.0,0.005568888972233212,0
607,2022-07-07,KZT,2022-07-01,wide128,128,117.93415245386062,1.0000000000000002,0.005525616909941454,0
607,2022-07-07,KZT,2022-07-01,recent128,128,118.07413655658746,1.0,0.005568888972233212,0
607,2022-07-07,KZT,2022-07-01,local32,32,28.878936099482356,1.0,0.021725146731766964,0
607,2022-07-07,KZT,2022-07-01,shrink,160,133.6211305100078,1.0,0.0037755179472767535,0
607,2022-07-07,KZT,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
607,2022-07-07,KZT,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
607,2022-07-07,KZT,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
607,2022-07-07,KZT,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
607,2022-07-07,KZT,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
608,2022-07-07,TJS,2022-07-01,global64,64,60.35568071537262,0.9999999999999999,0.01127145633896616,0
608,2022-07-07,TJS,2022-07-01,global128,128,120.50800253108086,1.0,0.00558680454860039,0
608,2022-07-07,TJS,2022-07-01,wide128,128,123.16243692415885,1.0,0.005987322122317095,0
608,2022-07-07,TJS,2022-07-01,recent128,128,120.50800253108086,1.0,0.00558680454860039,0
608,2022-07-07,TJS,2022-07-01,local32,32,30.255703988010037,1.0,0.022169949305738432,0
608,2022-07-07,TJS,2022-07-01,shrink,160,138.0869135112824,0.9999999999999999,0.003787664100746027,0
608,2022-07-07,TJS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
608,2022-07-07,TJS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
608,2022-07-07,TJS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
608,2022-07-07,TJS,2022-07-01,ridge_gaussian,256,256.0,1.0,0.00390625,0
608,2022-07-07,TJS,2022-07-01,ridge_local,38,38.0,0.9999999999999998,0.02631578947368421,0
609,2022-07-07,UZS,2022-07-01,global64,64,60.82301207370789,1.0,0.012019175453982286,0
609,2022-07-07,UZS,2022-07-01,global128,128,120.83483879215441,1.0,0.005476768496731404,0
609,2022-07-07,UZS,2022-07-01,wide128,128,123.12367600097967,1.0,0.0058822614000950246,0
609,2022-07-07,UZS,2022-07-01,recent128,128,120.83483879215441,1.0,0.005476768496731404,0
609,2022-07-07,UZS,2022-07-01,local32,32,30.27981013944628,1.0,0.022752087323353255,0
609,2022-07-07,UZS,2022-07-01,shrink,160,138.33611262375746,1.0,0.003713063387614511,0
609,2022-07-07,UZS,2022-07-01,unconditional,475,475.0,0.9999999999999996,0.002105263157894737,0
609,2022-07-07,UZS,2022-07-01,forest,190,134.8925352438178,0.9999999999999999,0.0044407894736842105,0
609,2022-07-07,UZS,2022-07-01,ridge_empirical,190,190.00000000000003,1.0000000000000004,0.005263157894736842,0
