candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
incumbent,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
nbg_selected,530,1.0215185017263626,0.7739119494060843,1.3644810474106386,0.3806548362909273,-40.53264556959852,29.78816913399001
incumbent90_nbg10,542,1.9220249503788938,1.6306568904575287,2.2628215724724554,0.00024993751562109475,50.06584847527603,111.1436498851285
incumbent80_nbg20,534,1.8948818597824808,1.6011066935234763,2.240724250419526,0.00024993751562109475,50.45548784400712,109.70655306581871
incumbent70_nbg30,534,1.8389443879069831,1.5579104592795656,2.166190940147826,0.00024993751562109475,45.73001360798767,106.8276832143203
incumbent60_nbg40,558,1.739775670966417,1.5070542256057222,2.034589768033941,0.00024993751562109475,33.35933875194104,97.14637891707066
incumbent_plus_usd_basis_delta20_w10,499,0.8904315099700324,0.6492501367361992,1.1472594257898021,0.8147963009247688,-59.74562846335982,18.05433199520237
incumbent_plus_usd_basis_delta20_w20,496,0.8807614334267485,0.6453737042940701,1.137066508972727,0.8395401149712571,-60.639792294108645,17.15008688998382
incumbent_plus_cny_basis_delta20_w10,480,0.8867837338262476,0.6629440297810951,1.1300034751497805,0.8240439890027493,-46.9080507435038,26.104806188984536
incumbent_plus_cny_basis_delta20_w20,481,0.8849401085999977,0.6629379645571201,1.1282288218650933,0.8295426143464134,-46.6612222190688,26.10451786983745
incumbent_plus_consensus_basis_delta20_w10,501,0.939046122173398,0.6980213148142176,1.2334409153309263,0.6725818545363659,-52.809951872900434,24.228554551200922
incumbent_plus_consensus_basis_delta20_w20,498,0.9222100973208917,0.6881884892052706,1.2097963559650904,0.7193201699575106,-54.36807639931219,22.066372258849523
incumbent_plus_cross_basis_delta20_w10,526,0.9866955293323867,0.7687050002180321,1.1914357145521537,0.561859535116221,-48.406966472498226,28.476668764084707
incumbent_plus_cross_basis_delta20_w20,519,0.9352551294790564,0.718388088042123,1.140204109530231,0.7315671082229442,-52.733889364028116,22.94458880271445
incumbent_plus_basis_disagreement_delta20_w10,543,0.969557091941463,0.7656979589633588,1.2020575521648629,0.5933516620844789,-44.801623340317626,25.85847926974009
incumbent_plus_basis_disagreement_delta20_w20,536,0.9473887494137446,0.7469916644093418,1.1972630720198183,0.6213446638340415,-45.21886884750668,25.412919174092334
