candidate,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min
incumbent,1.6230036627345803,1.8545481119686134,18.007536172632168,70.28340285633575
incumbent60_nbg40,1.5219091235446347,1.6866177181476985,17.550770786775498,56.41737985499089
incumbent70_nbg30,1.5735384268306498,1.7621183297439917,18.507791446752474,63.52504095063372
incumbent80_nbg20,1.5885385376494516,1.8007899338672844,18.36947539592511,64.83073346519811
incumbent90_nbg10,1.6088019658063941,1.8327271528280036,18.030667301323998,67.48156964418885
incumbent_plus_basis_disagreement_delta20_w10,0.9667328383072272,1.0488579797509994,-20.646800579401287,-30.81269865949245
incumbent_plus_basis_disagreement_delta20_w20,0.9462160018414987,1.0416207141331664,-19.865821898783032,-31.145065551310996
incumbent_plus_cny_basis_delta20_w10,0.7924991051053739,0.8769192688234708,15.145364076898257,-24.682655578043416
incumbent_plus_cny_basis_delta20_w20,0.7908431054417404,0.8750812624054326,15.047127603916689,-24.772785672739513
incumbent_plus_consensus_basis_delta20_w10,0.8151538312029285,0.9528314369224136,13.990835491532227,-25.56676599303434
incumbent_plus_consensus_basis_delta20_w20,0.811648699053147,0.933644600934439,13.940276714749704,-25.9548652635721
incumbent_plus_cross_basis_delta20_w10,0.9167302948489422,0.9816549398820719,-2.876338411467383,-30.433944827675212
incumbent_plus_cross_basis_delta20_w20,0.886597591768905,0.9332301767685465,-4.0725687876989145,-41.941399107748445
incumbent_plus_usd_basis_delta20_w10,0.8144688990034387,0.9332266202966245,15.33731893149316,-24.720470684619357
incumbent_plus_usd_basis_delta20_w20,0.8002790361433726,0.9226837204009591,14.936412213986667,-25.5048244785772
nbg_selected,0.9738595592004101,1.0601335969593226,-0.26901292327054266,-38.91003591571175
