scenario,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
calendar_assumed_replay,58200,0.13711340206185568,0.17091363457246866,0.1143881229278467,0.3832972084178603,0.03380408217271984,0.11510711081605852,0.3858618376006116,0.03355445959166208,-0.0007189878882118278,-0.002564629182751299,0.6772160027208602,0.23574091012659906,0.020434506716811907,0.0002496225810577554,True
no_same_day_receipt,58200,0.13711340206185568,0.1680639837107223,0.11447798350129089,0.3830343544078504,0.03095443131097345,0.11525360976262869,0.3857978830340555,0.03067625457884212,-0.0007756262613378001,-0.002763528626205103,0.6760672976247868,0.23475700229755977,0.021926423486034907,0.0002781767321313293,True
