scenario,model,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision
calendar_assumed_replay,identity_h20,58200,0.13711340206185568,0.17203391244843044,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.11902514114750588,0.39992536309722126,0.03492436004868162,0.0,0.0,0.5659172610438881,0.1836131500545854
calendar_assumed_replay,pre2025_currency_history_shrink_shadow,58200,0.13711340206185568,0.17091363457246866,0.1143881229278467,0.3832972084178603,0.03380408217271984,0.11902514114750588,0.39992536309722126,0.03492436004868162,-0.004637018219659186,-0.016628154679360962,0.6772160027208602,0.23574091012659906
no_same_day_receipt,identity_h20,58200,0.13711340206185568,0.16906675181726374,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.11753561086419795,0.3939528313540774,0.031957199417514896,0.0,0.0,0.60050846076761,0.19893248024043425
no_same_day_receipt,pre2025_currency_history_shrink_shadow,58200,0.13711340206185568,0.1680639837107223,0.11447798350129089,0.3830343544078504,0.03095443131097345,0.11753561086419795,0.3939528313540774,0.031957199417514896,-0.003057627362907059,-0.010918476946226996,0.6760672976247868,0.23475700229755977
