scenario,clock,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
calendar_assumed_replay,00:15,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
calendar_assumed_replay,06:00,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
calendar_assumed_replay,09:15,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
calendar_assumed_replay,10:15,2910,0.13711340206185568,0.16796132479173448,0.11619386203191306,0.39088066431759294,0.03084792272987883,0.11683893105611472,0.3932117985156328,0.03063144561848585,-0.0006450690242016527,-0.0023311341980398748,0.6387064834527577,0.20722929641922916,0.019646887030399518,0.00021647711139298129,True
calendar_assumed_replay,10:45,2910,0.13711340206185568,0.16757904388543396,0.11516060419096769,0.38616218930051915,0.030465641823578266,0.11579426465316951,0.38844895862406065,0.03026159755326052,-0.0006336604622018266,-0.002286769323541493,0.6647203432715599,0.21709695429675624,0.01764666544896687,0.0002040442703177478,True
calendar_assumed_replay,11:45,2910,0.13711340206185568,0.16773914389970296,0.1152331165491426,0.38534495875119634,0.03070273507998377,0.11586677701134443,0.38763172807473784,0.030498690809666,-0.0006336604622018266,-0.002286769323541493,0.6729957111017288,0.22206621848977665,0.017663633396514,0.00020404427031777209,True
calendar_assumed_replay,12:45,2910,0.13711340206185568,0.1670617260890563,0.11507217258070711,0.38446058947518935,0.03573126407733767,0.11570583304290895,0.3867473587987309,0.030413174512631345,-0.0006336604622018405,-0.0022867693235415487,0.6767301567339297,0.22883374184382363,0.0173262706746955,0.005318089564706325,True
calendar_assumed_replay,13:45,2910,0.13711340206185568,0.1668960660319917,0.11457839663453848,0.38238118470500804,0.03815818496726589,0.1152120570967403,0.3846679540285496,0.032548755174239774,-0.0006336604622018266,-0.0022867693235415487,0.6888278042777194,0.23656574772757216,0.01702184573340959,0.005609429793026116,True
calendar_assumed_replay,14:45,2910,0.13711340206185568,0.1671453392597363,0.11427823672591694,0.38102343171048736,0.040004412273185075,0.11491189718811878,0.38331020103402896,0.03439498248015901,-0.0006336604622018405,-0.0022867693235416042,0.694137274688114,0.24128411539332703,0.017005875900424128,0.0056094297930260675,True
calendar_assumed_replay,15:10,2910,0.13711340206185568,0.16759079209088462,0.11319044448449113,0.37654837909394934,0.038413432814590975,0.11382410494669297,0.37883514841749094,0.03280400302156487,-0.0006336604622018405,-0.0022867693235416042,0.6983977266942745,0.25249331013633225,0.016647552772812158,0.005609429793026102,True
calendar_assumed_replay,15:25,2910,0.13711340206185568,0.16758735051371157,0.11305344460145206,0.37618326425703763,0.03441127922177124,0.11368710506365388,0.3784700335805792,0.03035218256998731,-0.0006336604622018266,-0.0022867693235415487,0.6986208052987906,0.2522397291416824,0.016508814848750664,0.004059096651783934,True
calendar_assumed_replay,15:45,2910,0.13711340206185568,0.1677594459556354,0.11305012971012723,0.3760570020883827,0.034148414531651614,0.11368379017232907,0.3783437714119243,0.030521580593048214,-0.0006336604622018405,-0.0022867693235416042,0.6992281580095201,0.25245078075837335,0.016510811077873888,0.0036268339386033993,True
calendar_assumed_replay,16:45,2910,0.13711340206185568,0.16837651169840595,0.11325804601655672,0.3770402932244816,0.031338424410217725,0.11389170647875853,0.3793270625480233,0.03113438013989995,-0.0006336604622018127,-0.0022867693235416597,0.6957941448603587,0.24899454018181724,0.016272261697653057,0.00020404427031777556,True
calendar_assumed_replay,17:45,2910,0.13711340206185568,0.16934995693375765,0.1130727050745609,0.37820854983893687,0.033107913418202434,0.11370636553676274,0.38049531916247836,0.0320325106015842,-0.0006336604622018405,-0.002286769323541493,0.701786824688164,0.25529916483129367,0.016559718691392056,0.0010754028166182344,True
calendar_assumed_replay,18:45,2910,0.13711340206185568,0.18397586842905,0.11311642131743099,0.3802644740784461,0.04856195509774395,0.11356128720254641,0.3818882452571417,0.048238259891752615,-0.00044486588511541414,-0.00162377117869561,0.727568622871396,0.25916099036867013,0.012390594167617341,0.00032369520599133395,True
calendar_assumed_replay,19:15,2910,0.13711340206185568,0.18044592473456636,0.11257092447958918,0.3781981852061366,0.050378539133111744,0.11301579036470458,0.3798219563848322,0.05026967536637267,-0.00044486588511540026,-0.00162377117869561,0.7194749118914371,0.2626453986289961,0.011519240155346555,0.00010886376673907572,True
calendar_assumed_replay,20:15,2910,0.13711340206185568,0.17697458694640145,0.11289167574961956,0.37952063087298255,0.048904969696242015,0.11333654163473496,0.38114440205167816,0.048796105929502925,-0.00044486588511540026,-0.00162377117869561,0.7000675723558198,0.258638361552107,0.011732836671527469,0.0001088637667390896,True
calendar_assumed_replay,21:15,2910,0.13711340206185568,0.17748241433347253,0.11265648591350647,0.37874834122658535,0.04920567348041871,0.11310135179862184,0.38037211240528096,0.049096809713679634,-0.0004448658851153725,-0.00162377117869561,0.7042476761397719,0.261971129724382,0.011722855525911569,0.00010886376673907572,True
calendar_assumed_replay,22:15,2910,0.13711340206185568,0.1771423561178361,0.11272071451768038,0.37894843400467504,0.04955984969125723,0.1131655804027958,0.3805722051833706,0.04945098592451814,-0.00044486588511541414,-0.0016237711786955544,0.7026377173519222,0.2611802537138733,0.011808693378208557,0.0001088637667390896,True
calendar_assumed_replay,23:15,2910,0.13711340206185568,0.17707160827614699,0.11268279700065441,0.3788283138449932,0.049443334448932084,0.11312766288576978,0.3804520850236888,0.04933447068219305,-0.0004448658851153725,-0.00162377117869561,0.702871276159335,0.26168690563766467,0.01176677256662162,0.00010886376673903408,True
no_same_day_receipt,00:15,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
no_same_day_receipt,06:00,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
no_same_day_receipt,09:15,2910,0.13711340206185568,0.16671107715394964,0.1183274269926929,0.39904842745353486,0.029597675092093965,0.11990372326180121,0.4044988038366677,0.0289035586900442,-0.0015762962691083099,-0.005450376383132838,0.5661215963045806,0.16443026102019181,0.0602012797824909,0.0006941164020497631,True
no_same_day_receipt,10:15,2910,0.13711340206185568,0.16796132479173448,0.11619386203191306,0.39088066431759294,0.03084792272987883,0.11683893105611472,0.3932117985156328,0.03063144561848585,-0.0006450690242016527,-0.0023311341980398748,0.6387064834527577,0.20722929641922916,0.019646887030399518,0.00021647711139298129,True
no_same_day_receipt,10:45,2910,0.13711340206185568,0.16757904388543396,0.11516060419096769,0.38616218930051915,0.030465641823578266,0.11579426465316951,0.38844895862406065,0.03026159755326052,-0.0006336604622018266,-0.002286769323541493,0.6647203432715599,0.21709695429675624,0.01764666544896687,0.0002040442703177478,True
no_same_day_receipt,11:45,2910,0.13711340206185568,0.16773914389970296,0.1152331165491426,0.38534495875119634,0.03070273507998377,0.11586677701134443,0.38763172807473784,0.030498690809666,-0.0006336604622018266,-0.002286769323541493,0.6729957111017288,0.22206621848977665,0.017663633396514,0.00020404427031777209,True
no_same_day_receipt,12:45,2910,0.13711340206185568,0.1670617260890563,0.11507217258070711,0.38446058947518935,0.03573126407733767,0.11570583304290895,0.3867473587987309,0.030413174512631345,-0.0006336604622018405,-0.0022867693235415487,0.6767301567339297,0.22883374184382363,0.0173262706746955,0.005318089564706325,True
no_same_day_receipt,13:45,2910,0.13711340206185568,0.1668960660319917,0.11457839663453848,0.38238118470500804,0.03815818496726589,0.1152120570967403,0.3846679540285496,0.032548755174239774,-0.0006336604622018266,-0.0022867693235415487,0.6888278042777194,0.23656574772757216,0.01702184573340959,0.005609429793026116,True
no_same_day_receipt,14:45,2910,0.13711340206185568,0.1671453392597363,0.11427823672591694,0.38102343171048736,0.040004412273185075,0.11491189718811878,0.38331020103402896,0.03439498248015901,-0.0006336604622018405,-0.0022867693235416042,0.694137274688114,0.24128411539332703,0.017005875900424128,0.0056094297930260675,True
