route_source,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta_identity,ece_delta_identity,deduplicated_rows,dates
t22_after_receipt_replay,5860,0.15085324232081912,0.1856368220946351,0.11926986950361944,0.3922797082146725,0.04472205924182211,0.1282294688844372,0.4245679558697452,0.03966330979820526,-0.008959599380817765,-0.03228824765507271,0.7383429147691727,0.28983753816803204,0.16054186793441105,0.005058749443616853,5860,390
t34_cbr_history_shrink50,5780,0.13806228373702423,0.16611355019629478,0.11869894236685963,0.3997871394609075,0.028051266459270616,0.12470212534771744,0.42104641944486293,0.034574199578948035,-0.0060031829808578074,-0.021259279983955437,0.5705140007787434,0.1779582634267447,0.19343118937448,-0.006522933119677419,5780,578
