scenario,clock,brier_identity_h20,brier_pre2025_currency_history_shrink_shadow,logloss_identity_h20,logloss_pre2025_currency_history_shrink_shadow,ece_identity_h20,ece_pre2025_currency_history_shrink_shadow,auc_identity_h20,auc_pre2025_currency_history_shrink_shadow,average_precision_identity_h20,average_precision_pre2025_currency_history_shrink_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,modified_rows,rows,route_source_count,noninferior
calendar_assumed_replay,00:15,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.010950833176751216,-0.0018495218845208275,0.07418589361108566,0.3012398136183046,2890,2910,2,True
calendar_assumed_replay,06:00,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.011532465712120219,-0.0017266076555389786,0.0721742068636581,0.29723155293598086,2890,2910,2,True
calendar_assumed_replay,09:15,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.0114967326476433,-0.0016499382821127655,0.06590835650511079,0.3013041061790085,2890,2910,2,True
calendar_assumed_replay,10:15,0.11875734888999052,0.11619386203191306,0.4000760592456141,0.39088066431759294,0.03182679756896785,0.03084792272987883,0.5664948911506165,0.6387064834527577,0.17520816131024183,0.20722929641922916,-0.00256348685807746,-0.009195394928021183,-0.0009788748390890181,0.07221159230214125,0.032021135108987325,-0.0047759866728335435,-0.0004896124692606871,0.01985213417054765,0.12272702214435162,1350,2910,2,True
calendar_assumed_replay,10:45,0.11770455971760314,0.11516060419096769,0.3952768542826707,0.38616218930051915,0.03147655921957627,0.030465641823578266,0.5993069092484298,0.6647203432715599,0.18757891920287384,0.21709695429675624,-0.002543955526635458,-0.009114664982151521,-0.0010109173959980018,0.06541343402313016,0.0295180350938824,-0.004997154131372748,-0.0006170291146729795,0.018927414011264916,0.11006667558329407,1345,2910,2,True
calendar_assumed_replay,11:45,0.11777707207577807,0.1152331165491426,0.3944596237333479,0.38534495875119634,0.03171365247598176,0.03070273507998377,0.6115178427949602,0.6729957111017288,0.19270254644555398,0.22206621848977665,-0.002543955526635472,-0.009114664982151577,-0.0010109173959979914,0.0614778683067686,0.02936367204422266,-0.005128858838443535,-0.0004903628237527925,0.014598710423178876,0.10261385918798667,1345,2910,2,True
calendar_assumed_replay,12:45,0.11761612810734255,0.11507217258070711,0.3935752544573411,0.38446058947518935,0.0316281361789471,0.03573126407733767,0.6166236978347901,0.6767301567339297,0.19912522948597194,0.22883374184382363,-0.002543955526635444,-0.009114664982151743,0.004103127898390568,0.06010645889913957,0.029708512357851685,-0.005079577390025042,-0.000605726298075354,0.01739284007739456,0.10265158119250829,1345,2910,2,True
calendar_assumed_replay,13:45,0.11712235216117395,0.11457839663453848,0.39149584968715967,0.38238118470500804,0.03141475375351321,0.03815818496726589,0.6296336220878761,0.6888278042777194,0.20631369216327045,0.23656574772757216,-0.002543955526635472,-0.009114664982151632,0.006743431213752683,0.05919418218984329,0.030252055564301716,-0.005065774716536976,-0.0004902992084085751,0.015320765840946628,0.09662605940256763,1345,2910,2,True
calendar_assumed_replay,14:45,0.11682219225255243,0.11427823672591694,0.39013809669263905,0.38102343171048736,0.031042854593878615,0.040004412273185075,0.6370381349630547,0.694137274688114,0.2119387794102788,0.24128411539332703,-0.0025439555266354857,-0.009114664982151688,0.00896155767930646,0.05709913972505931,0.029345335983048226,-0.004803820313929802,-0.0005188386928534059,0.0158682761265186,0.09719166123382088,1345,2910,2,True
calendar_assumed_replay,15:10,0.11573440001112661,0.11319044448449113,0.385663044076101,0.37654837909394934,0.031575012584157576,0.038413432814590975,0.6426580190021051,0.6983977266942745,0.2242290907394312,0.25249331013633225,-0.0025439555266354857,-0.009114664982151688,0.006838420230433399,0.055739707692169405,0.028264219396901047,-0.005126219340570886,-0.000449762786137803,0.014034524145028518,0.09590547411707,1345,2910,2,True
calendar_assumed_replay,15:25,0.11559740012808753,0.11305344460145206,0.3852979292391892,0.37618326425703763,0.03156714423630308,0.03441127922177124,0.643303300066175,0.6986208052987906,0.22428330454073092,0.2522397291416824,-0.002543955526635472,-0.009114664982151577,0.0028441349854681636,0.05531750523261558,0.02795642460095149,-0.004846289132820289,-0.00039427721056829496,0.01120596167282428,0.09137458637155993,1345,2910,2,True
calendar_assumed_replay,15:45,0.11559408523676269,0.11305012971012723,0.3851716670705343,0.3760570020883827,0.03173654225936399,0.034148414531651614,0.6439266226098899,0.6992281580095201,0.22449787024965234,0.25245078075837335,-0.002543955526635458,-0.009114664982151577,0.0024118722722876254,0.05530153539963023,0.027952910508721007,-0.005063251194879818,-0.0004003262478468204,0.014821623656423677,0.09164153187860347,1345,2910,2,True
calendar_assumed_replay,16:45,0.11580200154319217,0.11325804601655672,0.3861549582066332,0.3770402932244816,0.032349341806215716,0.031338424410217725,0.6407431362156886,0.6957941448603587,0.2223295571589361,0.24899454018181724,-0.002543955526635458,-0.009114664982151577,-0.0010109173959979914,0.05505100864467016,0.026664983022881145,-0.00495001553943276,-0.0004228175803358389,0.012950819493768107,0.09085686980991263,1345,2910,2,True
calendar_assumed_replay,17:45,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.004828065725535482,-0.0004923382400641758,0.014359974460165037,0.09991119510045968,1345,2910,2,True
calendar_assumed_replay,18:45,0.12122297986055745,0.11311642131743099,0.40912336286545337,0.3802644740784461,0.04815132918403837,0.04856195509774395,0.5294758201756881,0.727568622871396,0.1735016048371404,0.25916099036867013,-0.00810655854312646,-0.028858888787007264,0.0004106259137055812,0.19809280269570795,0.08565938553152974,-0.01181108061638301,-0.00468028661592443,0.14191693136055125,0.2530713720520567,2890,2910,3,True
calendar_assumed_replay,19:15,0.12052476340923467,0.11257092447958918,0.40652028628537573,0.3781981852061366,0.04754369127089533,0.050378539133111744,0.5408173959390711,0.7194749118914371,0.18115392738506728,0.2626453986289961,-0.00795383892964549,-0.02832210107923916,0.002834847862216411,0.178657515952366,0.08149147124392883,-0.011855657669127152,-0.004632700794703068,0.12975808541135758,0.2235005236915133,2890,2910,3,True
calendar_assumed_replay,20:15,0.1204357065008863,0.11289167574961956,0.40693656865964495,0.37952063087298255,0.04549084480420587,0.048904969696242015,0.5332417064165791,0.7000675723558198,0.18171762118682544,0.258638361552107,-0.0075440307512667365,-0.027415937786662403,0.003414124892036144,0.16682586593924076,0.07692074036528157,-0.011201976408252207,-0.0047114286702397866,0.11955023529770024,0.20815428410568768,2890,2910,3,True
calendar_assumed_replay,21:15,0.1204357065008863,0.11265648591350647,0.40693656865964495,0.37874834122658535,0.04549084480420587,0.04920567348041871,0.5332417064165791,0.7042476761397719,0.18171762118682544,0.261971129724382,-0.007779220587379829,-0.0281882274330596,0.003714828676212839,0.17100596972319282,0.08025350853755658,-0.011777751254290314,-0.0046294849985084865,0.1259542357337899,0.21418127009488486,2890,2910,3,True
calendar_assumed_replay,22:15,0.1204357065008863,0.11272071451768038,0.40693656865964495,0.37894843400467504,0.04549084480420587,0.04955984969125723,0.5332417064165791,0.7026377173519222,0.18171762118682544,0.2611802537138733,-0.00771499198320591,-0.02798813465496991,0.004069004887051357,0.16939601093534307,0.07946263252704788,-0.011145174762259041,-0.004719944978543649,0.11962857030832477,0.21457340616257012,2890,2910,3,True
calendar_assumed_replay,23:15,0.1204357065008863,0.11268279700065441,0.40693656865964495,0.3788283138449932,0.04549084480420587,0.049443334448932084,0.5332417064165791,0.702871276159335,0.18171762118682544,0.26168690563766467,-0.007752909500231886,-0.028108254814651734,0.003952489644726213,0.1696295697427559,0.07996928445083923,-0.011541983619519958,-0.004682622035992631,0.12549606226216894,0.21280046978913672,2890,2910,3,True
no_same_day_receipt,00:15,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.01089218168123622,-0.0016388570306930352,0.06663100521771184,0.29925560678925905,2890,2910,2,True
no_same_day_receipt,06:00,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.011332530579642244,-0.001888250488455724,0.0716310526310344,0.29037115354243853,2890,2910,2,True
no_same_day_receipt,09:15,0.12428935098399156,0.1183274269926929,0.4201615955475662,0.39904842745353486,0.036075777056309745,0.029597675092093965,0.3741152962054678,0.5661215963045806,0.10152054427289763,0.16443026102019181,-0.005961923991298662,-0.021113168094031354,-0.00647810196421578,0.1920063000991128,0.06290971674729419,-0.010821679468732586,-0.0018288575946788178,0.0667096050003473,0.2933463971345583,2890,2910,2,True
no_same_day_receipt,10:15,0.11875734888999052,0.11619386203191306,0.4000760592456141,0.39088066431759294,0.03182679756896785,0.03084792272987883,0.5664948911506165,0.6387064834527577,0.17520816131024183,0.20722929641922916,-0.00256348685807746,-0.009195394928021183,-0.0009788748390890181,0.07221159230214125,0.032021135108987325,-0.0050663246096451986,-0.000420232978174394,0.016161734118410584,0.11681037087708089,1350,2910,2,True
no_same_day_receipt,10:45,0.11770455971760314,0.11516060419096769,0.3952768542826707,0.38616218930051915,0.03147655921957627,0.030465641823578266,0.5993069092484298,0.6647203432715599,0.18757891920287384,0.21709695429675624,-0.002543955526635458,-0.009114664982151521,-0.0010109173959980018,0.06541343402313016,0.0295180350938824,-0.004901658460811538,-0.00048177351848491457,0.016263256924958346,0.10867234618050639,1345,2910,2,True
no_same_day_receipt,11:45,0.11777707207577807,0.1152331165491426,0.3944596237333479,0.38534495875119634,0.03171365247598176,0.03070273507998377,0.6115178427949602,0.6729957111017288,0.19270254644555398,0.22206621848977665,-0.002543955526635472,-0.009114664982151577,-0.0010109173959979914,0.0614778683067686,0.02936367204422266,-0.004688420543911776,-0.000533805462041426,0.015603320145357216,0.10135443381314564,1345,2910,2,True
no_same_day_receipt,12:45,0.11761612810734255,0.11507217258070711,0.3935752544573411,0.38446058947518935,0.0316281361789471,0.03573126407733767,0.6166236978347901,0.6767301567339297,0.19912522948597194,0.22883374184382363,-0.002543955526635444,-0.009114664982151743,0.004103127898390568,0.06010645889913957,0.029708512357851685,-0.005020942858484184,-0.0004853372573973646,0.01480664898077406,0.10320866856576531,1345,2910,2,True
no_same_day_receipt,13:45,0.11712235216117395,0.11457839663453848,0.39149584968715967,0.38238118470500804,0.03141475375351321,0.03815818496726589,0.6296336220878761,0.6888278042777194,0.20631369216327045,0.23656574772757216,-0.002543955526635472,-0.009114664982151632,0.006743431213752683,0.05919418218984329,0.030252055564301716,-0.004975377400917811,-0.0005447335402728698,0.015071271519332352,0.09900900285499514,1345,2910,2,True
no_same_day_receipt,14:45,0.11682219225255243,0.11427823672591694,0.39013809669263905,0.38102343171048736,0.031042854593878615,0.040004412273185075,0.6370381349630547,0.694137274688114,0.2119387794102788,0.24128411539332703,-0.0025439555266354857,-0.009114664982151688,0.00896155767930646,0.05709913972505931,0.029345335983048226,-0.0051518105480681435,-0.0004365700959033544,0.013036886329660985,0.09405257123167227,1345,2910,2,True
no_same_day_receipt,15:10,0.11573440001112661,0.11319044448449113,0.385663044076101,0.37654837909394934,0.031575012584157576,0.038413432814590975,0.6426580190021051,0.6983977266942745,0.2242290907394312,0.25249331013633225,-0.0025439555266354857,-0.009114664982151688,0.006838420230433399,0.055739707692169405,0.028264219396901047,-0.005084160613702907,-0.00034276285248905773,0.011335729994415816,0.09271426115435023,1345,2910,2,True
no_same_day_receipt,15:25,0.11559740012808753,0.11305344460145206,0.3852979292391892,0.37618326425703763,0.03156714423630308,0.03441127922177124,0.643303300066175,0.6986208052987906,0.22428330454073092,0.2522397291416824,-0.002543955526635472,-0.009114664982151577,0.0028441349854681636,0.05531750523261558,0.02795642460095149,-0.004850682272836043,-0.0003974040157791194,0.012061741560477181,0.09415450649452266,1345,2910,2,True
no_same_day_receipt,15:45,0.11559408523676269,0.11305012971012723,0.3851716670705343,0.3760570020883827,0.03173654225936399,0.034148414531651614,0.6439266226098899,0.6992281580095201,0.22449787024965234,0.25245078075837335,-0.002543955526635458,-0.009114664982151577,0.0024118722722876254,0.05530153539963023,0.027952910508721007,-0.004949975742596118,-0.0005502315889884875,0.014583090192688278,0.0951920576223759,1345,2910,2,True
no_same_day_receipt,16:45,0.11580200154319217,0.11325804601655672,0.3861549582066332,0.3770402932244816,0.032349341806215716,0.031338424410217725,0.6407431362156886,0.6957941448603587,0.2223295571589361,0.24899454018181724,-0.002543955526635458,-0.009114664982151577,-0.0010109173959979914,0.05505100864467016,0.026664983022881145,-0.004944177866670498,-0.00041653657171136354,0.010752147633286677,0.09044978774952632,1345,2910,2,True
no_same_day_receipt,17:45,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.004912650363320647,-0.0005465856636271834,0.015242734353463103,0.09803678986924348,1345,2910,2,True
no_same_day_receipt,18:45,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.005077724757335698,-0.0004975758114390642,0.013043467288975947,0.09890999389287498,1345,2910,2,True
no_same_day_receipt,19:15,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.004992270485938389,-0.0004764593431254943,0.01605128219169544,0.10078850159721259,1345,2910,2,True
no_same_day_receipt,20:15,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.004860011116934377,-0.000438884724921679,0.013270721056065988,0.10037353880539118,1345,2910,2,True
no_same_day_receipt,21:15,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.0049029155210489955,-0.0004899559842345771,0.013477493444090684,0.09924688121247352,1345,2910,2,True
no_same_day_receipt,22:15,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.0049967267570198955,-0.0004018225108178081,0.01119028584171089,0.09761706825077171,1345,2910,2,True
no_same_day_receipt,23:15,0.11561666060119635,0.1130727050745609,0.38732321482108845,0.37820854983893687,0.033247472267899966,0.033107913418202434,0.642939986365755,0.701786824688164,0.22632738412190875,0.25529916483129367,-0.002543955526635458,-0.009114664982151577,-0.00013955884969753252,0.058846838322409,0.028971780709384914,-0.005006011340279197,-0.00044302681562279875,0.014759127498933164,0.0995356550619254,1345,2910,2,True
