scenario,brier_identity_h20,brier_pre2025_currency_history_shrink_shadow,logloss_identity_h20,logloss_pre2025_currency_history_shrink_shadow,ece_identity_h20,ece_pre2025_currency_history_shrink_shadow,auc_identity_h20,auc_pre2025_currency_history_shrink_shadow,brier_delta,logloss_delta,ece_delta,auc_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
calendar_assumed_replay,0.11902514114750588,0.1143881229278467,0.39992536309722126,0.3832972084178603,0.03492436004868162,0.03380408217271984,0.5659172610438881,0.6772160027208602,-0.004637018219659186,-0.016628154679360962,-0.0011202778759617851,0.11129874167697218,-0.007744441011929578,-0.002131512246834948,0.06540172748915371,0.1550201341670515,True
no_same_day_receipt,0.11753561086419795,0.11447798350129089,0.3939528313540774,0.3830343544078504,0.031957199417514896,0.03095443131097345,0.60050846076761,0.6760672976247868,-0.003057627362907059,-0.010918476946226996,-0.001002768106541447,0.07555883685717679,-0.0056953581685775054,-0.000788590310125823,0.022208541847860457,0.12250391233540728,True
