candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
macro_compact_cat,266,0.948905109489051,0.48903679977381725,1.336440970568161,0.6000999750062485,-106.85415655294165,6.805429459809439,2025
macro_boost_consensus,303,0.9817879598178796,0.6922175847054083,1.2981027530951086,0.5096225943514121,-108.66528400257141,-1.1277115422043362,2025
macro_resolved_hist,245,1.1774169521823328,0.8682388035677792,1.495743573432178,0.12446888277930518,-87.79432207347607,2.748218039836672,2025
macro_tree_consensus,253,1.0867401402152275,0.7386102197010131,1.4706750393495343,0.3051737065733567,-84.90001893079972,5.848814643707492,2025
macro_compact_extra,252,1.0016220600162205,0.648054143861846,1.4010769380670762,0.4886278430392402,-84.17944841537714,-3.446891774451276,2025
macro_compact_hist,342,1.1070559610705595,0.7661000724840408,1.410247378058588,0.2576855786053487,-95.8433700022358,3.451221323310393,2025
macro_compact_xgb,329,1.013799835821889,0.7033066306880207,1.315852935871318,0.4411397150712322,-94.17554457634498,6.69949042540884,2025
anchor_multiscale_locked,298,0.9680105814921863,0.7338314623260238,1.2341552318454851,0.575106223444139,-43.11076327506495,16.92734392066038,2025
macro_compact_cat,408,0.8785473523975209,0.622646756457361,1.1447226227919236,0.8045488627843039,-73.13719120309425,15.892738523268147,2025_2026
macro_boost_consensus,485,1.0239152390571107,0.860136540286028,1.2246176639802233,0.3091727068232942,-66.73967365796072,22.6820091747712,2025_2026
macro_resolved_hist,405,1.1616348326144998,1.0009580759495973,1.3625925208925367,0.023744063984004,-59.471385515060355,21.305262623914672,2025_2026
macro_tree_consensus,413,1.0758482408596761,0.8621904147376028,1.2920216605428974,0.22094476380904773,-56.59021181068264,21.24300813107172,2025_2026
macro_compact_extra,413,0.9764000841415548,0.7542524674256444,1.1922467814911986,0.5876030992251937,-58.74706108570679,15.743224693495044,2025_2026
macro_compact_hist,530,1.0919680535695602,0.9248960697173436,1.2821201770442558,0.12171957010747313,-59.81866704103917,20.314754116324938,2025_2026
macro_compact_xgb,514,1.0387882362248897,0.864691181856525,1.2272430041001399,0.2934266433391652,-57.36485590080133,25.021262140432682,2025_2026
anchor_multiscale_locked,513,1.0772052332515412,0.899278658137403,1.2712408507715718,0.16745813546613347,-19.301545870894753,50.05052190116466,2025_2026
