candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
incumbent,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
futures,500,1.7175600739371535,1.413969479075397,2.0552430778944353,0.00024993751562109475,34.236601865392196,96.43761759159703
selected,500,1.7175600739371535,1.413969479075397,2.0552430778944353,0.00024993751562109475,34.236601865392196,96.43761759159703
best_online,519,1.9352586909989704,1.6262969888155456,2.2676482682108148,0.00024993751562109475,49.52076100607998,113.04720721118314
best_online_stale20,566,1.6162322096889021,1.3309778493692157,1.9360922370564169,0.00024993751562109475,21.60562658463748,92.75633741328708
matched_stale20,587,1.1513161002245196,0.881974291222038,1.4036326453579264,0.16320919770057485,-36.1228114689776,55.02636695123152
