rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.22,294,1.1594366197183097,60.0,0.0,0.30952380952380953,0.22186234817813766,1.3951164407368788,0.5848891437599216,4.442936158579806,1.3951164407368788,1.3951164407368788,1.0,1.0,1.064788732394366,1.2422535211267605,1.217605633802817,0.8339100346020761,1.3951164407368788,1.1594366197183097,1.1594366197183097,0.5384615384615384,2.458974358974359,4.0,retrospective_2025,rank_pair_benefit_compact_quarter_anchor25,rolling,0.22,60,0,0,0.0,0.0,0,0,1.217605633802817
0.22,194,1.2071111111111108,60.0,0.0,0.4536082474226804,0.3401273885350318,1.333642225568555,0.5340368458345985,58.916969373371494,1.333642225568555,1.333642225568555,1.0,1.0,1.0266666666666666,1.3377777777777777,1.1775,0.8941798941798942,1.333642225568555,1.2071111111111108,1.2071111111111108,0.42,1.9272727272727272,3.0,retrospective_2026,rank_pair_benefit_compact_quarter_anchor25,rolling,0.22,60,0,0,0.0,0.0,0,0,1.1775
0.22,488,1.1521079258010118,60.0,0.0,0.3668032786885246,0.26782178217821784,1.3695797097057665,0.5814777182464547,26.098596903804374,1.333642225568555,1.364379333152717,2.0,2.0,1.1332209106239461,1.1804384485666106,1.2019834710743802,0.8488612836438924,1.364379333152717,1.1594366197183097,1.2071111111111108,0.42,2.458974358974359,7.0,combined_2025_2026,rank_pair_benefit_compact_quarter_anchor25,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2019834710743802
0.35,457,1.8022535211267607,20.0,0.0,0.29321663019693656,0.22186234817813766,1.3216151032599148,0.610749903157447,-1.2693207981739454,1.3216151032599148,1.3216151032599148,1.0,1.0,1.7746478873239435,1.8338028169014085,1.0840465218345403,0.8495575221238938,1.3216151032599148,1.8022535211267607,1.8022535211267607,1.4153846153846152,2.1,4.0,retrospective_2025,rank_pair_ordinal_compact_quarter_anchor25,rolling,0.35,20,0,0,0.0,0.0,0,0,1.0840465218345403
0.35,275,1.711111111111111,20.0,0.0,0.36,0.3401273885350318,1.0584269662921348,0.5032500397668938,20.655743303576568,1.0584269662921348,1.0584269662921348,1.0,1.0,1.6488888888888886,1.8044444444444443,0.9497882637628555,0.9,1.0584269662921348,1.711111111111111,1.711111111111111,1.4,2.018181818181818,3.0,retrospective_2026,rank_pair_ordinal_compact_quarter_anchor25,rolling,0.35,20,0,0,0.0,0.0,0,0,0.9497882637628555
0.35,732,1.728161888701518,20.0,0.0,0.31830601092896177,0.26782178217821784,1.1884993384038867,0.5606932045557085,6.967554376664021,1.0584269662921348,1.190021034776025,2.0,2.0,1.6998313659359192,1.7706576728499157,1.0803659394792402,0.8624484181568088,1.190021034776025,1.711111111111111,1.8022535211267607,1.4,2.1,7.0,combined_2025_2026,rank_pair_ordinal_compact_quarter_anchor25,rolling,0.35,20,0,0,0.0,0.0,0,0,1.0803659394792402
,259,1.0214084507042254,,,0.27413127413127414,0.22186234817813766,1.2355916917960714,0.5655624083793493,-19.944221598775737,1.2355916917960714,,,,0.9661971830985915,1.0450704225352112,0.9500000000000001,0.6929133858267716,1.2355916917960714,1.0214084507042254,1.0214084507042254,0.7692307692307693,1.3282051282051284,,retrospective_2025,rank_pair_fav_compact_quarter_anchor25,weekly,0.0,0,0,20,0.75,0.65,4,2,0.9500000000000001
,148,0.9208888888888889,,,0.4189189189189189,0.3401273885350318,1.2316530013159228,0.4767182913250329,36.2677284931028,1.2316530013159228,,,,0.8711111111111111,0.9644444444444443,0.9497882637628555,0.7552447552447552,1.2316530013159228,0.9208888888888889,0.9208888888888889,0.8088888888888889,1.025,,retrospective_2026,rank_pair_fav_compact_quarter_anchor25,weekly,0.0,0,0,20,0.75,0.65,4,2,0.9497882637628555
,407,0.960876897133221,,,0.32678132678132676,0.26782178217821784,1.2201446951909058,0.5321431651250595,0.49648752554373127,1.2316530013159228,,,,0.9443507588532885,0.9797639123102867,1.0926973198918122,0.7064676616915423,1.2336223465559972,0.9208888888888889,1.0214084507042254,0.7692307692307693,1.3282051282051284,,combined_2025_2026,rank_pair_fav_compact_quarter_anchor25,weekly,0.0,0,0,20,0.75,0.65,4,2,1.0926973198918122
0.3,433,1.7076056338028167,40.0,0.0,0.21247113163972287,0.22186234817813766,0.9576709765513056,0.5511803398224173,-28.108323433112194,0.9576709765513056,0.9576709765513056,0.0,1.0,1.6169014084507043,1.7746478873239435,0.7135555555555555,0.9065420560747663,0.9576709765513056,1.7076056338028167,1.7076056338028167,0.5076923076923077,3.58974358974359,4.0,retrospective_2025,rank_pair_fav_compact_quarter,rolling,0.3,40,0,0,0.0,0.0,0,0,0.7135555555555555
0.3,241,1.4995555555555555,40.0,0.0,0.33195020746887965,0.3401273885350318,0.9759584751425863,0.46185270342573714,7.790727165847088,0.9759584751425863,0.9759584751425863,0.0,1.0,1.4,1.6177777777777775,0.7945344129554656,0.8983050847457628,0.9759584751425863,1.4995555555555555,1.4995555555555555,1.025,2.4363636363636365,3.0,retrospective_2026,rank_pair_fav_compact_quarter,rolling,0.3,40,0,0,0.0,0.0,0,0,0.7945344129554656
0.3,674,1.591231028667791,40.0,0.0,0.2551928783382789,0.26782178217821784,0.9528458673628898,0.499722548207249,-15.272016023098566,0.9576709765513056,0.9668147258469459,0.0,2.0,1.5699831365935921,1.6172006745362564,0.7881152460984393,0.8968609865470852,0.9668147258469459,1.4995555555555555,1.7076056338028167,0.5076923076923077,3.58974358974359,7.0,combined_2025_2026,rank_pair_fav_compact_quarter,rolling,0.3,40,0,0,0.0,0.0,0,0,0.7881152460984393
