candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
rank_pair_benefit_compact_quarter_anchor25,294,1.3951164407368788,1.0401775485197504,1.958117861450841,0.012496875781054736,-46.531525096317836,77.33034085797826,2025
rank_pair_ordinal_compact_quarter_anchor25,457,1.3216151032599148,1.0326972538958579,1.6695437824703279,0.014496375906023495,-49.04500606970466,54.488355461459385,2025
rank_pair_fav_compact_quarter_anchor25,259,1.2355916917960714,0.7855126178188754,1.6661617356224674,0.17645588602849288,-74.28910896548807,37.35699808119236,2025
rank_pair_fav_compact_quarter,433,0.9576709765513056,0.6816077599300902,1.3015574289669252,0.5953511622094476,-67.45738165140791,24.830973419828766,2025
rank_pair_benefit_compact_quarter_baseload25,359,1.1927393611613768,0.8588291242963938,1.7207311243307788,0.1422144463884029,-76.42048096341902,55.96584205065817,2025
rank_pair_ordinal_compact_quarter_baseload25,394,1.1668642780392011,0.9107984045435779,1.5322881280171645,0.12121969507623094,-78.36647932767141,45.06850046695035,2025
rank_pair_ordinal_compact_quarter,441,1.0527252263435787,0.8561871220618196,1.3516310850059228,0.2909272681829543,-74.76561023686753,36.050005127934476,2025
rank_pair_benefit_compact_quarter,232,1.476529071230808,1.0988449272837988,2.040911375922996,0.0049987503124218945,-30.07416274264671,75.10763446506394,2025
rank_pair_benefit_compact_quarter_anchor25,488,1.3695797097057665,1.0409784308786116,1.7848059038963988,0.015246188452886777,-24.235978915723244,83.39148541166914,2025_2026
rank_pair_ordinal_compact_quarter_anchor25,732,1.1884993384038867,0.9756055060405906,1.4434449372168183,0.04223944013996501,-31.97097233733148,51.436866409289586,2025_2026
rank_pair_fav_compact_quarter_anchor25,407,1.2201446951909058,0.8961750943099943,1.5614888248680578,0.0857285678580355,-44.94548113912046,51.76388245571328,2025_2026
rank_pair_fav_compact_quarter,674,0.9528458673628898,0.7277063159742634,1.2661747614064012,0.5486128467883029,-48.79537497607683,30.25352769347943,2025_2026
rank_pair_benefit_compact_quarter_baseload25,566,1.233613972293162,0.9300585063050381,1.6216038854185602,0.06398400399900026,-44.33136611999852,70.86999373655311,2025_2026
rank_pair_ordinal_compact_quarter_baseload25,585,1.1552522236440905,0.8931981254792141,1.5181597293808484,0.12221944513871533,-48.43059597237981,58.74587404029127,2025_2026
rank_pair_ordinal_compact_quarter,642,0.9828919561674756,0.7904017065933755,1.2756768005091812,0.4626343414146463,-51.741319078995076,39.39341870723885,2025_2026
rank_pair_benefit_compact_quarter,386,1.3542374991619817,1.0940523997209484,1.7191287612968307,0.003749062734316421,-12.124035252496224,69.22388834300617,2025_2026
