rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.15,318,1.257627118644068,20.0,0.0,0.3836477987421384,0.3379032258064516,1.1353777337476172,0.5095596208128512,28.936542620141513,1.1353777337476172,1.1353777337476172,1.0,1.0,1.2062146892655368,1.305084745762712,1.032258064516129,0.8562300319488818,1.1353777337476172,1.257627118644068,1.257627118644068,1.0224719101123596,1.68,4.0,stack_resolved_extra,rolling,0.15,20,0,0,0.0,0.0,0,0
0.15,286,1.1310734463276837,40.0,0.0,0.4370629370629371,0.3379032258064516,1.293455947393895,0.5095596208128512,39.13113830656804,1.293455947393895,1.293455947393895,1.0,1.0,0.8700564971751413,1.225988700564972,1.2048192771084338,0.8790035587188612,1.293455947393895,1.1310734463276837,1.1310734463276837,0.6522727272727272,1.7674999999999998,4.0,stack_resolved_extra,rolling,0.15,40,0,0,0.0,0.0,0,0
0.15,213,0.8423728813559322,60.0,0.0,0.5023474178403756,0.3379032258064516,1.4866606160431164,0.5095596208128512,54.838117815345164,1.4866606160431164,1.4866606160431164,1.0,1.0,0.7514124293785311,0.9096045197740114,1.363707776904949,0.8605769230769231,1.4866606160431164,0.8423728813559322,0.8423728813559322,0.23863636363636365,1.7674999999999998,4.0,stack_resolved_extra,rolling,0.15,60,0,0,0.0,0.0,0,0
0.15,141,0.5576271186440678,120.0,0.0,0.5177304964539007,0.3379032258064516,1.5321857174292048,0.5095596208128512,57.31233479940387,1.5321857174292048,1.5321857174292048,1.0,1.0,0.4548022598870057,0.652542372881356,1.189765458422175,0.8823529411764706,1.5321857174292048,0.5576271186440678,0.5576271186440678,0.09545454545454546,1.7674999999999998,4.0,stack_resolved_extra,rolling,0.15,120,0,0,0.0,0.0,0,0
0.15,118,0.46666666666666673,250.0,0.0,0.5254237288135594,0.3379032258064516,1.554953278589054,0.5095596208128512,53.58913058130646,1.554953278589054,1.554953278589054,1.0,1.0,0.3954802259887006,0.5338983050847458,1.2338308457711442,0.8761061946902655,1.554953278589054,0.46666666666666673,0.46666666666666673,0.0,1.7674999999999998,4.0,stack_resolved_extra,rolling,0.15,250,0,0,0.0,0.0,0,0
0.15,154,0.6090395480225989,40.0,3.0,0.42857142857142855,0.3379032258064516,1.268325946130242,0.5095596208128512,34.29183887679631,1.268325946130242,1.268325946130242,1.0,1.0,0.5338983050847458,0.652542372881356,1.1182795698924732,0.738255033557047,1.268325946130242,0.6090395480225989,0.6090395480225989,0.3340909090909091,0.9625,4.0,stack_resolved_extra,rolling,0.15,40,3,0,0.0,0.0,0,0
0.15,120,0.4745762711864407,60.0,3.0,0.475,0.3379032258064516,1.405727923627685,0.5095596208128512,48.69033429722203,1.405727923627685,1.405727923627685,1.0,1.0,0.4548022598870057,0.5141242937853108,1.2307692307692308,0.7304347826086957,1.405727923627685,0.4745762711864407,0.4745762711864407,0.19090909090909092,0.9625,4.0,stack_resolved_extra,rolling,0.15,60,3,0,0.0,0.0,0,0
0.15,77,0.3045197740112994,120.0,3.0,0.42857142857142855,0.3379032258064516,1.268325946130242,0.5095596208128512,42.40553148343808,1.268325946130242,1.268325946130242,1.0,1.0,0.2570621468926554,0.37570621468926557,0.9870646766169154,0.7361111111111112,1.268325946130242,0.3045197740112994,0.3045197740112994,0.07954545454545454,0.9625,4.0,stack_resolved_extra,rolling,0.15,120,3,0,0.0,0.0,0,0
0.18,356,1.407909604519774,20.0,0.0,0.3707865168539326,0.3379032258064516,1.0973157062025691,0.5095596208128512,26.53683785719498,1.0973157062025691,1.0973157062025691,1.0,1.0,1.344632768361582,1.4830508474576272,1.0285714285714287,0.886039886039886,1.0973157062025691,1.407909604519774,1.407909604519774,1.0853932584269663,1.8724999999999998,4.0,stack_resolved_extra,rolling,0.18,20,0,0,0.0,0.0,0,0
0.18,323,1.2774011299435029,40.0,0.0,0.4117647058823529,0.3379032258064516,1.2185876737329777,0.5095596208128512,33.92835163760447,1.2185876737329777,1.2185876737329777,1.0,1.0,0.9096045197740114,1.4039548022598871,1.1258948838833596,0.89937106918239,1.2185876737329777,1.2774011299435029,1.2774011299435029,0.7795454545454547,1.9775,4.0,stack_resolved_extra,rolling,0.18,40,0,0,0.0,0.0,0,0
0.18,242,0.9570621468926553,60.0,0.0,0.4834710743801653,0.3379032258064516,1.430797451626265,0.5095596208128512,52.848790098760745,1.430797451626265,1.430797451626265,1.0,1.0,0.9096045197740114,1.0282485875706215,1.3333333333333333,0.8860759493670886,1.430797451626265,0.9570621468926553,0.9570621468926553,0.2863636363636364,1.9775,4.0,stack_resolved_extra,rolling,0.18,60,0,0,0.0,0.0,0,0
0.18,164,0.6485875706214689,120.0,0.0,0.4634146341463415,0.3379032258064516,1.3714418767099366,0.5095596208128512,49.72840635656468,1.3714418767099366,1.3714418767099366,1.0,1.0,0.5338983050847458,0.731638418079096,1.148739063304169,0.89937106918239,1.3714418767099366,0.6485875706214689,0.6485875706214689,0.1431818181818182,1.9775,4.0,stack_resolved_extra,rolling,0.18,120,0,0,0.0,0.0,0,0
0.18,135,0.5338983050847458,250.0,0.0,0.48148148148148145,0.3379032258064516,1.424909396269778,0.5095596208128512,47.34033883264321,1.424909396269778,1.424909396269778,1.0,1.0,0.4548022598870057,0.5734463276836158,1.189765458422175,0.8769230769230769,1.424909396269778,0.5338983050847458,0.5338983050847458,0.0,1.9775,4.0,stack_resolved_extra,rolling,0.18,250,0,0,0.0,0.0,0,0
0.18,171,0.6762711864406781,40.0,3.0,0.40350877192982454,0.3379032258064516,1.1941548381694091,0.5095596208128512,30.349244216801836,1.1941548381694091,1.1941548381694091,1.0,1.0,0.5338983050847458,0.731638418079096,1.037037037037037,0.7710843373493976,1.1941548381694091,0.6762711864406781,0.6762711864406781,0.3659090909090909,1.05,4.0,stack_resolved_extra,rolling,0.18,40,3,0,0.0,0.0,0,0
0.18,129,0.5101694915254238,60.0,3.0,0.4496124031007752,0.3379032258064516,1.3305951786275925,0.5095596208128512,43.56967103692229,1.3305951786275925,1.3305951786275925,1.0,1.0,0.4745762711864407,0.5536723163841808,1.1923076923076923,0.75,1.3305951786275925,0.5101694915254238,0.5101694915254238,0.20681818181818182,1.05,4.0,stack_resolved_extra,rolling,0.18,60,3,0,0.0,0.0,0,0
