policy,n_test,n_signals,signal_share,frequency,base_rate,hit_rate,aggregate_lift,mean_corridor_lift,min_corridor_lift,benefit_bps,year
past_oof_rolling_120_q15,780,142,0.18205128205128204,0.8875,0.3423076923076923,0.6126760563380281,1.7898401645830035,1.7990004582202723,1.3783783783783785,121.32621539747022,2026
past_oof_rolling_250_q15,955,3,0.0031413612565445027,0.015384615384615385,0.34659685863874345,1.0,2.8851963746223563,3.0317460317460316,3.0317460317460316,267.5308648463788,2023
past_oof_rolling_250_q15,1240,214,0.17258064516129032,0.8463276836158192,0.3379032258064516,0.4252336448598131,1.2584480182008788,1.2224122077955681,0.9393939393939393,41.271197984195645,2024
past_oof_rolling_250_q15,1235,172,0.13927125506072874,0.6783098591549297,0.22186234817813766,0.3546511627906977,1.5985189271770497,1.5380629907721393,0.9001457725947521,29.802867734007076,2025
past_oof_rolling_250_q15,780,72,0.09230769230769231,0.45,0.3423076923076923,0.6527777777777778,1.9069912609238453,1.8887994111152004,1.368421052631579,103.42559533478801,2026
past_oof_previous_fold_q20,955,23,0.024083769633507852,0.11794871794871793,0.34659685863874345,0.43478260869565216,1.2544332063575463,1.3119399320486278,0.0,5.536469608835596,2023
past_oof_previous_fold_q20,1240,349,0.2814516129032258,1.380225988700565,0.3379032258064516,0.3839541547277937,1.136284371986788,1.1282353114838697,0.8627087198515769,30.65427939981643,2024
past_oof_previous_fold_q20,1235,242,0.19595141700404858,0.9543661971830986,0.22186234817813766,0.35537190082644626,1.6017675091994932,1.5655462159557323,1.106520657043305,29.444955131559148,2025
past_oof_previous_fold_q20,780,173,0.22179487179487178,1.08125,0.3423076923076923,0.5780346820809249,1.6886406442813535,1.692226475279107,1.1196172248803828,101.56806280117098,2026
past_oof_expanding_q20,955,3,0.0031413612565445027,0.015384615384615385,0.34659685863874345,1.0,2.8851963746223563,3.0317460317460316,3.0317460317460316,267.5308648463788,2023
past_oof_expanding_q20,1240,102,0.08225806451612903,0.40338983050847455,0.3379032258064516,0.4215686274509804,1.2476016659647153,1.1800824898229947,0.9870646766169154,41.40353253467847,2024
past_oof_expanding_q20,1235,115,0.0931174089068826,0.4535211267605634,0.22186234817813766,0.3565217391304348,1.6069501745477626,1.5562594305089275,0.8233333333333334,25.838981505275548,2025
past_oof_expanding_q20,780,33,0.04230769230769231,0.20625,0.3423076923076923,0.6363636363636364,1.8590398365679264,1.7559598997493733,1.0,96.69181854796847,2026
past_oof_rolling_120_q20,955,61,0.06387434554973823,0.3128205128205128,0.34659685863874345,0.6065573770491803,1.7500371452627408,1.8392526918108654,0.8426470588235294,73.96157725641987,2023
past_oof_rolling_120_q20,1240,284,0.22903225806451613,1.1231638418079095,0.3379032258064516,0.39436619718309857,1.1670980537160913,1.1635304882059583,0.9079132638693327,26.33033814732664,2024
past_oof_rolling_120_q20,1235,250,0.20242914979757085,0.9859154929577464,0.22186234817813766,0.3,1.3521897810218977,1.3262924497273108,0.9835739173718268,15.721600201720092,2025
past_oof_rolling_120_q20,780,177,0.22692307692307692,1.10625,0.3423076923076923,0.576271186440678,1.683488859264902,1.6936397660818714,1.368421052631579,110.12713708582021,2026
