policy,draws,lift_ci_low,lift_ci_high,p_lift_le_1,p_lift_le_1_30,benefit_ci_low,benefit_ci_high
future_test_top15_noncausal,4000,1.2576490009076846,1.69275903961915,0.00024993751562109475,0.06923269182704324,30.550750126481645,85.57389353294433
past_oof_expanding_q20,4000,1.1333106856624253,1.777313661113698,0.0017495626093476631,0.2464383904023994,20.390814479517495,72.33051128244489
past_oof_rolling_120_q30,4000,1.173209869393272,1.5451194080630508,0.00024993751562109475,0.29642589352661836,13.871012881844424,69.73448526311068
nested_calib_fixed_q20,4000,1.2104894435224307,1.5654721489818721,0.00024993751562109475,0.2226943264183954,35.26035202409101,78.57454390209853
nested_calib_rolling_120_q20,4000,1.1533958969774465,1.5021439092507485,0.00024993751562109475,0.46313421644588854,28.256906880722934,73.19721028291183
