policy,n_test,n_signals,signal_share,frequency,base_rate,hit_rate,aggregate_lift,mean_corridor_lift,min_corridor_lift,benefit_bps,period
past_oof_previous_fold_q20,955,23,0.024083769633507852,0.11794871794871793,0.34659685863874345,0.43478260869565216,1.2544332063575463,1.3119399320486278,0.0,5.536469608835596,2022-2023
past_oof_previous_fold_q20,3255,764,0.234715821812596,1.1164926931106471,0.29493087557603687,0.418848167539267,1.4201570680628273,1.404971415901897,1.0780245470485097,46.32892345153904,2024-2026
past_oof_expanding_q20,955,3,0.0031413612565445027,0.015384615384615385,0.34659685863874345,1.0,2.8851963746223563,3.0317460317460316,3.0317460317460316,267.5308648463788,2022-2023
past_oof_expanding_q20,3255,250,0.07680491551459294,0.36534446764091855,0.29493087557603687,0.42,1.4240625,1.3968028684079743,1.1084735576923077,41.541892814907406,2024-2026
past_oof_rolling_120_q20,955,61,0.06387434554973823,0.3128205128205128,0.34659685863874345,0.6065573770491803,1.7500371452627408,1.8392526918108654,0.8426470588235294,73.96157725641987,2022-2023
past_oof_rolling_120_q20,3255,711,0.2184331797235023,1.0390396659707726,0.29493087557603687,0.40646976090014064,1.3781865330520393,1.3710317099570524,1.0936339522546419,43.46092735367225,2024-2026
past_oof_rolling_250_q20,955,10,0.010471204188481676,0.05128205128205128,0.34659685863874345,0.9,2.596676737160121,2.222866250325267,0.0,202.08619288145474,2022-2023
past_oof_rolling_250_q20,3255,603,0.18525345622119815,0.8812108559498956,0.29493087557603687,0.417910447761194,1.4169776119402984,1.3971806512055096,1.0785958372165267,47.651062880281756,2024-2026
past_oof_previous_fold_q30,955,49,0.05130890052356021,0.2512820512820513,0.34659685863874345,0.4897959183673469,1.413157407978297,1.4621296724695327,0.5617647058823529,39.94704508462291,2022-2023
past_oof_previous_fold_q30,3255,978,0.30046082949308756,1.4292275574112734,0.29493087557603687,0.3946830265848671,1.338222137014315,1.3347713147128573,1.0475862068965518,39.936495606390444,2024-2026
past_oof_expanding_q30,955,15,0.015706806282722512,0.07692307692307691,0.34659685863874345,0.8,2.3081570996978855,2.7316299365479697,2.3321123321123323,175.90342040716013,2022-2023
past_oof_expanding_q30,3255,473,0.14531490015360984,0.6912317327766179,0.29493087557603687,0.4334038054968288,1.4695097780126851,1.4269952842974745,1.2288369391607377,48.728230669258544,2024-2026
past_oof_rolling_120_q30,955,115,0.12041884816753927,0.5897435897435898,0.34659685863874345,0.6434782608695652,1.8565611454091684,1.8886559688059474,1.5875959079283888,98.34855151284779,2022-2023
past_oof_rolling_120_q30,3255,1028,0.31582181259600617,1.5022964509394572,0.29493087557603687,0.3861867704280156,1.3094145184824904,1.3078465417415053,1.1437377166339109,35.63558293745749,2024-2026
past_oof_rolling_250_q30,955,38,0.039790575916230364,0.19487179487179487,0.34659685863874345,0.5263157894736842,1.518524407695977,1.4236318261366478,0.0,68.35463569128108,2022-2023
past_oof_rolling_250_q30,3255,880,0.27035330261136714,1.2860125260960333,0.29493087557603687,0.4090909090909091,1.3870738636363638,1.3813317724455503,1.0783975659229208,42.117236130933584,2024-2026
past_oof_previous_fold_q40,955,80,0.08376963350785341,0.4102564102564103,0.34659685863874345,0.4375,1.2622734138972809,1.3514223317852097,0.7908902691511387,31.576647286872742,2022-2023
past_oof_previous_fold_q40,3255,1188,0.3649769585253456,1.736116910229645,0.29493087557603687,0.37962962962962965,1.287181712962963,1.278821160427983,1.0739144316730522,34.24931835961115,2024-2026
past_oof_expanding_q40,955,43,0.04502617801047121,0.22051282051282053,0.34659685863874345,0.5581395348837209,1.61034216257992,1.446145018045232,0.0,82.18086600410302,2022-2023
past_oof_expanding_q40,3255,702,0.21566820276497695,1.0258872651356994,0.29493087557603687,0.4188034188034188,1.420005341880342,1.3941359544990672,1.1758620689655173,45.14424803135784,2024-2026
past_oof_rolling_120_q40,955,178,0.18638743455497384,0.9128205128205128,0.34659685863874345,0.5842696629213483,1.6857327132625004,1.6910401353546174,1.4993961352657004,85.00295565207126,2022-2023
past_oof_rolling_120_q40,3255,1321,0.4058371735791091,1.9304801670146141,0.29493087557603687,0.3557910673732021,1.2063540878122634,1.2075445156541502,1.0883254388409027,24.372157730672527,2024-2026
past_oof_rolling_250_q40,955,94,0.09842931937172775,0.482051282051282,0.34659685863874345,0.6063829787234043,1.7495339718454717,1.755268563541621,1.1235294117647059,90.13646422957798,2022-2023
past_oof_rolling_250_q40,3255,1134,0.34838709677419355,1.6572025052192068,0.29493087557603687,0.3835978835978836,1.3006365740740742,1.2955017473292245,1.0862068965517242,35.25415366791279,2024-2026
nested_calib_fixed_q15,1560,320,0.20512820512820512,0.9846153846153847,0.38333333333333336,0.471875,1.2309782608695652,1.235884140691413,1.086603204086371,71.25910972646713,2022-2023
nested_calib_fixed_q15,3255,568,0.17450076804915515,0.8300626304801672,0.29493087557603687,0.426056338028169,1.4445972711267605,1.4327574406186003,1.2208711433756807,51.55840879901373,2024-2026
nested_calib_rolling_120_q15,1560,305,0.1955128205128205,0.9384615384615383,0.38333333333333336,0.4721311475409836,1.231646471846044,1.211733568567085,1.1136964569011105,59.387016127982676,2022-2023
nested_calib_rolling_120_q15,3255,591,0.1815668202764977,0.8636743215031315,0.29493087557603687,0.428087986463621,1.4514858291032149,1.4483839523533482,1.1097311513734658,53.96640784059642,2024-2026
nested_calib_rolling_250_q15,1560,281,0.18012820512820513,0.8646153846153846,0.38333333333333336,0.4626334519572954,1.2068698746712052,1.2021253387026154,1.0229508196721313,64.75721685547829,2022-2023
nested_calib_rolling_250_q15,3255,549,0.16866359447004609,0.8022964509394572,0.29493087557603687,0.43169398907103823,1.463712431693989,1.4603476553043628,1.2849181469871125,52.63906809596803,2024-2026
nested_calib_fixed_q20,1560,419,0.2685897435897436,1.2892307692307692,0.38333333333333336,0.4797136038186158,1.251426792570302,1.2324308990479864,1.165266106442577,74.95795167153516,2022-2023
nested_calib_fixed_q20,3255,676,0.2076804915514593,0.9878914405010437,0.29493087557603687,0.41863905325443784,1.4194480399408282,1.4102233952280414,1.1535919540229884,47.77502140075732,2024-2026
nested_calib_rolling_120_q20,1560,392,0.2512820512820513,1.2061538461538461,0.38333333333333336,0.45153061224489793,1.1779059449866902,1.1580997459043334,1.005042016806723,63.61262145249568,2022-2023
nested_calib_rolling_120_q20,3255,739,0.2270353302611367,1.0799582463465554,0.29493087557603687,0.40730717185385656,1.3810258795669823,1.3869894630140591,1.1473563218390803,45.538698134758505,2024-2026
nested_calib_rolling_250_q20,1560,373,0.2391025641025641,1.1476923076923078,0.38333333333333336,0.46112600536193027,1.202937405291992,1.1910548228739688,1.0831243972999036,68.55647559363715,2022-2023
nested_calib_rolling_250_q20,3255,678,0.20829493087557605,0.9908141962421713,0.29493087557603687,0.415929203539823,1.4102599557522124,1.4083980063607051,1.1783871843605755,48.295042623182646,2024-2026
nested_calib_fixed_q30,1560,594,0.38076923076923075,1.8276923076923075,0.38333333333333336,0.46296296296296297,1.2077294685990339,1.186547516797301,1.0849029266879167,68.99923751489942,2022-2023
nested_calib_fixed_q30,3255,855,0.2626728110599078,1.2494780793319413,0.29493087557603687,0.408187134502924,1.3840095029239767,1.384132909120369,1.2009365687526605,46.39115699815609,2024-2026
nested_calib_rolling_120_q30,1560,573,0.36730769230769234,1.7630769230769232,0.38333333333333336,0.4537521815008726,1.1837013430457546,1.175325320091888,1.0487394957983194,66.74514848467712,2022-2023
nested_calib_rolling_120_q30,3255,1046,0.32135176651305686,1.5286012526096031,0.29493087557603687,0.381453154875717,1.293364603250478,1.2968906146990808,1.1653582366389166,37.71560784009352,2024-2026
nested_calib_rolling_250_q30,1560,550,0.3525641025641026,1.6923076923076923,0.38333333333333336,0.44181818181818183,1.1525691699604743,1.141402412871589,1.0112845138055224,66.39285538103601,2022-2023
nested_calib_rolling_250_q30,3255,900,0.2764976958525346,1.3152400835073068,0.29493087557603687,0.4,1.3562500000000002,1.354938013202661,1.1913889424003081,46.382095692688736,2024-2026
nested_calib_fixed_q40,1560,720,0.46153846153846156,2.2153846153846155,0.38333333333333336,0.4513888888888889,1.1775362318840579,1.1619311405256885,1.065126050420168,63.46123920904895,2022-2023
nested_calib_fixed_q40,3255,1035,0.31797235023041476,1.512526096033403,0.29493087557603687,0.40096618357487923,1.3595259661835748,1.3603488162554487,1.2093347265761059,44.35730480083775,2024-2026
nested_calib_rolling_120_q40,1560,726,0.4653846153846154,2.233846153846154,0.38333333333333336,0.4366391184573003,1.1390585698886093,1.1391759087658613,1.0334605883673929,62.68009334695755,2022-2023
nested_calib_rolling_120_q40,3255,1323,0.4064516129032258,1.9334029227557412,0.29493087557603687,0.36507936507936506,1.237847222222222,1.2392775448208557,1.1261401362921544,26.187970209977394,2024-2026
nested_calib_rolling_250_q40,1560,703,0.45064102564102565,2.1630769230769227,0.38333333333333336,0.43812233285917496,1.1429278248500216,1.13347276108115,1.0487394957983194,62.10496031042297,2022-2023
nested_calib_rolling_250_q40,3255,1202,0.36927803379416285,1.7565762004175365,0.29493087557603687,0.3826955074875208,1.2975769550748752,1.2974943353545665,1.1701433234000285,40.56596046357327,2024-2026
