n,primary_n,reset_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,lookback_days,primary_ceiling,emitted_floor,fallback_weekday
358,296,62,1.415819209039548,0.441340782122905,0.3379032258064516,1.3061159184544207,53.55492078788923,1.222222222222222,1.305084745762712,1.4830508474576272,0.1923076923076923,0.9545454545454546,2.131818181818182,1.3061159184544207,1.3061159184544207,1.415819209039548,1.415819209039548,14,0.5,0.75,0
351,296,55,1.3881355932203392,0.43874643874643876,0.3379032258064516,1.298438148080153,52.05380538026939,1.219047619047619,1.2853107344632768,1.463276836158192,0.1923076923076923,0.9545454545454546,2.131818181818182,1.298438148080153,1.298438148080153,1.3881355932203392,1.3881355932203392,14,0.5,0.75,2
341,296,45,1.348587570621469,0.436950146627566,0.3379032258064516,1.2931221523106966,50.67858539110989,1.2156862745098038,1.225988700564972,1.4435028248587571,0.19556714471968709,0.9386363636363637,2.0522727272727272,1.2931221523106966,1.2931221523106966,1.348587570621469,1.348587570621469,14,0.5,0.75,3
358,296,62,1.415819209039548,0.441340782122905,0.3379032258064516,1.3061159184544207,53.55492078788923,1.222222222222222,1.305084745762712,1.4830508474576272,0.1923076923076923,0.9545454545454546,2.131818181818182,1.3061159184544207,1.3061159184544207,1.415819209039548,1.415819209039548,14,0.5,1.0,0
351,296,55,1.3881355932203392,0.43874643874643876,0.3379032258064516,1.298438148080153,52.05380538026939,1.219047619047619,1.2853107344632768,1.463276836158192,0.1923076923076923,0.9545454545454546,2.131818181818182,1.298438148080153,1.298438148080153,1.3881355932203392,1.3881355932203392,14,0.5,1.0,2
341,296,45,1.348587570621469,0.436950146627566,0.3379032258064516,1.2931221523106966,50.67858539110989,1.2156862745098038,1.225988700564972,1.4435028248587571,0.19556714471968709,0.9386363636363637,2.0522727272727272,1.2931221523106966,1.2931221523106966,1.348587570621469,1.348587570621469,14,0.5,1.0,3
366,296,70,1.4474576271186441,0.4371584699453552,0.3379032258064516,1.293738670005347,52.763055388367135,1.2054794520547945,1.344632768361582,1.5225988700564972,0.26627218934911245,1.0340909090909092,2.131818181818182,1.293738670005347,1.293738670005347,1.4474576271186441,1.4474576271186441,14,0.5,1.25,0
356,296,60,1.407909604519774,0.4353932584269663,0.3379032258064516,1.2885146550105924,51.285213752557965,1.2394366197183098,1.305084745762712,1.4830508474576272,0.26627218934911245,1.0340909090909092,2.131818181818182,1.2885146550105924,1.2885146550105924,1.407909604519774,1.407909604519774,14,0.5,1.25,2
346,296,50,1.368361581920904,0.430635838150289,0.3379032258064516,1.2744354160056286,48.95560013900022,1.1980676328502415,1.2457627118644068,1.463276836158192,0.18028846153846154,0.9752808988764046,2.0522727272727272,1.2744354160056286,1.2744354160056286,1.368361581920904,1.368361581920904,14,0.5,1.25,3
359,296,63,1.419774011299435,0.4401114206128134,0.3379032258064516,1.3024777125534335,53.39150811797157,1.222222222222222,1.305084745762712,1.5028248587570623,0.18915510718789408,0.9704545454545455,2.131818181818182,1.3024777125534335,1.3024777125534335,1.419774011299435,1.419774011299435,14,0.75,0.75,0
