candidate,quarter,n_train,last_resolved,n_features
regime_logit,2024-01-01,1210,2023-12-30,71
regime_logit,2024-04-01,1495,2024-03-30,71
regime_logit,2024-07-01,1795,2024-06-29,71
regime_logit,2024-10-01,2120,2024-09-28,71
regime_logit,2025-01-01,2450,2024-12-29,71
regime_logit,2025-04-01,2735,2025-03-29,71
regime_logit,2025-07-01,3030,2025-06-28,71
regime_logit,2025-10-01,3360,2025-09-30,71
regime_logit,2026-01-01,3685,2025-12-31,71
regime_logit,2026-04-01,3955,2026-03-31,71
regime_logit,2026-07-01,4265,2026-06-30,71
regime_hist,2024-01-01,1210,2023-12-30,71
regime_hist,2024-04-01,1495,2024-03-30,71
regime_hist,2024-07-01,1795,2024-06-29,71
regime_hist,2024-10-01,2120,2024-09-28,71
regime_hist,2025-01-01,2450,2024-12-29,71
regime_hist,2025-04-01,2735,2025-03-29,71
regime_hist,2025-07-01,3030,2025-06-28,71
regime_hist,2025-10-01,3360,2025-09-30,71
regime_hist,2026-01-01,3685,2025-12-31,71
regime_hist,2026-04-01,3955,2026-03-31,71
regime_hist,2026-07-01,4265,2026-06-30,71
regime_hist_stale20,2024-01-01,1110,2023-12-30,71
regime_hist_stale20,2024-04-01,1395,2024-03-30,71
regime_hist_stale20,2024-07-01,1695,2024-06-29,71
regime_hist_stale20,2024-10-01,2020,2024-09-28,71
regime_hist_stale20,2025-01-01,2350,2024-12-29,71
regime_hist_stale20,2025-04-01,2635,2025-03-29,71
regime_hist_stale20,2025-07-01,2930,2025-06-28,71
regime_hist_stale20,2025-10-01,3260,2025-09-30,71
regime_hist_stale20,2026-01-01,3585,2025-12-31,71
regime_hist_stale20,2026-04-01,3855,2026-03-31,71
regime_hist_stale20,2026-07-01,4165,2026-06-30,71
