state,h,period,candidate,n,mae_model,mae_prior,rmse_model,rmse_prior,spearman,positive_sign_accuracy,mean_predicted_bps,mean_actual_bps
cutoff_1330,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
cutoff_1330,3,opened_2025_2026,adaptive,2030,86.03692354275228,97.5144270054477,112.87181613858215,126.69288574309728,0.5328599034700325,0.6763546798029557,-0.5707835875699195,-4.446400736548228
cutoff_1430,3,screen_2024,model,1240,112.08428441548428,87.70090688129015,151.59745329623337,127.54738026815949,0.35932112758372825,0.6475806451612903,54.630900360218405,7.522335051111977
cutoff_1430,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
cutoff_1430,3,screen_2024,adaptive,1240,81.51764074486648,87.70090688129015,122.23890510138166,127.54738026815949,0.3562026753525171,0.6387096774193548,15.933756619094693,7.522335051111977
cutoff_1430,3,opened_2025_2026,model,2030,82.00526615653052,97.5144270054477,105.75791620091503,126.69288574309728,0.565626138895368,0.6955665024630542,1.0998786100026345,-4.446400736548228
cutoff_1430,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
cutoff_1430,3,opened_2025_2026,adaptive,2030,85.39309939694006,97.5144270054477,112.17593388070931,126.69288574309728,0.5526129427468883,0.6881773399014778,-0.5451829494976924,-4.446400736548228
cutoff_1500,3,screen_2024,model,1240,111.21042657351538,87.70090688129015,150.93924675604646,127.54738026815949,0.36472115752987244,0.6427419354838709,54.38697722049166,7.522335051111977
cutoff_1500,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
cutoff_1500,3,screen_2024,adaptive,1240,81.35099535816356,87.70090688129015,122.14373427710943,127.54738026815949,0.3615601525705065,0.6362903225806451,15.872775834163006,7.522335051111977
cutoff_1500,3,opened_2025_2026,model,2030,81.71806285009103,97.5144270054477,105.39213231612968,126.69288574309728,0.5689700082266114,0.6950738916256157,0.8906206590573803,-4.446400736548228
cutoff_1500,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
cutoff_1500,3,opened_2025_2026,adaptive,2030,85.18210645588941,97.5144270054477,111.96858336658079,126.69288574309728,0.5577565915339265,0.6862068965517242,-0.5280946778736241,-4.446400736548228
cutoff_1520,3,screen_2024,model,1240,110.27913096642165,87.70090688129015,149.94398535939362,127.54738026815949,0.3702595515014203,0.646774193548387,53.831856509036385,7.522335051111977
cutoff_1520,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
cutoff_1520,3,screen_2024,adaptive,1240,81.16729055604699,87.70090688129015,121.99249218065046,127.54738026815949,0.3669894426310111,0.6387096774193548,15.733995656299188,7.522335051111977
cutoff_1520,3,opened_2025_2026,model,2030,81.55240344260068,97.5144270054477,105.22627163188317,126.69288574309728,0.5713641828288372,0.6935960591133005,0.7567903272682921,-4.446400736548228
cutoff_1520,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
cutoff_1520,3,opened_2025_2026,adaptive,2030,85.01571782285258,97.5144270054477,111.83457157733507,126.69288574309728,0.5611961719620803,0.6866995073891625,-0.5708144982456542,-4.446400736548228
cutoff_1530,3,screen_2024,model,1240,110.20002797803649,87.70090688129015,149.73471697839682,127.54738026815949,0.3733630935990715,0.646774193548387,54.56472725662062,7.522335051111977
cutoff_1530,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
cutoff_1530,3,screen_2024,adaptive,1240,81.12568419962513,87.70090688129015,121.93084565118005,127.54738026815949,0.37002397264994363,0.6395161290322581,15.917213343195245,7.522335051111977
cutoff_1530,3,opened_2025_2026,model,2030,81.25775916372889,97.5144270054477,104.81452125705047,126.69288574309728,0.5757795668807486,0.6960591133004926,0.718605299520006,-4.446400736548228
cutoff_1530,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
cutoff_1530,3,opened_2025_2026,adaptive,2030,84.85364934926422,97.5144270054477,111.63646084441005,126.69288574309728,0.5666454257852246,0.6886699507389162,-0.5781563371120674,-4.446400736548228
update_1630,3,screen_2024,model,1240,103.69251449417712,87.70090688129015,141.88020631470297,127.54738026815949,0.4203400907686637,0.6895161290322581,43.24034625565442,7.522335051111977
update_1630,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
update_1630,3,screen_2024,adaptive,1240,80.75812172857272,87.70090688129015,120.779078549345,127.54738026815949,0.3865740887305888,0.6758064516129032,19.00155174565697,7.522335051111977
update_1630,3,opened_2025_2026,model,2030,79.35864489511253,97.5144270054477,102.42761199052234,126.69288574309728,0.5961051370233017,0.7113300492610838,1.405848080410913,-4.446400736548228
update_1630,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
update_1630,3,opened_2025_2026,adaptive,2030,81.8780890357884,97.5144270054477,108.31893466363198,126.69288574309728,0.5791757831042982,0.7078817733990148,1.5536668945385261,-4.446400736548228
update_1730,3,screen_2024,model,1240,104.86742644143457,87.70090688129015,142.28782061832956,127.54738026815949,0.4255033208561929,0.6741935483870968,46.513078885899155,7.522335051111977
update_1730,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
update_1730,3,screen_2024,adaptive,1240,80.1431899848825,87.70090688129015,120.36139799621593,127.54738026815949,0.42294819348532275,0.6629032258064517,13.904301250514878,7.522335051111977
update_1730,3,opened_2025_2026,model,2030,80.03924128900105,97.5144270054477,103.04954268912924,126.69288574309728,0.5988189257526746,0.7093596059113301,3.516918191407667,-4.446400736548228
update_1730,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
update_1730,3,opened_2025_2026,adaptive,2030,82.26237322423484,97.5144270054477,108.5915147484572,126.69288574309728,0.580764034752917,0.7049261083743842,1.8309973312999401,-4.446400736548228
early_1000,3,screen_2024,model,1240,240.39437958070732,87.70090688129015,749.511857835482,127.54738026815949,0.11210818022543695,0.5790322580645161,147.99753499350143,7.522335051111977
early_1000,3,screen_2024,prior,1240,87.70090688129015,87.70090688129015,127.54738026815949,127.54738026815949,-0.13272619639333946,0.532258064516129,3.0347087053867874,7.522335051111977
early_1000,3,screen_2024,adaptive,1240,113.27979887466812,87.70090688129015,224.36014580687632,127.54738026815949,-0.036524830056022424,0.5435483870967742,43.78953058475889,7.522335051111977
early_1000,3,opened_2025_2026,model,2030,86.52770887484354,97.5144270054477,112.64503472464105,126.69288574309728,0.45761050702484524,0.6492610837438424,1.7318326230252898,-4.446400736548228
early_1000,3,opened_2025_2026,prior,2030,97.5144270054477,97.5144270054477,126.69288574309728,126.69288574309728,-0.18456573415576716,0.4665024630541872,-1.6356676249330537,-4.446400736548228
early_1000,3,opened_2025_2026,adaptive,2030,95.64383764874457,97.5144270054477,124.74544793797963,126.69288574309728,-0.030676903413243615,0.5088669950738917,-0.8547169933409816,-4.446400736548228
premarket,5,screen_2024,model,1240,160.33416725385567,102.65075907843051,207.44527588186918,146.30094646034277,0.06129900809534028,0.5758064516129032,85.5438075319297,12.333405078337561
premarket,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
premarket,5,screen_2024,adaptive,1240,104.68494585224455,102.65075907843051,147.74361404919892,146.30094646034277,0.056547414759697934,0.5846774193548387,24.72338508436808,12.333405078337561
premarket,5,opened_2025_2026,model,2020,122.3043304856159,119.39212389026827,157.01780793122137,152.15036723649843,0.17254894401598014,0.557920792079208,-7.109181384131535,-7.123141820913056
premarket,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
premarket,5,opened_2025_2026,adaptive,2020,118.09382556635263,119.39212389026827,150.37334265075413,152.15036723649843,0.1049334632839409,0.5128712871287129,-5.93493006573192,-7.123141820913056
cutoff_1030,5,screen_2024,model,1240,153.63024717220688,102.65075907843051,199.6190091586967,146.30094646034277,0.214154997289553,0.5830645161290322,94.93088116998626,12.333405078337561
cutoff_1030,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1030,5,screen_2024,adaptive,1240,100.86692452088553,102.65075907843051,144.52071989411462,146.30094646034277,0.21039870099945732,0.5806451612903226,27.07015349388222,12.333405078337561
cutoff_1030,5,opened_2025_2026,model,2020,109.69601173918224,119.39212389026827,140.32326189733203,152.15036723649843,0.41691105295446756,0.6391089108910891,4.473892419450154,-7.123141820913056
cutoff_1030,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
cutoff_1030,5,opened_2025_2026,adaptive,2020,112.51109513118604,119.39212389026827,143.51337557317729,152.15036723649843,0.39175901063781376,0.6366336633663366,-0.5098369574572639,-7.123141820913056
cutoff_1130,5,screen_2024,model,1240,151.26012416144556,102.65075907843051,196.34924869298425,146.30094646034277,0.25078798073301095,0.589516129032258,90.11586080366399,12.333405078337561
cutoff_1130,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1130,5,screen_2024,adaptive,1240,100.01128046834773,102.65075907843051,143.51247028135893,146.30094646034277,0.2469988745964619,0.5935483870967742,25.86639840230165,12.333405078337561
cutoff_1130,5,opened_2025_2026,model,2020,107.27527862105897,119.39212389026827,137.42863045027826,152.15036723649843,0.4500595293414557,0.6504950495049505,3.9281650430179,-7.123141820913056
cutoff_1130,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
cutoff_1130,5,opened_2025_2026,adaptive,2020,111.52173727949759,119.39212389026827,142.59150021280539,152.15036723649843,0.42526673261488623,0.6554455445544555,-0.606437312758804,-7.123141820913056
cutoff_1230,5,screen_2024,model,1240,151.14548781073663,102.65075907843051,196.31896527005458,146.30094646034277,0.2548736657271416,0.5975806451612903,89.61310538782345,12.333405078337561
cutoff_1230,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1230,5,screen_2024,adaptive,1240,99.76570485495795,102.65075907843051,143.30177996704396,146.30094646034277,0.2506788453527115,0.5935483870967742,25.74070954834151,12.333405078337561
cutoff_1230,5,opened_2025_2026,model,2020,106.62850763739164,119.39212389026827,137.10419312970856,152.15036723649843,0.46330575432296284,0.6638613861386139,3.8213567922772738,-7.123141820913056
cutoff_1230,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
cutoff_1230,5,opened_2025_2026,adaptive,2020,111.13118916662124,119.39212389026827,142.26877143765822,152.15036723649843,0.4413021344527365,0.6648514851485149,-0.6517003102819141,-7.123141820913056
cutoff_1330,5,screen_2024,model,1240,151.7464735775848,102.65075907843051,196.88817939247315,146.30094646034277,0.2768479297918378,0.6040322580645161,91.18625345166616,12.333405078337561
cutoff_1330,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1330,5,screen_2024,adaptive,1240,99.0156149181745,102.65075907843051,142.74303895373762,146.30094646034277,0.2728874798494486,0.5911290322580646,26.133996564302194,12.333405078337561
cutoff_1330,5,opened_2025_2026,model,2020,105.80691958160503,119.39212389026827,135.56927494116314,152.15036723649843,0.47780061229160653,0.6673267326732674,3.388763721491867,-7.123141820913056
cutoff_1330,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
cutoff_1330,5,opened_2025_2026,adaptive,2020,109.81636818455281,119.39212389026827,140.53821307337617,152.15036723649843,0.45859262321849364,0.6658415841584159,-1.090375011020905,-7.123141820913056
cutoff_1430,5,screen_2024,model,1240,149.74169749571303,102.65075907843051,195.1180445991803,146.30094646034277,0.2861788159918956,0.6024193548387097,88.10962669592546,12.333405078337561
cutoff_1430,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1430,5,screen_2024,adaptive,1240,98.61702925853956,102.65075907843051,142.36799288878836,146.30094646034277,0.2824009884367477,0.592741935483871,25.364839875367014,12.333405078337561
cutoff_1430,5,opened_2025_2026,model,2020,104.94236039778589,119.39212389026827,134.40160006664595,152.15036723649843,0.4898297111057856,0.6752475247524753,3.2558824398375674,-7.123141820913056
cutoff_1430,5,opened_2025_2026,prior,2020,119.39212389026827,119.39212389026827,152.15036723649843,152.15036723649843,-0.21231775577471576,0.4514851485148515,-2.5372305727484026,-7.123141820913056
cutoff_1430,5,opened_2025_2026,adaptive,2020,109.35038588389864,119.39212389026827,140.00836238161293,152.15036723649843,0.47419486997897187,0.6683168316831684,-1.1827545702189723,-7.123141820913056
cutoff_1500,5,screen_2024,model,1240,148.50229521488902,102.65075907843051,194.05290437177317,146.30094646034277,0.29410543069358935,0.6016129032258064,87.43729465792084,12.333405078337561
cutoff_1500,5,screen_2024,prior,1240,102.65075907843051,102.65075907843051,146.30094646034277,146.30094646034277,-0.15980530021598172,0.5467741935483871,4.449910935180869,12.333405078337561
cutoff_1500,5,screen_2024,adaptive,1240,98.35783812471566,102.65075907843051,142.18307446016357,146.30094646034277,0.2901665246039547,0.5919354838709677,25.19675686586586,12.333405078337561
