state,h,origin,n_train,n_query,selected_weight,mae_weight_0,mae_weight_0.25,mae_weight_0.5,mae_weight_0.75,mae_weight_1,last_target_maturity
update_1730,3,2025-07-01,2450,330,0.5,96.27626572478874,87.55076902917534,87.3267976578691,94.03121992772469,105.79327041611143,2025-06-28
update_1730,3,2025-10-01,2450,325,0.5,92.67870191189192,83.71351367854112,81.868479846569,86.14940574138687,94.90860669619538,2025-09-27
update_1730,3,2026-01-01,2450,270,0.5,92.6787405474862,84.41709003265943,82.4575372095223,86.16269390436241,93.85115878240781,2025-12-27
update_1730,3,2026-04-01,2440,310,0.5,95.70519856441871,87.12711970470846,84.1486286649633,86.24156048273802,92.26509547051425,2026-03-28
update_1730,3,2026-07-01,2450,230,0.5,97.5738032253484,87.79025653430912,82.994276668877,83.09635682005566,87.48966367983095,2026-06-27
early_1000,3,2023-01-01,0,280,0.0,,,,,,
early_1000,3,2023-04-01,255,305,0.0,,,,,,2023-03-29
early_1000,3,2023-07-01,560,330,0.25,93.42212840962254,87.26012412023906,92.99799603869697,105.43706058263882,121.27956135481742,2023-06-28
early_1000,3,2023-10-01,890,320,0.25,101.74536667376903,93.07682303852467,98.32823875099722,112.81951578035601,136.49294511305757,2023-09-28
early_1000,3,2024-01-01,1215,285,0.25,101.02444724653424,92.49797215610585,95.96656875005485,108.23784498347456,128.14115659775,2023-12-29
early_1000,3,2024-04-01,1500,300,0.25,91.77847373354489,85.0193504988108,89.18718459683717,101.2407660731195,119.81575002478608,2024-03-29
early_1000,3,2024-07-01,1800,325,0.0,88.64144808282693,94.01677005230076,114.79110303947523,142.6034043433958,176.0052113571563,2024-06-28
early_1000,3,2024-10-01,2130,330,0.0,89.83260307075624,104.02271228414203,133.71364115505136,170.32792250122063,212.171902726866,2024-09-28
early_1000,3,2025-01-01,2460,285,0.0,94.55731200945063,105.30059055757354,129.23367921832542,159.58747452877518,194.66325249522427,2024-12-29
early_1000,3,2025-04-01,2460,295,0.0,100.78699832290053,109.50479788829655,130.1724538698969,156.7586978323555,188.2147028094234,2025-03-29
early_1000,3,2025-07-01,2450,330,0.0,96.27626572478874,104.6459874612068,123.47818145229368,147.65268306656182,176.14356642142965,2025-06-28
early_1000,3,2025-10-01,2450,325,0.0,92.67870191189192,100.13809130329446,115.96730464908974,135.85647978102412,158.8550720050361,2025-09-27
early_1000,3,2026-01-01,2450,270,0.0,92.6787405474862,99.15691591068628,113.18455639328073,130.88007906289226,151.374988476775,2025-12-27
early_1000,3,2026-04-01,2440,310,0.0,95.70519856441871,100.76830313045333,112.46770969756648,127.57935253993693,145.3572127835708,2026-03-28
early_1000,3,2026-07-01,2450,230,0.5,97.5738032253484,91.92226302456783,89.559470246003,90.52954478977685,94.8621009119635,2026-06-27
premarket,5,2023-01-01,0,280,0.0,,,,,,
premarket,5,2023-04-01,245,305,0.0,,,,,,2023-03-29
premarket,5,2023-07-01,550,330,0.25,121.87075296032404,111.80621843199407,125.45320696056571,149.79401631129846,181.05650666557747,2023-06-28
premarket,5,2023-10-01,880,320,0.25,132.66780177750692,125.04759649073759,138.77839940846687,162.2804303424397,193.67243440413787,2023-09-28
premarket,5,2024-01-01,1205,285,0.25,131.461789164526,122.46584877069397,134.99763097319044,158.43789171156192,189.48055189417374,2023-12-29
premarket,5,2024-04-01,1490,300,0.25,118.72334956064549,113.58566562956283,127.54679314824283,152.35600089991473,184.36365761250445,2024-03-29
premarket,5,2024-07-01,1790,325,0.25,111.56121406920576,111.22753166123263,127.94921191040149,154.1637270342151,186.42494355526247,2024-06-28
premarket,5,2024-10-01,2120,330,0.25,111.23700448655944,109.89074362890243,125.66754676237015,151.2291426613468,182.63588294189898,2024-09-28
