rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,stage1_rate,stage1_rolling,stage1_cooldown,robustness,clears_1p30_gate
0.25,161,0.6349295774647887,60,3,0.2857142857142857,0.22186234817813766,1.2877997914494264,0.5162011894544157,-4.501777652208243,1.2877997914494264,1.2877997914494264,1,1,0.532394366197183,0.7492957746478873,1.080625,0.8461538461538461,1.2877997914494264,0.6349295774647887,0.6349295774647887,0.0,1.6923076923076923,4,anchor_multiscale_locked,0.25,60,3,1.080625,False
0.35,261,1.0292957746478875,40,3,0.2222222222222222,0.22186234817813766,1.0016220600162205,0.5187912530287033,-24.926081010900678,1.0016220600162205,1.0016220600162205,1,1,0.9661971830985915,1.1042253521126761,0.8984788359788359,0.859375,1.0016220600162205,1.0292957746478875,1.0292957746478875,0.525,1.723076923076923,4,quarterly_crossfit_hist_q1,0.35,40,3,0.8984788359788359,False
0.3,453,1.7864788732394365,20,0,0.2185430463576159,0.22186234817813766,0.9850389133272103,0.5213585301199328,-31.015269211337905,0.9850389133272103,0.9850389133272103,0,1,1.5774647887323943,2.1098591549295773,0.8142857142857143,0.8928571428571429,0.9850389133272103,1.7864788732394365,1.7864788732394365,1.0615384615384615,2.8,4,quarterly_crossfit_tree_consensus,0.3,20,0,0.8142857142857143,False
0.35,556,2.192676056338028,20,0,0.19964028776978418,0.22186234817813766,0.8998385233419104,0.46519364712852335,-34.08204910460417,0.8998385233419104,0.8998385233419104,0,1,2.0507042253521126,2.3661971830985915,0.7922641509433962,0.9237749546279492,0.8998385233419104,2.192676056338028,2.192676056338028,1.5113636363636365,3.1384615384615384,4,quarterly_crossfit_extra_q2,0.35,20,0,0.7922641509433962,False
0.3,493,1.944225352112676,250,0,0.23732251521298176,0.22186234817813766,1.0696835995913594,0.5385129541156187,-32.17333471426452,1.0696835995913594,1.0696835995913594,1,1,1.7746478873239435,2.287323943661972,0.789022796573254,0.944672131147541,1.0696835995913594,1.944225352112676,1.944225352112676,0.0,3.374358974358975,4,quarterly_crossfit_extra_q1,0.3,250,0,0.789022796573254,False
0.3,456,1.7983098591549296,20,0,0.18421052631578946,0.22186234817813766,0.8302919708029196,0.45296490122059596,-49.364131624156265,0.8302919708029196,0.8302919708029196,0,1,1.7154929577464788,1.8535211267605634,0.7882978723404256,0.8625277161862528,0.8302919708029196,1.7983098591549296,1.7983098591549296,1.1772727272727272,2.707692307692308,4,quarterly_crossfit_hist_q2,0.3,20,0,0.7882978723404256,False
0.35,502,1.979718309859155,20,0,0.2290836653386454,0.22186234817813766,1.0325486375665223,0.5347133080656554,-18.99568167900356,1.0325486375665223,1.0325486375665223,1,1,1.8338028169014085,2.129577464788732,0.6861111111111111,0.9215291750503019,1.0325486375665223,1.979718309859155,1.979718309859155,1.2,3.5999999999999996,4,quarterly_crossfit_extra_q1_anchor25,0.35,20,0,0.6861111111111111,False
0.3,404,1.5932394366197182,20,0,0.21782178217821782,0.22186234817813766,0.9817879598178796,0.5342784660139606,-14.82146981190408,0.9817879598178796,0.9817879598178796,0,1,1.4,1.8732394366197183,0.676,0.8922305764411027,0.9817879598178796,1.5932394366197182,1.5932394366197182,0.7897435897435898,3.292307692307692,4,quarterly_crossfit_extra_q1_anchor50,0.3,20,0,0.676,False
0.22,334,1.3171830985915491,20,0,0.18263473053892215,0.22186234817813766,0.8231893876480615,0.5269279263540867,-40.36003479735272,0.8231893876480615,0.8231893876480615,0,1,1.2028169014084507,1.5183098591549296,0.6415584415584416,0.851063829787234,0.8231893876480615,1.3171830985915491,1.3171830985915491,0.676923076923077,2.5384615384615383,4,quarterly_crossfit_tree_anchor25,0.22,20,0,0.6415584415584416,False
0.12,238,0.9385915492957747,40,0,0.20168067226890757,0.22186234817813766,0.9090351469054775,0.5255341531403571,-34.16974696960229,0.9090351469054775,0.9090351469054775,0,1,0.828169014084507,1.1042253521126761,0.5744186046511628,0.871244635193133,0.9090351469054775,0.9385915492957747,0.9385915492957747,0.1846153846153846,2.6769230769230767,4,quarterly_crossfit_hist_q1_anchor50,0.12,40,0,0.5744186046511628,False
0.18,322,1.2698591549295775,40,0,0.1956521739130435,0.22186234817813766,0.8818629006664551,0.5193115443918667,-42.19682123736225,0.8818629006664551,0.8818629006664551,0,1,1.123943661971831,1.4,0.5011594202898552,0.8990536277602523,0.8818629006664551,1.2698591549295775,1.2698591549295775,0.3230769230769231,2.9076923076923076,4,quarterly_crossfit_hist_q1_anchor25,0.18,40,0,0.5011594202898552,False
