rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,rate,rolling,cooldown
0.15,215,0.8502824858757062,40,0,0.3581395348837209,0.3379032258064516,1.059887883665427,0.5729348050430378,8.263664735310204,1.059887883665427,1.059887883665427,1,1,0.7711864406779662,0.9491525423728814,0.9572649572649573,0.8428571428571429,1.059887883665427,0.8502824858757062,0.8502824858757062,0.175,1.7977272727272728,4,quarterly_crossfit_hist_q1,0.15,40,0
0.15,213,0.8423728813559322,60,0,0.38967136150234744,0.3379032258064516,1.1532040292670902,0.5729348050430378,22.177649054118856,1.1532040292670902,1.1532040292670902,1,1,0.692090395480226,0.9096045197740114,0.9607438016528924,0.8701923076923077,1.1532040292670902,0.8423728813559322,0.8423728813559322,0.14,2.2272727272727275,4,quarterly_crossfit_hist_q1,0.15,60,0
0.15,222,0.8779661016949153,120,0,0.44594594594594594,0.3379032258064516,1.3197445655679547,0.5729348050430378,42.99100745162762,1.3197445655679547,1.3197445655679547,1,1,0.8305084745762712,0.9096045197740114,1.2252964426877468,0.9078341013824884,1.3197445655679547,0.8779661016949153,0.8779661016949153,0.0875,2.8477272727272727,4,quarterly_crossfit_hist_q1,0.15,120,0
0.15,211,0.8344632768361583,250,0,0.4976303317535545,0.3379032258064516,1.472700743137011,0.5729348050430378,61.20755419223564,1.472700743137011,1.472700743137011,1,1,0.652542372881356,0.9293785310734464,1.396825396825397,0.9029126213592233,1.472700743137011,0.8344632768361583,0.8344632768361583,0.12249999999999998,2.609090909090909,4,quarterly_crossfit_hist_q1,0.15,250,0
0.15,136,0.5378531073446328,40,3,0.3235294117647059,0.3379032258064516,0.9574617436473397,0.5729348050430378,-6.019432126054205,0.9574617436473397,0.9574617436473397,0,1,0.4943502824858757,0.5734463276836158,0.7466666666666667,0.7404580152671756,0.9574617436473397,0.5378531073446328,0.5378531073446328,0.1575,0.9704545454545455,4,quarterly_crossfit_hist_q1,0.15,40,3
0.15,124,0.4903954802259887,60,3,0.3709677419354839,0.3379032258064516,1.0978520286396183,0.5729348050430378,13.28458123075365,1.0978520286396183,1.0978520286396183,1,1,0.3559322033898305,0.5338983050847458,0.9755244755244754,0.7647058823529411,1.0978520286396183,0.4903954802259887,0.4903954802259887,0.1258426966292135,1.1295454545454544,4,quarterly_crossfit_hist_q1,0.15,60,3
0.18,255,1.0084745762711864,0,0,0.47058823529411764,0.3379032258064516,1.392671627123403,0.5729348050430378,58.86614999140913,1.392671627123403,1.392671627123403,1,1,0.8305084745762712,1.1666666666666667,1.3071895424836601,0.924,1.392671627123403,1.0084745762711864,1.0084745762711864,0.14,3.1659090909090906,4,quarterly_crossfit_hist_q1,0.18,0,0
0.18,316,1.249717514124294,20,0,0.33860759493670883,0.3379032258064516,1.002084529168303,0.5729348050430378,5.692977312757389,1.002084529168303,1.002084529168303,1,1,1.1864406779661016,1.305084745762712,0.8888888888888888,0.8553054662379421,1.002084529168303,1.249717514124294,1.249717514124294,0.6649999999999999,1.9090909090909092,4,quarterly_crossfit_hist_q1,0.18,20,0
0.18,254,1.0045197740112994,40,0,0.3464566929133858,0.3379032258064516,1.0253133632758913,0.5729348050430378,9.552417883716915,1.0253133632758913,1.0253133632758913,1,1,0.9689265536723164,1.0282485875706215,0.9202226345083486,0.8634538152610441,1.0253133632758913,1.0045197740112994,1.0045197740112994,0.24499999999999997,2.0681818181818183,4,quarterly_crossfit_hist_q1,0.18,40,0
0.18,236,0.9333333333333335,60,0,0.3771186440677966,0.3379032258064516,1.1160551757614983,0.5729348050430378,17.411792865522223,1.1160551757614983,1.1160551757614983,1,1,0.7711864406779662,1.0480225988700564,1.0102915951972555,0.8874458874458875,1.1160551757614983,0.9333333333333335,0.9333333333333335,0.1575,2.3863636363636362,4,quarterly_crossfit_hist_q1,0.18,60,0
0.18,242,0.9570621468926553,120,0,0.45867768595041325,0.3379032258064516,1.3574232233377386,0.5729348050430378,45.81902855145074,1.3574232233377386,1.3574232233377386,1,1,0.8898305084745763,1.0084745762711864,1.2709447415329769,0.9324894514767933,1.3574232233377386,0.9570621468926553,0.9570621468926553,0.0875,3.0863636363636364,4,quarterly_crossfit_hist_q1,0.18,120,0
0.18,227,0.8977401129943503,250,0,0.4933920704845815,0.3379032258064516,1.4601579174245372,0.5729348050430378,59.297014007030114,1.4601579174245372,1.4601579174245372,1,1,0.7711864406779662,0.9887005649717514,1.3694779116465863,0.9099099099099099,1.4601579174245372,0.8977401129943503,0.8977401129943503,0.14,2.815909090909091,4,quarterly_crossfit_hist_q1,0.18,250,0
0.18,152,0.6011299435028249,40,3,0.3157894736842105,0.3379032258064516,0.9345559603064941,0.5729348050430378,-3.137401806084181,0.9345559603064941,0.9345559603064941,0,1,0.5734463276836158,0.632768361581921,0.7926136363636364,0.7619047619047619,0.9345559603064941,0.6011299435028249,0.6011299435028249,0.175,1.05,4,quarterly_crossfit_hist_q1,0.18,40,3
0.18,139,0.5497175141242938,60,3,0.35251798561151076,0.3379032258064516,1.043251317800175,0.5729348050430378,6.092434720288095,1.043251317800175,1.043251317800175,1,1,0.43502824858757067,0.612994350282486,0.8746081504702194,0.7910447761194029,1.043251317800175,0.5497175141242938,0.5497175141242938,0.1258426966292135,1.240909090909091,4,quarterly_crossfit_hist_q1,0.18,60,3
0.2,268,1.0598870056497176,0,0,0.4552238805970149,0.3379032258064516,1.3472019378050084,0.5729348050430378,56.50311259254806,1.3472019378050084,1.3472019378050084,1,1,0.8700564971751413,1.1666666666666667,1.2297520661157024,0.9201520912547528,1.3472019378050084,1.0598870056497176,1.0598870056497176,0.175,3.309090909090909,4,quarterly_crossfit_hist_q1,0.2,0,0
0.2,327,1.293220338983051,20,0,0.345565749235474,0.3379032258064516,1.0226766803150067,0.5729348050430378,6.280269772676677,1.0226766803150067,1.0226766803150067,1,1,1.2062146892655368,1.364406779661017,0.9393939393939393,0.860248447204969,1.0226766803150067,1.293220338983051,1.293220338983051,0.735,1.940909090909091,4,quarterly_crossfit_hist_q1,0.2,20,0
0.2,259,1.0242937853107343,40,0,0.33976833976833976,0.3379032258064516,1.005519669004156,0.5729348050430378,8.454770574201337,1.005519669004156,1.005519669004156,1,1,0.9689265536723164,1.0677966101694916,0.9202226345083486,0.8661417322834646,1.005519669004156,1.0242937853107343,1.0242937853107343,0.24499999999999997,2.115909090909091,4,quarterly_crossfit_hist_q1,0.2,40,0
0.2,247,0.9768361581920904,60,0,0.3643724696356275,0.3379032258064516,1.0783338003536471,0.5729348050430378,13.223501755223515,1.0783338003536471,1.0783338003536471,1,1,0.8305084745762712,1.0480225988700564,0.9581818181818182,0.8842975206611571,1.0783338003536471,0.9768361581920904,0.9768361581920904,0.1575,2.4977272727272726,4,quarterly_crossfit_hist_q1,0.2,60,0
0.2,261,1.0322033898305085,120,0,0.4444444444444444,0.3379032258064516,1.3153009811721028,0.5729348050430378,42.19230773293901,1.3153009811721028,1.3153009811721028,1,1,0.9887005649717514,1.0677966101694916,1.2525252525252524,0.9296875,1.3153009811721028,1.0322033898305085,1.0322033898305085,0.0875,3.245454545454545,4,quarterly_crossfit_hist_q1,0.2,120,0
0.2,242,0.9570621468926553,250,0,0.49173553719008267,0.3379032258064516,1.4552555277224404,0.5729348050430378,59.485937950092826,1.4552555277224404,1.4552555277224404,1,1,0.8107344632768362,1.0282485875706215,1.3605442176870748,0.9029535864978903,1.4552555277224404,0.9570621468926553,0.9570621468926553,0.175,2.975,4,quarterly_crossfit_hist_q1,0.2,250,0
0.2,155,0.612994350282486,40,3,0.3096774193548387,0.3379032258064516,0.9164677804295943,0.5729348050430378,-4.042534740365559,0.9164677804295943,0.9164677804295943,0,1,0.5734463276836158,0.652542372881356,0.7926136363636364,0.7666666666666667,0.9164677804295943,0.612994350282486,0.612994350282486,0.175,1.0818181818181818,4,quarterly_crossfit_hist_q1,0.2,40,3
0.2,143,0.5655367231638418,60,3,0.34965034965034963,0.3379032258064516,1.0347647579151158,0.5729348050430378,4.809662430873987,1.0347647579151158,1.0347647579151158,1,1,0.4745762711864407,0.612994350282486,0.8746081504702194,0.782608695652174,1.0347647579151158,0.5655367231638418,0.5655367231638418,0.15730337078651685,1.2568181818181818,4,quarterly_crossfit_hist_q1,0.2,60,3
0.22,285,1.1271186440677967,0,0,0.4456140350877193,0.3379032258064516,1.3187622995436084,0.5729348050430378,53.29253796398498,1.3187622995436084,1.3187622995436084,1,1,0.9887005649717514,1.2457627118644068,1.2360446570972885,0.9107142857142857,1.3187622995436084,1.1271186440677967,1.1271186440677967,0.2545454545454546,3.4363636363636365,4,quarterly_crossfit_hist_q1,0.22,0,0
0.22,359,1.419774011299435,20,0,0.3398328690807799,0.3379032258064516,1.0057106388070813,0.5729348050430378,4.390337209289219,1.0057106388070813,1.0057106388070813,1,1,1.364406779661017,1.463276836158192,0.914004914004914,0.884180790960452,1.0057106388070813,1.419774011299435,1.419774011299435,0.8049999999999999,2.084090909090909,4,quarterly_crossfit_hist_q1,0.22,20,0
0.22,280,1.1073446327683616,40,0,0.33214285714285713,0.3379032258064516,0.9829526082509376,0.5729348050430378,8.371131710326699,0.9829526082509376,0.9829526082509376,0,1,1.0282485875706215,1.1468926553672316,0.8746081504702194,0.8654545454545455,0.9829526082509376,1.1073446327683616,1.1073446327683616,0.2975,2.2272727272727275,4,quarterly_crossfit_hist_q1,0.22,40,0
0.22,262,1.0361581920903955,60,0,0.366412213740458,0.3379032258064516,1.0843702745541002,0.5729348050430378,16.031253464832712,1.0843702745541002,1.0843702745541002,1,1,0.9096045197740114,1.1666666666666667,0.9553158705701078,0.8871595330739299,1.0843702745541002,1.0361581920903955,1.0361581920903955,0.2275,2.5931818181818183,4,quarterly_crossfit_hist_q1,0.22,60,0
0.22,278,1.0994350282485876,120,0,0.43884892086330934,0.3379032258064516,1.298741436445116,0.5729348050430378,39.72105515147471,1.298741436445116,1.298741436445116,1,1,1.0875706214689267,1.1468926553672316,1.2147335423197492,0.9340659340659341,1.298741436445116,1.0994350282485876,1.0994350282485876,0.105,3.3886363636363637,4,quarterly_crossfit_hist_q1,0.22,120,0
0.22,261,1.0322033898305085,250,0,0.4674329501915709,0.3379032258064516,1.3833337905430738,0.5729348050430378,54.55565843903701,1.3833337905430738,1.3833337905430738,1,1,0.9293785310734464,1.0875706214689267,1.3293310463121784,0.90625,1.3833337905430738,1.0322033898305085,1.0322033898305085,0.22272727272727272,3.181818181818182,4,quarterly_crossfit_hist_q1,0.22,250,0
0.22,164,0.6485875706214689,40,3,0.31097560975609756,0.3379032258064516,0.9203096804237733,0.5729348050430378,-5.266256917264887,0.9203096804237733,0.9203096804237733,0,1,0.5932203389830508,0.692090395480226,0.7685950413223139,0.7610062893081762,0.9203096804237733,0.6485875706214689,0.6485875706214689,0.2275,1.1454545454545455,4,quarterly_crossfit_hist_q1,0.22,40,3
0.22,147,0.5813559322033899,60,3,0.36054421768707484,0.3379032258064516,1.06700436737941,0.5729348050430378,10.080715808234743,1.06700436737941,1.06700436737941,1,1,0.5338983050847458,0.632768361581921,0.8746081504702194,0.7746478873239436,1.06700436737941,0.5813559322033899,0.5813559322033899,0.15730337078651685,1.2886363636363636,4,quarterly_crossfit_hist_q1,0.22,60,3
0.25,314,1.2418079096045198,0,0,0.4394904458598726,0.3379032258064516,1.3006399829743247,0.5729348050430378,50.923302706870835,1.3006399829743247,1.3006399829743247,1,1,1.1073446327683616,1.3248587570621468,1.28099173553719,0.9061488673139159,1.3006399829743247,1.2418079096045198,1.2418079096045198,0.2863636363636364,3.643181818181818,4,quarterly_crossfit_hist_q1,0.25,0,0
0.25,371,1.4672316384180792,20,0,0.33692722371967654,0.3379032258064516,0.9971115928696872,0.5729348050430378,4.8465471337174675,0.9971115928696872,0.9971115928696872,0,1,1.4435028248587571,1.4830508474576272,0.9018181818181817,0.8852459016393442,0.9971115928696872,1.4672316384180792,1.4672316384180792,0.8575,2.131818181818182,4,quarterly_crossfit_hist_q1,0.25,20,0
0.25,302,1.1943502824858758,40,0,0.33112582781456956,0.3379032258064516,0.9799427839858383,0.5729348050430378,7.919454592077453,0.9799427839858383,0.9799427839858383,0,1,1.0480225988700564,1.265536723163842,0.8366477272727272,0.8619528619528619,0.9799427839858383,1.1943502824858758,1.1943502824858758,0.42,2.3545454545454545,4,quarterly_crossfit_hist_q1,0.25,40,0
0.25,297,1.1745762711864407,60,0,0.37373737373737376,0.3379032258064516,1.1060485523492685,0.5729348050430378,17.3747787891981,1.1060485523492685,1.1060485523492685,1,1,1.1468926553672316,1.2853107344632768,0.8671328671328672,0.8972602739726028,1.1060485523492685,1.1745762711864407,1.1745762711864407,0.2625,2.8954545454545455,4,quarterly_crossfit_hist_q1,0.25,60,0
0.25,290,1.1468926553672316,120,0,0.43103448275862066,0.3379032258064516,1.2756151757057033,0.5729348050430378,39.11172114136327,1.2756151757057033,1.2756151757057033,1,1,1.1073446327683616,1.1864406779661016,1.1742424242424243,0.9333333333333333,1.2756151757057033,1.1468926553672316,1.1468926553672316,0.14,3.484090909090909,4,quarterly_crossfit_hist_q1,0.25,120,0
0.25,282,1.1152542372881356,250,0,0.45390070921985815,0.3379032258064516,1.3432861084310839,0.5729348050430378,50.84747379603552,1.3432861084310839,1.3432861084310839,1,1,0.9887005649717514,1.225988700564972,1.263157894736842,0.8989169675090253,1.3432861084310839,1.1152542372881356,1.1152542372881356,0.2863636363636364,3.277272727272728,4,quarterly_crossfit_hist_q1,0.25,250,0
0.25,176,0.6960451977401131,40,3,0.3125,0.3379032258064516,0.9248210023866349,0.5729348050430378,-3.4951282751687547,0.9248210023866349,0.9248210023866349,0,1,0.612994350282486,0.731638418079096,0.7616707616707616,0.7485380116959064,0.9248210023866349,0.6960451977401131,0.6960451977401131,0.33249999999999996,1.1931818181818181,4,quarterly_crossfit_hist_q1,0.25,40,3
0.25,164,0.6485875706214689,60,3,0.39634146341463417,0.3379032258064516,1.1729437103440248,0.5729348050430378,18.546461549441986,1.1729437103440248,1.1729437103440248,1,1,0.612994350282486,0.672316384180791,0.9393939393939393,0.779874213836478,1.1729437103440248,0.6485875706214689,0.6485875706214689,0.18876404494382024,1.4477272727272728,4,quarterly_crossfit_hist_q1,0.25,60,3
0.3,339,1.340677966101695,0,0,0.4247787610619469,0.3379032258064516,1.2571018227131603,0.5729348050430378,46.64599040070287,1.2571018227131603,1.2571018227131603,1,1,1.2457627118644068,1.423728813559322,1.1742424242424243,0.9011976047904192,1.2571018227131603,1.340677966101695,1.340677966101695,0.3659090909090909,3.8340909090909094,4,quarterly_crossfit_hist_q1,0.3,0,0
0.3,420,1.6610169491525424,20,0,0.3357142857142857,0.3379032258064516,0.9935219911353562,0.5729348050430378,6.287798444316319,0.9935219911353562,0.9935219911353562,0,1,1.5819209039548023,1.7598870056497176,0.9666666666666667,0.8963855421686747,0.9935219911353562,1.6610169491525424,1.6610169491525424,1.015,2.465909090909091,4,quarterly_crossfit_hist_q1,0.3,20,0
0.3,358,1.415819209039548,40,0,0.3407821229050279,0.3379032258064516,1.0085198864015146,0.5729348050430378,8.138590804881431,1.0085198864015146,1.0085198864015146,1,1,1.2062146892655368,1.4830508474576272,0.9265255292652552,0.8781869688385269,1.0085198864015146,1.415819209039548,1.415819209039548,0.525,2.6568181818181817,4,quarterly_crossfit_hist_q1,0.3,40,0
0.3,333,1.3169491525423729,60,0,0.37537537537537535,0.3379032258064516,1.1108960989629246,0.5729348050430378,17.351632044653794,1.1108960989629246,1.1108960989629246,1,1,1.2062146892655368,1.463276836158192,0.952088452088452,0.8932926829268293,1.1108960989629246,1.3169491525423729,1.3169491525423729,0.3675,3.0863636363636364,4,quarterly_crossfit_hist_q1,0.3,60,0
0.3,318,1.257627118644068,120,0,0.4339622641509434,0.3379032258064516,1.2842797316161572,0.5729348050430378,39.99594132803035,1.2842797316161572,1.2842797316161572,1,1,1.1666666666666667,1.364406779661017,1.1844532279314888,0.9329073482428115,1.2842797316161572,1.257627118644068,1.257627118644068,0.175,3.754545454545455,4,quarterly_crossfit_hist_q1,0.3,120,0
0.3,321,1.269491525423729,250,0,0.43613707165109034,0.3379032258064516,1.2907159161034654,0.5729348050430378,45.970638298675766,1.2907159161034654,1.2907159161034654,1,1,1.2062146892655368,1.344632768361582,1.2018716577540105,0.8892405063291139,1.2907159161034654,1.269491525423729,1.269491525423729,0.3659090909090909,3.5954545454545457,4,quarterly_crossfit_hist_q1,0.3,250,0
0.3,202,0.7988700564971751,40,3,0.3465346534653465,0.3379032258064516,1.025544081854486,0.5729348050430378,3.823933566063516,1.025544081854486,1.025544081854486,1,1,0.692090395480226,0.8502824858757062,0.9393939393939393,0.7563451776649747,1.025544081854486,0.7988700564971751,0.7988700564971751,0.40249999999999997,1.3363636363636364,4,quarterly_crossfit_hist_q1,0.3,40,3
0.3,188,0.7435028248587571,60,3,0.39361702127659576,0.3379032258064516,1.1648809221550807,0.5729348050430378,17.130897216871997,1.1648809221550807,1.1648809221550807,1,1,0.692090395480226,0.7909604519774012,0.9863636363636362,0.7759562841530054,1.1648809221550807,0.7435028248587571,0.7435028248587571,0.28314606741573034,1.5750000000000002,4,quarterly_crossfit_hist_q1,0.3,60,3
0.35,367,1.4514124293785313,0,0,0.4196185286103542,0.3379032258064516,1.2418304903981843,0.5729348050430378,44.360210840051785,1.2418304903981843,1.2418304903981843,1,1,1.364406779661017,1.6214689265536724,1.0979929161747344,0.8922651933701657,1.2418304903981843,1.4514124293785313,1.4514124293785313,0.39772727272727276,3.9295454545454547,4,quarterly_crossfit_hist_q1,0.35,0,0
0.35,472,1.866666666666667,20,0,0.3432203389830508,0.3379032258064516,1.0157356094009142,0.5729348050430378,8.876857432239008,1.0157356094009142,1.0157356094009142,1,1,1.7796610169491527,1.9378531073446328,0.9026104417670683,0.9014989293361885,1.0157356094009142,1.866666666666667,1.866666666666667,1.2425,2.7045454545454546,4,quarterly_crossfit_hist_q1,0.35,20,0
0.35,408,1.6135593220338982,40,0,0.35049019607843135,0.3379032258064516,1.0372502222846178,0.5729348050430378,11.733928158319708,1.0372502222846178,1.0372502222846178,1,1,1.384180790960452,1.7203389830508475,0.9590956418265655,0.890818858560794,1.0372502222846178,1.6135593220338982,1.6135593220338982,0.735,2.9272727272727272,4,quarterly_crossfit_hist_q1,0.35,40,0
0.35,364,1.4395480225988702,60,0,0.37362637362637363,0.3379032258064516,1.1057200556007238,0.5729348050430378,16.46305728515442,1.1057200556007238,1.1057200556007238,1,1,1.305084745762712,1.5621468926553672,0.9631760644418872,0.8885793871866295,1.1057200556007238,1.4395480225988702,1.4395480225988702,0.4876404494382023,3.1659090909090906,4,quarterly_crossfit_hist_q1,0.35,60,0
0.35,355,1.4039548022598871,120,0,0.428169014084507,0.3379032258064516,1.267135029748899,0.5729348050430378,39.79272447073883,1.267135029748899,1.267135029748899,1,1,1.2853107344632768,1.4830508474576272,1.2024242424242424,0.9257142857142857,1.267135029748899,1.4039548022598871,1.4039548022598871,0.315,4.040909090909091,4,quarterly_crossfit_hist_q1,0.35,120,0
0.35,350,1.384180790960452,250,0,0.42,0.3379032258064516,1.2429594272076372,0.5729348050430378,43.7880652965026,1.2429594272076372,1.2429594272076372,1,1,1.305084745762712,1.5225988700564972,1.158156911581569,0.8927536231884058,1.2429594272076372,1.384180790960452,1.384180790960452,0.41363636363636364,3.7704545454545455,4,quarterly_crossfit_hist_q1,0.35,250,0
0.35,230,0.9096045197740114,40,3,0.3869565217391304,0.3379032258064516,1.1451696586074505,0.5729348050430378,15.890398063786629,1.1451696586074505,1.1451696586074505,1,1,0.7909604519774012,0.9887005649717514,0.9981060606060607,0.7644444444444445,1.1451696586074505,0.9096045197740114,0.9096045197740114,0.525,1.4795454545454547,4,quarterly_crossfit_hist_q1,0.35,40,3
0.35,201,0.7949152542372883,60,3,0.39800995024875624,0.3379032258064516,1.1778814756765101,0.5729348050430378,18.286527477212683,1.1778814756765101,1.1778814756765101,1,1,0.711864406779661,0.8700564971751413,1.024793388429752,0.75,1.1778814756765101,0.7949152542372883,0.7949152542372883,0.3146067415730337,1.5750000000000002,4,quarterly_crossfit_hist_q1,0.35,60,3
0.12,148,0.5853107344632769,0,0,0.4594594594594595,0.3379032258064516,1.35973682513062,0.5427951825441353,59.438397840328925,1.35973682513062,1.35973682513062,1,1,0.4548022598870057,0.731638418079096,1.2307692307692308,0.8811188811188811,1.35973682513062,0.5853107344632769,0.5853107344632769,0.07,1.6545454545454545,4,quarterly_crossfit_hist_q2,0.12,0,0
0.12,212,0.8384180790960452,20,0,0.30660377358490565,0.3379032258064516,0.9073715495114153,0.5427951825441353,-1.2619825518580394,0.9073715495114153,0.9073715495114153,0,1,0.731638418079096,0.9293785310734464,0.7416267942583731,0.7584541062801933,0.9073715495114153,0.8384180790960452,0.8384180790960452,0.24499999999999997,1.225,4,quarterly_crossfit_hist_q2,0.12,20,0
0.12,176,0.6960451977401131,40,0,0.29545454545454547,0.3379032258064516,0.874376220438273,0.5427951825441353,-0.5657875004659746,0.874376220438273,0.874376220438273,0,1,0.612994350282486,0.7909604519774012,0.7741935483870969,0.8713450292397661,0.874376220438273,0.6960451977401131,0.6960451977401131,0.07,1.2568181818181818,4,quarterly_crossfit_hist_q2,0.12,40,0
0.12,195,0.7711864406779662,60,0,0.3076923076923077,0.3379032258064516,0.9105929869653021,0.5427951825441353,0.6114682338347647,0.9105929869653021,0.9105929869653021,0,1,0.731638418079096,0.8107344632768362,0.8454545454545453,0.9526315789473684,0.9105929869653021,0.7711864406779662,0.7711864406779662,0.035,1.4795454545454547,4,quarterly_crossfit_hist_q2,0.12,60,0
0.12,182,0.7197740112994351,120,0,0.4010989010989011,0.3379032258064516,1.187023000865483,0.5427951825441353,33.30557412750862,1.187023000865483,1.187023000865483,1,1,0.632768361581921,0.7711864406779662,1.0775401069518715,0.943502824858757,1.187023000865483,0.7197740112994351,0.7197740112994351,0.0175,1.9727272727272729,4,quarterly_crossfit_hist_q2,0.12,120,0
0.12,140,0.5536723163841808,250,0,0.4642857142857143,0.3379032258064516,1.374019774974429,0.5427951825441353,57.93723644434349,1.374019774974429,1.374019774974429,1,1,0.4548022598870057,0.632768361581921,1.2307692307692308,0.8814814814814815,1.374019774974429,0.5536723163841808,0.5536723163841808,0.07,1.5431818181818182,4,quarterly_crossfit_hist_q2,0.12,250,0
0.12,113,0.44689265536723166,40,3,0.22123893805309736,0.3379032258064516,0.6547405326631044,0.5427951825441353,-17.05733216509113,0.6547405326631044,0.6547405326631044,0,1,0.4152542372881356,0.5338983050847458,0.5079365079365079,0.7777777777777778,0.6547405326631044,0.44689265536723166,0.44689265536723166,0.07,0.9068181818181819,4,quarterly_crossfit_hist_q2,0.12,40,3
0.12,115,0.4548022598870057,60,3,0.23478260869565218,0.3379032258064516,0.6948220400539588,0.5427951825441353,-14.633373748230108,0.6948220400539588,0.6948220400539588,0,1,0.43502824858757067,0.4943502824858757,0.5871212121212122,0.9,0.6948220400539588,0.4548022598870057,0.4548022598870057,0.035,0.8909090909090909,4,quarterly_crossfit_hist_q2,0.12,60,3
0.15,156,0.6169491525423729,0,0,0.44871794871794873,0.3379032258064516,1.3279481059910656,0.5427951825441353,55.99613690451473,1.3279481059910656,1.3279481059910656,1,1,0.4548022598870057,0.8107344632768362,1.1685144124168514,0.8675496688741722,1.3279481059910656,0.6169491525423729,0.6169491525423729,0.0875,1.7181818181818183,4,quarterly_crossfit_hist_q2,0.15,0,0
