rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.15,239,0.9451977401129943,20.0,0.0,0.45188284518828453,0.3379032258064516,1.3373143867147324,0.6016136674815915,49.486958553102,1.3373143867147324,1.3373143867147324,1.0,1.0,0.9096045197740114,0.9887005649717514,1.2653061224489794,0.7777777777777778,1.3373143867147324,0.9451977401129943,0.9451977401129943,0.595,1.638636363636364,4.0,broad_factor_hist,rolling,0.15,20,0,0,0.0,0.0,0,0
0.15,165,0.652542372881356,40.0,0.0,0.509090909090909,0.3379032258064516,1.5066174875244087,0.6016136674815915,64.2060808475193,1.5066174875244087,1.5066174875244087,1.0,1.0,0.612994350282486,0.692090395480226,1.3064091308165058,0.78125,1.5066174875244087,0.652542372881356,0.652542372881356,0.175,1.6068181818181817,4.0,broad_factor_hist,rolling,0.15,40,0,0,0.0,0.0,0,0
0.15,156,0.6169491525423729,60.0,0.0,0.5512820512820513,0.3379032258064516,1.6314791016461663,0.6016136674815915,72.69982966943125,1.6314791016461663,1.6314791016461663,1.0,1.0,0.5932203389830508,0.692090395480226,1.2338308457711442,0.7748344370860927,1.6314791016461663,0.6169491525423729,0.6169491525423729,0.22272727272727272,1.6704545454545454,4.0,broad_factor_hist,rolling,0.15,60,0,0,0.0,0.0,0,0
0.15,185,0.731638418079096,120.0,0.0,0.5567567567567567,0.3379032258064516,1.64768109398181,0.6016136674815915,79.82688927304146,1.64768109398181,1.64768109398181,1.0,1.0,0.672316384180791,0.7711864406779662,1.5726495726495726,0.8555555555555555,1.64768109398181,0.731638418079096,0.731638418079096,0.07954545454545454,1.6704545454545454,4.0,broad_factor_hist,rolling,0.15,120,0,0,0.0,0.0,0,0
0.15,181,0.7158192090395481,250.0,0.0,0.5359116022099447,0.3379032258064516,1.5859913764685716,0.6016136674815915,74.04873654408468,1.5859913764685716,1.5859913764685716,1.0,1.0,0.672316384180791,0.7514124293785311,1.4414414414414416,0.8295454545454546,1.5859913764685716,0.7158192090395481,0.7158192090395481,0.1272727272727273,1.3299999999999998,4.0,broad_factor_hist,rolling,0.15,250,0,0,0.0,0.0,0,0
0.15,93,0.36779661016949156,40.0,3.0,0.4731182795698925,0.3379032258064516,1.4001591089896581,0.6016136674815915,53.26645396591425,1.4001591089896581,1.4001591089896581,1.0,1.0,0.3163841807909605,0.4152542372881356,1.11044776119403,0.6022727272727273,1.4001591089896581,0.36779661016949156,0.36779661016949156,0.175,0.8431818181818181,4.0,broad_factor_hist,rolling,0.15,40,3,0,0.0,0.0,0,0
0.15,94,0.37175141242937854,60.0,3.0,0.5319148936170213,0.3379032258064516,1.5741634083176763,0.6016136674815915,58.00305982285818,1.5741634083176763,1.5741634083176763,1.0,1.0,0.3559322033898305,0.43502824858757067,0.8225538971807629,0.5955056179775281,1.5741634083176763,0.37175141242937854,0.37175141242937854,0.1431818181818182,0.9227272727272727,4.0,broad_factor_hist,rolling,0.15,60,3,0,0.0,0.0,0,0
0.15,98,0.3875706214689266,120.0,3.0,0.5102040816326531,0.3379032258064516,1.5099118406312406,0.6016136674815915,61.13812488291456,1.5099118406312406,1.5099118406312406,1.0,1.0,0.37570621468926557,0.3954802259887006,1.4666666666666668,0.6989247311827957,1.5099118406312406,0.3875706214689266,0.3875706214689266,0.07954545454545454,0.7795454545454547,4.0,broad_factor_hist,rolling,0.15,120,3,0,0.0,0.0,0,0
0.18,269,1.0638418079096046,20.0,0.0,0.43866171003717475,0.3379032258064516,1.298187399632689,0.6016136674815915,45.19598057487311,1.298187399632689,1.298187399632689,1.0,1.0,0.9689265536723164,1.1271186440677967,1.2525252525252524,0.7916666666666666,1.298187399632689,1.0638418079096046,1.0638418079096046,0.735,1.7818181818181817,4.0,broad_factor_hist,rolling,0.18,20,0,0,0.0,0.0,0,0
0.18,187,0.7395480225988701,40.0,0.0,0.4919786096256685,0.3379032258064516,1.4559748829017396,0.6016136674815915,56.80751541064498,1.4559748829017396,1.4559748829017396,1.0,1.0,0.711864406779661,0.7711864406779662,1.4005647438483262,0.7582417582417582,1.4559748829017396,0.7395480225988701,0.7395480225988701,0.2275,1.6227272727272726,4.0,broad_factor_hist,rolling,0.18,40,0,0,0.0,0.0,0,0
