period,policy,observed_lift,circular_shift_p_unadjusted,circular_shift_p_max_adjusted,n_recorded_policies,observed_max_lift,null_max_lift_q95
belarus_nbrb_h5,incumbent,1.9471729403838514,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,nbrb_selected,1.086876155268022,0.23969007748062984,0.5128717820544864,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent95_nbrb5,1.9387174747618372,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent90_nbrb10,1.9564962871770126,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent80_nbrb20,1.9179615295748613,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent70_nbrb30,1.8855449913481723,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent60_nbrb40,1.833902872146102,0.00024993751562109475,0.00024993751562109475,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent_raw_nbrb_w2,1.188369061150674,0.08297925518620344,0.16445888527868033,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent_raw_nbrb_w5,1.1488696146736812,0.09422644338915272,0.2689327668082979,10,1.9564962871770126,1.2740669444778645
belarus_nbrb_h5,incumbent_raw_nbrb_w10,1.130357555452865,0.13196700824793803,0.3364158960259935,10,1.9564962871770126,1.2740669444778645
