candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
incumbent,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
nbrb_selected,505,1.086876155268022,0.7709082397003746,1.3769769931695934,0.342914271432142,-21.05317677057558,54.03223785371237
incumbent95_nbrb5,520,1.9387174747618372,1.642641896770926,2.286111077510465,0.00024993751562109475,48.82421560803691,111.32459656947096
incumbent90_nbrb10,521,1.9564962871770126,1.6511346982452721,2.3068744724921255,0.00024993751562109475,48.471131527500006,111.0356596801592
incumbent80_nbrb20,512,1.9179615295748613,1.5949647741874886,2.2923308201992145,0.00024993751562109475,46.553475347520155,107.31103784200172
incumbent70_nbrb30,501,1.8855449913481723,1.5476148364593991,2.268361882780357,0.00024993751562109475,42.94501294029077,105.10898294671894
incumbent60_nbrb40,509,1.833902872146102,1.504992390585126,2.1778577753755153,0.00024993751562109475,37.52669272309455,103.3396417454911
incumbent_raw_nbrb_w2,509,1.188369061150674,0.8810288353300124,1.4773884664875883,0.12646838290427392,-7.670761045063289,62.048156685033085
incumbent_raw_nbrb_w5,507,1.1488696146736812,0.8267668667147262,1.4455731864465422,0.19995001249687577,-15.705412172770888,58.28258181855162
incumbent_raw_nbrb_w10,512,1.130357555452865,0.8104128051743407,1.423803546255813,0.2369407648087978,-17.43117953386554,57.24554364654185
