candidate,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min
nbrb_basis_disagreement,1.0578635014836795,1.29190694553157,5.974273628340441,14.25267775114053
nbrb_cny_basis,0.5593542260208927,0.7088290736628686,-0.9011617618889795,-15.425544973603731
nbrb_cny_basis_change_1,0.788627010849233,0.8406043137443758,-38.71807048945926,-31.49202353468944
nbrb_cny_basis_change_20,0.5592969904347148,0.6336789309001043,-15.90373016807357,-25.88817603515556
nbrb_cny_basis_change_5,0.8961424332344213,0.9261353248187658,-9.88581478190917,-16.60265566178246
nbrb_cny_basis_reversal_1,0.8376068376068375,1.025334617327412,-8.557494872240797,17.859031890152078
nbrb_cny_basis_reversal_20,1.2108983005125438,1.2997719430970978,-6.849136343056677,36.17721967069826
nbrb_cny_basis_reversal_5,0.8040082522841142,0.8484175693665359,-21.14661794524426,4.424019475699316
nbrb_cny_rub_momentum_1,0.49906743889270627,0.654413603300817,-82.8832512448181,-37.3285780868487
nbrb_cny_rub_momentum_10,0.8180249670151222,0.8715330102591752,-92.19332606492388,-21.32505165827542
nbrb_cny_rub_momentum_2,0.651328921105158,0.7679830992499008,-88.42236689731334,-50.381839973090614
nbrb_cny_rub_momentum_20,0.818958818958819,0.9327370924704173,-108.87152423910383,-31.661245498849265
nbrb_cny_rub_momentum_5,0.8516483516483518,0.9487301305308566,-61.95072736088571,-11.179300537747034
nbrb_cny_rub_reversal_1,1.018001978239367,1.1588057409629278,9.512042884789986,16.199215175990922
nbrb_cny_rub_reversal_10,0.8559574077473839,0.9019893913694232,3.3243798545441567,18.79158231360877
nbrb_cny_rub_reversal_2,1.0915924826904055,1.1917876943928543,5.041610871383752,14.566548635333847
nbrb_cny_rub_reversal_20,1.0247279920870425,1.1185969675949567,3.931706053265398,18.87755948244469
nbrb_cny_rub_reversal_5,0.9016456180635285,0.9519731865365845,4.677665658340825,11.093313947835684
nbrb_consensus_basis,0.651037851037851,0.7554641015084432,19.937561620695128,-12.1124906414793
nbrb_consensus_basis_change_1,0.7830282389669363,0.810782808519459,-24.867290150671895,-10.147633249026187
nbrb_consensus_basis_change_20,0.6558730568277107,0.7061282958027324,14.394738882996498,-20.5635541012588
nbrb_consensus_basis_change_5,0.9292360307800633,1.0027173171682737,-9.558360873878481,-19.031648082836238
nbrb_consensus_basis_reversal_1,1.0598290598290598,1.1243671783296212,-12.217204464613243,23.23666316654762
nbrb_consensus_basis_reversal_20,0.8250166333998668,0.9825407902980687,-28.322551834254927,12.096921327534602
nbrb_consensus_basis_reversal_5,0.8445512820512819,0.9362346049710883,-30.00289331026834,14.706539260694381
nbrb_cross_basis,0.7750988646511034,0.8608862561373746,-38.675272967277756,-9.661896732961496
nbrb_negative_basis_disagreement,0.7750988646511034,0.8608862561373746,-38.675272967277756,-9.661896732961496
nbrb_negative_cny_basis,1.2375786504664785,1.2783621568492287,-11.130051419902696,42.127929029511485
nbrb_negative_consensus_basis,1.1158496028796119,1.1850561215549062,-39.48263693553397,29.226039641102453
nbrb_negative_cross_basis,1.0578635014836795,1.29190694553157,5.974273628340441,14.25267775114053
nbrb_negative_usd_basis,0.7297129878174685,0.8916334149937809,-65.7776765043724,-13.479254249949282
nbrb_usd_basis,0.892825973119218,0.9616827216933658,19.584375778322645,-15.210798087294087
nbrb_usd_basis_change_1,0.7563468513023408,0.852374861474431,-8.44606165725876,-14.823859282468874
nbrb_usd_basis_change_20,0.8252649427723613,0.8800531218080587,13.698937553789165,-15.251900027865673
nbrb_usd_basis_change_5,0.8516483516483518,1.0135538615244262,-9.093843376581093,-4.856204203266093
nbrb_usd_basis_reversal_1,0.9456936226166994,1.075998486627714,-17.604687713571597,14.719281591410567
nbrb_usd_basis_reversal_20,0.9309142908213424,1.008253942637301,-45.76510072333054,0.6787805369654215
nbrb_usd_basis_reversal_5,0.6485521112386784,0.8096598189641628,-37.2628407813346,16.63714503349057
nbrb_usd_rub_momentum_1,0.8005239520958084,0.8420348782556986,-58.12006813110888,-0.3908962616575728
nbrb_usd_rub_momentum_10,0.6107489497320007,0.9108536490475,-107.01651678755164,-28.345819555095233
nbrb_usd_rub_momentum_2,0.6056166056166057,0.7037926831274389,-79.02747268462178,-30.925308464464724
nbrb_usd_rub_momentum_20,0.9375410913872451,1.0762153866760922,-86.93069069140888,-3.4876199535579873
nbrb_usd_rub_momentum_5,0.8860865910046237,0.9855699749039969,-44.22448679949277,-5.12390654733417
nbrb_usd_rub_reversal_1,0.7617521367521366,0.9734478842997116,7.0119325204490135,2.6565087586009684
nbrb_usd_rub_reversal_10,0.7481146304675717,0.7967430535871473,1.6231173553963043,6.573123901242977
nbrb_usd_rub_reversal_2,1.0035068788777985,1.0732599668054976,2.019722733555396,5.238696635562511
nbrb_usd_rub_reversal_20,0.9798992309732167,1.0709021343376162,0.23432886214682772,12.773434360488677
nbrb_usd_rub_reversal_5,0.8367071524966261,0.9230136278712802,0.45446938762668637,2.4008238312966186
