candidate,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min
incumbent,1.6230036627345803,1.8545481119686134,18.007536172632168,70.28340285633575
incumbent60_nbrb40,1.5481994941233603,1.729989597776099,16.4827213964897,56.62929678744103
incumbent70_nbrb30,1.608042576492324,1.784512329395227,17.74288095947363,62.904410189237296
incumbent80_nbrb20,1.6166420059742181,1.822046846100284,17.454833317124983,65.66217713801937
incumbent90_nbrb10,1.6248356847695407,1.8895711325603615,17.44207151628009,68.08423566014413
incumbent95_nbrb5,1.6243237170482696,1.8742816120632018,17.679767412099704,69.34361258928864
incumbent_raw_nbrb_w10,1.0346326707572961,1.0818729227259951,2.270693460337931,1.2116195507657612
incumbent_raw_nbrb_w2,1.0793860761359344,1.1508244868368982,2.2147599850574364,6.172014288567695
incumbent_raw_nbrb_w5,1.0330880976449888,1.0989744293894461,1.6462971944812068,2.0603003083890146
nbrb_selected,1.0257082529670603,1.0561615513505402,2.551531836962918,-2.724102108726541
