period,metric,clock,candidate,h,block_dates,n_dates,mean_loss_delta,ci_low,ci_high,probability_candidate_better
screen_2024,brier,perp_2000,perp_cny_logit,3,20,248,0.012103507003066269,-0.0020538394355308106,0.02701864917879711,0.048
screen_2024,brier,perp_2000,perp_cny_logit,3,50,248,0.012103507003066269,-0.0008075590469967676,0.026895189845116668,0.035
screen_2024,brier,perp_2000,perp_dual_logit,3,20,248,0.012538333845175506,4.503974359434705e-05,0.025475047780668277,0.024
screen_2024,brier,perp_2000,perp_dual_logit,3,50,248,0.012538333845175506,0.003158651306931272,0.0256759068978916,0.002
screen_2024,brier,perp_2000,perp_dual_hgb,3,20,248,0.033868836899502916,0.0194250013568183,0.04746178606740544,0.0
screen_2024,brier,perp_2000,perp_dual_hgb,3,50,248,0.033868836899502916,0.02096525725023859,0.046500755911659,0.0
screen_2024,mae,perp_2000,perp_dual_ridge,3,20,248,-4.098114466638234,-7.221637859632654,-1.0730609892393124,0.996
screen_2024,mae,perp_2000,perp_dual_ridge,3,50,248,-4.098114466638234,-7.0648741095758725,-1.2183911899676911,0.998
screen_2024,brier,perp_2000,perp_cny_logit,5,20,248,0.02367625894471821,0.004107056772227835,0.04531904280569374,0.01
screen_2024,brier,perp_2000,perp_cny_logit,5,50,248,0.02367625894471821,0.0016439670815717345,0.04604796988232438,0.019
screen_2024,brier,perp_2000,perp_dual_logit,5,20,248,0.02056222302081956,0.004321413728447366,0.03845577368438734,0.007
screen_2024,brier,perp_2000,perp_dual_logit,5,50,248,0.02056222302081956,0.003484681545699419,0.03969695749807415,0.008
screen_2024,brier,perp_2000,perp_dual_hgb,5,20,248,0.031717335528885233,0.01564223135515603,0.048341988471344396,0.0
screen_2024,brier,perp_2000,perp_dual_hgb,5,50,248,0.031717335528885233,0.015865579663678468,0.049173347400669906,0.0
screen_2024,mae,perp_2000,perp_dual_ridge,5,20,248,-3.696810423697078,-9.210537637476484,1.3098657580977198,0.94
screen_2024,mae,perp_2000,perp_dual_ridge,5,50,248,-3.696810423697078,-8.80178316287305,1.4546792841723106,0.904
screen_2024,brier,perp_2000,perp_cny_logit,10,20,248,0.020520701426336857,0.006199756982928691,0.03517684877631065,0.002
screen_2024,brier,perp_2000,perp_cny_logit,10,50,248,0.020520701426336857,0.00606440129251784,0.03637229318573421,0.005
screen_2024,brier,perp_2000,perp_dual_logit,10,20,248,0.01474711033737089,0.0033622977798314197,0.02824033447135003,0.002
screen_2024,brier,perp_2000,perp_dual_logit,10,50,248,0.01474711033737089,0.004796569818055435,0.02685707817776812,0.0
screen_2024,brier,perp_2000,perp_dual_hgb,10,20,248,0.027787008231159628,0.006919648340509967,0.05648516741804364,0.004
screen_2024,brier,perp_2000,perp_dual_hgb,10,50,248,0.027787008231159628,0.0032788167861278303,0.05820848891999371,0.007
screen_2024,mae,perp_2000,perp_dual_ridge,10,20,248,1.4193510278613632,-9.028105887517016,10.430324105240734,0.387
screen_2024,mae,perp_2000,perp_dual_ridge,10,50,248,1.4193510278613632,-9.923287614527839,13.928356417963336,0.4
screen_2024,brier,perp_2000,perp_cny_logit,20,20,248,0.018390968698921026,0.001830039205799126,0.038227337101143594,0.013
screen_2024,brier,perp_2000,perp_cny_logit,20,50,248,0.018390968698921026,0.0011217289212768439,0.03477730775653497,0.02
screen_2024,brier,perp_2000,perp_dual_logit,20,20,248,0.0180053946980916,0.00397711039590962,0.032803939177385395,0.005
screen_2024,brier,perp_2000,perp_dual_logit,20,50,248,0.0180053946980916,0.004436241550485782,0.03249232900465026,0.003
screen_2024,brier,perp_2000,perp_dual_hgb,20,20,248,0.024682203407973932,0.004131352897668322,0.051151069350262805,0.008
screen_2024,brier,perp_2000,perp_dual_hgb,20,50,248,0.024682203407973932,0.00652176982137652,0.04933114525785237,0.001
screen_2024,mae,perp_2000,perp_dual_ridge,20,20,248,3.185437643331823,-17.807754560844618,25.5513050260813,0.412
screen_2024,mae,perp_2000,perp_dual_ridge,20,50,248,3.185437643331823,-18.681978192090572,27.846615647415238,0.434
screen_2024,brier,perp_2100,perp_cny_logit,3,20,248,0.009730267784142346,-0.004052055757955279,0.023368864492790433,0.093
screen_2024,brier,perp_2100,perp_cny_logit,3,50,248,0.009730267784142346,-0.0037403237380858323,0.026361507792183856,0.066
screen_2024,brier,perp_2100,perp_dual_logit,3,20,248,0.006765244193386072,-0.0031898819564238983,0.01882248156813017,0.097
screen_2024,brier,perp_2100,perp_dual_logit,3,50,248,0.006765244193386072,-0.0015701484713581486,0.017800736013633287,0.064
screen_2024,brier,perp_2100,perp_dual_hgb,3,20,248,0.03380474990164543,0.018843384230472864,0.049502227739568146,0.0
screen_2024,brier,perp_2100,perp_dual_hgb,3,50,248,0.03380474990164543,0.019727626378393228,0.048960426760254874,0.0
screen_2024,mae,perp_2100,perp_dual_ridge,3,20,248,-4.359836006967762,-7.251770108858262,-1.4110760456473417,1.0
screen_2024,mae,perp_2100,perp_dual_ridge,3,50,248,-4.359836006967762,-7.340290377983039,-1.2241946264089438,0.998
screen_2024,brier,perp_2100,perp_cny_logit,5,20,248,0.02159496231147042,0.0023966103360150088,0.04156854736541082,0.011
screen_2024,brier,perp_2100,perp_cny_logit,5,50,248,0.02159496231147042,-0.001194018569731382,0.04638218205920234,0.032
screen_2024,brier,perp_2100,perp_dual_logit,5,20,248,0.016832935587385838,0.0010566242435152608,0.03345611649221898,0.017
screen_2024,brier,perp_2100,perp_dual_logit,5,50,248,0.016832935587385838,-0.0018260421429543274,0.03464286575176441,0.04
screen_2024,brier,perp_2100,perp_dual_hgb,5,20,248,0.030736415698665028,0.014105992573093721,0.048506660374368016,0.0
screen_2024,brier,perp_2100,perp_dual_hgb,5,50,248,0.030736415698665028,0.014299186548423212,0.04886214395132228,0.0
screen_2024,mae,perp_2100,perp_dual_ridge,5,20,248,-4.871698696497939,-8.529879194693496,-1.3133830279791976,0.994
screen_2024,mae,perp_2100,perp_dual_ridge,5,50,248,-4.871698696497939,-8.429036927541302,-1.3475587841352359,0.996
screen_2024,brier,perp_2100,perp_cny_logit,10,20,248,0.019231627996134877,0.005568188281362489,0.03540486941549954,0.001
screen_2024,brier,perp_2100,perp_cny_logit,10,50,248,0.019231627996134877,0.003423705974467638,0.03503851938877286,0.004
screen_2024,brier,perp_2100,perp_dual_logit,10,20,248,0.013459894487827466,0.002874995318448665,0.025187188781544256,0.005
screen_2024,brier,perp_2100,perp_dual_logit,10,50,248,0.013459894487827466,0.004266317780248046,0.023844670119706795,0.001
screen_2024,brier,perp_2100,perp_dual_hgb,10,20,248,0.03100355328169423,0.007902761900065967,0.06357305694709316,0.003
screen_2024,brier,perp_2100,perp_dual_hgb,10,50,248,0.03100355328169423,0.005676201102982669,0.06192651887504762,0.004
screen_2024,mae,perp_2100,perp_dual_ridge,10,20,248,0.05293164668339596,-6.545435152637087,6.332843330524286,0.508
screen_2024,mae,perp_2100,perp_dual_ridge,10,50,248,0.05293164668339596,-7.32836211358676,7.504846156549645,0.495
