period,metric,clock,candidate,h,block_dates,n_dates,mean_loss_delta,ci_low,ci_high,probability_candidate_better
screen_2024,brier,perp_2100,perp_cny_logit,20,20,248,0.019362196466668754,0.0013541783424298069,0.03940832721404908,0.019
screen_2024,brier,perp_2100,perp_cny_logit,20,50,248,0.019362196466668754,-0.0005862830905090024,0.03798716359904592,0.028
screen_2024,brier,perp_2100,perp_dual_logit,20,20,248,0.01905677784670126,0.004121886889704332,0.03359848051270313,0.002
screen_2024,brier,perp_2100,perp_dual_logit,20,50,248,0.01905677784670126,0.005749139664366324,0.03398700193252148,0.001
screen_2024,brier,perp_2100,perp_dual_hgb,20,20,248,0.025748740519636475,0.003344023108076427,0.05502907551040412,0.005
screen_2024,brier,perp_2100,perp_dual_hgb,20,50,248,0.025748740519636475,0.004748680738706266,0.05147566478196202,0.002
screen_2024,mae,perp_2100,perp_dual_ridge,20,20,248,1.460830206721595,-16.183801560217546,22.098163284935907,0.445
screen_2024,mae,perp_2100,perp_dual_ridge,20,50,248,1.460830206721595,-16.581529615730062,24.650873107514887,0.491
screen_2024,brier,perp_2200,perp_cny_logit,3,20,248,0.008499734687267986,-0.003292544235816521,0.021606077433685165,0.09
screen_2024,brier,perp_2200,perp_cny_logit,3,50,248,0.008499734687267986,-0.004625260763441382,0.02211796055084186,0.1
screen_2024,brier,perp_2200,perp_dual_logit,3,20,248,0.007823029464753701,-0.003179325191067202,0.019350803567894623,0.088
screen_2024,brier,perp_2200,perp_dual_logit,3,50,248,0.007823029464753701,-0.000739039320817384,0.017213793313402673,0.038
screen_2024,brier,perp_2200,perp_dual_hgb,3,20,248,0.02537174255887577,0.00827348995474032,0.04369734706622259,0.002
screen_2024,brier,perp_2200,perp_dual_hgb,3,50,248,0.02537174255887577,0.007976191776008357,0.04602994342495861,0.0
screen_2024,mae,perp_2200,perp_dual_ridge,3,20,248,-4.12814426799065,-7.4765134704076175,-1.074519701982191,0.997
screen_2024,mae,perp_2200,perp_dual_ridge,3,50,248,-4.12814426799065,-7.413586624325365,-1.0620839642489177,0.997
screen_2024,brier,perp_2200,perp_cny_logit,5,20,248,0.02101787156050915,0.0028605359700167496,0.040462289260984836,0.012
screen_2024,brier,perp_2200,perp_cny_logit,5,50,248,0.02101787156050915,-0.0008527695485399667,0.04182732551989861,0.031
screen_2024,brier,perp_2200,perp_dual_logit,5,20,248,0.016316374456257502,-0.0004786340781415634,0.03340865496885631,0.03
screen_2024,brier,perp_2200,perp_dual_logit,5,50,248,0.016316374456257502,-0.0008938724541486566,0.0348240216943483,0.035
screen_2024,brier,perp_2200,perp_dual_hgb,5,20,248,0.033920746939600434,0.011905987228437933,0.05832686721764684,0.001
screen_2024,brier,perp_2200,perp_dual_hgb,5,50,248,0.033920746939600434,0.012184679782443884,0.05942019313435065,0.001
screen_2024,mae,perp_2200,perp_dual_ridge,5,20,248,-5.787567844192093,-10.094175350709712,-1.4941055390788573,0.996
screen_2024,mae,perp_2200,perp_dual_ridge,5,50,248,-5.787567844192093,-9.721298847033509,-1.9060536266618215,0.999
screen_2024,brier,perp_2200,perp_cny_logit,10,20,248,0.01684673145662228,0.004518662367419993,0.030287106901333172,0.002
screen_2024,brier,perp_2200,perp_cny_logit,10,50,248,0.01684673145662228,0.003419839444241005,0.03298198612927918,0.003
screen_2024,brier,perp_2200,perp_dual_logit,10,20,248,0.01247005406662628,0.001682800993004073,0.024656900920848372,0.008
screen_2024,brier,perp_2200,perp_dual_logit,10,50,248,0.01247005406662628,0.0024321181649935744,0.02182852858859381,0.005
screen_2024,brier,perp_2200,perp_dual_hgb,10,20,248,0.03220887128161892,0.00848602118732212,0.06423482024183759,0.002
screen_2024,brier,perp_2200,perp_dual_hgb,10,50,248,0.03220887128161892,0.006358247832634054,0.06643411839070427,0.004
screen_2024,mae,perp_2200,perp_dual_ridge,10,20,248,-2.0191256726372675,-7.4367736291902,3.504077891122515,0.745
screen_2024,mae,perp_2200,perp_dual_ridge,10,50,248,-2.0191256726372675,-8.686735930976333,3.722190659571993,0.745
screen_2024,brier,perp_2200,perp_cny_logit,20,20,248,0.017869268992721826,0.0004221606707810827,0.035892036895671824,0.024
screen_2024,brier,perp_2200,perp_cny_logit,20,50,248,0.017869268992721826,-5.634746194820502e-05,0.03570637707238778,0.026
screen_2024,brier,perp_2200,perp_dual_logit,20,20,248,0.016980671593899068,0.0028020457268717537,0.033478355595290304,0.006
screen_2024,brier,perp_2200,perp_dual_logit,20,50,248,0.016980671593899068,0.00432000312510073,0.031012118301381727,0.002
screen_2024,brier,perp_2200,perp_dual_hgb,20,20,248,0.022383570373599955,0.004875524376386471,0.04512072928788093,0.001
screen_2024,brier,perp_2200,perp_dual_hgb,20,50,248,0.022383570373599955,0.007167859380855019,0.041244675926446324,0.002
screen_2024,mae,perp_2200,perp_dual_ridge,20,20,248,-0.40419699169197176,-15.427424783265486,18.112224541282988,0.547
screen_2024,mae,perp_2200,perp_dual_ridge,20,50,248,-0.40419699169197176,-16.1515108651267,20.252514101041772,0.528
screen_2024,brier,perp_2300,perp_cny_logit,3,20,248,0.00887992025937283,-0.0043624769410350464,0.022432434030615622,0.09
screen_2024,brier,perp_2300,perp_cny_logit,3,50,248,0.00887992025937283,-0.003993531466903272,0.022497148912347838,0.089
screen_2024,brier,perp_2300,perp_dual_logit,3,20,248,0.007061473865911246,-0.003144774697818475,0.018193184043929465,0.091
screen_2024,brier,perp_2300,perp_dual_logit,3,50,248,0.007061473865911246,-0.0011511923416091386,0.01677409528483361,0.046
screen_2024,brier,perp_2300,perp_dual_hgb,3,20,248,0.032637007895948755,0.017804156518428736,0.0482758238333199,0.0
screen_2024,brier,perp_2300,perp_dual_hgb,3,50,248,0.032637007895948755,0.018710269593629675,0.048379424362102935,0.0
screen_2024,mae,perp_2300,perp_dual_ridge,3,20,248,-4.93328084364369,-8.40749918322308,-1.6360319913102457,0.999
screen_2024,mae,perp_2300,perp_dual_ridge,3,50,248,-4.93328084364369,-8.111013977041397,-1.6211713378338821,0.999
screen_2024,brier,perp_2300,perp_cny_logit,5,20,248,0.021524123917548828,0.00271860779901857,0.041937392149413,0.013
screen_2024,brier,perp_2300,perp_cny_logit,5,50,248,0.021524123917548828,6.327415482051404e-05,0.04303227152568185,0.024
screen_2024,brier,perp_2300,perp_dual_logit,5,20,248,0.017864046242896982,0.0015990791527963795,0.035411925857377534,0.018
screen_2024,brier,perp_2300,perp_dual_logit,5,50,248,0.017864046242896982,0.0001444568604648056,0.037337245612629515,0.024
screen_2024,brier,perp_2300,perp_dual_hgb,5,20,248,0.03273011910499934,0.012688295852339777,0.05284101663474924,0.0
screen_2024,brier,perp_2300,perp_dual_hgb,5,50,248,0.03273011910499934,0.012680704306203112,0.05604952273682228,0.0
screen_2024,mae,perp_2300,perp_dual_ridge,5,20,248,-7.028586887997601,-11.998109770094569,-2.382862068368624,0.999
screen_2024,mae,perp_2300,perp_dual_ridge,5,50,248,-7.028586887997601,-11.50826875393194,-2.8265354012265558,1.0
screen_2024,brier,perp_2300,perp_cny_logit,10,20,248,0.017972785269571717,0.005106995568689205,0.033701375351634574,0.002
screen_2024,brier,perp_2300,perp_cny_logit,10,50,248,0.017972785269571717,0.001810686326087306,0.034005432260409786,0.013
screen_2024,brier,perp_2300,perp_dual_logit,10,20,248,0.013546986928551455,0.002844534030467422,0.02733153325841771,0.005
screen_2024,brier,perp_2300,perp_dual_logit,10,50,248,0.013546986928551455,0.0023746707800544353,0.026000672255403083,0.004
screen_2024,brier,perp_2300,perp_dual_hgb,10,20,248,0.029179934771651195,0.0045554382407928164,0.05916292842647534,0.003
screen_2024,brier,perp_2300,perp_dual_hgb,10,50,248,0.029179934771651195,0.004444108001502054,0.06402378851191408,0.004
screen_2024,mae,perp_2300,perp_dual_ridge,10,20,248,-5.124042533840791,-12.050882740676048,1.6472794787210465,0.935
screen_2024,mae,perp_2300,perp_dual_ridge,10,50,248,-5.124042533840791,-12.026582730633278,1.5642576570547753,0.93
screen_2024,brier,perp_2300,perp_cny_logit,20,20,248,0.01843603916158622,0.0011879609606067134,0.03876640692025506,0.018
screen_2024,brier,perp_2300,perp_cny_logit,20,50,248,0.01843603916158622,-0.0002878554972992961,0.03728525311463493,0.028
screen_2024,brier,perp_2300,perp_dual_logit,20,20,248,0.01683883387299191,0.0025066521532019323,0.03257752232400762,0.011
screen_2024,brier,perp_2300,perp_dual_logit,20,50,248,0.01683883387299191,0.0018905943008046915,0.03231142612194611,0.012
screen_2024,brier,perp_2300,perp_dual_hgb,20,20,248,0.024288444464800062,0.0026855161748879455,0.04963955497690007,0.012
screen_2024,brier,perp_2300,perp_dual_hgb,20,50,248,0.024288444464800062,0.005102583163471194,0.04680921911911517,0.006
screen_2024,mae,perp_2300,perp_dual_ridge,20,20,248,-4.555798172255651,-16.695116156762822,9.179361160849043,0.747
screen_2024,mae,perp_2300,perp_dual_ridge,20,50,248,-4.555798172255651,-17.957112520897848,10.30019515807077,0.763
opened_2025_2026,brier,perp_2000,perp_cny_logit,3,20,406,0.002834428558831254,-0.0012967659309109062,0.007075775864410397,0.088
opened_2025_2026,brier,perp_2000,perp_cny_logit,3,50,406,0.002834428558831254,-0.0009967980119107679,0.006606250180661775,0.071
opened_2025_2026,brier,perp_2000,perp_dual_logit,3,20,406,0.004967629237522193,-0.00047129139667430385,0.010712181151390228,0.042
opened_2025_2026,brier,perp_2000,perp_dual_logit,3,50,406,0.004967629237522193,-0.0006627274608129955,0.011061904972702121,0.039
opened_2025_2026,brier,perp_2000,perp_dual_hgb,3,20,406,0.012817485440892895,0.006723214807043475,0.01956551801679968,0.0
opened_2025_2026,brier,perp_2000,perp_dual_hgb,3,50,406,0.012817485440892895,0.006881792098188093,0.019267274182539585,0.0
opened_2025_2026,mae,perp_2000,perp_dual_ridge,3,20,406,-0.06249516597089666,-1.3926673138742478,1.6814217424619997,0.523
opened_2025_2026,mae,perp_2000,perp_dual_ridge,3,50,406,-0.06249516597089666,-1.306741969516898,1.3588811258803644,0.527
opened_2025_2026,brier,perp_2000,perp_cny_logit,5,20,404,0.0035078267904793178,-0.0031961003746138685,0.010819453689587361,0.168
opened_2025_2026,brier,perp_2000,perp_cny_logit,5,50,404,0.0035078267904793178,-0.003691352159363832,0.0119685298757899,0.214
opened_2025_2026,brier,perp_2000,perp_dual_logit,5,20,404,0.005610719637115907,-0.003186306561044207,0.016641081107988575,0.117
opened_2025_2026,brier,perp_2000,perp_dual_logit,5,50,404,0.005610719637115907,-0.004464125079001206,0.018238932077992646,0.165
opened_2025_2026,brier,perp_2000,perp_dual_hgb,5,20,404,0.017206887659329418,0.007422727925856429,0.02773848877193856,0.0
opened_2025_2026,brier,perp_2000,perp_dual_hgb,5,50,404,0.017206887659329418,0.008414987178508086,0.027115085221693477,0.0
opened_2025_2026,mae,perp_2000,perp_dual_ridge,5,20,404,0.49103921375058185,-1.2931321705887282,2.1548868260500478,0.287
opened_2025_2026,mae,perp_2000,perp_dual_ridge,5,50,404,0.49103921375058185,-1.0477232359924251,2.071605772020926,0.27
opened_2025_2026,brier,perp_2000,perp_cny_logit,10,20,399,0.011102700891833787,0.00427502124069163,0.019165545300192943,0.0
opened_2025_2026,brier,perp_2000,perp_cny_logit,10,50,399,0.011102700891833787,0.0026676411599052836,0.022528066128759818,0.002
opened_2025_2026,brier,perp_2000,perp_dual_logit,10,20,399,0.01210646483957213,0.003449019079829062,0.021405631821375937,0.004
opened_2025_2026,brier,perp_2000,perp_dual_logit,10,50,399,0.01210646483957213,0.000936147366395698,0.026553582868309847,0.013
opened_2025_2026,brier,perp_2000,perp_dual_hgb,10,20,399,0.012491679324928845,0.0010821112661812274,0.02548916464825661,0.012
opened_2025_2026,brier,perp_2000,perp_dual_hgb,10,50,399,0.012491679324928845,0.0005471036005654577,0.027248095333354466,0.023
opened_2025_2026,mae,perp_2000,perp_dual_ridge,10,20,399,1.4099437559622265,-3.6593519844825546,6.597061849423166,0.309
opened_2025_2026,mae,perp_2000,perp_dual_ridge,10,50,399,1.4099437559622265,-4.540719762632498,8.745839882623905,0.356
opened_2025_2026,brier,perp_2000,perp_cny_logit,20,20,389,0.006913480560229184,-0.0023227852087217226,0.01711369722408665,0.066
opened_2025_2026,brier,perp_2000,perp_cny_logit,20,50,389,0.006913480560229184,-0.0035793456871705343,0.019633855488222506,0.117
opened_2025_2026,brier,perp_2000,perp_dual_logit,20,20,389,0.007413154544561793,-0.0023534585874203286,0.019610888986166797,0.082
opened_2025_2026,brier,perp_2000,perp_dual_logit,20,50,389,0.007413154544561793,-0.004984068561488962,0.022651456111034484,0.137
opened_2025_2026,brier,perp_2000,perp_dual_hgb,20,20,389,0.00407410924262862,-0.006452175305518944,0.015265597885219355,0.258
opened_2025_2026,brier,perp_2000,perp_dual_hgb,20,50,389,0.00407410924262862,-0.00829352623359458,0.0184588693019757,0.278
opened_2025_2026,mae,perp_2000,perp_dual_ridge,20,20,389,2.2258143678813367,-13.141241423945726,16.620308978790796,0.381
opened_2025_2026,mae,perp_2000,perp_dual_ridge,20,50,389,2.2258143678813367,-15.490340905281615,19.858220370054788,0.424
opened_2025_2026,brier,perp_2100,perp_cny_logit,3,20,406,0.001458291443502311,-0.002697249391897625,0.005700455485980273,0.226
opened_2025_2026,brier,perp_2100,perp_cny_logit,3,50,406,0.001458291443502311,-0.002120324184872644,0.00543381591244499,0.232
opened_2025_2026,brier,perp_2100,perp_dual_logit,3,20,406,0.002136087394567092,-0.003177879094077005,0.007237922451315328,0.21
opened_2025_2026,brier,perp_2100,perp_dual_logit,3,50,406,0.002136087394567092,-0.002947103202222008,0.007207619672156103,0.192
opened_2025_2026,brier,perp_2100,perp_dual_hgb,3,20,406,0.011693481620863064,0.004724915571495644,0.018605478813583026,0.0
opened_2025_2026,brier,perp_2100,perp_dual_hgb,3,50,406,0.011693481620863064,0.0054929312125838745,0.018448500223219304,0.0
opened_2025_2026,mae,perp_2100,perp_dual_ridge,3,20,406,-1.8966669072128988,-4.162168239203382,0.11568625402101865,0.969
opened_2025_2026,mae,perp_2100,perp_dual_ridge,3,50,406,-1.8966669072128988,-4.313393649424626,0.057461931412906356,0.971
opened_2025_2026,brier,perp_2100,perp_cny_logit,5,20,404,0.0017132486259031042,-0.00546584818228849,0.0083383066936689,0.301
opened_2025_2026,brier,perp_2100,perp_cny_logit,5,50,404,0.0017132486259031042,-0.0050531564881197465,0.009731444306316223,0.363
opened_2025_2026,brier,perp_2100,perp_dual_logit,5,20,404,0.00223136940971506,-0.006846903999178223,0.01147832599850877,0.354
opened_2025_2026,brier,perp_2100,perp_dual_logit,5,50,404,0.00223136940971506,-0.007046389494422626,0.012485084293070577,0.354
opened_2025_2026,brier,perp_2100,perp_dual_hgb,5,20,404,0.012540126517566379,0.0041838929788904295,0.021584207125018105,0.002
opened_2025_2026,brier,perp_2100,perp_dual_hgb,5,50,404,0.012540126517566379,0.005185008964248568,0.020820261195400043,0.001
opened_2025_2026,mae,perp_2100,perp_dual_ridge,5,20,404,-1.6073628387447747,-4.128773427279206,0.5954497141991032,0.913
opened_2025_2026,mae,perp_2100,perp_dual_ridge,5,50,404,-1.6073628387447747,-3.8766679174610483,0.360670995978639,0.946
opened_2025_2026,brier,perp_2100,perp_cny_logit,10,20,399,0.0103670811823853,0.0033976335274370673,0.01834999245373486,0.0
opened_2025_2026,brier,perp_2100,perp_cny_logit,10,50,399,0.0103670811823853,0.0017599049128584298,0.02187474407412923,0.0
opened_2025_2026,brier,perp_2100,perp_dual_logit,10,20,399,0.0105429269056947,0.0005811134538412935,0.020612679998287916,0.013
opened_2025_2026,brier,perp_2100,perp_dual_logit,10,50,399,0.0105429269056947,-0.0010364738244735047,0.025449476126939728,0.04
opened_2025_2026,brier,perp_2100,perp_dual_hgb,10,20,399,0.012475294377730315,0.00020884633243466354,0.025648455912515956,0.022
opened_2025_2026,brier,perp_2100,perp_dual_hgb,10,50,399,0.012475294377730315,-0.00030964032933204424,0.028034888547067996,0.03
opened_2025_2026,mae,perp_2100,perp_dual_ridge,10,20,399,-1.3394647738911099,-6.437170350537018,3.628847577839865,0.664
opened_2025_2026,mae,perp_2100,perp_dual_ridge,10,50,399,-1.3394647738911099,-6.551772610034171,5.001771068678529,0.688
opened_2025_2026,brier,perp_2100,perp_cny_logit,20,20,389,0.0075062787509884415,-0.0019007360025044492,0.0178331756258259,0.066
opened_2025_2026,brier,perp_2100,perp_cny_logit,20,50,389,0.0075062787509884415,-0.0036899406817178537,0.021088779297962074,0.117
opened_2025_2026,brier,perp_2100,perp_dual_logit,20,20,389,0.007683840369600893,-0.0027771198086161742,0.019887650456207193,0.084
opened_2025_2026,brier,perp_2100,perp_dual_logit,20,50,389,0.007683840369600893,-0.005107184809519573,0.02256919153915659,0.154
opened_2025_2026,brier,perp_2100,perp_dual_hgb,20,20,389,0.0048434824507966115,-0.005309006297575943,0.01665114403630029,0.185
opened_2025_2026,brier,perp_2100,perp_dual_hgb,20,50,389,0.0048434824507966115,-0.007044956028970592,0.01942427131485736,0.234
opened_2025_2026,mae,perp_2100,perp_dual_ridge,20,20,389,0.4185776555770107,-16.06725121820449,17.255388025167804,0.459
opened_2025_2026,mae,perp_2100,perp_dual_ridge,20,50,389,0.4185776555770107,-19.598977006642713,19.00747641691518,0.477
opened_2025_2026,brier,perp_2200,perp_cny_logit,3,20,406,0.002759783853203941,-0.001557381241676914,0.007245926772685978,0.107
opened_2025_2026,brier,perp_2200,perp_cny_logit,3,50,406,0.002759783853203941,-0.00147943922170796,0.007465254933301211,0.11
opened_2025_2026,brier,perp_2200,perp_dual_logit,3,20,406,0.003622748202858452,-0.0027397650561549482,0.009942764201602065,0.127
opened_2025_2026,brier,perp_2200,perp_dual_logit,3,50,406,0.003622748202858452,-0.003053348805647258,0.010431347578452856,0.161
opened_2025_2026,brier,perp_2200,perp_dual_hgb,3,20,406,0.014265772986991162,0.007032712355450435,0.02109480016851881,0.0
opened_2025_2026,brier,perp_2200,perp_dual_hgb,3,50,406,0.014265772986991162,0.007694744781523339,0.020611546099053427,0.0
opened_2025_2026,mae,perp_2200,perp_dual_ridge,3,20,406,-1.3181039128018475,-2.8337360294093794,0.20584856286274608,0.943
opened_2025_2026,mae,perp_2200,perp_dual_ridge,3,50,406,-1.3181039128018475,-2.7030287775033783,0.1189405124359774,0.958
opened_2025_2026,brier,perp_2200,perp_cny_logit,5,20,404,0.003713469388490012,-0.002917953527519241,0.010915069174455868,0.161
opened_2025_2026,brier,perp_2200,perp_cny_logit,5,50,404,0.003713469388490012,-0.0043473545978505515,0.013489385401015285,0.219
opened_2025_2026,brier,perp_2200,perp_dual_logit,5,20,404,0.006713664900246968,-0.004420167346049749,0.01803636006684629,0.102
opened_2025_2026,brier,perp_2200,perp_dual_logit,5,50,404,0.006713664900246968,-0.006463202900164268,0.01997841243007608,0.179
opened_2025_2026,brier,perp_2200,perp_dual_hgb,5,20,404,0.01704876308704443,0.007267029757762835,0.027151877590473873,0.0
opened_2025_2026,brier,perp_2200,perp_dual_hgb,5,50,404,0.01704876308704443,0.008144929800033063,0.026984265125585438,0.0
opened_2025_2026,mae,perp_2200,perp_dual_ridge,5,20,404,-0.5978968033280623,-2.6931461638568397,1.302889283322764,0.723
opened_2025_2026,mae,perp_2200,perp_dual_ridge,5,50,404,-0.5978968033280623,-2.327453993053242,1.1270902934306923,0.764
opened_2025_2026,brier,perp_2200,perp_cny_logit,10,20,399,0.013471288120020509,0.005354493170681748,0.023710912269623238,0.0
opened_2025_2026,brier,perp_2200,perp_cny_logit,10,50,399,0.013471288120020509,0.0027377422275456005,0.02817640414870996,0.003
opened_2025_2026,brier,perp_2200,perp_dual_logit,10,20,399,0.014420388483851394,0.0029413654388260506,0.02550189275120703,0.008
opened_2025_2026,brier,perp_2200,perp_dual_logit,10,50,399,0.014420388483851394,0.0009192174354283828,0.0298917741256388,0.015
opened_2025_2026,brier,perp_2200,perp_dual_hgb,10,20,399,0.01193228780216204,-5.2814358627476483e-05,0.024561489341132725,0.026
opened_2025_2026,brier,perp_2200,perp_dual_hgb,10,50,399,0.01193228780216204,0.0002743337426073942,0.024048699494108226,0.021
opened_2025_2026,mae,perp_2200,perp_dual_ridge,10,20,399,0.49531101388493476,-3.96876665792564,5.550309288427917,0.403
opened_2025_2026,mae,perp_2200,perp_dual_ridge,10,50,399,0.49531101388493476,-4.784569564464035,6.785584220631511,0.451
opened_2025_2026,brier,perp_2200,perp_cny_logit,20,20,389,0.009569218673562653,-0.0002279877579448438,0.020451899529326235,0.032
opened_2025_2026,brier,perp_2200,perp_cny_logit,20,50,389,0.009569218673562653,-0.0034661903615733815,0.02323582086040109,0.086
opened_2025_2026,brier,perp_2200,perp_dual_logit,20,20,389,0.009952979187490763,-0.0018707121149815376,0.02161474106836739,0.051
