clock,candidate,period,h,currency,year,bin_left,bin_right,n,predicted,actual
perp_2000,perp_dual_hgb,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,101,0.7487187027347153,0.7623762376237624
perp_2000,perp_dual_hgb,screen_2024,3,ALL,ALL,0.8,0.9,7,0.8142779909886677,0.5714285714285714
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.0,0.1,105,0.0854315562408948,0.05714285714285714
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.1,0.2,499,0.158404404622454,0.13627254509018036
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,493,0.24455074451838288,0.20892494929006086
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.30000000000000004,0.4,257,0.3489401700402608,0.3424124513618677
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.4,0.5,235,0.449454387708528,0.425531914893617
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.5,0.6000000000000001,157,0.5476921918599149,0.5732484076433121
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.6000000000000001,0.7000000000000001,133,0.6510533052755769,0.7443609022556391
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.7000000000000001,0.8,127,0.738914947134624,0.8031496062992126
perp_2000,perp_dual_hgb,opened_2025_2026,3,ALL,ALL,0.8,0.9,24,0.8136924025412542,0.875
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.0,0.1,506,0.053417390219487326,0.12450592885375494
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.1,0.2,280,0.14581033582152494,0.31785714285714284
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,133,0.2429242798900036,0.44360902255639095
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,69,0.3513599328914413,0.5072463768115942
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.4,0.5,66,0.44717102083839366,0.5606060606060606
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,54,0.5463575097631778,0.5925925925925926
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,50,0.6496206587244118,0.74
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,29,0.7467643246961716,0.7241379310344828
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.8,0.9,39,0.8501699693149097,0.7948717948717948
perp_2000,perp_cny_logit,screen_2024,5,ALL,ALL,0.9,1.0,14,0.9439914644217059,0.7857142857142857
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.0,0.1,408,0.0654454699505288,0.08823529411764706
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.1,0.2,531,0.14913126159775006,0.1487758945386064
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,385,0.24601001109502607,0.2701298701298701
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,249,0.3446290686424514,0.27710843373493976
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.4,0.5,134,0.44488862314674965,0.373134328358209
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,108,0.5464224591977008,0.5370370370370371
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,69,0.6466904080380559,0.6666666666666666
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,68,0.7505976286963248,0.7352941176470589
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.8,0.9,58,0.8413240264127737,0.7413793103448276
perp_2000,perp_cny_logit,opened_2025_2026,5,ALL,ALL,0.9,1.0,10,0.9224504967481153,1.0
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.0,0.1,470,0.05216231072513732,0.1276595744680851
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.1,0.2,265,0.1471895906506197,0.2641509433962264
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,168,0.2430208227119041,0.44047619047619047
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,81,0.344972841989992,0.4444444444444444
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.4,0.5,54,0.44362926383672996,0.5370370370370371
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,54,0.5515888917459105,0.7037037037037037
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,49,0.6468618603460417,0.6530612244897959
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,38,0.7593195515668929,0.7105263157894737
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.8,0.9,39,0.8498605385559063,0.7948717948717948
perp_2000,perp_dual_logit,screen_2024,5,ALL,ALL,0.9,1.0,22,0.9398492311567747,0.8181818181818182
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.0,0.1,501,0.06050320860074676,0.09780439121756487
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.1,0.2,549,0.1475976235479941,0.17486338797814208
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,356,0.2447314064262555,0.26685393258426965
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,208,0.34563337475256617,0.3317307692307692
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.4,0.5,118,0.44763709287225606,0.3728813559322034
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,96,0.550438182600757,0.5520833333333334
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,63,0.645747726586789,0.6349206349206349
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,67,0.7496746230530744,0.746268656716418
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.8,0.9,52,0.8359016996721536,0.75
perp_2000,perp_dual_logit,opened_2025_2026,5,ALL,ALL,0.9,1.0,10,0.9210180092399314,1.0
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.0,0.1,104,0.08072374814285596,0.125
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.1,0.2,430,0.1512104502249231,0.1813953488372093
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.2,0.30000000000000004,281,0.2421540764472273,0.27402135231316727
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.30000000000000004,0.4,144,0.34707857013302956,0.6111111111111112
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.4,0.5,97,0.4416929405592785,0.5051546391752577
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.5,0.6000000000000001,100,0.553176377564776,0.62
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.6000000000000001,0.7000000000000001,77,0.6422945218958029,0.5714285714285714
perp_2000,perp_dual_hgb,screen_2024,5,ALL,ALL,0.7000000000000001,0.8,7,0.7201981619782637,0.5714285714285714
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.0,0.1,156,0.0844755345655412,0.09615384615384616
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.1,0.2,618,0.14758191649036415,0.1343042071197411
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.2,0.30000000000000004,460,0.24734197910675074,0.23695652173913043
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.30000000000000004,0.4,306,0.34827948488317173,0.2973856209150327
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.4,0.5,247,0.44952307557951654,0.4777327935222672
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.5,0.6000000000000001,177,0.5451825177359294,0.5480225988700564
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.6000000000000001,0.7000000000000001,52,0.6341057863393971,0.5769230769230769
perp_2000,perp_dual_hgb,opened_2025_2026,5,ALL,ALL,0.7000000000000001,0.8,4,0.7180905090928877,0.5
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.0,0.1,614,0.05391702281580533,0.14006514657980457
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.1,0.2,366,0.14261497669283332,0.34972677595628415
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,116,0.24402121320321224,0.3706896551724138
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,66,0.33643832118744676,0.5454545454545454
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.4,0.5,31,0.4391069158192116,0.6129032258064516
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,22,0.5517304151431873,0.45454545454545453
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,12,0.6631756458052126,0.4166666666666667
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,8,0.7426456276602094,0.25
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.8,0.9,1,0.8901456567750232,1.0
perp_2000,perp_cny_logit,screen_2024,10,ALL,ALL,0.9,1.0,4,0.922553440534543,1.0
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.0,0.1,170,0.07162040044475698,0.12352941176470589
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.1,0.2,811,0.154156547062002,0.17139334155363747
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,563,0.24489734293765814,0.1989342806394316
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,277,0.34250300137111866,0.2851985559566787
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.4,0.5,112,0.44160010073327216,0.3482142857142857
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,40,0.5396807735603177,0.25
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,21,0.6404628193201822,0.19047619047619047
perp_2000,perp_cny_logit,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,1,0.7546009876903839,0.0
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.0,0.1,533,0.051168109520692,0.12195121951219512
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.1,0.2,393,0.14434272534826886,0.32061068702290074
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,142,0.24639940936605537,0.39436619718309857
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,74,0.3501772435672713,0.44594594594594594
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.4,0.5,36,0.4437317291244878,0.5555555555555556
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.5,0.6000000000000001,29,0.5480150455107468,0.6551724137931034
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.6000000000000001,0.7000000000000001,16,0.6394447778517719,0.4375
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.7000000000000001,0.8,10,0.7428312464527359,0.5
perp_2000,perp_dual_logit,screen_2024,10,ALL,ALL,0.8,0.9,7,0.8440014828393725,0.42857142857142855
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.0,0.1,300,0.06325635819179716,0.12333333333333334
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.1,0.2,807,0.15031907220271318,0.18339529120198264
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,508,0.24384330915725777,0.21456692913385828
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,208,0.3418501256330361,0.28365384615384615
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.4,0.5,115,0.4407658403965852,0.3217391304347826
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.5,0.6000000000000001,45,0.5466281164521051,0.28888888888888886
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.6000000000000001,0.7000000000000001,8,0.6485952815420032,0.125
perp_2000,perp_dual_logit,opened_2025_2026,10,ALL,ALL,0.7000000000000001,0.8,4,0.7248653290687416,0.0
perp_2000,perp_dual_hgb,screen_2024,10,ALL,ALL,0.0,0.1,266,0.04073319080918319,0.24436090225563908
perp_2000,perp_dual_hgb,screen_2024,10,ALL,ALL,0.1,0.2,666,0.14995062643738405,0.22372372372372373
perp_2000,perp_dual_hgb,screen_2024,10,ALL,ALL,0.2,0.30000000000000004,210,0.24271873057490306,0.3619047619047619
perp_2000,perp_dual_hgb,screen_2024,10,ALL,ALL,0.30000000000000004,0.4,95,0.34102160143617727,0.45263157894736844
perp_2000,perp_dual_hgb,screen_2024,10,ALL,ALL,0.4,0.5,3,0.4099698065305415,0.3333333333333333
perp_2000,perp_dual_hgb,opened_2025_2026,10,ALL,ALL,0.0,0.1,4,0.09527533164597114,0.0
perp_2000,perp_dual_hgb,opened_2025_2026,10,ALL,ALL,0.1,0.2,952,0.16598176829468902,0.18382352941176472
perp_2000,perp_dual_hgb,opened_2025_2026,10,ALL,ALL,0.2,0.30000000000000004,862,0.2364152725638257,0.23781902552204176
perp_2000,perp_dual_hgb,opened_2025_2026,10,ALL,ALL,0.30000000000000004,0.4,153,0.33717205391482863,0.1437908496732026
perp_2000,perp_dual_hgb,opened_2025_2026,10,ALL,ALL,0.4,0.5,24,0.4215678937492211,0.08333333333333333
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.0,0.1,918,0.05644307240858087,0.12962962962962962
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.1,0.2,267,0.13576240998022165,0.3707865168539326
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,39,0.24207292364294786,0.28205128205128205
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,7,0.3604998510839937,0.0
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.4,0.5,4,0.44193603451359365,0.0
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.6000000000000001,0.7000000000000001,2,0.6762423143961898,1.0
perp_2000,perp_cny_logit,screen_2024,20,ALL,ALL,0.7000000000000001,0.8,3,0.7400943827113595,1.0
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.0,0.1,505,0.0773203004748695,0.1603960396039604
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.1,0.2,1134,0.1401618530431986,0.15520282186948853
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,244,0.2371937860873666,0.13114754098360656
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,53,0.33454192780544495,0.05660377358490566
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.4,0.5,6,0.4355496684273969,0.0
perp_2000,perp_cny_logit,opened_2025_2026,20,ALL,ALL,0.5,0.6000000000000001,3,0.5070231895884388,0.0
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.0,0.1,820,0.057687395856618265,0.12682926829268293
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.1,0.2,331,0.13696383300682663,0.30513595166163143
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.2,0.30000000000000004,71,0.23935701800025885,0.323943661971831
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.30000000000000004,0.4,10,0.3412803224531328,0.3
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.4,0.5,3,0.46563965660914525,1.0
perp_2000,perp_dual_logit,screen_2024,20,ALL,ALL,0.5,0.6000000000000001,5,0.5541946782502878,0.0
perp_2000,perp_dual_logit,opened_2025_2026,20,ALL,ALL,0.0,0.1,731,0.06706266143359152,0.1436388508891929
perp_2000,perp_dual_logit,opened_2025_2026,20,ALL,ALL,0.1,0.2,920,0.14222420587972753,0.16304347826086957
perp_2000,perp_dual_logit,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,217,0.23956590545200757,0.14746543778801843
perp_2000,perp_dual_logit,opened_2025_2026,20,ALL,ALL,0.30000000000000004,0.4,75,0.33347886753507733,0.06666666666666667
perp_2000,perp_dual_logit,opened_2025_2026,20,ALL,ALL,0.4,0.5,2,0.42957370264150996,0.0
perp_2000,perp_dual_hgb,screen_2024,20,ALL,ALL,0.0,0.1,487,0.0665937546049802,0.23613963039014374
perp_2000,perp_dual_hgb,screen_2024,20,ALL,ALL,0.1,0.2,753,0.12277821274158811,0.15803452855245684
perp_2000,perp_dual_hgb,opened_2025_2026,20,ALL,ALL,0.0,0.1,63,0.09252155980425661,0.15873015873015872
perp_2000,perp_dual_hgb,opened_2025_2026,20,ALL,ALL,0.1,0.2,1824,0.14130071811556016,0.15405701754385964
perp_2000,perp_dual_hgb,opened_2025_2026,20,ALL,ALL,0.2,0.30000000000000004,58,0.20284681047025072,0.017241379310344827
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.0,0.1,355,0.05160534957313841,0.11830985915492957
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.1,0.2,259,0.14628785712018455,0.2471042471042471
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.2,0.30000000000000004,131,0.2476756883323706,0.3435114503816794
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.30000000000000004,0.4,99,0.34864999263027596,0.43434343434343436
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.4,0.5,61,0.44217432037862076,0.6229508196721312
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.5,0.6000000000000001,80,0.5475779197756688,0.625
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.6000000000000001,0.7000000000000001,60,0.6514784564539273,0.7333333333333333
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,66,0.7492648448526517,0.6818181818181818
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.8,0.9,63,0.8481125319120135,0.8253968253968254
perp_2100,perp_cny_logit,screen_2024,3,ALL,ALL,0.9,1.0,66,0.9496813171530573,0.8939393939393939
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.0,0.1,420,0.0586666182412432,0.08333333333333333
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.1,0.2,433,0.14781899628394618,0.15704387990762125
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,300,0.24732926643667041,0.24666666666666667
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.30000000000000004,0.4,212,0.348617271652542,0.3443396226415094
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.4,0.5,161,0.44941260099497843,0.4409937888198758
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.5,0.6000000000000001,129,0.5478877794817524,0.5271317829457365
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.6000000000000001,0.7000000000000001,96,0.6493030992777452,0.5729166666666666
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.7000000000000001,0.8,103,0.7504263862579956,0.7572815533980582
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.8,0.9,91,0.8509054530806919,0.8351648351648352
perp_2100,perp_cny_logit,opened_2025_2026,3,ALL,ALL,0.9,1.0,85,0.9428879023880731,0.9294117647058824
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.0,0.1,334,0.05246565502981594,0.12574850299401197
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.1,0.2,220,0.14378244734701603,0.21818181818181817
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.2,0.30000000000000004,154,0.24714147347765872,0.2857142857142857
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.30000000000000004,0.4,119,0.347862442740926,0.5042016806722689
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.4,0.5,83,0.45503752916018275,0.40963855421686746
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.5,0.6000000000000001,73,0.547660496172463,0.6575342465753424
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.6000000000000001,0.7000000000000001,59,0.6536007708245335,0.7457627118644068
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.7000000000000001,0.8,55,0.7535065740663109,0.7090909090909091
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.8,0.9,73,0.850507828774399,0.7945205479452054
perp_2100,perp_dual_logit,screen_2024,3,ALL,ALL,0.9,1.0,70,0.9493167443430094,0.9285714285714286
perp_2100,perp_dual_logit,opened_2025_2026,3,ALL,ALL,0.0,0.1,467,0.05573578616002461,0.08993576017130621
perp_2100,perp_dual_logit,opened_2025_2026,3,ALL,ALL,0.1,0.2,426,0.14462428069820396,0.1643192488262911
perp_2100,perp_dual_logit,opened_2025_2026,3,ALL,ALL,0.2,0.30000000000000004,276,0.24609993706103486,0.2644927536231884
