clock,candidate,h,period,slice,group,physical_availability,usable_share,n,mae_model,mae_prior,rmse_model,rmse_prior,spearman,positive_sign_accuracy,mean_predicted_bps,mean_actual_bps
perp_2000,perp_dual_ridge,5,opened_2025_2026,year,2025,1.0,1.0,1235,86.4530540204983,85.14041405386503,110.40863907887578,109.62538687376326,0.6688322242004365,0.7360323886639676,4.3039916198820265,-25.190515100652323
perp_2000,perp_dual_ridge,5,opened_2025_2026,year,2026,1.0,1.0,785,86.52325080621652,87.32479366865718,105.82932290588973,105.52695047101561,0.7415075963773947,0.7656050955414013,-3.1577214690189663,20.763097766162563
perp_2000,perp_dual_ridge,10,screen_2024,ALL,ALL,1.0,1.0,1240,133.37526925827092,131.95591823040957,175.36865298579357,176.77184457095348,0.41162182916561857,0.6475806451612903,-6.734613513614346,23.397704837758397
perp_2000,perp_dual_ridge,10,screen_2024,currency,AMD,1.0,1.0,248,133.07823577886396,129.83191923073113,174.14130937030595,174.19395808894487,0.4507317503001426,0.6411290322580645,-3.1347538237372903,34.46955887438511
perp_2000,perp_dual_ridge,10,screen_2024,currency,KGS,1.0,1.0,248,130.11328900926782,128.57725352214055,167.76117517170255,167.49052234217248,0.39524350503751976,0.625,-8.116851121441998,35.33454639507274
perp_2000,perp_dual_ridge,10,screen_2024,currency,KZT,1.0,1.0,248,133.51053910883053,133.96787881218287,184.11843120852606,189.89308015642163,0.3968343007658162,0.6774193548387096,0.9075540029962295,-3.4879195758523855
perp_2000,perp_dual_ridge,10,screen_2024,currency,TJS,1.0,1.0,248,134.7356336112999,135.16342056821117,175.66937481464714,179.1045969922783,0.40861264045341605,0.6330645161290323,-2.8834242578814404,30.32558339082614
perp_2000,perp_dual_ridge,10,screen_2024,currency,UZS,1.0,1.0,248,135.43864878309245,132.23911901878208,174.7640946178745,172.35711908963958,0.40132660719933405,0.6612903225806451,-20.445592368007237,20.346755104360373
perp_2000,perp_dual_ridge,10,screen_2024,year,2024,1.0,1.0,1240,133.37526925827092,131.95591823040957,175.36865298579357,176.77184457095348,0.41162182916561857,0.6475806451612903,-6.734613513614346,23.397704837758397
perp_2000,perp_dual_ridge,10,opened_2025_2026,ALL,ALL,1.0,1.0,1995,137.93476095091015,136.52481719494793,175.23228736219366,171.5793710194076,0.5118234644264584,0.6972431077694236,-6.544090566851006,-14.620083631982645
perp_2000,perp_dual_ridge,10,opened_2025_2026,currency,AMD,1.0,1.0,399,129.65481648891335,131.3241426687685,165.66590616687665,164.12430970196715,0.5261331091547966,0.7142857142857143,1.869135831020369,-15.948522380198675
perp_2000,perp_dual_ridge,10,opened_2025_2026,currency,KGS,1.0,1.0,399,134.08948128947662,132.49616945265544,170.52078935448796,166.36989845251225,0.5126774851702119,0.7117794486215538,-10.72675649801422,-28.07201654103428
perp_2000,perp_dual_ridge,10,opened_2025_2026,currency,KZT,1.0,1.0,399,143.8784634895202,139.6126838957585,187.0926970158115,180.99379660798155,0.49419938036044886,0.6766917293233082,-7.260901770701189,-9.219156279885027
perp_2000,perp_dual_ridge,10,opened_2025_2026,currency,TJS,1.0,1.0,399,138.3285912729424,136.17086870087357,173.48731916183334,169.50473835602477,0.5193467336683417,0.6917293233082706,-0.7078496278857079,-4.628294693459909
perp_2000,perp_dual_ridge,10,opened_2025_2026,currency,UZS,1.0,1.0,399,143.72245221369818,143.0202212566836,178.62730310944067,176.3265717783776,0.515209506177504,0.6917293233082706,-15.894080768674277,-15.232428265335344
perp_2000,perp_dual_ridge,10,opened_2025_2026,year,2025,1.0,1.0,1235,130.3534358683985,129.7269635855873,168.9064521211456,165.96353601492413,0.4836885890429294,0.68582995951417,-5.108275452058229,-46.68102403232997
perp_2000,perp_dual_ridge,10,opened_2025_2026,year,2026,1.0,1.0,760,150.2544142099916,147.571329310159,185.05113510592412,180.3324891076982,0.5717609858815728,0.7157894736842105,-8.87729012838927,37.47894451858177
perp_2000,perp_dual_ridge,20,screen_2024,ALL,ALL,1.0,1.0,1240,179.388269866908,176.2028322235762,234.05016959851383,235.56262918483384,0.24846408945626983,0.5991935483870968,8.699014344735952,40.93648818714773
perp_2000,perp_dual_ridge,20,screen_2024,currency,AMD,1.0,1.0,248,183.8531809483762,177.16925825565428,236.53567043657748,233.40630353820768,0.23430407013977286,0.5806451612903226,17.92495803520598,61.65697379277472
perp_2000,perp_dual_ridge,20,screen_2024,currency,KGS,1.0,1.0,248,169.45609697504975,158.84895308721653,218.06995879491026,209.4080040702083,0.24059172565933049,0.6008064516129032,6.831373330880075,63.643022975511954
perp_2000,perp_dual_ridge,20,screen_2024,currency,KZT,1.0,1.0,248,182.72880694935697,192.40497550847425,248.56838855138827,268.80583440617085,0.2971869192848185,0.6209677419354839,25.645454638441056,-10.711700462169299
perp_2000,perp_dual_ridge,20,screen_2024,currency,TJS,1.0,1.0,248,176.66387909437074,173.9704138301785,232.91323417664245,234.82100839592079,0.22902974048472854,0.6008064516129032,7.468441829895253,54.55771654546428
perp_2000,perp_dual_ridge,20,screen_2024,currency,UZS,1.0,1.0,248,184.23938536738638,178.62056043635735,233.15008189171417,227.4226550883718,0.23591453446016006,0.592741935483871,-14.375156110742601,35.53642808415693
perp_2000,perp_dual_ridge,20,screen_2024,year,2024,1.0,1.0,1240,179.388269866908,176.2028322235762,234.05016959851383,235.56262918483384,0.24846408945626983,0.5991935483870968,8.699014344735952,40.93648818714773
perp_2000,perp_dual_ridge,20,opened_2025_2026,ALL,ALL,1.0,1.0,1945,216.1735023229535,213.94768795507213,270.1940926065155,266.86135835790975,0.30180289766636115,0.6318766066838046,-32.66334136513525,-31.08511453275586
perp_2000,perp_dual_ridge,20,opened_2025_2026,currency,AMD,1.0,1.0,389,200.41481781747785,202.96756226808043,253.41869457511865,256.80803869329463,0.31484336298159743,0.6452442159383034,-11.34575487448053,-32.797456956918104
perp_2000,perp_dual_ridge,20,opened_2025_2026,currency,KGS,1.0,1.0,389,212.90747954220177,212.66107135726463,264.8594686038588,263.73652692563786,0.2930468942712867,0.6426735218508998,-38.67195423349685,-56.09440072180995
perp_2000,perp_dual_ridge,20,opened_2025_2026,currency,KZT,1.0,1.0,389,224.22020419023264,218.85800957925454,283.5476956677676,275.0854275535127,0.313603884785609,0.6118251928020566,-37.06658499884087,-23.59958318332519
perp_2000,perp_dual_ridge,20,opened_2025_2026,currency,TJS,1.0,1.0,389,215.0697095559083,210.8570571835291,268.2389687469482,263.2867286331411,0.3090229119990867,0.6349614395886889,-25.005206859843593,-10.279523689387402
perp_2000,perp_dual_ridge,20,opened_2025_2026,currency,UZS,1.0,1.0,389,228.2553005089467,224.3947393872319,279.82356129369884,274.91035743348965,0.2822304083958339,0.6246786632390745,-51.22720585901447,-32.65460811233865
perp_2000,perp_dual_ridge,20,opened_2025_2026,year,2025,1.0,1.0,1235,194.18819794522335,198.64600122084997,249.81922296160226,252.7880061053245,0.24187953352138933,0.6275303643724697,-34.016617732180556,-87.85241284460831
perp_2000,perp_dual_ridge,20,opened_2025_2026,year,2026,1.0,1.0,710,254.4155458532305,240.564002204036,302.38143572744593,289.716839950597,0.4128268399324311,0.6394366197183099,-30.309402895697296,67.65800295335372
perp_2100,perp_dual_ridge,3,screen_2024,ALL,ALL,1.0,1.0,1240,53.717030273209055,58.076866280176816,75.2704068779729,81.32669408411505,0.8054953754984023,0.8048387096774193,-0.9284232233951185,7.256533989141921
perp_2100,perp_dual_ridge,3,screen_2024,currency,AMD,1.0,1.0,248,52.552609682903274,57.520960287450194,73.83082908505716,79.88822684017553,0.8101870719130931,0.7943548387096774,0.7499130405617399,11.260059967559435
perp_2100,perp_dual_ridge,3,screen_2024,currency,KGS,1.0,1.0,248,51.76116219618249,57.31265111924663,72.4254261695905,79.06150521361442,0.8004668537018649,0.7983870967741935,-0.16439717720363325,11.60782084090222
perp_2100,perp_dual_ridge,3,screen_2024,currency,KZT,1.0,1.0,248,58.97815352869639,60.72850041377158,81.95668797340831,87.32193619831544,0.8005148450665663,0.8104838709677419,-2.4686098041252946,-2.197734357613567
perp_2100,perp_dual_ridge,3,screen_2024,currency,TJS,1.0,1.0,248,52.34092216865922,57.08521426034396,74.35948563597202,80.23153858404807,0.8066136821020531,0.8266129032258065,1.9399990362932034,9.693947773216033
perp_2100,perp_dual_ridge,3,screen_2024,currency,UZS,1.0,1.0,248,52.95230378960395,57.73700532007175,73.38600187384031,79.84413024111525,0.8055389902302169,0.7943548387096774,-4.6990212125016075,5.918575721645483
perp_2100,perp_dual_ridge,3,screen_2024,year,2024,1.0,1.0,1240,53.717030273209055,58.076866280176816,75.2704068779729,81.32669408411505,0.8054953754984023,0.8048387096774193,-0.9284232233951185,7.256533989141921
perp_2100,perp_dual_ridge,3,opened_2025_2026,ALL,ALL,1.0,1.0,2030,53.637639384221295,55.53430629143419,69.47271062062143,71.72542053461646,0.8154456648004578,0.7955665024630542,0.3206769221510519,-4.411496765229121
perp_2100,perp_dual_ridge,3,opened_2025_2026,currency,AMD,1.0,1.0,406,50.484715344501,52.630765942192575,64.26157526714435,67.10133904518054,0.8204527859700274,0.7832512315270936,1.5911752634884795,-4.765557526548862
perp_2100,perp_dual_ridge,3,opened_2025_2026,currency,KGS,1.0,1.0,406,50.80816441951856,52.895237606890426,65.11123064657586,67.60964976931031,0.819644812748261,0.8054187192118226,-0.9393257866912516,-9.207471563629
perp_2100,perp_dual_ridge,3,opened_2025_2026,currency,KZT,1.0,1.0,406,58.79225744823819,59.35941808336346,77.27515411488335,77.76476013338977,0.7945415186794497,0.7832512315270936,-0.04116534158442297,-2.7481206850542206
perp_2100,perp_dual_ridge,3,opened_2025_2026,currency,TJS,1.0,1.0,406,51.49722085724681,54.33703301144172,68.05853693367902,70.84640106407682,0.81966166793753,0.8054187192118226,2.9131369165760685,-0.7410216886755443
perp_2100,perp_dual_ridge,3,opened_2025_2026,currency,UZS,1.0,1.0,406,56.6058388516019,58.44907681328278,71.83210493730955,74.71582729527366,0.8231168024271474,0.8004926108374384,-1.9204364410336199,-4.595312362237992
perp_2100,perp_dual_ridge,3,opened_2025_2026,year,2025,1.0,1.0,1235,54.96661518032645,56.87828871717607,72.2576259654705,74.69366920190721,0.8000707455652468,0.7797570850202429,0.6835558577352778,-16.815124020400106
perp_2100,perp_dual_ridge,3,opened_2025_2026,year,2026,1.0,1.0,795,51.57312981417115,53.44648453572195,64.90990948300153,66.8534948493418,0.8579512743604911,0.820125786163522,-0.24304066960557746,14.857031109155992
perp_2100,perp_dual_ridge,5,screen_2024,ALL,ALL,1.0,1.0,1240,83.00344801626451,87.87514671276244,115.09334375454351,121.69576012756228,0.6679701127663031,0.7185483870967742,-1.3928905069859583,11.693101668126104
perp_2100,perp_dual_ridge,5,screen_2024,currency,AMD,1.0,1.0,248,81.83098147389694,87.3391412928252,114.5749605962915,120.76237522136496,0.6833041975922496,0.7096774193548387,1.54960332697533,17.68793781096913
perp_2100,perp_dual_ridge,5,screen_2024,currency,KGS,1.0,1.0,248,81.03645121415103,87.40913249926375,109.28937120090545,117.37586284819783,0.6704865694985767,0.6975806451612904,-3.107247966454041,18.194445755761237
perp_2100,perp_dual_ridge,5,screen_2024,currency,KZT,1.0,1.0,248,87.92992274802076,89.16437495026155,124.8333101382357,129.72896602767636,0.6449071721127686,0.7459677419354839,0.5263564630449116,-2.6030078912328514
perp_2100,perp_dual_ridge,5,screen_2024,currency,TJS,1.0,1.0,248,83.02903873760162,88.76741447125234,114.69590450950255,121.62737060311369,0.6683293183180679,0.7338709677419355,1.4561751531561067,15.363422758682368
perp_2100,perp_dual_ridge,5,screen_2024,currency,UZS,1.0,1.0,248,81.19084590765213,86.69567035020943,111.45534890060094,118.59942584272503,0.673743688348798,0.7056451612903226,-7.389339511652097,9.822709906450632
perp_2100,perp_dual_ridge,5,screen_2024,year,2024,1.0,1.0,1240,83.00344801626451,87.87514671276244,115.09334375454351,121.69576012756228,0.6679701127663031,0.7185483870967742,-1.3928905069859583,11.693101668126104
perp_2100,perp_dual_ridge,5,opened_2025_2026,ALL,ALL,1.0,1.0,2020,84.38193141195781,85.98929425070257,106.54973086940316,108.05114687483474,0.695613766891885,0.751980198019802,-0.9581711648332435,-7.332304159835645
perp_2100,perp_dual_ridge,5,opened_2025_2026,currency,AMD,1.0,1.0,404,80.40447383023542,82.39565463677893,100.1183989030591,102.39452259586838,0.7023158726129023,0.7400990099009901,1.6411988037866712,-8.010649327759916
perp_2100,perp_dual_ridge,5,opened_2025_2026,currency,KGS,1.0,1.0,404,80.91609114840757,82.7321361849979,101.23242964562257,102.65111851952943,0.6996655993142737,0.7623762376237624,-3.543967285700394,-14.64849780273534
perp_2100,perp_dual_ridge,5,opened_2025_2026,currency,KZT,1.0,1.0,404,89.43015354149443,88.01524337160446,115.73840340369051,114.87939829440782,0.6749505223475202,0.7475247524752475,0.5548787212189183,-4.553345960029018
perp_2100,perp_dual_ridge,5,opened_2025_2026,currency,TJS,1.0,1.0,404,83.17142703696393,86.18468561400806,104.63875230355288,106.9298373815728,0.7066473396719324,0.7698019801980198,2.2071645444394727,-1.929147663157653
perp_2100,perp_dual_ridge,5,opened_2025_2026,currency,UZS,1.0,1.0,404,87.98751150268764,90.61875144612351,110.21742432466633,112.79226497838617,0.6968453503745742,0.7400990099009901,-5.6501306079108815,-7.519880045496305
perp_2100,perp_dual_ridge,5,opened_2025_2026,year,2025,1.0,1.0,1235,83.51697531286382,85.14041405386503,107.95502052744163,109.62538687376326,0.6737650152763915,0.7384615384615385,0.7866488826233461,-25.190515100652323
perp_2100,perp_dual_ridge,5,opened_2025_2026,year,2026,1.0,1.0,785,85.74272221753876,87.32479366865718,104.30054213364434,105.52695047101561,0.7543106254024923,0.7732484076433122,-3.7032065261184552,20.763097766162563
perp_2100,perp_dual_ridge,10,screen_2024,ALL,ALL,1.0,1.0,1240,132.00884987709296,131.95591823040957,175.9864383459483,176.77184457095348,0.44152324290936307,0.6508064516129032,-3.736780424599404,23.397704837758397
perp_2100,perp_dual_ridge,10,screen_2024,currency,AMD,1.0,1.0,248,131.3394540962467,129.83191923073113,174.84480778733555,174.19395808894487,0.476797355282433,0.6411290322580645,-0.25318022869058154,34.46955887438511
perp_2100,perp_dual_ridge,10,screen_2024,currency,KGS,1.0,1.0,248,128.2717716649394,128.57725352214055,167.40984993051234,167.49052234217248,0.43197814111349403,0.6209677419354839,-5.125983843778618,35.33454639507274
perp_2100,perp_dual_ridge,10,screen_2024,currency,KZT,1.0,1.0,248,133.1872572154727,133.96787881218287,186.57844559813097,189.89308015642163,0.42029578415529684,0.6935483870967742,3.5397318785146843,-3.4879195758523855
perp_2100,perp_dual_ridge,10,screen_2024,currency,TJS,1.0,1.0,248,133.89204938923672,135.16342056821117,176.71112758190037,179.1045969922783,0.4428139618681071,0.6451612903225806,0.5286149069803157,30.32558339082614
perp_2100,perp_dual_ridge,10,screen_2024,currency,UZS,1.0,1.0,248,133.35371701956927,132.23911901878208,173.84196493204087,172.35711908963958,0.438834612316315,0.6532258064516129,-17.373084836022812,20.346755104360373
perp_2100,perp_dual_ridge,10,screen_2024,year,2024,1.0,1.0,1240,132.00884987709296,131.95591823040957,175.9864383459483,176.77184457095348,0.44152324290936307,0.6508064516129032,-3.736780424599404,23.397704837758397
perp_2100,perp_dual_ridge,10,opened_2025_2026,ALL,ALL,1.0,1.0,1995,135.18535242105682,136.52481719494793,172.42903535445487,171.5793710194076,0.5248285562157564,0.6972431077694236,-10.896728379611579,-14.620083631982645
perp_2100,perp_dual_ridge,10,opened_2025_2026,currency,AMD,1.0,1.0,399,126.97906332547252,131.3241426687685,162.74932623460512,164.12430970196715,0.5367773075905845,0.7117794486215538,-2.998514429640745,-15.948522380198675
perp_2100,perp_dual_ridge,10,opened_2025_2026,currency,KGS,1.0,1.0,399,130.17869216214314,132.49616945265544,166.8256908883216,166.36989845251225,0.526813012430574,0.6992481203007519,-15.094781337235855,-28.07201654103428
perp_2100,perp_dual_ridge,10,opened_2025_2026,currency,KZT,1.0,1.0,399,142.1774703995772,139.6126838957585,184.85850282901777,180.99379660798155,0.5072713190010202,0.6666666666666666,-11.962953277401482,-9.219156279885027
perp_2100,perp_dual_ridge,10,opened_2025_2026,currency,TJS,1.0,1.0,399,135.82631106750338,136.17086870087357,170.7668092169906,169.50473835602477,0.5348424453092531,0.7092731829573935,-4.809940206721942,-4.628294693459909
perp_2100,perp_dual_ridge,10,opened_2025_2026,currency,UZS,1.0,1.0,399,140.76522515058778,143.0202212566836,176.08730118273002,176.3265717783776,0.5288087051800355,0.6992481203007519,-19.617452647057867,-15.232428265335344
perp_2100,perp_dual_ridge,10,opened_2025_2026,year,2025,1.0,1.0,1235,126.23328594319727,129.7269635855873,165.0893028001077,165.96353601492413,0.49003385785282455,0.6850202429149798,-12.231766809489919,-46.68102403232997
perp_2100,perp_dual_ridge,10,opened_2025_2026,year,2026,1.0,1.0,760,149.7324604475786,147.571329310159,183.73180325248927,180.3324891076982,0.5846011633822445,0.7171052631578947,-8.727290931059267,37.47894451858177
perp_2100,perp_dual_ridge,20,screen_2024,ALL,ALL,1.0,1.0,1240,177.66366243029776,176.2028322235762,233.4545804440679,235.56262918483384,0.2690639715220855,0.6129032258064516,11.155454180360469,40.93648818714773
perp_2100,perp_dual_ridge,20,screen_2024,currency,AMD,1.0,1.0,248,181.17989591267775,177.16925825565428,235.87784797325222,233.40630353820768,0.2529239329002047,0.6169354838709677,20.007719350065173,61.65697379277472
perp_2100,perp_dual_ridge,20,screen_2024,currency,KGS,1.0,1.0,248,168.43016663077734,158.84895308721653,217.181361846915,209.4080040702083,0.2676250253724838,0.5967741935483871,9.415061873977937,63.643022975511954
perp_2100,perp_dual_ridge,20,screen_2024,currency,KZT,1.0,1.0,248,182.3016919532019,192.40497550847425,248.62950445101364,268.80583440617085,0.31916853780539417,0.6451612903225806,27.6609579216853,-10.711700462169299
perp_2100,perp_dual_ridge,20,screen_2024,currency,TJS,1.0,1.0,248,174.35469148612094,173.9704138301785,232.7081934722203,234.82100839592079,0.24748438707159837,0.6209677419354839,10.32191668782013,54.55771654546428
perp_2100,perp_dual_ridge,20,screen_2024,currency,UZS,1.0,1.0,248,182.0518661687109,178.62056043635735,231.79596364204568,227.4226550883718,0.25235590396062507,0.5846774193548387,-11.628384931746178,35.53642808415693
perp_2100,perp_dual_ridge,20,screen_2024,year,2024,1.0,1.0,1240,177.66366243029776,176.2028322235762,233.4545804440679,235.56262918483384,0.2690639715220855,0.6129032258064516,11.155454180360469,40.93648818714773
perp_2100,perp_dual_ridge,20,opened_2025_2026,ALL,ALL,1.0,1.0,1945,214.36626561064912,213.94768795507213,268.30793702103716,266.86135835790975,0.3069637243239236,0.6323907455012854,-35.70688447288668,-31.08511453275586
perp_2100,perp_dual_ridge,20,opened_2025_2026,currency,AMD,1.0,1.0,389,198.34069806613178,202.96756226808043,251.23877681839377,256.80803869329463,0.3189258942896343,0.6452442159383034,-14.820263094319493,-32.797456956918104
perp_2100,perp_dual_ridge,20,opened_2025_2026,currency,KGS,1.0,1.0,389,210.05492622154534,212.66107135726463,262.33624432297347,263.73652692563786,0.3004554266924076,0.6401028277634961,-41.75982539593225,-56.09440072180995
perp_2100,perp_dual_ridge,20,opened_2025_2026,currency,KZT,1.0,1.0,389,223.12813618789613,218.85800957925454,282.80718523301886,275.0854275535127,0.3116708696121942,0.6143958868894601,-40.20162368353231,-23.59958318332519
perp_2100,perp_dual_ridge,20,opened_2025_2026,currency,TJS,1.0,1.0,389,213.91096487351396,210.8570571835291,265.9705989522025,263.2867286331411,0.3204664759881679,0.6298200514138818,-27.75224055970442,-10.279523689387402
perp_2100,perp_dual_ridge,20,opened_2025_2026,currency,UZS,1.0,1.0,389,226.3966027041585,224.3947393872319,278.0004563904928,274.91035743348965,0.28790876788120584,0.6323907455012854,-54.000469630944906,-32.65460811233865
perp_2100,perp_dual_ridge,20,opened_2025_2026,year,2025,1.0,1.0,1235,191.67345318507677,198.64600122084997,247.32979746024736,252.7880061053245,0.24065151027607207,0.6283400809716599,-37.76460114901104,-87.85241284460831
perp_2100,perp_dual_ridge,20,opened_2025_2026,year,2026,1.0,1.0,710,253.8389745480884,240.564002204036,301.33842160755046,289.716839950597,0.423012464939189,0.6394366197183099,-32.127616733430905,67.65800295335372
perp_2200,perp_dual_ridge,3,screen_2024,ALL,ALL,1.0,1.0,1240,53.94872201218616,58.076866280176816,75.48255222552791,81.32669408411505,0.8062070590198976,0.8056451612903226,1.2227057834378399,7.256533989141921
perp_2200,perp_dual_ridge,3,screen_2024,currency,AMD,1.0,1.0,248,52.53207122642947,57.520960287450194,74.01070531611337,79.88822684017553,0.8141609142590998,0.7943548387096774,3.3972868085595134,11.260059967559435
perp_2200,perp_dual_ridge,3,screen_2024,currency,KGS,1.0,1.0,248,51.81525940492036,57.31265111924663,72.4175291652121,79.06150521361442,0.8023078339215552,0.8104838709677419,1.933378723274259,11.60782084090222
perp_2200,perp_dual_ridge,3,screen_2024,currency,KZT,1.0,1.0,248,59.49581730274387,60.72850041377158,82.2691911725721,87.32193619831544,0.7982537437198185,0.8064516129032258,-0.4262068625856141,-2.197734357613567
perp_2200,perp_dual_ridge,3,screen_2024,currency,TJS,1.0,1.0,248,52.7792989774138,57.08521426034396,74.72965164408342,80.23153858404807,0.8069968262759802,0.8185483870967742,3.8937498947939457,9.693947773216033
