clock,candidate,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
perp_2000,perp_dual_ridge,20,2025-07-01,4030,330,False,-28.150365783073422,-1756.4078430545735,891.0020251027411,"[95.85385374948245, 82.66721265738312, 29.857174670506108, 82.6201673169865, -10.477860341921296, -173.36223454373, 39.63639152907943, -35.62190883523311, 135.44663412896077, -5.86147383292378, 4.789765080899281, -4.547312251106885, 3.574611246975841, 13.95382644787359, 5.851420754966388, 56.94059367295714, -2.2401249976362845, 19.374982920612947, 62.28280546800209, 51.142495092975714, 9.143172266327264, -11.745390063408447, 1.9608327785606707, 11.730097494853583, -11.088712476333868, -57.7067471655024, 5.382036123162429, 8.86273047061998, 3.0488766541006025, -95.14704383850956, -48.654094940753815, 21.622436727022748, -3.6315118803456867, -5.677672402245048, -27.25155967492869, 189.64194467703683, -11.548668453255457, 14.046946291770741, 8.633507784044863, 132.2785066653758]",2025-06-27,2022-02-24
perp_2000,perp_dual_ridge,20,2025-10-01,4355,320,False,-14.854735180811796,-1696.4236564658052,869.0391710742585,"[98.40400973893725, 93.08891677888235, 24.939200516864805, 89.44208545698932, -31.298355373365276, -155.36777142103446, 29.19272805416731, -31.127814349693093, 124.24981173183649, -4.255531862028369, 0.5140582255733464, -0.7970534905636363, -1.6970387638804505, 11.606673327004305, 2.211076324431445, 23.463608867243398, -1.9255187487544885, 14.799945274387365, 51.05071548947696, 45.484883487847036, 10.171002637823351, -7.657765183188206, 1.7329973190920047, 10.320142066706255, -14.566376840433515, -52.07960830410762, 6.6180115729987605, 7.433243816765564, -2.750332640247546, -84.69218241198243, -42.09765108545804, 22.975869329285985, -4.2726051218929415, -17.439974446153506, 26.957877822746358, 179.32844310575302, -11.335432191378166, 13.188589411144374, 10.765440930095572, 95.64379768192211]",2025-09-26,2022-02-24
perp_2000,perp_dual_ridge,20,2026-01-01,4680,275,False,-18.796475266745297,-1603.3535672519636,851.2765874700012,"[77.94293846457082, 93.06747646757059, 33.6957840697824, 82.77626413913595, -12.708526938884116, -165.5714158636248, 40.478921294786865, -31.630681587298877, 118.08680863508665, -2.82426804332367, -5.8726227869538725, 5.6244829580855304, 9.226615821516475, 5.919203255214401, 1.383699963447991, 27.79991988943598, 1.0926527389685654, 12.778887079702418, 47.62375224082334, 40.96497151233333, 10.51851244759386, -5.543299331053014, -0.3184821949446807, 7.394976927483929, -12.051707849076408, -45.147158396349504, 9.713366028854024, 5.562680794842212, -0.11054310572784835, -88.57797825079516, -37.32397305799258, 24.784373330086016, -5.886182252443582, -12.831077306245737, 4.237805137304398, 171.39028264416453, -9.285862808154349, 12.818613603239141, 10.508789689524848, 102.34962303442084]",2025-12-29,2022-02-24
perp_2000,perp_dual_ridge,20,2026-04-01,4950,310,False,-14.795246767350758,-1565.484405156859,838.2649077142268,"[72.46147722297782, 68.35281421880542, 30.269595252619045, 67.65295259769675, -14.296090119149861, -128.9601412783872, 31.930700041970518, -23.995348288197448, 112.92617963343456, -1.767835976430475, -5.922398124875005, 2.502103809726306, 7.720033249590058, 8.388233193285101, 3.8766410108288376, 23.959890198623974, -0.23344831173734815, 11.039274204013275, 41.518075691302734, 37.05379747341648, 8.140716619623431, -6.200060732173304, 1.060848773291907, 7.913149360523644, -10.914654021273035, -52.66664679524296, 10.938758266679255, 4.460962036204627, -1.4942880656815898, -107.30990319601634, -30.184104170173406, 26.315222235053778, -6.319650673700397, -15.205926143250638, 32.69906456241315, 164.73600412270355, -9.411296183271425, 12.084487465213991, 10.735358146859776, 87.29711123960186]",2026-03-27,2022-02-24
perp_2000,perp_dual_ridge,20,2026-07-01,5260,225,False,-26.509995404567135,-1542.0931126112762,827.4172067890028,"[60.219992381615754, 81.02258247900266, 42.976779945064784, 69.98820893859593, -12.56966455229834, -134.164159410525, 34.09108758859107, -33.741224692779625, 105.24388861263219, -0.19402618020022544, 3.184043328875727, -6.160889491645856, 9.620225530344687, 11.68318328123009, 2.35977546068095, 18.023562396369627, -2.3897874678661606, 13.450540959041161, 26.581359351040824, 27.799457154845012, 9.989289530981713, -5.968372190186304, -0.8007924117988615, 6.834989500608876, -10.055114429607034, -46.327585991953185, 8.963929103159552, 8.94767320600064, -1.3500165726677071, -122.7788944754269, -22.569182725967675, 26.05874672216721, -3.5058792403134493, -10.757828413117444, 33.39339324410363, 158.16104851302944, -11.857137574678784, 14.370592848890945, 7.250356152707283, 82.22466887440824]",2026-06-26,2022-02-24
perp_2100,perp_dual_ridge,3,2023-01-01,1055,285,False,-12.96899879704078,-842.7719877545255,1192.6259129933699,"[10.03602143755629, 20.770774935477643, 5.572360315510223, 19.638735251863835, -20.503590907409986, -23.608894797371093, -13.322650432069322, -4.2875942830724165, 267.3251030492706, -14.476239375872263, 80.77074157267269, -73.73668329672708, 29.712910355501677, -40.93986368662872, -5.757144479616396, 14.043970169099895, 8.389012491994055, -4.776517859147823, 7.30160657166112, -6.8670971039698445, 1.878569112456822, -3.1934231051556594, -1.2313417511466098, 2.7329157839160954, -0.18672004006925377, 0.0, 3.4661553592224066, 21.692728391640458, 6.986562186243022, 93.36540754810011, -11.72199103347307, 0.8287800051980445, 18.965689667797605, -2.931669795732611, -70.44888167189009, 21.756606690632847, 3.2121365706389318, 4.951325572290896, 10.47622028571321, 5.316807446698688]",2022-12-29,2022-02-24
perp_2100,perp_dual_ridge,3,2023-04-01,1335,305,False,-3.0791376987464445,-801.3518422066961,1056.9217188253947,"[16.820774772873975, 11.190001212453359, 10.502353256352876, 15.212736772194392, -28.363829598224772, -1.7787982597107728, -11.023134574810488, -1.8606611233579242, 234.1694143522458, -11.000873963779126, 76.57295627484167, -69.73116119187162, 15.862243768016778, -15.319838999458705, -10.760558805913782, 15.555346327429778, 21.49469188216682, 5.816665270543817, -3.2722084623300054, -9.98884859736062, -0.8037992668164551, -1.580955452104883, -1.289796255282603, 3.2153855314408535, 0.45916544276333515, -6.963433668296502, 5.56310077191566, 18.53118987682419, 8.51935692700352, 73.31528665144879, -6.962330820272626, 3.0597196561898454, 15.291380583423564, -0.5167909842310805, -63.54096640073428, 22.48634387693098, 4.132429564296579, 5.239882921495916, 10.533148959935918, 8.684313475045341]",2023-03-29,2022-02-24
perp_2100,perp_dual_ridge,3,2023-07-01,1640,325,False,5.008419034113076,-771.6693577022261,1031.6887730187964,"[13.13029897677, 4.266169850569304, 6.873530534618329, 10.329226369846491, -26.102617764483487, 4.943562975842537, -14.415575924514316, 2.203341529206211, 213.08650403788607, -12.257007093175398, 56.550832152158435, -46.4415374192596, 21.099117746295303, -17.702716191378368, -7.239596843326679, 12.46953581081543, 20.65469458877406, 11.848329925604236, -2.2159997604592965, -9.934032577190457, -0.5372545751879347, -1.3937916622830813, -0.6104581984849211, 1.786550264908316, 0.7549541710488804, -1.3592051548138222, 5.485822110092882, 16.44355359179807, 6.317419118806551, 65.0207177449782, -3.402867856806385, 6.717323662458005, 10.883251076988296, -2.1849247087798522, -53.90896030561549, 19.85569784993187, 1.8194670864053544, 7.128874138203755, 9.317827140230031, 5.779639285722575]",2023-06-28,2022-02-24
perp_2100,perp_dual_ridge,3,2023-10-01,1970,320,False,10.008684603865223,-757.8615025300123,1018.4048138366958,"[17.98947889974429, 7.005877004396581, 3.1784657640138345, 10.629743225505877, -17.770761194194563, 4.714839626837602, -9.47392742897979, 0.11448801215852815, 198.00344800959854, -9.678242169565346, 47.793515147183314, -38.576873744522224, 21.922850378405634, -17.90077290282668, -3.6516115534472053, 9.976436186677688, 18.222527633151934, 14.835567771910886, 1.9506920794669658, -6.703535928007208, 0.13160163458953356, -1.7581614411700057, -0.21377137552484987, 1.64114095652909, 0.1991902255761251, -4.742622068240033, 8.405794287701976, 13.21258718566459, 2.7277105160613, 47.69808012773942, -1.9386070075469082, 14.39850145441459, 7.126417022819539, -10.405772261525959, -31.8318507668803, 21.16296500572977, -0.4328082595408619, 7.2775021360163015, 10.588688827282677, 3.0411427797086787]",2023-09-28,2022-02-24
perp_2100,perp_dual_ridge,3,2024-01-01,2295,285,False,5.0482469793745715,-742.5718062969838,958.9101521024478,"[21.461551394900646, -2.8189856702103926, -2.795046939451218, 6.651198274207907, 0.6986104104622751, -0.22566563295257294, 0.14850214919767532, 4.830476713104441, 184.17384508351833, -7.410120770082987, 35.387460214116125, -28.37263472214441, 24.07211831229035, -21.309837709835172, -2.715583767036636, 4.155251490427768, 6.725915367430626, 10.806161876085014, 8.433491709983686, -3.1601335845333156, 0.2386190556750858, -1.66412808963541, 0.1869927450088298, 0.36082842318024566, 0.8776878657698326, -2.431834933049953, 8.850076555098374, 11.77782789329605, 3.7453175974269386, 23.388822915815677, 5.430645842488569, 14.323350321369281, 5.256930211102161, -6.825374142281945, -25.657501945631658, 22.23604477109688, -0.11429582797081032, 7.523835554611346, 9.3484823408216, 5.963156307304485]",2023-12-29,2022-02-24
perp_2100,perp_dual_ridge,3,2024-04-01,2580,300,False,5.078179946618289,-727.5348092166499,933.740774794699,"[20.881659588919145, 0.5373857938792127, 3.0500937824115053, 10.663988042081277, -8.664491444437182, -3.5038866449255903, -0.07412350176917036, 3.404512055834957, 172.81939200987924, -6.815056551161298, 27.67840385975131, -20.77176796712238, 25.27936569330263, -19.504482471241918, -2.1178246657871194, 5.521062051814273, 7.581795547294829, 11.897999772297371, 6.551105128077335, -2.997336863588926, 0.14488958956329903, -1.6933814640669667, 0.04373781889969082, 0.9303086094733664, 0.5744454461311269, -5.710014641049953, 8.758743515536674, 10.756449566700459, 4.251788840508491, 17.20597544181631, 5.555660510837253, 13.15289648293649, 4.793205504098888, -5.969041734078088, -23.57081807401357, 22.296662387718328, 0.5621061476784209, 6.871920974067885, 9.469678007816356, 6.308939043422212]",2024-03-29,2022-02-24
perp_2100,perp_dual_ridge,3,2024-07-01,2880,330,False,1.680308160607269,-706.6365101753589,900.1720306092666,"[19.689017865704006, -5.06370402698557, -1.5525030880119157, 5.429818154091064, 5.935329454817729, -4.481717944199863, 5.7019537969257685, 7.3189975532293134, 161.28981211668363, -4.139508761283166, 18.27443590536468, -12.593610102414766, 25.368899204272868, -18.95532048778083, -3.3519017134453746, -0.2927995833294404, 14.746101156914605, 12.306481308961791, 3.9575381578075524, -3.7247590980397773, 0.2126504084175692, -1.4689808148634915, 0.355109077854798, 1.0786860498070616, -0.17746472121465473, -4.7941378693278285, 11.79731601430379, 8.017831816580951, 4.0488386038011255, 17.524151963114196, 6.305989159651788, 16.20481533061551, 2.26146049792137, -5.580867210115288, -12.251699708871739, 24.117386708039355, 1.6498236986706103, 6.385113237326462, 9.323780512781362, -3.3863072252024735]",2024-06-28,2022-02-24
perp_2100,perp_dual_ridge,3,2024-10-01,3205,325,False,4.076284620669911,-699.930554164585,863.3942200401884,"[21.88444212124126, -6.866874194236955, 3.183921438728582, 9.7700831954818, 9.816289775432459, -12.942175501740993, 11.342882479244953, 2.6892848659779, 152.6677154815864, -5.600759341357654, 13.20666018680791, -9.023975019181277, 10.530962093646528, -4.112738089154352, -2.02205989684391, -7.19191803729577, 13.686282896179035, 12.269907291369913, 2.9044787549737188, -4.782151886124084, 0.17187992753094913, -1.308104432130254, 0.879190510325404, 0.8328859757880874, -0.575851981513279, -4.45146336442173, 9.752071635085667, 8.377502015015773, 2.3161720691368277, 25.756666119240705, 2.7735573692451503, 15.835982984591778, 2.5183683808955624, -7.088371938140623, -8.041056085063936, 19.818090912409833, -0.5851903316721928, 6.515524186379236, 8.343254530999426, -4.458647559716324]",2024-09-27,2022-02-24
perp_2100,perp_dual_ridge,3,2025-01-01,3535,290,False,4.937649684207203,-686.4704442287211,854.0191462166989,"[23.088491146900186, -0.08155808879219548, 7.255286842969259, 12.1499225679915, 5.948780995386296, -12.215429707409534, 9.074321923173805, -7.60190036673356, 149.80526976084576, -4.287363838570713, 20.073517382409587, -16.39480669426424, 4.068451054007853, 7.540765172649609, -3.923972875218836, -4.702983112232982, 12.067760632327888, 11.240952074819772, 0.7567625980439519, -4.37016089807171, 0.09201108257019815, -0.8917395924773592, 0.5871796062921248, 1.3329495018267292, -1.1204005982106475, -6.385945673486322, 9.05744356707638, 8.095568853819904, 1.7434899741772951, 26.490202860683173, 1.476809570594896, 17.8767480172445, 1.0126859907427224, -5.532856787835234, -10.699315598682213, 16.798461060470178, -3.269110240695532, 7.671527093638474, 6.613132895835705, -2.363635538985762]",2024-12-28,2022-02-24
perp_2100,perp_dual_ridge,3,2025-04-01,3820,295,False,-2.414765280309721,-670.5447983553406,816.0471126819657,"[26.49424243658217, 4.930951619190203, 4.939463900338669, 14.728168281002675, 7.05685613337269, -16.279594703734308, 10.020354335823358, -10.28816387966813, 145.65993679820613, -2.355799012753382, 14.372632783482208, -13.05083265098615, 6.569425240923102, 4.6807111265187835, -2.5404046598893544, 2.4901562780755366, 16.51465862727179, 10.803444102825766, 1.7912727536597484, -1.273299940412841, 0.0900711625073553, -0.9916492606972926, 0.5646123467013783, 1.316894384394047, -0.9799286329046275, -6.739959382734326, 10.369392544252287, 8.509333659191597, 3.2365352593077477, 24.926961198219924, 1.014214621691485, 17.99020158327874, 1.9001709530233797, -2.702189911458209, -17.28166364877852, 19.24290042559805, -2.2237697890069166, 7.686523043327868, 6.499714670584628, 0.046382266389758474]",2025-03-28,2022-02-24
perp_2100,perp_dual_ridge,3,2025-07-01,4115,330,False,-4.138363940315467,-642.292764460782,769.3321930882101,"[27.222976408385083, 5.591426921740917, 4.687594878950839, 15.153659470136017, 2.492457609116348, -14.520893082315302, 8.678486496018934, -10.83648004306257, 138.82244381973027, -1.634951927036202, 15.112397961389128, -14.734290976167076, 9.290141179324106, 0.4989865500511332, -0.5339035540320777, 0.12566016203716598, 14.306384234023088, 9.037133817223534, 2.5040387949465344, -0.09354964488682113, 0.7734615125454922, -0.6991067049515876, 0.27215720753718314, 1.0670114419116596, -1.4135234570388668, -5.647053779678871, 10.311410879029616, 7.567219203219423, 2.9593584627397185, 23.418302390333643, 0.9390986258159103, 16.851985155344273, 1.4261627511002406, -3.655177867516136, -13.140978265033935, 20.07770962922213, -1.6159231524426994, 7.152374548256251, 6.999157981707105, -2.1110983337191582]",2025-06-27,2022-02-24
perp_2100,perp_dual_ridge,3,2025-10-01,4440,320,False,-0.9520218242388976,-624.5827629148167,680.7575558900277,"[24.65102641163271, 4.694807627326892, 5.2775984978452515, 14.133384698265967, -0.10460449293282927, -8.797110916832576, 4.737777635561373, -10.573819065550497, 130.67622541667401, -1.9416985473774642, 12.30392284514111, -12.399723156101889, 5.937480661927779, 3.9913775192505305, -2.061834602771135, 1.2036218995852725, 8.340463198715138, 3.7906117797693617, 2.021751497955002, -0.7508131710423618, 0.6676279804539335, -0.37848835361104444, 0.025481303675247133, 1.0182907400789805, -1.3329116705974922, -3.5872729833509833, 10.048639366334967, 6.612110314260722, 3.3266743631857425, 21.5104807459769, 1.589724812310747, 17.222260282265914, 0.52620838290217, -2.3917016713150696, -17.653878114300507, 20.470928704465948, -2.333171094120476, 7.009537991635194, 6.4614374263439345, 0.7875144826038112]",2025-09-26,2022-02-24
perp_2100,perp_dual_ridge,3,2026-01-01,4765,275,False,-2.6443405227858254,-614.4372730990315,628.9587514123025,"[18.804962078884603, 6.936216012007237, 8.830570329080611, 14.080905882367906, -2.6086202342278, -11.40172205049956, 5.447829772934598, -9.324972212033659, 126.44583832539254, -0.8097774243173887, 8.93730194158054, -9.3771987428009, 8.698317620503413, 3.2164501616355, -0.8541255383843191, 3.85098821479434, 6.910259278196627, 4.121743968309398, 2.374294668422509, -1.7950330280257791, 0.8797802770868414, -0.35672268458766604, -0.13972447257870158, 0.7246769692490336, -1.1080100891689844, -3.0642134688441036, 10.644205068336817, 5.727076691587537, 4.016622049534376, 15.643382145168767, 3.422617903453595, 17.365098044054356, -0.3943745511284267, -1.172642441568412, -23.324383980340986, 21.864502958614526, -1.9025020423680423, 6.980166261400804, 6.3538600646839685, 4.273398691653593]",2025-12-29,2022-02-24
perp_2100,perp_dual_ridge,3,2026-04-01,5035,310,False,-0.8648809263821039,-597.2381117623435,620.7714847017887,"[20.347868590325714, 4.721056430482045, 8.124908962692556, 13.61406900206052, -11.257414347336328, -2.626417979929545, -0.4677316369057326, -8.867953624052848, 124.58290055236942, -0.5729508941946743, 9.054089193373018, -9.844274757539274, 7.482786363100896, 4.1787859209673055, -0.3552551387033797, 1.24563903195197, 6.244806980139885, 3.9984936244372604, 1.562426418382803, -2.122628929904043, 0.9029437726729235, -0.20786546840238007, -0.1559683957486265, 0.49894952649532043, -1.0380594350180157, -2.675627316226064, 10.83570768100617, 4.961107744723745, 3.290879218407583, 12.950112674826487, 5.786800491469697, 17.55730974503422, -0.8765375691884912, -2.076178037358233, -16.340638694577788, 23.08174722777197, -1.9748637239689686, 6.620238824819993, 6.195475730147684, -0.9910821227442623]",2026-03-27,2022-02-24
perp_2100,perp_dual_ridge,3,2026-07-01,5345,225,False,-3.1139837632378553,-587.3349042031401,602.6438540710153,"[18.36989247372289, 6.715299047918628, 9.363852358670275, 14.27819757441891, -11.996297509913177, -4.041684108530904, -0.8763185117955534, -7.404092097181388, 121.21352378734066, 1.0474729046494375, 10.196971346748127, -10.102796473300257, 7.079222153789843, 4.250461736031956, -0.2129714272284754, 0.472074977003651, 6.488878391960245, 4.054898781224299, -0.9799490716273517, -1.6755092577424138, 1.1096640970751723, -0.3362648168657385, -0.2484635365990151, 0.473553099152899, -0.9984888427621702, -2.7181188572988524, 10.844338886524152, 5.302538871876409, 3.173483279439505, 10.554672187086206, 5.672725387394405, 17.912738394419975, -0.33048409770660486, -1.9148603997490399, -12.568966771166178, 21.960743193398624, -2.4503345022159766, 6.491044696799426, 5.928575566460855, -2.213309611969932]",2026-06-26,2022-02-24
perp_2100,perp_dual_ridge,5,2023-01-01,1045,285,False,-19.999298058321568,-1070.8872486150897,1208.8410038338714,"[23.42502250433262, 36.1784550433484, -15.44422416512213, 19.815623372395738, -26.17543180796791, -34.02385906097338, -31.518853264621903, 3.9732702216633826, 268.45268263691685, -19.875653288717167, 71.68868235058936, -74.6451319382573, 11.426331084585623, -20.236592649349102, -9.198063440373858, 34.81572053601726, 9.056291965744446, 9.842350392285947, 16.605731927729238, 8.75143440424672, 1.7742623031996234, -5.943621219199324, -2.9892870620180476, 5.9299054456504035, 1.2287405323687408, 0.0, 2.2420833929268356, 28.5986625254504, 23.42941278227252, 135.0093201039582, -59.62746783037172, 0.824007930971931, 14.449302337303507, 17.01637255866626, -67.47732819201049, 73.11007296428423, 1.89324266224738, 16.39886123941752, 14.920321540610711, -37.24290329877782]",2022-12-29,2022-02-24
perp_2100,perp_dual_ridge,5,2023-04-01,1325,305,False,-5.740625980132125,-1004.8809845100977,1107.3651994167612,"[35.32879158640905, 29.759067081617967, 8.73773525195417, 29.082618877227016, -38.70822638416326, -24.092207921763674, -10.935707740692198, -3.1214586500833112, 236.7558801146521, -16.31551282331309, 68.47671924129928, -68.41184258713984, 12.775433871035217, -8.575124879599763, -11.709377922844306, 43.9610481042504, 33.88382293302368, 21.03724473155005, 7.676259025474196, 1.767187584887329, -0.3965142194854482, -4.62619793920509, -3.982105651697408, 6.191657390499758, 2.813160419890091, -12.751096902783049, 5.144462657006789, 24.382834102492946, 23.143920891822695, 106.51337902153614, -52.343449257359154, -2.7199080521053425, 14.486037213162414, 13.756363426647637, -66.0444031915907, 74.46138094491617, 7.121776751760485, 12.143144161642299, 16.971688002283855, -17.741118407083295]",2023-03-29,2022-02-24
perp_2100,perp_dual_ridge,5,2023-07-01,1630,325,False,6.270219616770115,-965.870524838005,1090.3424449151416,"[25.62569931954508, 11.317500665412343, 1.3911750452002754, 17.77676220465387, -24.406544910500358, -9.570655410930042, -15.327180041561546, -0.48329684948013707, 216.07331831183168, -18.256502213523017, 43.60291259200231, -38.99322396711248, 21.906298050930637, -13.279754131345516, -9.589688230568242, 22.444256200809694, 11.373476236071703, 21.540883302645337, 14.715053992692143, 0.16378650409666595, -0.7394453016817866, -3.1969907361271885, -2.2335823003355055, 3.239548193056145, 2.930470145087317, -0.7567447038602937, 5.880847266365854, 21.748705312591202, 19.50114805414469, 96.92980400822977, -44.68667885211373, 1.970360289266627, 9.91220358392877, 10.954745921030804, -66.15808235831112, 70.82455957591345, 5.122373247921316, 13.59504999960505, 14.947668516039538, -11.139216089262272]",2023-06-28,2022-02-24
perp_2100,perp_dual_ridge,5,2023-10-01,1960,320,False,14.35609478022004,-945.6187660151171,1058.3037639111294,"[30.756827980689877, 14.261297985200628, 1.4901838086274888, 19.49512949754824, -19.493829587312206, -12.714249099567061, -9.39278470291848, -2.3410743888135315, 198.945372388115, -14.449778475815705, 36.79329822746869, -31.036022857256636, 23.649033706890094, -11.02727146978788, -4.21988661985803, 13.176083954810885, 16.935533224569244, 31.106752136979086, 18.066496657082045, 5.5215714777471785, 0.3799128427542062, -3.933898448450803, -1.1614120881949688, 3.113727647133026, 1.6016700467592375, -4.598982516680065, 9.306780923067972, 17.481408960696978, 6.609920026260549, 65.54905624095083, -37.4463718509521, 17.620881293082395, 4.254133551989153, -8.821593572033185, -29.533751051645247, 69.46519337137742, -1.6243127221942382, 14.442717447444325, 14.173359160327502, -5.936436515895369]",2023-09-28,2022-02-24
perp_2100,perp_dual_ridge,5,2024-01-01,2285,285,False,7.2638455664686035,-922.1232443954863,1039.0518167526213,"[33.98983381048285, 0.25896490845303394, -6.489301522446286, 12.254380064924643, 6.57586749864003, -16.17926563408028, 4.864108021315009, 5.6031265923784845, 187.27901950565476, -10.597872474534308, 30.012932046282288, -24.705654273851763, 24.063263421404205, -14.806876559720534, -3.014787934262651, 5.6702185677981065, -4.146023416171249, 22.791498886868695, 29.624611446523858, 11.471241142947529, 0.5487766346265733, -3.541249599375343, -0.6483421101932058, 1.167642371106278, 2.473172703836423, -5.581764434920542, 10.941136425091333, 14.634512751038162, 8.205289689917848, 22.44423569060912, -24.136755353255893, 18.319231054083215, 2.309227816912308, -4.943930136699776, -18.27668879568216, 68.05818175743936, -0.5711621512331507, 13.303780424258026, 13.438866146781917, 1.300206400940929]",2023-12-29,2022-02-24
perp_2100,perp_dual_ridge,5,2024-04-01,2570,300,False,7.229408168999094,-858.8440248113787,1013.5623233984381,"[32.07169983533523, 7.281366356236276, 3.777756386138285, 19.34678521694822, -10.780142656648042, -18.617430875288456, 3.7909292184646786, 4.063902846699259, 174.55291824864324, -10.613864566834023, 23.181060906286937, -16.042826786347376, 25.100388852410976, -12.673252043135978, -2.56683914534823, 7.140442500681044, -2.3455976050806098, 23.400139938070566, 24.479266058258908, 8.855548577907008, 0.6008954253358259, -3.4966874610334604, -0.7769191672289624, 1.9650099279800506, 1.7077012749441187, -12.9632412229217, 10.897839268698583, 12.938926239129417, 8.380114119839124, 16.382299244410383, -24.476458925699607, 16.496252648062356, 2.5292965004140155, -5.9731101884531075, -14.71303482795682, 65.90514616576017, 0.6056788971810015, 11.302187239393765, 14.504636749124955, 0.7682301833223305]",2024-03-29,2022-02-24
perp_2100,perp_dual_ridge,5,2024-07-01,2870,330,False,2.568246160410026,-817.0958145665713,997.3930399041518,"[29.46543892727001, 0.04936886310984445, 0.8485611209019055, 13.681824201881065, 4.4811209827690925, -20.10366078477578, 11.41212272309275, 8.615297636842419, 162.0247813401861, -6.656829343054035, 16.5909859894192, -8.723356610340264, 23.93241545181004, -12.82421722469739, -4.115962581244087, 0.5011452873912052, 6.309114446020676, 23.614717436538385, 18.36730587313873, 6.088340371349416, 0.8310233424582126, -3.1157751566060585, -0.14669864063082882, 2.123618041535153, 0.3078324132421459, -12.363609278652692, 13.126226030038476, 10.685152064387763, 8.679717567058667, 12.836569343620582, -19.964699289719622, 18.286566872875653, 1.088742307010122, -3.6002462018287074, -0.10222361607607892, 63.18799023694752, 1.6437852419201395, 10.320630564682729, 13.614901966993123, -11.440848268310605]",2024-06-28,2022-02-24
perp_2100,perp_dual_ridge,5,2024-10-01,3195,325,False,5.963882353412344,-786.5437267981632,984.5519035166994,"[32.30198349346689, -3.8542769157719956, 7.8612903409605455, 21.154912976829834, 16.904707316971155, -39.995832090179164, 25.931604546367662, 1.9213013278475186, 152.33863527896372, -7.587916600371848, 8.79044965966773, -3.213359882472072, 12.380790983916917, 1.1775926290500784, -2.3709110470319583, -9.38137163165885, 9.503574116302378, 25.353253576481677, 18.46206451736612, 1.993213217564276, 0.8002991829483618, -2.7432380704170125, 0.8105719072820504, 1.7812140991639775, -0.648847118975058, -13.379303455514536, 10.394589587506324, 11.00359217279301, 5.5727871433906575, 25.26307068928205, -23.516525656387213, 17.64168151373738, 1.9529024953674785, -6.49329726736235, 6.556052358885622, 54.493001331895464, -1.1974585987287711, 9.829983149846903, 11.974504563028894, -13.481418220625077]",2024-09-27,2022-02-24
perp_2100,perp_dual_ridge,5,2025-01-01,3525,290,False,7.620492952565795,-770.2647496809547,953.6782601009149,"[32.799846808966265, 9.960680670341675, 15.095932873294679, 25.20802678355149, 11.804616988825313, -45.15760861409835, 23.293561952076725, -11.075613644899198, 147.9605199729799, -7.26616093999753, 13.920769321643984, -11.75351315885707, 2.8715195000243234, 16.06546376167946, -7.739896036867782, -4.5321774686629706, 6.085466972470231, 17.739683753272786, 12.742081381326097, 0.8631373116653858, 0.4838683490174733, -2.0807547465285485, 0.46755953747221335, 2.7459072428837827, -1.6165803828430518, -12.065617022260529, 9.459787422993571, 9.373437318218699, 3.930423784902517, 24.78989007893971, -24.886434370227466, 21.687986237505303, -1.0660320848744056, -4.975047535452772, -4.227222990150658, 50.22789647810083, -5.780277552625473, 11.01372977433585, 8.965860932465064, -4.5966308424137505]",2024-12-28,2022-02-24
perp_2100,perp_dual_ridge,5,2025-04-01,3810,295,False,-3.6908461480722266,-752.1839072849261,945.2132761434705,"[38.55296078006639, 20.14468221544846, 11.632741892683713, 29.06205870461963, 16.173220132421044, -59.06539329915547, 28.034697833871384, -14.142920312069798, 145.61353311286257, -3.297105288506994, 12.235636956025147, -12.140564057588886, 1.1953121748943445, 15.267570981077922, -5.452117773115919, 5.445805460129802, 12.989620727740435, 15.701331122371904, 14.977334770002292, 8.004442514984541, 0.3811073685234759, -2.2249366549274634, 0.5341259762549018, 2.505537321841415, -1.195834011692556, -11.369448113187586, 11.350063560751718, 10.018625497006184, 5.861124772929927, 17.222317456292547, -24.0894394878628, 21.288852727984036, 0.8654553338291584, -1.7194146504963541, -9.65942137608986, 52.00676510481811, -3.7564074367749885, 10.401569186908388, 9.119950763205658, -1.6724269031093435]",2025-03-28,2022-02-24
perp_2100,perp_dual_ridge,5,2025-07-01,4105,330,False,-6.351006151169173,-745.3332406748739,934.7060147545548,"[38.588127798573886, 20.365333491091164, 10.05079315314601, 27.56169303314678, 9.126072328330311, -54.55699054877694, 25.19880697029923, -13.136267092186525, 141.03813960483512, -1.731597756825433, 13.77889483560389, -15.332146995940024, 8.898941954693344, 4.40791366449365, -2.2814729263273033, 2.969155328593826, 11.146279097812487, 12.022254932568659, 14.203220695153973, 8.949166144560717, 1.482254050909501, -1.479212720993146, 0.1346055524316173, 2.0239551149704824, -2.161601997320431, -8.551938160459386, 11.397751236537125, 9.486065408396758, 5.614945024503057, 15.131833058778861, -24.023333077058112, 18.658515729315088, 2.284107519489403, -3.5120985017309785, -7.409309254214975, 52.82595060640405, -1.8122502462572212, 8.465913636092399, 10.376741442991792, -2.0458385728511987]",2025-06-27,2022-02-24
