clock,candidate,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
perp_2000,perp_dual_ridge,3,2025-07-01,4115,330,False,-4.138363940315467,-642.292764460782,769.3321930882101,"[28.150052798454304, 7.978003372457198, 6.737030754437728, 17.23788871748218, 0.6118984207282341, -16.303662571231648, 8.175973283654434, -14.948793047463825, 138.81120975808497, -0.9222645572515042, 18.604826148818812, -18.38789867048748, 11.653508640472142, -2.5890165758785675, -1.2085537753680284, 1.7011450111903197, 12.223023963993763, 9.305327894219092, 3.2806188276911374, 0.9613321099612191, 0.7011524922514771, -0.6717799043658199, 0.1896852809218125, 1.1132995809401869, -1.3323574497439847, -4.2788412763600014, 8.287069070956273, 6.521417023701301, 2.3920529168360094, 21.586091607624237, 3.0491149500882777, 14.655057055780247, 0.5868467313792471, -4.186298047816753, -10.82754555510802, 17.337737613250518, -2.150794213213409, 6.886964177730368, 6.556020362512505, -4.960487543353938]",2025-06-27,2022-02-24
perp_2000,perp_dual_ridge,3,2025-10-01,4440,320,False,-0.9520218242388976,-624.5827629148167,680.7575558900277,"[25.181248239433348, 6.395813723599337, 6.624017240993619, 15.71308900284073, -0.913139941291835, -10.332511711511184, 4.849315646346441, -14.1897698835449, 130.976026615858, -1.095127197584861, 16.164086892650012, -16.32291961554623, 7.990460759511467, 1.4504799581511683, -2.2630622741580346, 2.5717847829871863, 6.786992655988387, 3.85732566859942, 2.5462891658125346, 0.23940242005422896, 0.6373127536360722, -0.3771940714207278, -0.007571052311086978, 0.981923873437407, -1.2344715033419214, -2.251317382708609, 8.458184455126236, 5.365434947720967, 2.9187157005717537, 19.01191150513899, 4.1405331588013485, 15.10198216306788, 0.11289685253948628, -2.7595894881496874, -14.7964926854124, 18.211020182544857, -2.3947813999403964, 6.0919287504329755, 6.1216695437848445, -2.7791834934615975]",2025-09-26,2022-02-24
perp_2000,perp_dual_ridge,3,2026-01-01,4765,275,False,-2.6443405227858254,-614.4372730990315,628.9587514123025,"[18.89565831026981, 7.779134661834462, 9.79554656756698, 14.836124261190461, -2.6034431307149672, -12.036819373919718, 5.5791574026390025, -12.059309523943037, 126.69142172423373, -0.10009782656705303, 11.990215636352561, -12.304110717646504, 9.831875222328842, 1.6384470214806053, -0.8525641411023128, 4.910491052797394, 4.8838858616719065, 4.2320569323521875, 2.969773958774255, -0.89732453949697, 0.8756298878980271, -0.3418715716970668, -0.17732107846026685, 0.6737468343333989, -1.0301840720733422, -2.18699784038627, 9.38480764709722, 4.300706484630967, 3.5660793615389017, 12.852703510281998, 5.570937020367711, 15.340897817892555, -0.07922350645842925, -2.140313747681534, -20.02646689712033, 19.389095276874333, -1.639789571632595, 5.09199085180825, 6.482332772693285, 0.9227730671763197]",2025-12-29,2022-02-24
perp_2000,perp_dual_ridge,3,2026-04-01,5035,310,False,-0.8648809263821039,-597.2381117623435,620.7714847017887,"[20.130015924905408, 5.609407017250677, 8.909616557039822, 14.152949509600562, -11.094249597403135, -3.1063511431671094, -0.3417663116304973, -11.250328403419562, 124.76574284663734, 0.07548307695876189, 11.499409545420349, -12.431777474577746, 8.357596571252063, 2.996079324248155, -0.27007910155845727, 2.549791944342729, 3.652826027640469, 3.460101023465751, 2.1937518488984282, -1.4054374720963296, 0.9073650384426774, -0.185230020500047, -0.19253264211280244, 0.4365834415872777, -0.9661858174179588, -2.0410641039877335, 10.004987521314662, 3.465069052866947, 2.8757483745339782, 10.843750412992524, 8.15553404672048, 16.658942286928095, -1.624379778326966, -2.457856766621, -14.82586099037913, 21.32630626587701, -2.1233516625793025, 5.8309372803034725, 5.85430007453667, -4.904134178093452]",2026-03-27,2022-02-24
perp_2000,perp_dual_ridge,3,2026-07-01,5345,225,False,-3.1139837632378553,-587.3349042031401,602.6438540710153,"[18.328009839806104, 8.086782687658493, 10.659950203393354, 15.229574956913313, -12.642556295588895, -4.495012379955819, -0.9035301018325348, -10.203499039078535, 121.35308977745254, 1.733856945974296, 13.044771110670387, -13.276164945771248, 8.011361565145195, 3.011619726556583, -0.034357735851521756, 1.6709289336127853, 3.622633620412142, 3.493779154266757, -0.19462646879601864, -0.6530937414397194, 1.1412860884520821, -0.3263496013974248, -0.28377329465447204, 0.4067142428935971, -0.9378774352926452, -2.21244561611438, 10.02186041342779, 3.21942145093564, 2.858872354161492, 8.455990932567069, 7.877469711941723, 16.90766808194784, -1.6270723461654124, -2.421147048356427, -11.116087557077915, 20.2674870459187, -2.446714302295821, 5.581028788057391, 5.835104027951571, -5.894155546021618]",2026-06-26,2022-02-24
perp_2000,perp_dual_ridge,5,2023-01-01,1045,285,False,-19.999298058321568,-1070.8872486150897,1208.8410038338714,"[23.41148861076228, 45.862892718151805, -10.769465323880608, 13.81087844605767, -34.4936884068958, -37.05006450694699, -34.03757786147763, 3.720453167087441, 268.8549869606081, -19.66526776211284, 61.18479733092861, -63.04394453841215, 3.129523564883115, -10.028488990773788, -8.296370996963102, 40.17428269260171, 3.9250338481419558, 8.812646855247431, 20.291971512136456, 7.19643365499273, 1.5735237256671726, -5.9912229913912425, -3.1768347858611943, 5.861317359389357, 1.7332166921973917, 0.0, 3.4568141291537975, 33.78829408835841, 24.118831071533425, 102.41619377964345, -60.45532211350479, -2.3033612814931446, 18.544806202259394, 16.488593777852234, -54.462471461394244, 87.94699520694145, 4.848090784760842, 17.346700198004225, 16.44409077450563, -38.70901780112437]",2022-12-29,2022-02-24
perp_2000,perp_dual_ridge,5,2023-04-01,1325,305,False,-5.740625980132125,-1004.8809845100977,1107.3651994167612,"[33.15613699521556, 35.175550021720646, 10.711446182041435, 29.78724875187125, -43.61376847512583, -22.665253933671217, -14.025988736535027, -7.485989837080384, 237.52088648613972, -16.737724866630792, 58.25850037230162, -58.47717169615976, 5.618538102596013, -2.6248583761464026, -11.974458545078363, 50.12843237527242, 27.197811350740714, 15.760812751670432, 10.243697364049366, -0.5175056729873964, -0.7395827449626315, -4.636489180398573, -4.121670961757438, 6.100107443138242, 3.397635443982531, -10.574454887479607, 5.536758852228391, 27.338768916898758, 22.49778438485403, 79.85640726999922, -49.74975635696878, -6.862910997232115, 17.9599979264929, 10.651280110146997, -52.805914766112316, 85.94623505173506, 9.88662321122081, 12.023082525692347, 18.850643773705322, -22.15491502885709]",2023-03-29,2022-02-24
perp_2000,perp_dual_ridge,5,2023-07-01,1630,325,False,6.270219616770115,-965.870524838005,1090.3424449151416,"[24.048605718531753, 13.093943953762148, 3.351129501517296, 16.894126968488766, -25.78564165573727, -8.13863151553574, -16.905692278318895, -4.3569376460562825, 217.02382317760794, -19.35508313991407, 36.01528219159211, -32.598179314055905, 14.998214762436167, -7.670750418252504, -10.285562661381014, 26.548860542219685, 7.051821337255312, 18.0928669522883, 16.15855468750524, -1.7617126298741936, -0.870028013979984, -3.2077489252081106, -2.318048779546666, 3.1781861122343487, 3.2176396064995756, 1.206251951855426, 5.584113553925255, 24.24646779571596, 18.016474947812224, 76.65892116721507, -43.85068530046593, -2.307226398541088, 13.663885625396105, 8.346327237981592, -57.49191119511947, 82.1933989775495, 7.343168253258115, 12.824474411522226, 15.394156537899478, -14.768861691014141]",2023-06-28,2022-02-24
perp_2000,perp_dual_ridge,5,2023-10-01,1960,320,False,14.35609478022004,-945.6187660151171,1058.3037639111294,"[28.14132766179243, 14.668936022474757, 3.2077301045148108, 18.720868213801705, -20.508598311113897, -10.063762306312901, -11.114007313828505, -5.339582893023495, 199.99624820624217, -15.022885611586755, 32.610465192569315, -27.586119743755503, 16.51878147852604, -6.179468530327682, -4.185376842310075, 19.08781061586559, 13.41742057053455, 27.907201684559894, 19.11247626365463, 4.528697364907981, 0.38070658845334626, -3.965824879978854, -1.3966328140284254, 3.260257120354374, 1.7214939852002644, -4.820918167734322, 6.622630029212647, 22.113629622539694, 4.24902884892125, 50.321588890346675, -34.1512607557041, 11.551381335004796, 8.281370532850827, -10.157250207251286, -26.868402804611986, 76.02503382008942, -0.37963513421383277, 15.624530453681178, 12.185932607390287, -8.05783643948791]",2023-09-28,2022-02-24
perp_2000,perp_dual_ridge,5,2024-01-01,2285,285,False,7.2638455664686035,-922.1232443954863,1039.0518167526213,"[31.745166491829025, 2.154151317324648, -4.1802790597990285, 13.154277277907088, 1.0146952305728272, -15.30249835268118, 1.3392571401378806, 2.9012338673426594, 188.44531063419274, -11.432212263719148, 25.966027786603505, -20.805413292162548, 18.13711553952781, -9.582263958372199, -3.682047924349517, 10.700507963290644, -6.132837466830919, 21.575285898659097, 31.075468848471626, 10.722575617774355, 0.45141908279842996, -3.6015755824844775, -0.7097144832417466, 1.2044626974993788, 2.6554082854290395, -2.884501218657286, 7.901156394615222, 19.35656692998294, 6.363950558047561, 11.05023501397077, -20.13243124112676, 10.876183329330054, 7.371384212666844, -6.423655824325398, -14.638660108584423, 74.09444792161435, 1.2863152774874238, 13.882427419195109, 12.246081943198083, -5.92264182761507]",2023-12-29,2022-02-24
perp_2000,perp_dual_ridge,5,2024-04-01,2570,300,False,7.229408168999094,-858.8440248113787,1013.5623233984381,"[29.915017349634905, 9.55963923859653, 5.212793497487931, 19.747325986272134, -15.647767360859673, -17.302422507173368, 0.29979119023795486, 2.140204975109362, 175.67872663469407, -10.695101078843654, 20.48028495803429, -13.975141740488647, 19.088922913958765, -7.699025693498885, -3.2560314033416646, 11.334016623967448, -4.551221640777234, 21.602986916395196, 25.952534068451737, 8.440197660330309, 0.5371850191093184, -3.557645154134286, -0.8027064365234351, 1.957588075266821, 1.8655784962790702, -9.949002500828579, 7.481160763618485, 18.36452979740353, 6.019314193344542, 8.986274416820693, -21.270057181887665, 10.284830589533797, 6.75808873065171, -7.471270364039365, -11.103172964305786, 70.35225784609291, 1.1758652849652613, 13.277521648916856, 12.67867382423196, -7.002710027193331]",2024-03-29,2022-02-24
perp_2000,perp_dual_ridge,5,2024-07-01,2870,330,False,2.568246160410026,-817.0958145665713,997.3930399041518,"[27.264033182275178, 2.0428669234338326, 1.2953471921797675, 14.313064797212622, 3.0821967940272033, -20.61115765063352, 9.863602721914761, 6.940898648486782, 163.50977754342605, -6.356197804765391, 16.027559171278487, -8.67700949660791, 18.910289632216035, -8.64156088211776, -4.632161242575535, 6.982628173635815, 4.64518621217549, 22.15006527066889, 19.345293772461414, 5.812171407104877, 0.7541245021061771, -3.238731448621358, -0.21224250570140132, 2.1829155409577705, 0.513933911257571, -10.165342433420129, 9.433318812483197, 15.70308477758546, 6.842343371520677, 5.759308769270164, -14.063744197449436, 13.163980204649397, 3.1767314723128615, -3.3981808977161765, -1.0648187991945575, 65.27910099101396, 1.1913429688331747, 14.032559560168727, 11.189151769287637, -18.199384419563287]",2024-06-28,2022-02-24
perp_2000,perp_dual_ridge,5,2024-10-01,3195,325,False,5.963882353412344,-786.5437267981632,984.5519035166994,"[30.87529971851093, -2.2681391995436124, 10.794242397157849, 22.434186884420185, 13.605437120304288, -40.52249849650294, 24.414614784782714, -1.8764482723844729, 153.00418231430967, -7.4830717474215405, 10.222999298038838, -5.134472192002237, 9.872723549731802, 3.0951754670218543, -2.2867248480292344, -6.751399137595891, 8.76810823470193, 24.558375365747654, 19.01195474602198, 1.1036206019373496, 0.7868080581362926, -2.7400158511027, 0.7004346196290805, 1.7938933511958939, -0.5411201778563528, -11.867041439323216, 8.167979165275781, 12.672933657852768, 4.321577069198279, 20.521669146424145, -18.757687515493167, 12.561503087653769, 4.4688325641776006, -7.2918805158452065, 6.923512629195482, 56.864174854449665, 0.07208445682452412, 9.414340086733258, 11.003076140604941, -19.03393135432064]",2024-09-27,2022-02-24
perp_2000,perp_dual_ridge,5,2025-01-01,3525,290,False,7.620492952565795,-770.2647496809547,953.6782601009149,"[32.09603827570676, 12.148551704375997, 17.115182435831304, 26.505670400054303, 10.23818854272814, -45.74127137166428, 22.330774073214073, -15.96023720257025, 148.7161602885975, -6.782773674224483, 15.019700395955184, -13.140287561109814, 2.9440623379559017, 15.935710281423546, -8.453912138625093, -3.0751683596258372, 5.848540489898082, 18.834742217695435, 13.835284327033346, 1.139302216348018, 0.38706511245953634, -2.078390690688337, 0.35032108033392134, 2.814474359363632, -1.4734698614669486, -10.37494819682275, 6.108594541206069, 13.74033805168949, 3.7053497974672274, 22.034410424993695, -24.297946019105012, 13.27173881378429, 6.598995587598266, -5.326728915246234, -0.9106963884419281, 53.8064649719793, -3.2075246173840517, 8.572053805470317, 8.95836314869312, -11.105372232327534]",2024-12-28,2022-02-24
perp_2000,perp_dual_ridge,5,2025-04-01,3810,295,False,-3.6908461480722266,-752.1839072849261,945.2132761434705,"[40.87228657142103, 23.652126082571588, 13.702663443950042, 32.33310220926257, 10.973607637542427, -59.776146551256325, 25.522997405996072, -20.497020715749954, 145.98721870791258, -2.6662452258119984, 17.526500411110153, -17.896676077483658, 2.832057139768223, 13.200433966020961, -6.075749868929385, 6.002071225672457, 10.965205161385276, 16.435735916818494, 16.66368736568856, 8.982162192232273, 0.27982933564826434, -2.192936732696244, 0.44686551079353387, 2.556516229507301, -1.0902743432530202, -9.776015730418095, 6.659736419761295, 13.794626709997816, 5.059652717355185, 15.15272181580604, -22.13662664289119, 13.226125580409427, 5.609322022065017, -2.0192836497746924, -3.3381424141902287, 53.242244590623, -2.7642718842317615, 9.928286141283596, 8.230597447012558, -10.486965540573381]",2025-03-28,2022-02-24
perp_2000,perp_dual_ridge,5,2025-07-01,4105,330,False,-6.351006151169173,-745.3332406748739,934.7060147545548,"[40.07676513927724, 23.64248590263923, 12.59300598734499, 30.43970452385108, 5.31653544162393, -56.27212906943703, 23.804943474629468, -18.456449538523376, 141.47228773172108, -0.7443724451499445, 18.794015340376326, -20.569157274064942, 11.809079271206206, 0.6098045233490978, -3.0823050136229564, 4.72362885197323, 8.532101210920999, 12.49436180683107, 15.342000865283667, 10.109651961399832, 1.3781789701431892, -1.4197732543225638, 0.024202990960660906, 2.082650395070184, -2.0652591018533983, -6.859618152790111, 7.841261667644262, 11.175645622703831, 4.524411943238919, 12.206362391028176, -23.425425421074028, 13.873078970909328, 2.652652022235599, -4.037317233952698, -2.803531724646653, 52.31430090566994, -2.0396100620706425, 10.050465568737744, 9.220663339407388, -7.389863033744266]",2025-06-27,2022-02-24
perp_2000,perp_dual_ridge,5,2025-10-01,4430,320,False,-1.479849702173435,-720.8732262825083,909.697185331883,"[37.74358941303477, 20.391039328234385, 10.107294606115135, 28.158711508478785, 1.6430771394732622, -42.37870578860116, 16.674008142472385, -18.11103989444927, 134.98935315965107, -1.5982313662076835, 14.985280133178728, -16.71744144339268, 7.1773357837380045, 3.9030765786933146, -2.9795038597719854, 4.878215260251842, 3.9400480619240774, 5.835874213400182, 11.604989016181193, 7.108425131424182, 1.6274279714929891, -0.8812136007597037, -0.18009800735701306, 1.66092242425372, -2.22703878763092, -5.088401862920326, 7.990070431787668, 10.287025348398036, 4.546967476035126, 11.446809745018871, -21.721021215330417, 14.423542100443798, 2.5113178727672185, -3.5180970529822626, -7.447124302071796, 50.502965486210165, -2.393843108740314, 9.218367542121404, 8.890713761474784, -4.974519248799002]",2025-09-26,2022-02-24
perp_2000,perp_dual_ridge,5,2026-01-01,4755,275,False,-3.6873791085651257,-695.9844951805426,874.4277697002811,"[29.248688822274733, 20.832924318566658, 13.99223691231455, 26.116832332941616, -1.0602263389097122, -41.49330491503748, 17.03526343510039, -17.121741739999546, 130.3987378376944, 0.1592972464919542, 11.978259403010806, -13.473862380998384, 10.376875602080949, 3.7671846184539857, -1.7383725678171382, 8.57575516778194, 3.1739269671500003, 6.067537565635416, 9.989541028183487, 4.425346261555987, 1.7463691664707814, -0.6675517729932174, -0.482943856741418, 1.1260161310830223, -1.7218896678170725, -4.066191589989754, 9.167268878050516, 9.133603278406378, 5.450560054527203, 3.814985368738584, -17.42761561320415, 14.840607698170759, 2.2267339277783513, -1.5477956630754952, -15.433141258736363, 48.96984878295088, -1.4742817903176144, 8.213704241443576, 8.472167818506785, -0.4479214277396896]",2025-12-29,2022-02-24
perp_2000,perp_dual_ridge,5,2026-04-01,5025,310,False,-0.4361667941662667,-684.757965100672,845.9781801638912,"[30.20293958258249, 14.902090308921624, 12.090690578078423, 23.08295601561784, -13.561786915410776, -22.937681353528735, 6.681067609368743, -16.26422216486984, 127.03581244396976, -0.6905203837535449, 10.299966096875204, -13.277266571878084, 8.971857110308065, 6.096952586961595, -0.8396630122145976, 3.8567242625501086, -1.807884350502292, 2.3992623241300937, 7.178693770670317, 2.0337245000346433, 1.5970665358055427, -0.5727052585199579, -0.4627980262828771, 0.8273328040747733, -1.3888960550739073, -3.7843616775493376, 9.81836743432602, 8.378739756013236, 4.208363963893493, 0.11036159162238489, -14.625651865849031, 16.378933179199244, 0.5587945460612005, -2.8865933041984224, -7.0307633847760655, 51.167341189485626, -2.110018682464698, 9.203140100615238, 7.972979262962907, -7.58885612886204]",2026-03-27,2022-02-24
perp_2000,perp_dual_ridge,5,2026-07-01,5335,225,False,-5.274307381324301,-677.493741526537,827.9986684582553,"[25.43957730655627, 19.980049036720814, 15.214566478815163, 24.57676261211026, -17.40149100324241, -25.455284735497557, 5.115697095720128, -14.126006828866362, 122.8398714616289, 1.234675850391558, 13.5254310599855, -15.658062944560971, 8.820078455599614, 6.03751519614266, -0.6711579652867878, 1.2726641506451775, -3.639746562700145, 1.1578884437113874, 1.4468083080527567, 3.3934367834634322, 1.7643005280683728, -0.6651818231732751, -0.5891396759467333, 0.829601131126614, -1.3395801600762836, -1.8291891810466043, 9.68227392230609, 7.807045215288144, 3.9207217117028033, -6.053546299927608, -14.709021334917173, 17.566372476404354, 0.1656664224911811, -3.0233176688741126, -0.7554193237227914, 48.53836895872061, -3.4355560535538916, 9.012113800649226, 7.746292567239068, -8.314377641958073]",2026-06-26,2022-02-24
perp_2000,perp_dual_ridge,10,2023-01-01,1020,285,False,-61.987410627334704,-1673.1150124459082,1531.0059462928741,"[31.67747013251527, -26.411452535893694, 69.68384297153773, 24.186029319214168, -45.16942834478447, -6.455363791598343, 16.111790891442332, -17.549689093159603, 288.06731418857225, -15.223968550144177, 55.98771729551958, -45.90047583912454, -9.451529255359613, -9.451529255360006, -7.5949079888056, 124.08924509465552, 40.72255884289915, 15.941160438813984, 47.788797210922766, 47.86277029492924, 4.573977711711423, -12.479243318507994, -4.4259424100626275, 16.087748081697228, -3.7565400648375644, 0.0, -35.84688961296395, 74.42993730542123, 25.374434928485176, 152.4416027986682, -127.38994003824459, -41.45354678267448, 49.85947827730027, 37.06678220967767, -44.69533854459324, 181.5009885865458, -14.759910855788352, 29.707303178048672, 3.2059908425494967, -53.93017713074102]",2022-12-29,2022-02-24
