clock,candidate,h,origin,n_train,n_positive,weighted_prior,n_query,constant_prediction,intercept,coefficients,last_target_maturity,min_train_date
perp_2000,perp_dual_hgb,5,2025-04-01,2145,663,0.304611483744244,295,False,-0.214849890887692,"[0.6192119500290986, 0.03244384388786436, -0.02123345207215316, 0.05520357468099229, -0.0391563489440518, -0.23420486906020296]",2025-03-28,2022-02-24
perp_2000,perp_dual_hgb,5,2025-07-01,2440,709,0.28091178965335534,330,False,-0.30457777174509476,"[0.6394474715292559, 0.1330073243825323, -0.07735300290846564, -0.04618262284869556, -0.10916117794621179, -0.1943089284250727]",2025-06-27,2022-02-24
perp_2000,perp_dual_hgb,5,2025-10-01,2765,832,0.29708954702051316,320,False,-0.2208881353591562,"[0.6631645958321315, 0.15036515282766066, -0.11937942098828175, 0.0032256750074125453, -0.06695914076615596, -0.18077882505371617]",2025-09-26,2022-02-24
perp_2000,perp_dual_hgb,5,2026-01-01,3090,896,0.2821309751893967,275,False,-0.31258650816323513,"[0.6679961087800025, 0.08742184704560274, -0.12238098207479614, -0.03750034037075212, -0.09450602431957882, -0.13531475773828328]",2025-12-29,2022-02-24
perp_2000,perp_dual_hgb,5,2026-04-01,3360,977,0.2847471027205391,310,False,-0.25578036721421626,"[0.7008354793254671, 0.032093307138470105, -0.06878365931597441, -0.05219071081758031, -0.08914835647573277, -0.06907288554262167]",2026-03-27,2022-02-24
perp_2000,perp_dual_hgb,5,2026-07-01,3670,1041,0.2751039779887459,225,False,-0.2510100564776989,"[0.6900480360732295, 0.02879026298201341, -0.0353696394309441, -0.06176937402413581, -0.07748950026618605, -0.09680314881229354]",2026-06-26,2022-02-24
perp_2000,perp_dual_hgb,10,2023-07-01,0,0,0.5,325,True,0.0,[],,2022-02-24
perp_2000,perp_dual_hgb,10,2023-10-01,270,78,0.2881476637468211,320,False,-0.6665574071117542,"[0.9899396243935386, 0.0024917358364807615, -0.09678525034539845, 0.24191900676654604, 0.1283149973376813, -0.27385783647364437]",2023-09-28,2022-02-24
perp_2000,perp_dual_hgb,10,2024-01-01,595,117,0.19348434582975607,285,False,-1.0919358359951,"[0.827459189821887, -0.028066664777736207, -0.042080486018857506, 0.22553499184554268, -0.0827716377334003, -0.0684629432386376]",2023-12-29,2022-02-24
perp_2000,perp_dual_hgb,10,2024-04-01,880,199,0.22744140869464233,300,False,-0.8150953541027626,"[0.39547242411851713, -0.0026616178245998327, 0.012866388343406749, 0.09809226488471222, -0.01906749444043189, -0.09088816873486161]",2024-03-29,2022-02-24
perp_2000,perp_dual_hgb,10,2024-07-01,1180,241,0.20144356936685062,330,False,-0.8560220800819239,"[0.4297664733520984, -0.011407027700767165, -0.06655495429968883, 0.1075488549159945, 0.03967233129200373, -0.026472539549277422]",2024-06-28,2022-02-24
perp_2000,perp_dual_hgb,10,2024-10-01,1505,324,0.2156003902232384,325,False,-0.7967332259804918,"[0.3393649313392294, -0.0019018276500564364, -0.1100967344431915, 0.18956497790622745, 0.02755581903994397, -0.10556289432436913]",2024-09-27,2022-02-24
perp_2000,perp_dual_hgb,10,2025-01-01,1835,450,0.25139324787747713,290,False,-0.49251146254166994,"[0.3490974462290392, -0.0027661972928271477, -0.114568903075198, 0.035556137299462214, -0.029410827056995874, -0.35261627690522634]",2024-12-28,2022-02-24
perp_2000,perp_dual_hgb,10,2025-04-01,2120,464,0.2166808697406697,295,False,-0.8503520175276328,"[0.3125998427667637, 0.06335459011594069, -0.03698140075967286, 0.09877700225536863, 0.05842146233144314, -0.18669728256845416]",2025-03-28,2022-02-24
perp_2000,perp_dual_hgb,10,2025-07-01,2415,497,0.1996695284625274,330,False,-0.9389415163810554,"[0.3283943683413438, 0.21247928365758556, -0.07085442694660182, 0.03658814175979446, 0.0483331045367304, -0.20416342864480683]",2025-06-27,2022-02-24
perp_2000,perp_dual_hgb,10,2025-10-01,2740,595,0.2166562468534775,320,False,-0.7810346405520364,"[0.3855330947589912, 0.24926922752275577, -0.11464372647009288, 0.06577998897251128, 0.05433411716670013, -0.2427259648379653]",2025-09-26,2022-02-24
perp_2000,perp_dual_hgb,10,2026-01-01,3065,636,0.20320171363820283,275,False,-0.7328049369351197,"[0.3726238637946951, 0.05805881901781475, -0.23028489662367085, -0.10297526916995978, -0.11098914836676846, -0.3155623501641506]",2025-12-29,2022-02-24
perp_2000,perp_dual_hgb,10,2026-04-01,3335,696,0.20611292369512738,310,False,-0.7341480517281446,"[0.345038007347242, -0.011451503328526607, -0.1739644746630399, -0.13945834083032593, -0.13238946102527918, -0.25065086999441594]",2026-03-27,2022-02-24
perp_2000,perp_dual_hgb,10,2026-07-01,3645,733,0.1949979830719939,225,False,-0.7624610449129232,"[0.3619112898741308, -0.022866887132498077, -0.1804941589870611, -0.1361154863735012, -0.1289337379842098, -0.2647204261759846]",2026-06-26,2022-02-24
perp_2000,perp_dual_hgb,20,2023-10-01,0,0,0.5,320,True,0.0,[],,2022-02-24
perp_2000,perp_dual_hgb,20,2024-01-01,220,18,0.08378934404047851,285,False,-2.0404606748207836,"[0.38368021780412453, -0.11372372453063942, 0.09789197728541107, 0.12218829464269242, -0.22750030842854307, 0.1229138718664162]",2023-12-29,2022-02-24
perp_2000,perp_dual_hgb,20,2024-04-01,505,57,0.11524944363445377,300,False,-1.9969537111459168,"[0.028932731807273203, -0.026955793716474885, -0.031793515104151245, 0.05285722143428275, -0.13168407045428662, 0.14170718653684056]",2024-03-29,2022-02-24
perp_2000,perp_dual_hgb,20,2024-07-01,805,99,0.12372595229223693,330,False,-1.7876017099888817,"[0.09672586440464004, -0.028398890411210104, -0.35473346841978537, 0.07416991918439987, 0.17146231355113264, 0.13772088790894507]",2024-06-28,2022-02-24
perp_2000,perp_dual_hgb,20,2024-10-01,1130,136,0.12090559419331626,325,False,-1.7054554487341058,"[0.14576563542524856, -0.07843960547189346, -0.25522414417071954, 0.24621118969571051, 0.1448667075083416, -0.046685915608560676]",2024-09-27,2022-02-24
perp_2000,perp_dual_hgb,20,2025-01-01,1460,252,0.18034934331185595,290,False,-1.5291839671096739,"[-0.004353858476439873, -0.025209347785140494, -0.0004966025311729113, 0.1546500265379407, 0.11005799501214583, -0.2418280567434767]",2024-12-28,2022-02-24
perp_2000,perp_dual_hgb,20,2025-04-01,1745,254,0.14590637786379404,295,False,-2.0911128996044193,"[-0.1517157563450987, -0.03724782392042328, -0.018585566793774093, 0.140507770551704, 0.13177665980292927, -0.22084311323998637]",2025-03-28,2022-02-24
perp_2000,perp_dual_hgb,20,2025-07-01,2040,268,0.12803142795572806,330,False,-2.3415869710899697,"[-0.19424811140386763, 0.16904458516756865, -0.05819762122320267, 0.09811490729167928, 0.09121049899156916, -0.2532683365288409]",2025-06-27,2022-02-24
perp_2000,perp_dual_hgb,20,2025-10-01,2365,330,0.13969804302128935,320,False,-2.0920206261063345,"[-0.12477527425997312, 0.24324347910394395, -0.09353084939347171, 0.1161266243301441, 0.0846822201098449, -0.32655749837857373]",2025-09-26,2022-02-24
perp_2000,perp_dual_hgb,20,2026-01-01,2690,362,0.13256671195423583,275,False,-1.9677325895206488,"[-0.038928497267335785, 0.20503936580221654, -0.04849052859065303, 0.06637422729445035, 0.055443113028201776, -0.26169545375286474]",2025-12-29,2022-02-24
perp_2000,perp_dual_hgb,20,2026-04-01,2960,396,0.13182859919053738,310,False,-2.010197080518026,"[-0.05977273456589516, 0.121842997592312, 0.01913542743457737, 0.01598831966683633, 0.027229919599061132, -0.18261872084645567]",2026-03-27,2022-02-24
perp_2000,perp_dual_hgb,20,2026-07-01,3270,434,0.13025300561194275,225,False,-2.08793295560941,"[-0.09113591498868996, 0.11443900960642849, 0.002039376349643786, 0.0011810815912752285, 0.031149428258142528, -0.15481279360925093]",2026-06-26,2022-02-24
perp_2100,perp_dual_hgb,3,2023-07-01,0,0,0.5,325,True,0.0,[],,2022-02-24
perp_2100,perp_dual_hgb,3,2023-10-01,305,146,0.4781417572765785,320,False,0.5823524864011447,"[1.1461557958923088, -0.08451514481563852, 0.09855840004695762, 0.2736633594079576, -0.06981221027911165, -0.2182050124114462]",2023-09-28,2022-02-24
perp_2100,perp_dual_hgb,3,2024-01-01,630,253,0.3977539695879805,285,False,-0.438579934923937,"[0.7016948375419126, 0.02474477089961472, 0.0673888207823277, 0.2003206396454896, -0.2689653267995344, -0.018238499487739392]",2023-12-29,2022-02-24
perp_2100,perp_dual_hgb,3,2024-04-01,915,364,0.39567383509278337,300,False,-0.08099764620548555,"[0.6422583850491242, 0.013174687718507695, 0.0891555320063683, 0.11393183742951525, -0.10921834954827742, -0.1820750718239257]",2024-03-29,2022-02-24
perp_2100,perp_dual_hgb,3,2024-07-01,1215,441,0.3561938457865919,330,False,-0.17259136220840707,"[0.6593044060135302, -0.02426413037833171, -0.011619684675566332, 0.09993906311912708, -0.13755790255141329, -0.0893278829101774]",2024-06-28,2022-02-24
perp_2100,perp_dual_hgb,3,2024-10-01,1540,582,0.375726115062628,325,False,-0.023645695977892116,"[0.6679253048283414, -0.034543505167956116, -0.05394912990505642, 0.20822710945528983, -0.09175383730667046, -0.04957343084070259]",2024-09-27,2022-02-24
perp_2100,perp_dual_hgb,3,2025-01-01,1870,726,0.3882407100000498,290,False,-0.07515571523249462,"[0.6492764110876786, 0.017642242203673174, -0.022701779987316154, 0.12963958097507702, -0.06424943755318206, -0.13204118829695377]",2024-12-28,2022-02-24
perp_2100,perp_dual_hgb,3,2025-04-01,2155,791,0.3609792982429203,295,False,-0.15340286593917654,"[0.685060042753454, -0.013895307681206809, -0.04875343119739739, 0.07368941959000974, -0.059616141573171015, -0.09866155467156633]",2025-03-28,2022-02-24
perp_2100,perp_dual_hgb,3,2025-07-01,2450,858,0.33971234851847903,330,False,-0.1915679011960694,"[0.6842687038713181, 0.07906574452869397, -0.036161132791179704, -0.03351488355593628, -0.09054438816054529, -0.10363257030225796]",2025-06-27,2022-02-24
perp_2100,perp_dual_hgb,3,2025-10-01,2775,1001,0.35608363062718484,320,False,-0.13468621611622822,"[0.6996618919381637, 0.08831393587756747, -0.054088168373373074, 0.008412275025556106, -0.06604038847217118, -0.10617445443811654]",2025-09-26,2022-02-24
perp_2100,perp_dual_hgb,3,2026-01-01,3100,1082,0.340066059868535,275,False,-0.21576183006496738,"[0.7302949396050712, 0.04642201820818956, -0.0757241355476199, -0.0235473216837317, -0.08281174843792732, -0.07350154817053567]",2025-12-29,2022-02-24
perp_2100,perp_dual_hgb,3,2026-04-01,3370,1181,0.3436225966301747,310,False,-0.15334397826160076,"[0.7694246544582071, 0.019631947675212355, -0.02625964381517756, -0.022498417233987236, -0.07208784461184663, -0.04698229544909023]",2026-03-27,2022-02-24
perp_2100,perp_dual_hgb,3,2026-07-01,3680,1273,0.3381453883386383,225,False,-0.12146382297336186,"[0.785769243647745, 0.040857077599074025, 0.007422626668732982, -0.018811633534149417, -0.054407577076953303, -0.0919988437416172]",2026-06-26,2022-02-24
perp_2100,perp_dual_hgb,5,2023-07-01,0,0,0.5,325,True,0.0,[],,2022-02-24
perp_2100,perp_dual_hgb,5,2023-10-01,295,121,0.40918187448626897,320,False,0.0960878907244461,"[0.7802028509733799, 0.015040650879439902, -0.05891101064651518, 0.1935899208112572, 0.06000056831858486, -0.13317081323047344]",2023-09-28,2022-02-24
perp_2100,perp_dual_hgb,5,2024-01-01,620,209,0.3339523939601101,285,False,-0.5165933004009244,"[0.6261902355932305, 0.11851759363452463, 0.03298271469604107, 0.21287637432432166, -0.2831973230870685, -0.07586649811391671]",2023-12-29,2022-02-24
perp_2100,perp_dual_hgb,5,2024-04-01,905,307,0.3382355178830307,300,False,-0.2021522240176296,"[0.555836065799922, 0.07468347894392813, 0.04292299481108017, 0.10821680588550919, -0.1474303098077328, -0.26484886457624934]",2024-03-29,2022-02-24
perp_2100,perp_dual_hgb,5,2024-07-01,1205,357,0.2891423567231759,330,False,-0.3022214377195331,"[0.5913276443389252, 0.003964006691380782, -0.07429212609648167, 0.10229967708586306, -0.1524925446013941, -0.16209537716994538]",2024-06-28,2022-02-24
perp_2100,perp_dual_hgb,5,2024-10-01,1530,484,0.3151552959322331,325,False,-0.10311767881081098,"[0.586299444066604, 0.018052801725247935, -0.06734630410887056, 0.23697025348800277, -0.10300145819440981, -0.1820967193138885]",2024-09-27,2022-02-24
perp_2100,perp_dual_hgb,5,2025-01-01,1860,614,0.33189130330613614,290,False,-0.11694627678210785,"[0.5959633516145623, 0.05353299421031667, -0.004860535729541908, 0.13667003645900455, -0.04981065666867046, -0.24692692805079716]",2024-12-28,2022-02-24
perp_2100,perp_dual_hgb,5,2025-04-01,2145,663,0.304611483744244,295,False,-0.22168361483111015,"[0.6205799094814334, 0.02912498647592642, -0.019686627702063305, 0.05273908213668905, -0.046683622796118165, -0.2291916538330058]",2025-03-28,2022-02-24
perp_2100,perp_dual_hgb,5,2025-07-01,2440,709,0.28091178965335534,330,False,-0.2959849841931168,"[0.6394393236312435, 0.13249432395598854, -0.0720152912646119, -0.04663264996166627, -0.11686922582856053, -0.1813541518129807]",2025-06-27,2022-02-24
perp_2100,perp_dual_hgb,5,2025-10-01,2765,832,0.29708954702051316,320,False,-0.21714537294155462,"[0.6657974481421901, 0.1414641605415116, -0.11508238444970577, 0.005730687704354239, -0.07660068871636763, -0.16500658100181897]",2025-09-26,2022-02-24
perp_2100,perp_dual_hgb,5,2026-01-01,3090,896,0.2821309751893967,275,False,-0.3154309575173831,"[0.6618975954478961, 0.08021168840833949, -0.12325874661714566, -0.03660264572606006, -0.10464754079323652, -0.12182421702297183]",2025-12-29,2022-02-24
perp_2100,perp_dual_hgb,5,2026-04-01,3360,977,0.2847471027205391,310,False,-0.26049514335316354,"[0.6974683050622087, 0.02471370445542996, -0.06837861773565644, -0.05251740722298739, -0.10089026967973277, -0.05672206474006086]",2026-03-27,2022-02-24
perp_2100,perp_dual_hgb,5,2026-07-01,3670,1041,0.2751039779887459,225,False,-0.2377997371184499,"[0.7175053283850947, 0.0238316880796837, -0.03400865801749849, -0.056888458529374256, -0.08342678284388177, -0.07911787645821171]",2026-06-26,2022-02-24
perp_2100,perp_dual_hgb,10,2023-07-01,0,0,0.5,325,True,0.0,[],,2022-02-24
perp_2100,perp_dual_hgb,10,2023-10-01,270,78,0.2881476637468211,320,False,-0.8622401834168006,"[0.8143610662718509, -0.011788424990032654, -0.08422653297406486, 0.2017401810137262, 0.13875693493596583, -0.24254146511924227]",2023-09-28,2022-02-24
perp_2100,perp_dual_hgb,10,2024-01-01,595,117,0.19348434582975607,285,False,-1.1529717110875208,"[0.8859811120431673, -0.01992619943934319, -0.04880683281726779, 0.22416917716032958, -0.0746659634579736, -0.07380000270979015]",2023-12-29,2022-02-24
perp_2100,perp_dual_hgb,10,2024-04-01,880,199,0.22744140869464233,300,False,-0.8260132934373139,"[0.368431796889297, -0.003020297675302434, 0.012353477310005316, 0.0985379106491374, -0.012629252380430002, -0.09517433232037761]",2024-03-29,2022-02-24
perp_2100,perp_dual_hgb,10,2024-07-01,1180,241,0.20144356936685062,330,False,-0.8471110410231337,"[0.4148075059477669, -0.02199939542137984, -0.07167258895027082, 0.09612193607814197, 0.03127802526434674, -0.0396060021415713]",2024-06-28,2022-02-24
perp_2100,perp_dual_hgb,10,2024-10-01,1505,324,0.2156003902232384,325,False,-0.6218150109655217,"[0.37753985177870086, -0.12280152305796545, -0.22693002549942073, 0.0766322565185246, -0.09269514895882194, -0.21679092715842596]",2024-09-27,2022-02-24
perp_2100,perp_dual_hgb,10,2025-01-01,1835,450,0.25139324787747713,290,False,-0.5163131148291755,"[0.3303748330293936, -0.009043168029449003, -0.11936811386629473, 0.032357352348854486, -0.0336497881383232, -0.3582182393096356]",2024-12-28,2022-02-24
perp_2100,perp_dual_hgb,10,2025-04-01,2120,464,0.2166808697406697,295,False,-0.9207764852172686,"[0.2680652744899696, 0.06536392489458179, -0.03501582327980888, 0.10320564231178504, 0.061472507131217304, -0.19107068027910296]",2025-03-28,2022-02-24
perp_2100,perp_dual_hgb,10,2025-07-01,2415,497,0.1996695284625274,330,False,-1.005086761054357,"[0.2883934282335796, 0.21276105221993574, -0.06947416585359123, 0.0382766993564272, 0.04867794441537645, -0.20708181221543806]",2025-06-27,2022-02-24
perp_2100,perp_dual_hgb,10,2025-10-01,2740,595,0.2166562468534775,320,False,-0.7021323610652245,"[0.35510316108680956, 0.11130553560492429, -0.25029605446452946, -0.0681423045022813, -0.08298144087341894, -0.3755916430731413]",2025-09-26,2022-02-24
perp_2100,perp_dual_hgb,10,2026-01-01,3065,636,0.20320171363820283,275,False,-0.7757610475119593,"[0.3483153527767974, 0.0480141543006364, -0.23772178206561234, -0.10877511025391239, -0.12052042275131084, -0.3219684824401903]",2025-12-29,2022-02-24
perp_2100,perp_dual_hgb,10,2026-04-01,3335,696,0.20611292369512738,310,False,-0.7742143406621526,"[0.3220637078508917, -0.020119569262041954, -0.1805653579368417, -0.14454109232961315, -0.14134181522848227, -0.25526132207209234]",2026-03-27,2022-02-24
perp_2100,perp_dual_hgb,10,2026-07-01,3645,733,0.1949979830719939,225,False,-0.7845875701236972,"[0.3569111892121461, -0.0303605745350065, -0.1837259199617691, -0.1386746027356063, -0.13603148904836326, -0.26385720886210906]",2026-06-26,2022-02-24
perp_2100,perp_dual_hgb,20,2023-10-01,0,0,0.5,320,True,0.0,[],,2022-02-24
perp_2100,perp_dual_hgb,20,2024-01-01,220,18,0.08378934404047851,285,False,-1.6734508707364275,"[0.7892697335111537, -0.11199760468134029, 0.13444785118878252, 0.15244396948773037, -0.3363500995500795, 0.1681220465949378]",2023-12-29,2022-02-24
perp_2100,perp_dual_hgb,20,2024-04-01,505,57,0.11524944363445377,300,False,-1.7146430322866466,"[0.20478046699516186, -0.02572343709448814, -0.017328819611345317, 0.060222025031698975, -0.17493469421404167, 0.15753880994157024]",2024-03-29,2022-02-24
perp_2100,perp_dual_hgb,20,2024-07-01,805,99,0.12372595229223693,330,False,-1.5655039709475205,"[0.21161456351986307, -0.02801083276913392, -0.3436428739024039, 0.07775988896144263, 0.15409016470323086, 0.1522788369057085]",2024-06-28,2022-02-24
perp_2100,perp_dual_hgb,20,2024-10-01,1130,136,0.12090559419331626,325,False,-1.4917796171297908,"[0.25266299570037554, -0.08102266430896646, -0.25242799665874915, 0.24881814198556226, 0.12694651381689595, -0.036160126074723534]",2024-09-27,2022-02-24
perp_2100,perp_dual_hgb,20,2025-01-01,1460,252,0.18034934331185595,290,False,-1.3422841737543187,"[0.0835100774413829, -0.02404921958090637, 0.007046320682335584, 0.1553227797856574, 0.09885516082588326, -0.23027402657414223]",2024-12-28,2022-02-24
perp_2100,perp_dual_hgb,20,2025-04-01,1745,254,0.14590637786379404,295,False,-1.886579519737692,"[-0.05647166059135128, -0.03670247525469932, -0.015380639789932007, 0.13661745798819377, 0.12043702786894232, -0.2161153213679358]",2025-03-28,2022-02-24
perp_2100,perp_dual_hgb,20,2025-07-01,2040,268,0.12803142795572806,330,False,-2.105682917239723,"[-0.08457691088892942, 0.1677805833312219, -0.05685832843679444, 0.09110096723431789, 0.07460246580858648, -0.2528801389347343]",2025-06-27,2022-02-24
perp_2100,perp_dual_hgb,20,2025-10-01,2365,330,0.13969804302128935,320,False,-1.7925148057729121,"[0.021244247599614043, 0.24165154813747236, -0.08924801839483074, 0.1098434581996601, 0.07095835994369211, -0.3165075172482401]",2025-09-26,2022-02-24
perp_2100,perp_dual_hgb,20,2026-01-01,2690,362,0.13256671195423583,275,False,-1.7233190743171032,"[0.09149255366313083, 0.2027728926838362, -0.03832915840247374, 0.06739029688699351, 0.05234017922013359, -0.2422430599103786]",2025-12-29,2022-02-24
perp_2100,perp_dual_hgb,20,2026-04-01,2960,396,0.13182859919053738,310,False,-1.737557454759705,"[0.07991869405553509, 0.11549274714741696, 0.028233069579326177, 0.012024146985148244, 0.01956422015477603, -0.16712172809744283]",2026-03-27,2022-02-24
perp_2100,perp_dual_hgb,20,2026-07-01,3270,434,0.13025300561194275,225,False,-1.7393372823749378,"[0.0845657587380075, 0.10985224658998528, 0.015801719250084174, 0.0010614108110471288, 0.026638288241972684, -0.13696978738452387]",2026-06-26,2022-02-24
perp_2200,perp_dual_hgb,3,2023-07-01,0,0,0.5,325,True,0.0,[],,2022-02-24
perp_2200,perp_dual_hgb,3,2023-10-01,305,146,0.4781417572765785,320,False,0.3633099113313374,"[1.0204070235513063, -0.0506094597430705, 0.07677355949453714, 0.24686567383646985, -0.05219294966919915, -0.2202201381722355]",2023-09-28,2022-02-24
perp_2200,perp_dual_hgb,3,2024-01-01,630,253,0.3977539695879805,285,False,-0.5216979463792685,"[0.7108068654631619, 0.03606372452649724, 0.06917306672868921, 0.22706344042351198, -0.3009689500366123, -0.02620083962884518]",2023-12-29,2022-02-24
perp_2200,perp_dual_hgb,3,2024-04-01,915,364,0.39567383509278337,300,False,-0.14711388619256194,"[0.6550267258795169, 0.01139220271569941, 0.0778297248446229, 0.11408138751612654, -0.14077871543284157, -0.19919423525137514]",2024-03-29,2022-02-24
perp_2200,perp_dual_hgb,3,2024-07-01,1215,441,0.3561938457865919,330,False,-0.19869131902425494,"[0.6466890075709645, -0.021989842939818895, -0.015612865839369073, 0.10449542727239333, -0.15228899499696663, -0.10317325129852892]",2024-06-28,2022-02-24
perp_2200,perp_dual_hgb,3,2024-10-01,1540,582,0.375726115062628,325,False,-0.01220233365992427,"[0.6921606493893493, -0.029266861424108864, -0.05107297870810306, 0.2196938126030616, -0.10413549161720945, -0.04597531032296899]",2024-09-27,2022-02-24
perp_2200,perp_dual_hgb,3,2025-01-01,1870,726,0.3882407100000498,290,False,-0.06024460089567893,"[0.6975597377402898, 0.025473267518750002, -0.020059983745815264, 0.14554852172420746, -0.07797245007412297, -0.13034117724091576]",2024-12-28,2022-02-24
perp_2200,perp_dual_hgb,3,2025-04-01,2155,791,0.3609792982429203,295,False,-0.14829621802970247,"[0.7167241240508795, -0.007142935370353788, -0.04703343252613153, 0.08435170299986529, -0.07109025200736342, -0.10158580085375493]",2025-03-28,2022-02-24
perp_2200,perp_dual_hgb,3,2025-07-01,2450,858,0.33971234851847903,330,False,-0.18832530302199235,"[0.7063545082061675, 0.09056774931443622, -0.033212878673047154, -0.02851533027490192, -0.10443254446024905, -0.10603608263715542]",2025-06-27,2022-02-24
perp_2200,perp_dual_hgb,3,2025-10-01,2775,1001,0.35608363062718484,320,False,-0.13850367790858667,"[0.7145540636671176, 0.0952679691031742, -0.05562433738448476, 0.010812149377768443, -0.07484972676138163, -0.10928262605989937]",2025-09-26,2022-02-24
perp_2200,perp_dual_hgb,3,2026-01-01,3100,1082,0.340066059868535,275,False,-0.23075048968541603,"[0.7478570901917425, 0.04829103880107731, -0.07264365899546758, -0.026726641988047164, -0.09434891818841842, -0.0782357547721937]",2025-12-29,2022-02-24
