origin,n_shared_train,n_train,n_query,shared_mask_sha256,train_mask_sha256,last_shared_mature20,local_state_json,score_min,score_mean,score_max,fallback,clip_lo,clip_hi,train_target_mean,train_error_std
2022-07-01,475,203,330,3442218c4d49afe7a316acc19f4fd721a6b600cddd3e8509cbf108a6be011745,6eda896a9ae60f92a8e88cf61de30fa7b21f0a09b2d43ebca19342799c2ed574,2022-06-28,"{""AMD"": {""bias"": 44.95578455149775, ""count"": 37, ""weight"": 0.19786096256684493}, ""KGS"": {""bias"": 16.011658786987304, ""count"": 43, ""weight"": 0.22279792746113988}, ""KZT"": {""bias"": -61.321468751940664, ""count"": 41, ""weight"": 0.21465968586387435}, ""TJS"": {""bias"": 42.770031936165914, ""count"": 45, ""weight"": 0.23076923076923078}, ""UZS"": {""bias"": -59.145374676014164, ""count"": 37, ""weight"": 0.19786096256684493}}",0.0,0.019347325721774278,0.33736216165759897,False,-4307.964933053981,4.122284735785754e-12,-1168.282012267811,408.43211474136723
2022-10-01,805,376,320,850d3c42f2db1da9fcd62c7a26f6e35bf939e9e7cd39d7368d65f94e8e5467e6,f7a50cbfc01332468ee13da68f220bee7819053472ca3620c302df2ddba645be,2022-09-28,"{""AMD"": {""bias"": 12.513291209769008, ""count"": 75, ""weight"": 0.3333333333333333}, ""KGS"": {""bias"": 11.473285066809204, ""count"": 77, ""weight"": 0.3392070484581498}, ""KZT"": {""bias"": -28.892840709532923, ""count"": 69, ""weight"": 0.3150684931506849}, ""TJS"": {""bias"": 36.24580681993942, ""count"": 83, ""weight"": 0.3562231759656652}, ""UZS"": {""bias"": -21.67447157450487, ""count"": 72, ""weight"": 0.32432432432432434}}",0.0,0.4661830341793731,0.9629638066727353,False,-4219.940530208551,1.0516032489249483e-12,-825.140329944715,404.47958199195654
2023-01-01,1130,539,285,dad202d32cf652c3dd2ed33c0fd7c37cf3e9c202a60e4583f6b4db0703f08db4,d787292d93b1b8e30c5e8fdfbc07368e97179f51f88f112a66758e5b648350d4,2022-12-29,"{""AMD"": {""bias"": 10.317823117543728, ""count"": 109, ""weight"": 0.42084942084942084}, ""KGS"": {""bias"": -4.509145907081321, ""count"": 108, ""weight"": 0.4186046511627907}, ""KZT"": {""bias"": -4.676529613814551, ""count"": 101, ""weight"": 0.40239043824701193}, ""TJS"": {""bias"": 18.36493245540619, ""count"": 116, ""weight"": 0.43609022556390975}, ""UZS"": {""bias"": -8.03572849945398, ""count"": 105, ""weight"": 0.4117647058823529}}",0.0,0.047094350485147,0.3731233148279811,False,-3934.7663487440595,2.607976057333891e-12,-663.734060477993,386.66612604250093
2023-04-01,1410,725,305,71651e85a71ff49e225eb625a452e42024b1b873bfdf98673236d129ad2f1f88,63e588689d1dee4a94e8dfd3f763a3c8fdfe63735a815b8235f14f5db4019c24,2023-03-29,"{""AMD"": {""bias"": 14.904044595716062, ""count"": 148, ""weight"": 0.4966442953020134}, ""KGS"": {""bias"": -2.4019317878124777, ""count"": 143, ""weight"": 0.4880546075085324}, ""KZT"": {""bias"": 31.510518292471033, ""count"": 140, ""weight"": 0.4827586206896552}, ""TJS"": {""bias"": -13.952489852119655, ""count"": 151, ""weight"": 0.5016611295681063}, ""UZS"": {""bias"": 12.333420789921714, ""count"": 143, ""weight"": 0.4880546075085324}}",0.005703312466428289,0.2228297757395287,0.7921241636314129,False,-3698.2737997272916,4.426681243785424e-12,-519.261571315296,360.9871448239767
2023-07-01,1715,896,325,c55e3280582666e6720c51a9b39e767d5214e4ca384ba9438f85fa1925aed1b9,7e3b9b8c65e0fde3eceddacbfbe9b49bb4ff6f5f26dc0bcbf4c89b030105b74a,2023-06-28,"{""AMD"": {""bias"": 8.3882283304485, ""count"": 183, ""weight"": 0.5495495495495496}, ""KGS"": {""bias"": -2.1530776153054574, ""count"": 177, ""weight"": 0.5412844036697247}, ""KZT"": {""bias"": 37.969156799610325, ""count"": 174, ""weight"": 0.5370370370370371}, ""TJS"": {""bias"": -17.374874482734604, ""count"": 186, ""weight"": 0.5535714285714286}, ""UZS"": {""bias"": 13.733026618249875, ""count"": 176, ""weight"": 0.5398773006134969}}",0.0,0.07327295605162108,0.5935272899739092,False,-3448.498764414715,6.37641051071113e-12,-453.62391821992225,341.46658813113925
2023-10-01,2045,1105,320,2cd93d2927475be09465aff94f2117263d2137341378ca927f18e5287b444b08,e3c1fadf6858e3c7c95410d60d04cdc60fb1045d6a1114f72f30aaedf4c31938,2023-09-28,"{""AMD"": {""bias"": 7.313291386679127, ""count"": 228, ""weight"": 0.6031746031746031}, ""KGS"": {""bias"": 10.114759262078298, ""count"": 221, ""weight"": 0.5956873315363881}, ""KZT"": {""bias"": 29.115018529984397, ""count"": 211, ""weight"": 0.5844875346260388}, ""TJS"": {""bias"": -7.995746664888581, ""count"": 228, ""weight"": 0.6031746031746031}, ""UZS"": {""bias"": 13.657405369117527, ""count"": 217, ""weight"": 0.5912806539509536}}",0.0023850791861444475,0.26002041732544706,0.8084043261118856,False,-3149.470612245899,6.288871645665565e-12,-388.15045329509843,319.37768163621377
2024-01-01,2370,1265,285,13c12d636de81caa2d8f49407911d34b073d580c219198a1010d4e836d698f9f,27b6a7f828e0dd075f46e0a67152884adda9fc0ab672fabb360ef0f26a2c4ff1,2023-12-29,"{""AMD"": {""bias"": -4.124648649744664, ""count"": 256, ""weight"": 0.6305418719211823}, ""KGS"": {""bias"": 6.7247906909387964, ""count"": 255, ""weight"": 0.6296296296296297}, ""KZT"": {""bias"": 25.015200831832953, ""count"": 242, ""weight"": 0.6173469387755102}, ""TJS"": {""bias"": -8.385641214847219, ""count"": 263, ""weight"": 0.6368038740920097}, ""UZS"": {""bias"": 12.33965938121111, ""count"": 249, ""weight"": 0.6240601503759399}}",0.05914591275306599,0.46753033694369783,0.8043802357899007,False,-3091.649000695996,4.426681243785424e-12,-392.58392522408997,310.04444939521727
2024-04-01,2655,1413,300,360d6d76a7c3929c4e974f20fe05f1f0b93c6663b61beb6d04f053c75949b7ec,a81d7bd8c9e5b8e617500d9da14b75b54d77abc51914fa69ffed295a41284460,2024-03-29,"{""AMD"": {""bias"": -7.29838084488367, ""count"": 285, ""weight"": 0.6551724137931034}, ""KGS"": {""bias"": 7.405319473735986, ""count"": 283, ""weight"": 0.6535796766743649}, ""KZT"": {""bias"": 22.454557923158575, ""count"": 274, ""weight"": 0.6462264150943396}, ""TJS"": {""bias"": -8.441041328095002, ""count"": 292, ""weight"": 0.6606334841628959}, ""UZS"": {""bias"": 9.696001352100506, ""count"": 279, ""weight"": 0.6503496503496503}}",0.00378958130100464,0.6081684210352637,0.9427973646734267,False,-3071.9739287173666,4.425828592502511e-12,-369.4389749189433,296.7950926219532
2024-07-01,2955,1564,330,f4f430ad5c432e6f0349f16cb516ba9df4eb3826a3687fd658b7d39969399538,6ff608c2796f1bc92a9f9d253bac252fa77e2f512117f3e2bdd23bb176cebbcc,2024-06-28,"{""AMD"": {""bias"": -12.397631007978699, ""count"": 319, ""weight"": 0.6801705756929638}, ""KGS"": {""bias"": 5.672996709711373, ""count"": 312, ""weight"": 0.6753246753246753}, ""KZT"": {""bias"": -2.511669860527191, ""count"": 306, ""weight"": 0.6710526315789473}, ""TJS"": {""bias"": -4.119281437476393, ""count"": 320, ""weight"": 0.6808510638297872}, ""UZS"": {""bias"": 2.317565303540899, ""count"": 307, ""weight"": 0.6717724288840262}}",0.0005996563729879886,0.10965337469701988,0.6309982532830575,False,-2956.0983420005955,4.422204824550135e-12,-352.9374477189966,294.5744959544325
2024-10-01,3280,1737,325,8bb9df7b9cfa0ee44bdfea0b663badef43854252fc6d2714747b8eefc7aa4df6,05a6fee127060aca6e289525243872bbea4d10ef954c48abd8164ef2a0da7ab9,2024-09-27,"{""AMD"": {""bias"": -9.160530049284382, ""count"": 352, ""weight"": 0.701195219123506}, ""KGS"": {""bias"": 15.007078999362548, ""count"": 352, ""weight"": 0.701195219123506}, ""KZT"": {""bias"": -3.3479456972042816, ""count"": 336, ""weight"": 0.691358024691358}, ""TJS"": {""bias"": -1.0858679854985678, ""count"": 355, ""weight"": 0.7029702970297029}, ""UZS"": {""bias"": 12.587967660785447, ""count"": 342, ""weight"": 0.6951219512195121}}",0.0002458811817179666,0.20355001513117718,0.67131303061291,False,-2785.188297465267,4.417017862579086e-12,-347.32895733803747,293.4115019293228
